;meta[fps=30]
;meta[frames=22]
jaw_open_a;-0.009142857;0.00743619;0.027032379;0.052480005;0.09845334;0.1061181;0.075474285;0.04766476;0.0097980965;-0.013074286;0;0;-0.003017143;-0.005897143;0.016365716;0.04967619;0.07777525;0.07876573;0.052099053;0.013409525;-0.003977143;-0.0065066675;-0.0003504762;0.0004571429;0;0;0;0;0;0;0;0;0;0
jaw_open_o;-0.009630476;0.007375239;0.033005714;0.053531427;0.07937524;0.09458286;0.09961143;0.11953982;0.12155887;0.1072625;0.079675436;0.042134862;0.016461717;0.0015588573;-0.0055314293;-0.008777143;0.008502858;0.030400004;0.049097147;0.051428575;0.03739429;0.0069942866;-0.00027428532;-0.0029257145;0;0;0;0;0;0;0;0;0;0
jaw_chew;-0.0007633737;0.006033832;0.031024776;0.052682318;0.06738204;0.06934294;0.072460055;0.08909365;0.119826116;0.12939262;0.12703013;0.11249742;0.09394505;0.07065182;0.04474833;0.017669715;0.0035162896;-0.0023330606;0.007404724;0.016078558;0.02113591;0.017452631;0.009360869;-0.0009255905;0;0;0;0;0;0;0;0;0;0
jaw_front;0.08513047;0.10954411;0.10073669;0.084777415;0.08247298;0.09811737;0.10368999;0.089875795;0.058255427;0.062262665;0.07863415;0.10295095;0.111743584;0.11251935;0.13077591;0.16192108;0.16913685;0.13875556;0.08489192;0.031245835;0.0047520017;-0.0035544587;-0.0007776869;0.00008587953;0;0;0;0;0;0;0;0;0;0
jaw_back;0.04888242;0.08573641;0.12657158;0.16080678;0.17880437;0.18670847;0.1688646;0.12181111;0.06695953;0.023558563;-0.0022795182;-0.0020992777;0.0001749398;-0.0029262656;0.027958559;0.07067568;0.10826653;0.10773641;0.075012065;0.024560489;0.004765785;-0.0024279524;-0.000037108442;0.000015903615;0;0;0;0;0;0;0;0;0;0
jaw_up;0.047774117;0.03800245;0.03293365;0.019543342;0.013390307;0.0066951537;0.0036186355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;-0.0011980725;0.009934458;0.0444241;0.07087712;0.07511808;0.052906033;0.019264583;-0.0020462654;0;0;0;0;0;-0.0015227714;0.015084581;0.03191856;0.040613864;0.0333976;0.017295184;-0.00072759064;-0.0004612049;0.00003180723;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0.03940916;0.07823202;0.10346576;0.1265435;0.12604809;0.11322898;0.08307468;0.058273245;0.04569756;0.06577174;0.10226158;0.15371206;0.20641643;0.2551725;0.2773173;0.23543523;0.17063944;0.10183818;0.053340413;0.030447474;0.01636482;-0.0011355183;-0.0008349399;0.0000667952;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0.05117625;0.08808803;0.109158196;0.12974223;0.13178505;0.120739736;0.090175375;0.062162206;0.047517728;0.06775741;0.100694135;0.14209752;0.18217759;0.22348188;0.24654141;0.21434131;0.16108997;0.09963615;0.05318678;0.029178366;0.015863858;-0.00096853025;-0.00071248197;0.000055662655;0;0;0;0;0;0;0;0;0;0
corner_right_spread;-0.0004490121;0.0035624097;0.017162655;0.03905663;0.070765786;0.08380941;0.07136695;0.053480685;0.047220487;0.045031093;0.045977358;0.03016916;0.008282603;-0.00013359034;0.013388726;0.036128778;0.060401406;0.06508449;0.055714615;0.033980194;0.018120049;0.008649978;0.0053324825;-0.000523229;0;0;0;0;0;0;0;0;0;0
corner_left_spread;-0.0004490121;0.0035624097;0.017158944;0.039075185;0.07102556;0.084273264;0.07190502;0.053888876;0.04740232;0.045012537;0.045977358;0.03016916;0.008282603;-0.00011132524;0.01318834;0.035471957;0.05928815;0.06385991;0.054768346;0.03355716;0.01803099;0.00866111;0.0053324825;-0.000523229;0;0;0;0;0;0;0;0;0;0
corner_right_out;0.1111843;0.14568402;0.15164734;0.14050739;0.14415886;0.16155158;0.17663985;0.1756825;0.16465533;0.14978227;0.1508577;0.1764744;0.21739459;0.2467266;0.24413048;0.19962634;0.14613375;0.10569745;0.0759632;0.050337598;0.024298606;0.0056479047;-0.0013433256;0.000055662655;0;0;0;0;0;0;0;0;0;0
corner_left_out;0.10931034;0.14305675;0.1479996;0.13972811;0.14650227;0.16589329;0.18062162;0.1782448;0.16666698;0.154003;0.1590323;0.19224806;0.24516803;0.28632504;0.28491303;0.22868371;0.1584961;0.1059728;0.072506174;0.04947297;0.024428485;0.005892821;-0.0012320003;0.00004453013;0;0;0;0;0;0;0;0;0;0
corner_right_in;0.1360952;0.18695976;0.19840027;0.17943045;0.15281257;0.11478013;0.06898459;0.0339995;0.011468737;0.03037029;0.054665927;0.064140454;0.05560328;0.04738822;0.053000502;0.065188214;0.065089695;0.048186608;0.026331222;0.011316219;0.0060811457;-0.0008544218;-0.00014472292;0.000013915665;0;0;0;0;0;0;0;0;0;0
corner_left_in;0.13575011;0.18634002;0.19908307;0.18147513;0.15568106;0.117177315;0.0702537;0.033746418;0.012910028;0.036386304;0.06532421;0.07721672;0.06765981;0.05671282;0.060724247;0.07261527;0.06872335;0.04709952;0.02185316;0.006846507;0.0038963861;-0.0006568194;0.000022265065;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;-0.0009611086;0.008264049;0.031438272;0.062434953;0.08750912;0.10102031;0.09649864;0.082718045;0.06265575;0.048239116;0.03465743;0.026226392;0.016789716;0.0073433905;-0.00075515686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_up;-0.00087575923;0.0074105556;0.029616246;0.06142189;0.088371895;0.10388136;0.100428425;0.086924665;0.06468372;0.039667066;0.016437184;0.0040411092;-0.00048426513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008460724;0.008382796;0.017720208;0.022515545;0.018480001;0.009532231;-0.0004564338;-0.00027274707;0.000019481935;0;0;0;0;0;0;0;0;0;0
corner_left_down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009045182;0.008961689;0.018944785;0.024088014;0.019788075;0.010228015;-0.00045921694;-0.00027831335;0.000019481935;0;0;0;0;0;0;0;0;0;0
lips_out;0.08014788;0.10435;0.11931847;0.109731786;0.09870421;0.083942465;0.08120705;0.09439974;0.12411183;0.15243745;0.16893807;0.17047979;0.16478056;0.16291888;0.16247453;0.15348072;0.13390082;0.112228006;0.09993833;0.08671607;0.067504495;0.03504839;0.010448677;-0.001173687;0;0;0;0;0;0;0;0;0;0
lips_up;0.00010496388;-0.001631711;0.003020097;0.016212149;0.024666512;0.024499524;0.015229304;0.004461919;0.0028034898;0.019418316;0.03667056;0.059105158;0.08464859;0.11472169;0.13064471;0.12446805;0.09025621;0.047309443;0.014653592;0.0021215423;-0.00014631322;-0.00030216883;-0.000089060246;0.000009542171;0;0;0;0;0;0;0;0;0;0
lip_upper_front;-0.00090544595;0.0087947;0.02070651;0.02783133;0.024602896;0.0142496405;0.0016921447;-0.0005087567;0.0014899041;0.014726856;0.028203527;0.03960027;0.049138248;0.065091535;0.083763026;0.091188796;0.072613046;0.03927557;0.010526922;-0.0012134459;0;0;0;0;0;0;0;0;0;0;0;0;0;0
