;meta[fps=30]
;meta[frames=76]
jaw_open_a;0;0;0;0.00054857146;-0.0045714285;-0.006811429;0.022354288;0.042628575;0.05476572;0.07366858;0.08732953;0.099177144;0.10482286;0.073660955;0.029028572;-0.007458287;-0.007101333;0.03416915;0.061474293;0.08676497;0.08933258;0.08266286;0.05966286;0.04805257;0.060331434;0.0999543;0.14149144;0.18329144;0.18353336;0.16736001;0.16034858;0.14206856;0.10473145;0.054582857;0.0137142865;-0.019809524;-0.0032495246;0.04651429;0.10151619;0.14720762;0.17995201;0.15560763;0.12472534;0.081812575;0.03758172;0.0056708595;0.0005828569;-0.009220572;-0.0055009522;0.017371431;0.05412572;0.0966781;0.12693335;0.116914295;0.07425524;0.037767623;0.03220572;0.03331048;0.03721905;0.029760003;0.007840001;-0.007908572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.010788572;0.006217144;0.039177142;0.07456;0.08969143;0.09675429;0.085805714;0.073036194;0.08088381;0.09613715;0.07248762;0.06305525;0.062011436;0.053237338;0.077937536;0.10805029;0.09675087;0.06697296;0.037596576;0.031509336;0.04403086;0.07351543;0.08940191;0.09924572;0.10546287;0.09475049;0.063253336;0.030902863;-0.0019657144;-0.0068571432;-0.008313905;0.009688382;0.018144002;0.043693714;0.08290896;0.089846864;0.064507425;0.036458667;0.0060525723;0.017749337;0.06953449;0.09684116;0.09150173;0.046613336;0.018299432;0.02175086;0.05948191;0.09488001;0.09328;0.044685714;0.03657143;0.05186286;0.060114287;0.07259429;0.05403429;0.0104228575;0.005120001;0.006034286;-0.004022857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0.0000667952;-0.0006941929;-0.0015124339;0.0023426022;0.016216917;0.03632704;0.0632622;0.09242546;0.098680355;0.08100586;0.048242826;0.015381976;-0.0016913497;0;0;0;0;-0.00083971105;0.0067685796;0.033079524;0.052949503;0.06252984;0.06440964;0.05312126;0.03855991;0.028467475;0.010550459;-0.0011164339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008683375;0.008683375;0.01736675;0.021708436;0.01736675;0.008683375;-0.0008683375;0;0;-0.0011927712;0.011927713;0.023855425;0.029819282;0.023855425;0.011927713;-0.0011927712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0011135712;0.009315066;0.037932992;0.086746916;0.14711162;0.18083365;0.16846272;0.1381773;0.09562972;0.058735877;0.042138223;0.046167403;0.067680225;0.10961878;0.12162474;0.10253157;0.08225231;0.08704965;0.103267744;0.12868641;0.12085658;0.09147457;0.072153114;0.074811205;0.0872715;0.11151219;0.13212983;0.14028898;0.13277332;0.101056956;0.05559412;0.024995718;0.029137017;0.06322881;0.10683891;0.14406529;0.183359;0.22982675;0.27415064;0.28274885;0.2442712;0.16203679;0.08351784;0.028265102;0.013875985;0.027581643;0.056787837;0.088334255;0.116245106;0.12905546;0.13704227;0.14195888;0.13755038;0.13510281;0.118571006;0.083539315;0.045458898;0.01462099;-0.0016102411;0;0;0;0;0;-0.00031898115;0.0023760006;0.013108896;0.036707364;0.07000409;0.099039555;0.105353735;0.08482034;0.04988374;0.019061165;0.003058946;-0.00042735282;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;-0.0032880728;0.031727716;0.0773552;0.104625925;0.092730016;0.057928927;0.03726615;0.09870182;0.14951785;0.15255544;0.10215688;0.04554;0.043746877;0.119137965;0.16170003;0.15241627;0.09439194;0.029628437;-0.006778917;0.012221929;0.029517112;0.039130844;0.045842174;0.041778803;0.02752121;0.0217641;0.011068918;-0.0011053013;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00009542171;-0.0013093979;-0.0000053008753;0.019391809;0.05427374;0.11804193;0.19140269;0.24034871;0.27245018;0.25069666;0.18223159;0.10160821;0.035902414;-0.009558074;0.019110845;0.05142965;0.07009518;0.060232297;0.031157836;-0.0012908434;-0.003949399;-0.0003101206;0.0005566269;-0.000042409672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.010571295;0.013254778;0.010164707;0.008511248;0.0048790597;0.0033069183;0.0015721414;0.0007860707;-0.00008131765;0;0.0013507765;0.0036864001;0.008673882;0.014980516;0.02528979;0.036376096;0.05455963;0.06486438;0.07635728;0.08101045;0.09356952;0.096777044;0.10133535;0.07803784;0.060156997;0.03571652;0.022805084;0.011402542;0.005113977;0;0;0;0;0;-0.00013552942;0.0005827765;0.0030731296;0.008199531;0.015809508;0.027180424;0.041370355;0.056976575;0.067361504;0.067513995;0.057749093;0.04257657;0.02836631;0.016148333;0.0073965183;0.0005488942;-0.0035440943;-0.0073185884;-0.008782307;-0.010977883;-0.008782307;-0.0073185884;-0.0043911533;-0.0029274356;-0.0014637178;-0.0008402824;-0.0006144001;-0.0016579767;-0.0033024007;-0.004404706;-0.005032659;-0.0046441406;-0.002294965;0.004684804;0.013991157;0.02334269;0.026681228;0.023112288;0.017618826;0.011452238;0.007196613;0.0036999537;0.0012559062;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;-0.0018130123;0.015976774;0.055576775;0.109009735;0.14918385;0.15388338;0.13115712;0.119379446;0.123750284;0.13193218;0.11797568;0.07791712;0.03460097;0.0050061936;0.027844055;0.089245535;0.14760546;0.15786727;0.13364738;0.09256091;0.08234575;0.08675397;0.09934459;0.08682314;0.06577206;0.052953746;0.061870374;0.09235363;0.13646099;0.1485199;0.11843026;0.07156628;0.028845184;0.0022543378;0.010886026;0.04353615;0.0829135;0.10952027;0.12208013;0.10315086;0.07393592;0.040216267;0.013677109;-0.0014869882;0;0;0;0;0;-0.0016062654;0.015553738;0.037214465;0.05033495;0.045023136;0.02449157;-0.000015903737;-0.0048824106;-0.003498796;-0.001749398;0.0001749398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0.00028944583;-0.0033174944;-0.0038184584;0.02250998;0.061334684;0.103638306;0.14146942;0.1685688;0.16556486;0.16589235;0.13269049;0.104916684;0.1135509;0.17548582;0.20131737;0.19628358;0.16498785;0.13441606;0.11177433;0.10323939;0.07480355;0.05490973;0.09395857;0.11703816;0.11869876;0.09011413;0.051686496;0.013670748;0.0036041567;-0.014199544;-0.00980776;0.024793448;0.10090342;0.1520203;0.16479951;0.12668635;0.0721017;0.029427549;0.027515538;0.033590376;0.060125884;0.07237259;0.059428245;0.030223155;0.018661465;0.032915004;0.07730431;0.12828016;0.15392116;0.14298439;0.12489587;0.10266143;0.08554237;0.06343316;0.06569771;0.10309095;0.18954249;0.2831875;0.3509671;0.37501645;0.38320574;0.36343792;0.32545367;0.2799544;0.23380575;0.19914444;0.1751772;0.1462959;0.10481712;0.058400583;0.01887918;0.00022105874;-0.0021962896;-0.00028467487;0.0001892531;-0.000012722898;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0.00023378317;-0.0026940724;-0.002994651;0.019003233;0.051282015;0.08636061;0.11772931;0.1409156;0.13914737;0.13970308;0.11157766;0.08891367;0.09802657;0.15207966;0.17425902;0.16850165;0.13951847;0.11144407;0.09491783;0.095750906;0.079845846;0.06685604;0.08147529;0.07956976;0.07118883;0.054233983;0.035340227;0.015975183;0.0048732655;-0.011577833;-0.005900241;0.029717363;0.10651978;0.15705964;0.16992606;0.13038793;0.073638;0.029431166;0.026794706;0.03163495;0.057693884;0.06931114;0.056806527;0.028739097;0.017512957;0.030838968;0.07276037;0.120778695;0.14450121;0.13381675;0.11560578;0.09359397;0.07717627;0.0582454;0.049457196;0.06742232;0.12084178;0.17824854;0.21858539;0.2354304;0.25019333;0.26011693;0.25968668;0.24654321;0.22151488;0.19468299;0.1704781;0.14075826;0.10028683;0.0558145;0.017867714;0.000025444622;-0.002170844;-0.00028467487;0.0001892531;-0.000012722898;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0.00002449157;-0.00026495426;-0.0009952484;0.0056018895;0.026573353;0.04209952;0.049842574;0.057869125;0.07106934;0.08844647;0.09332772;0.06909592;0.03310815;0.0077523245;0.0065156855;0.031269614;0.057210088;0.07714752;0.08131851;0.07796706;0.06983196;0.066865884;0.072476126;0.077241406;0.07440057;0.060681578;0.034996044;0.01076887;0.003649244;-0.0004080073;0;0;0;-0.0015140243;0.013537157;0.044886366;0.08299302;0.1090849;0.1208158;0.101461895;0.072553486;0.03948709;0.013442532;-0.0014611448;0;0;0;0;0;-0.0011689159;0.011210459;0.028165305;0.037850607;0.044808444;0.04018844;0.027274702;0.018446606;0.009462652;-0.00094626524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
