;meta[fps=30]
;meta[frames=77]
jaw_open_a;-0.004022857;0.00018285782;0.014025143;0.032777146;0.05694629;0.07650057;0.09057601;0.12308114;0.11608;0.111473516;0.110255994;0.1047779;0.09942553;0.09738059;0.056469344;0.051772196;0.05298286;0.06665905;0.08575238;0.085622855;0.060921907;0.0533181;0.040594287;0.05283048;0.0928;0.14014171;0.15706818;0.15396571;0.10912609;0.08920382;0.09056458;0.10542554;0.11804039;0.13059886;0.118390106;0.12439696;0.11810058;0.09243429;0.055919997;0.028786287;0.008036573;-0.0006857142;-0.003017143;0;0;-0.008594286;0.0035657145;0.032365713;0.058925718;0.093836196;0.10075428;0.069942854;0.02969905;0.03028572;0.023725716;0.03333333;0.027958859;0.008809142;0.009728001;0.034450285;0.037536003;0.031350862;0.028489145;0.04022553;0.08461715;0.10973716;0.12084953;0.109074295;0.08705143;0.058666673;0.029268578;0.007040001;-0.0016228574;-0.0026057144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;-0.008704;0.003931429;0.031387426;0.062628575;0.09502171;0.09334857;0.050843433;0.034316193;0.023707429;0.023712;0.04393905;0.05632458;0.063867435;0.09882363;0.0972023;0.0663741;0.03567543;0.023177147;0.043768384;0.091268584;0.12335239;0.10633906;0.090148576;0.059695244;0.026204955;0.019081144;0.03479467;0.039804954;0.078564584;0.080594294;0.045558862;0.03221029;0.031442292;0.05406628;0.09547886;0.10265715;0.08809143;0.061244573;0.030345147;0.012856002;0.002214857;-0.0056685717;0.0003657143;-0.005851429;-0.0019199997;0.024914287;0.055451434;0.08585142;0.10784;0.10953145;0.09421715;0.0986743;0.11771429;0.15604572;0.17216;0.1469943;0.07463925;0.025792006;0.023296004;0.06804724;0.09549715;0.08603429;0.04523581;0.011419428;-0.012495238;-0.0033371435;0.031405717;0.06211048;0.07632;0.06601143;0.031184765;0.0021485714;-0.0024457145;-0.0017828572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;-0.0013588049;0.011626179;0.04447224;0.09441214;0.14113775;0.16788873;0.15912473;0.12241793;0.073628336;0.031460058;0.005734368;-0.0015897257;0.00007013495;0;0;-0.00083971105;0.0067685796;0.033079524;0.053563382;0.057507478;0.040003955;0.023655038;0.031928103;0.052656878;0.054978803;0.038245816;0.012578171;-0.00039759043;0.013848076;0.023855425;0.0375055;0.039263647;0.030643964;0.019594846;0.025896018;0.044570282;0.06330037;0.0610174;0.038759574;0.013275543;-0.0014327568;0;0;-0.0008683375;0.0075287726;0.028817354;0.04532531;0.051565886;0.050163187;0.053378902;0.055478178;0.053293016;0.03363615;0.011822748;-0.0012691086;0;-0.0013890221;0.013085498;0.03582767;0.05014729;0.05462575;0.04343914;0.023476284;0.012649738;0.0067272303;-0.00067272305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0.000057253023;-0.0005188555;-0.0021255184;0.0006691446;0.016959775;0.052564;0.10510866;0.16864592;0.1997944;0.20590976;0.19255118;0.1772439;0.16408573;0.15847635;0.13286923;0.12611458;0.12350193;0.13000563;0.13520585;0.12722097;0.106794775;0.10488467;0.10798111;0.13007599;0.16450414;0.19065543;0.20960234;0.2217066;0.20875596;0.16346882;0.12758547;0.11213291;0.10503068;0.09249298;0.071058154;0.05131302;0.06651011;0.09884734;0.10105014;0.07390291;0.054404683;0.05543524;0.06253461;0.05880363;0.054662317;0.053044926;0.06426652;0.0758173;0.08636618;0.106633745;0.12126666;0.108351335;0.064681605;0.021069113;-0.002304434;0;-0.0006455278;0.004508198;0.030797357;0.06956004;0.10526207;0.12576103;0.13875604;0.15263608;0.17275146;0.17658979;0.166091;0.14587355;0.13032219;0.12029815;0.11405279;0.109582275;0.11135712;0.10836565;0.089078546;0.05887042;0.027302535;0.0067415438;-0.0008015424;0;0;0;0;0;0;0;0;0;0
jaw_back;-0.0022225305;0.02115181;0.055141818;0.07761362;0.070731334;0.04192591;0.0058087977;-0.0034987957;-0.0014750605;0.00014313255;0;0;0;0;0;0.00019084342;-0.0035306031;0.01240482;0.027672293;0.036737353;0.030073738;0.021183617;0.0060115666;0.008349398;0.0021438075;0.031667285;0.06833784;0.091703445;0.07780048;0.041572057;0.0004421194;-0.0030980245;0.00019084357;0.0000031807106;0;0;0;0;0;0;0;0;0;0.00006361446;-0.0011132532;0.0017493981;0.024221208;0.056441937;0.08972821;0.11814797;0.11522171;0.08635664;0.05078025;0.01731904;-0.001876627;0;-0.0050149406;0.048236724;0.119298324;0.16488339;0.15094653;0.08972291;0.023574468;0.014627086;0.020149881;0.016841931;0.00919229;-0.00090650615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.009462666;0.007936604;0.004437234;0.0030954925;0.0014908238;0.0019407813;0.003619991;0.008214438;0.015293141;0.025773177;0.03996537;0.05401751;0.065511525;0.06853272;0.075516984;0.070414305;0.07340273;0.06376479;0.07115091;0.06734141;0.0768104;0.059220493;0.050532144;0.033078667;0.028833212;0.022674074;0.021522077;0.013872795;0.011460371;0.0069662137;0.004624265;0.0023717654;0.0011357369;0;0;0;0.0032933648;0.00866033;0.021996425;0.038869835;0.06655849;0.092769876;0.12703171;0.13668142;0.1380367;0.10947616;0.08556424;0.06139031;0.05525534;0.057107583;0.075964235;0.08713186;0.10050861;0.08158419;0.06537939;0.039746262;0.02563313;0.012816565;0.00576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0013526025;0.011772652;0.04273222;0.087418206;0.10632495;0.109452665;0.10245427;0.10814751;0.11548438;0.111859426;0.07554483;0.037392057;0.026030244;0.042363524;0.07474276;0.09020002;0.07718555;0.041216876;0.020711813;0.029135428;0.06895278;0.11777422;0.13572147;0.12655304;0.11695255;0.12230942;0.135194;0.14187881;0.1252582;0.11089102;0.11664998;0.12741183;0.12151754;0.09173007;0.051829886;0.018651363;0.0025561089;-0.0005725302;0.000015903615;0;0;0;0;0;-0.0017653016;0.016412532;0.04771085;0.06894218;0.06450506;0.06021109;0.050716635;0.051718555;0.044464126;0.039216727;0.028069882;0.031676024;0.025016388;0.011983375;-0.0020380483;0.00006997592;-0.0015108435;0.013586991;0.044938315;0.07320965;0.07731808;0.0562723;0.021575907;0.0018183141;-0.0012881929;0.00007951808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;-0.002014988;0.019882701;0.043099597;0.05448261;0.043973498;0.021402292;-0.003016916;-0.0024380246;-0.00106427;0.0056041167;0.031159397;0.0828509;0.1472372;0.19316335;0.18664137;0.1505636;0.09718088;0.06273256;0.057572074;0.058236122;0.044199858;0.026079806;0.0149769625;0.013800628;0.023340466;0.02814972;0.025375493;0.023663314;0.045353938;0.05488339;0.0646533;0.09175731;0.108229734;0.10328281;0.0795334;0.044047717;0.020949569;0.020697229;0.01695707;0.004300496;0.03222757;0.106538326;0.15847158;0.15715794;0.10333216;0.03241793;0.005154363;0.01925928;0.034458894;0.063704066;0.120995775;0.15393323;0.14469694;0.09338895;0.039060343;0.006275038;0.00967046;0.035187338;0.077512115;0.10582957;0.13295768;0.15230232;0.17815575;0.19837171;0.17827451;0.123860545;0.084098846;0.06742417;0.09837817;0.13871132;0.18408756;0.23881508;0.27845803;0.2792076;0.23566456;0.15412991;0.0712482;0.017734123;-0.0021040486;0;0;0;0;0;0;0;0;0;0
corner_left_tight;-0.002092916;0.020650847;0.04478061;0.056530993;0.045699045;0.022348555;-0.0029278556;-0.0023378318;-0.0008173134;0.004670468;0.025940653;0.06881928;0.12218028;0.16022867;0.15461047;0.12384979;0.0823659;0.061629515;0.066786654;0.07081403;0.055186737;0.030714653;0.0142793255;0.010872772;0.018986901;0.025068237;0.024663009;0.025170656;0.04491235;0.055547632;0.06386214;0.08529894;0.0946594;0.08673921;0.064261466;0.03706692;0.019789001;0.020919183;0.017507436;0.0057908637;0.026495287;0.08828097;0.13130821;0.1281206;0.10595573;0.074513756;0.068572685;0.07375673;0.06441283;0.06090608;0.10389621;0.1302803;0.120980926;0.07745088;0.032388244;0.005109832;0.007762343;0.03048347;0.06771549;0.092448264;0.11447769;0.12832285;0.15286934;0.1738445;0.15937148;0.113685414;0.0793935;0.06266687;0.0880676;0.11891399;0.15269195;0.19608285;0.228254;0.22833748;0.19221987;0.12585327;0.058161914;0.014438895;-0.0017144099;0;0;0;0;0;0;0;0;0;0
corner_right_spread;-0.00074142666;0.0062898803;0.024406964;0.055678245;0.093856156;0.13292855;0.16401279;0.18304667;0.1638742;0.13030052;0.098871544;0.08687866;0.08689906;0.083040334;0.059651636;0.04996002;0.05207446;0.06570309;0.07954398;0.07962729;0.06322165;0.046734367;0.038147476;0.051859044;0.08628826;0.12586811;0.14051388;0.123636045;0.08061808;0.055513293;0.060228854;0.084633216;0.103011176;0.112064324;0.11529565;0.13241033;0.1330087;0.10454141;0.060981218;0.022802765;0.0016918668;-0.0004786989;0.000011132533;-0.0010316146;0.009863422;0.024046266;0.044841837;0.06480247;0.076525025;0.08019876;0.073968254;0.052322898;0.026601184;0.023144532;0.024981402;0.032312173;0.025622636;0.010760706;0.007163784;0.018769449;0.024246655;0.018535666;0.022075066;0.03681825;0.07051716;0.096378036;0.108312115;0.097584054;0.07489225;0.045064483;0.018101497;0.0022153738;-0.0011392292;0.0000667952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
