;meta[fps=30]
;meta[frames=81]
jaw_open_a;0;-0.0031085717;0.0046628574;0.003748572;0.011954286;0.024342857;0.050359998;0.086354285;0.12887429;0.14101714;0.11403268;0.10764159;0.12452756;0.14537403;0.15896109;0.13713251;0.07125213;0.051341407;0.029703924;0.048205715;0.108830474;0.12954667;0.12402286;0.114552386;0.07723886;0.0749722;0.10850668;0.10663774;0.08103849;0.049156576;0.018329144;-0.0032434287;-0.0043748575;-0.0047085714;-0.0007085715;0.0144;0.03675428;0.08482744;0.14217602;0.18375774;0.226525;0.2065387;0.1545265;0.11380267;0.09236573;0.072076194;0.06097981;0.037851423;0.052665904;0.108690284;0.16295621;0.14668801;0.12243811;0.07647544;0.059629723;0.09125791;0.12277333;0.11700114;0.11340877;0.07070705;0.059221722;0.049381334;0.04376877;0.055481143;0.05826096;0.054068573;0.07208;0.07439238;0.07836571;0.092251435;0.09310858;0.07053715;0.034940958;0.027192382;0.04601143;0.06298667;0.068007626;0.060137145;0.029409524;0.011550475;0.0056685703;0.00022857069;-0.0018590472;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.010400001;0.014320002;0.032160003;0.040468577;0.038571436;0.026857147;0.0039999997;0.016051428;0.025634289;0.043132573;0.061044116;0.08069006;0.09539017;0.10536473;0.094208;0.094925724;0.09486415;0.070373185;0.057508577;0.07416381;0.06314667;0.054674286;0.046445716;0.036769528;0.03264;0.041394286;0.037085716;0.012731428;-0.0007885723;0.03270857;0.035554286;0.04002286;0.05330286;0.059680007;0.07819428;0.12694858;0.11723429;0.08877715;0.046308573;0.00633143;-0.021470478;0.008533333;0.033920005;0.045592386;0.04355048;0.027794287;-0.0016761897;-0.0048152385;0;0;0;-0.0006247619;-0.00070857134;0.0020571428;0.006346667;0.012038095;0.034203433;0.045382097;0.07121525;0.08800458;0.10506287;0.108641535;0.10999543;0.09488458;0.086096;0.08461257;0.091250286;0.082150854;0.05830857;0.031545144;0.0026285728;-0.013222857;0.0069942856;0.040777143;0.059702862;0.05787429;0.038377147;0.0010057143;-0.007131429;-0.0018742858;0.00070857146;-0.00004571429;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.00041031334;0.004150844;0.0070612063;0.015983136;0.020372536;0.019847717;0.012471617;0.0067272303;-0.00066795194;0;0;0;0;0;0;0;0;0;-0.00116987;0.010939143;0.030805938;0.046350133;0.045716535;0.030630367;0.008925747;0.000032443997;-0.0007977255;-0.000053436164;0.000009542171;0;0;0;-0.0002671808;0.0018798074;0.0117798075;0.037357595;0.05481977;0.055606995;0.037395764;0.012710171;0.0037707477;0.011794122;0.025000487;0.030630367;0.028254366;0.014818989;0.008626121;0.002220145;0.0047806273;0.003635567;0.0013168192;0.010620435;0.022185545;0.02762458;0.022099664;0.010505929;-0.0025312994;0.013592822;0.04008308;0.06442039;0.083176725;0.091148;0.08902105;0.08641389;0.07352838;0.046904538;0.023640726;0.007156628;0.00048665077;-0.000448482;0.000028626511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0004866507;0.005038266;0.0077291587;0.011593738;0.011164338;0.008587953;0.0035210606;0.00303441;-0.0002862651;0;0;0;-0.00027672292;0.0018177835;0.013602362;0.037810847;0.08019716;0.11543639;0.13408658;0.13321346;0.119568154;0.10489707;0.10671963;0.114201166;0.12949726;0.13432752;0.11970891;0.08505652;0.057627555;0.051218074;0.05909991;0.07300953;0.0713647;0.07074804;0.06778639;0.07165573;0.058522128;0.044031154;0.01583881;0.018514197;0.031025171;0.0672723;0.103217654;0.13076113;0.12491654;0.09770229;0.052219525;0.018392533;0.0007347471;-0.00022901209;0;0;0;0;0;0;-0.0006219109;0.0050225207;0.022251027;0.06010494;0.09307912;0.113806486;0.12503058;0.1288429;0.12900643;0.13381104;0.13115951;0.13891016;0.15909183;0.17020607;0.16273457;0.13373113;0.10995683;0.11366634;0.13253836;0.14553003;0.1379941;0.10004249;0.058672417;0.027140317;0.006946698;-0.00081824104;0;0;0;0;0;0;0;0;0;0
jaw_back;0;-0.0011821691;0.011858799;0.023351813;0.028016876;0.021125307;0.009091569;-0.0031436149;-0.0007580724;0.00007951808;0;0;0;0;0;0;0;0;0;-0.0026400003;0.025175424;0.064807236;0.092988454;0.08715182;0.05383374;0.010003376;-0.004145543;0.008200966;0.018930607;0.021766752;0.027057355;0.0350741;0.06777061;0.1320875;0.1926498;0.20460267;0.16677062;0.08986206;0.027128922;-0.0018262648;-0.0037002417;0.005216386;0.019847715;0.028626513;0.02695663;0.015935423;0.0015903617;-0.0027195185;0.00020674702;0;0;0;0;0;0;0;0;-0.0050601335;0.046822637;0.13790505;0.21127494;0.2336639;0.18823123;0.09823385;0.042453114;0.014437301;0.01636482;0.040899865;0.06897398;0.071149595;0.053044923;0.02080193;0.004055422;0.026581308;0.061515186;0.0777019;0.06358903;0.033000007;-0.0011768678;-0.00041349395;0.00039759043;-0.00003180723;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000040658826;-0.00008131765;0.0010752;0.0034605176;0.008479624;0.0148088485;0.025050353;0.035517745;0.04767925;0.05076932;0.04912038;0.037360944;0.02705619;0.016254496;0.009604518;0.0036547768;0.0027444707;0.005398589;0.019430403;0.040595584;0.08204952;0.12984173;0.19932179;0.2532259;0.30402505;0.2988334;0.2737884;0.20316043;0.1432135;0.08420625;0.04751391;0.020483918;0.007413461;0.00027648025;-0.00009215996;0.000073185896;-0.00033882356;-0.001206212;-0.0016805648;0.0010300238;0.003794824;0.009893648;0.018174494;0.033923015;0.045808945;0.057166312;0.048650544;0.042470407;0.031216942;0.027937131;0.02760734;0.030087527;0.032206308;0.031402163;0.025167814;0.017758872;0.011027578;0.0064602355;0.0032210827;0.00092611776;-0.00007680001;-0.000004517649;0.000031623546;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0.00011132532;-0.0012669881;-0.002518073;0.017435662;0.047703557;0.08779723;0.12586784;0.151696;0.15610993;0.14810498;0.1425342;0.14915429;0.15979208;0.15014128;0.11244335;0.056813452;0.020223042;0.0032608784;-0.00045834234;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00073951815;0.0064091575;0.023076149;0.050804105;0.099147916;0.15909025;0.21247073;0.25139642;0.23737739;0.19092824;0.14558119;0.10418035;0.06883191;0.042661984;0.028430367;0.058501985;0.12723213;0.17568727;0.1718863;0.14303502;0.105912805;0.0955097;0.11272803;0.13545641;0.13817804;0.14708142;0.13068108;0.09991712;0.06429567;0.030105548;0.0044551333;-0.001463663;-0.0015840003;0.0151879545;0.044999283;0.0835258;0.10717447;0.10140941;0.06616699;0.031409644;0.019728437;0.02756892;0.03665784;0.03169591;0.017008921;0.00039759048;-0.00085879525;0.00022265062;0.00017493979;-0.000015903615;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0031839043;0.031939235;0.06274295;0.07692581;0.05983736;0.028165307;-0.005521736;-0.0005677591;0.0000667952;0.000171441;-0.002467526;0.0019470792;0.03099408;0.07185215;0.09185081;0.10063884;0.12861803;0.18057412;0.20988275;0.19472283;0.14477485;0.12403496;0.15291646;0.19455951;0.21346556;0.20008127;0.16667254;0.11518088;0.060542412;0.021775233;0.018494103;0.04153918;0.06513272;0.07485885;0.07446735;0.101922035;0.11486175;0.11557238;0.078369305;0.030640438;0.0038537113;0.0124535905;0.02825807;0.036366265;0.03522147;0.024962844;0.014769157;0.0018127474;0.0012802412;-0.0002783133;-0.0014416629;0.00012245784;0;0;0;0;-0.002571615;0.0232425;0.074619696;0.12902325;0.14566362;0.12539685;0.09852569;0.0830075;0.07437755;0.07137345;0.06896603;0.08733749;0.15044504;0.22460438;0.28197592;0.29351845;0.24577476;0.18809898;0.17736536;0.21493208;0.25280124;0.23213741;0.15661986;0.07194212;0.017485494;-0.0020892047;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0032506995;0.03258492;0.06431264;0.07892965;0.061507236;0.029000247;-0.005588531;-0.0007013495;0.00007792773;0.00013470365;-0.0019715715;0.0017756387;0.025771253;0.059514515;0.07597026;0.08339212;0.10627004;0.14857477;0.17188759;0.16203772;0.1272634;0.11651308;0.14145365;0.17129107;0.17946681;0.16392653;0.13648485;0.095272206;0.051354375;0.0139624225;0.0064078863;0.02546752;0.050096393;0.06419018;0.068064295;0.08919384;0.098604545;0.099391244;0.06742974;0.026447183;0.0040114215;0.012717062;0.023118556;0.026421206;0.022873638;0.015077158;0.00936617;0.0017329648;0.0006122898;-0.00077927695;-0.0016587472;0.00014472292;0;0;0;0;-0.0022838393;0.020677008;0.06597724;0.11324291;0.12737009;0.1089193;0.083717756;0.06989115;0.0663112;0.066903725;0.06588788;0.07868474;0.1263598;0.18349752;0.23034878;0.23962402;0.20113514;0.15469396;0.1461553;0.17654897;0.2068276;0.18930684;0.12762149;0.05855897;0.014197688;-0.001697711;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0006011568;0.0060560973;0.0115778325;0.014138316;0.010909881;0.0051209647;-0.001046458;0.00004453013;0;-0.0017070625;0.015179875;0.05166252;0.093871295;0.11395929;0.09919087;0.056987;0.02162116;0.0030089016;0.0033782783;0.012786827;0.020590728;0.027833557;0.03855641;0.052970823;0.06987612;0.08504503;0.085613064;0.070223466;0.046197504;0.021773007;0.0043717455;-0.00055412186;-0.0012468437;0.0111214;0.036954436;0.07263976;0.08766869;0.07572904;0.040626317;0.018517109;0.02262316;0.04805543;0.07594984;0.09334257;0.08517872;0.05934753;0.030087525;0.0057147;-0.0017923377;0.00008906026;0;0;0;0;0;0;0.000073474715;-0.001200087;0.00180013;0.021307666;0.037564877;0.044765767;0.04890447;0.047734816;0.040634114;0.0484562;0.057881743;0.071971826;0.083037555;0.07249506;0.040906493;0.013648485;0.01217899;0.029172799;0.042192295;0.039153114;0.023639932;0.00439735;-0.0012245785;0.000055662655;0;0;0;0;0;0;0;0;0;0;0;0
