;meta[fps=30]
;meta[frames=26]
jaw_open_a;0;-0.009819428;0.008402286;0.036827434;0.055707432;0.059200007;0.043602295;0.008914287;-0.00067657145;-0.0008868574;-0.0008228572;0;0;0;0;0;0;-0.0112457145;0.005257142;0.03990857;0.08201143;0.116388574;0.12617142;0.087497145;0.05097143;0.01824;-0.0010971434;-0.005302857;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.010560001;0.009714286;0.03997715;0.056948572;0.05538286;0.029840004;0.0010590475;0.028354287;0.04994286;0.05283048;0.031762287;0.006514285;0.024044193;0.05134172;0.053252578;0.039072007;0.008800002;-0.009956573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.00010496388;0.00088933035;0.0030057838;0.011416251;0.033836532;0.048401065;0.05831538;0.05431276;0.03994671;0.02244382;0.013427107;0.0051858523;0.018212821;0.030334558;0.032958657;0.023721835;0.009215828;-0.0009656676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.00082158076;0.006492492;0.032098904;0.07001472;0.09733014;0.09394266;0.07160826;0.055861298;0.055520166;0.076150335;0.10555214;0.1311061;0.1540631;0.14731918;0.10565329;0.05483408;0.015381025;0.010707746;0.041121986;0.07674767;0.102468595;0.10656219;0.08190045;0.05122714;0.022944149;0.005467664;-0.0006584097;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0.00009542171;-0.001789157;0.0037850614;0.03671748;0.113631345;0.16408823;0.17693701;0.12893328;0.09627785;0.08004953;0.088954225;0.062146034;0.032125305;-0.0022583136;-0.0015903617;0.00012722892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;-0.000009035446;-0.000018070892;0.00000903485;-0.000009036047;0.000060535607;0.00048248365;0.0010462863;0.0018179008;0.0026112;0.004241167;0.0050191064;0.0064006033;0.005104942;0.004293572;0.0025642167;0.0017293555;0.0008646778;0.00044724712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014631328;0.013384485;0.041152198;0.06719597;0.07318844;0.055249166;0.023378316;0.004319422;-0.0014058799;-0.0010623616;0.00009542171;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0014583616;0.011488772;0.05745722;0.12298107;0.17826784;0.19126062;0.16334023;0.1189669;0.10781338;0.12787847;0.16242678;0.17807375;0.15992902;0.10733152;0.054822154;0.018159945;-0.0030859383;0.044678193;0.14737245;0.27574167;0.36938852;0.38529694;0.29711613;0.18616933;0.0833604;0.019749112;-0.0023823618;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0011889542;0.009344646;0.047019355;0.100929014;0.1482868;0.16321406;0.14607958;0.11476787;0.1093634;0.12467193;0.1481818;0.154252;0.13365626;0.087368116;0.044518992;0.014770087;-0.0032184147;0.042768963;0.14058162;0.26299495;0.3525116;0.3680415;0.28414676;0.1783543;0.07990931;0.01891417;-0.0022821692;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0010965543;0.010587038;0.025777375;0.03439396;0.02994651;0.016615305;-0.0002282166;0.003239567;0.010024845;0.013381303;0.011021207;0.0058445795;-0.00057889166;0;0;0;-0.0011911809;0.0110880025;0.03178338;0.04908333;0.049617693;0.03367591;0.00994135;-0.00087947014;-0.0022821692;-0.0007347471;0.00007792773;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;-0.0010742893;0.010364388;0.02532651;0.033892993;0.029612537;0.016542943;-0.00021151785;0.0031282422;0.009852291;0.01329781;0.011021208;0.0059113745;-0.000584458;0;0;0;-0.0011689159;0.010876483;0.03122675;0.048292924;0.049005404;0.03345326;0.010130604;-0.0006456869;-0.0021708438;-0.00074587966;0.00007792773;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;-0.0019526458;0.015643433;0.07431854;0.15813911;0.2438648;0.29659668;0.30639997;0.28715107;0.27800864;0.26953214;0.26170203;0.23821911;0.191846;0.12431142;0.06554278;0.023765175;-0.0023701163;0.046169948;0.15240437;0.28527114;0.3834044;0.4047789;0.31731054;0.20336908;0.09384724;0.023489643;-0.002783133;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;-0.0022955283;0.018422116;0.087225616;0.18413985;0.27697068;0.32600877;0.3238858;0.29351163;0.28294477;0.2827843;0.28689516;0.27232587;0.22503208;0.14752553;0.07617992;0.026064042;-0.0030792588;0.04737449;0.15649;0.29305273;0.39402482;0.41596708;0.3260273;0.20877951;0.09626301;0.024035137;-0.0028499283;0;0;0;0;0;0;0;0;0;0
