;meta[fps=30]
;meta[frames=48]
jaw_open_a;0;0;-0.009965715;0.012297143;0.034331433;0.042148575;0.037805717;0.02130286;-0.007359999;-0.0033371435;0.0004571429;0;0;0;-0.007058286;0.0021028575;0.024813715;0.053702097;0.07933868;0.113792;0.11482211;0.10431697;0.074112006;0.032472383;0.0039923824;0.020265142;0.06817373;0.12197029;0.14298058;0.122701734;0.065735616;0.025286095;0.04128;0.07929905;0.093180954;0.07867429;0.032076187;-0.0072076186;-0.0010514299;0.01686857;0.049417146;0.11547429;0.13481143;0.10989715;0.07076571;0.0113828555;-0.01782857;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.0096;0.009005714;0.035337143;0.05211429;0.052342862;0.03602286;0.0031542866;-0.003062857;-0.013622859;0.003922285;0.04430172;0.095797345;0.13314898;0.14099658;0.09534019;0.050488386;0.015945144;-0.005866667;-0.004571429;0.015862856;0.053485718;0.06919619;0.06299429;0.03488;0.007893334;-0.009874286;-0.003931429;0.005897143;0.0020053324;0.02314667;0.047460575;0.059157338;0.049414106;0.03002515;-0.011123811;-0.001746287;0.055497147;0.087451436;0.08912763;0.05846858;0.011291431;-0.014780954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;-0.00002226505;-0.0006584099;0.009255905;0.018177833;0.022471812;0.01784386;0.008788339;-0.00088106043;0;0;-0.001183229;0.009887597;0.040596206;0.09146934;0.14266498;0.1718545;0.15268426;0.10406882;0.04922233;0.01291819;-0.0015076629;0;-0.0006822652;0.006569784;0.0153438095;0.028965255;0.051074468;0.06154446;0.054825496;0.04765837;0.03340714;0.022113977;0.018263713;0.007815672;0.0056626424;0.022137837;0.033349887;0.033493016;0.022424098;0.0068417364;-0.00075701217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.002962844;0.025749546;0.096800536;0.16222642;0.199355;0.18122014;0.117340066;0.057596542;0.024454191;0.016109569;0.033596076;0.05290895;0.05172095;0.04444266;0.03172819;0.041415405;0.067079544;0.11743548;0.15634845;0.17350052;0.15696679;0.13465433;0.13608803;0.17432973;0.22519046;0.2621401;0.26541784;0.23878804;0.17840995;0.13104406;0.118833415;0.13069673;0.12744285;0.10279304;0.048753336;0.010262606;0.0054819766;0.024427956;0.066475525;0.12927255;0.16052791;0.14197318;0.088871;0.02862651;-0.0031346027;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0.000015903615;-0.0002385542;-0.0022212055;0.024935544;0.08419904;0.16941592;0.23947798;0.24148314;0.17371255;0.0889211;0.023036389;-0.0026877115;0;0;0;0;0;0;0;0;0;0;0;0;0.00007951808;-0.00055662653;-0.0051845796;0.0053277113;0.015902027;0.028350847;0.069435194;0.11470483;0.12994847;0.11412435;0.06401047;0.011530119;-0.001500241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.0058684247;0.012949837;0.015897602;0.02419878;0.019367158;0.017506335;0.010264999;0.007132913;0.0034451575;0.0016873409;-0.0005366971;-0.00067087146;-0.00053669716;-0.00044724767;-0.0002683486;-0.00017889908;-0.00008944954;-0.000044724777;0;-0.00033882356;-0.0006234354;0.00062343513;0.0019245174;0.0038368371;0.009091991;0.017059088;0.02592949;0.034843255;0.03954342;0.03963287;0.042135425;0.032117765;0.025873922;0.014885198;0.009064208;0.004532104;0.002556763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014048194;0.01222988;0.04586603;0.075637594;0.08166506;0.06051326;0.02327759;0.0047074696;0.021442313;0.0646111;0.107222185;0.12207617;0.09677351;0.04981914;0.026904149;0.046841457;0.080305316;0.09020797;0.069933504;0.03025769;0.018179424;0.041216873;0.06427712;0.0654964;0.044477116;0.0143185565;-0.0015638558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.00094626524;0.009162073;0.020661978;0.042359285;0.051821936;0.04720193;0.027441692;0.012390508;-0.004697928;0.03251256;0.085169435;0.13128968;0.15039864;0.14604953;0.11366686;0.089986116;0.056094974;0.0206694;0.00006308383;-0.0035253016;0.009509036;0.03954646;0.080662616;0.12414481;0.13977082;0.14280069;0.15856622;0.1759107;0.16472808;0.123438254;0.0678064;0.07000878;0.14487691;0.25623375;0.352263;0.38962597;0.36233053;0.29463363;0.23236935;0.2102824;0.19368379;0.15493518;0.09299004;0.02914497;-0.0032173018;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.0007792773;0.0075144595;0.017266557;0.036069404;0.044585787;0.04091206;0.02404627;0.010742893;-0.004016618;0.027675476;0.07202972;0.11055719;0.12527068;0.12026846;0.09234286;0.07322238;0.045486037;0.01649099;-0.0007718557;-0.0038481448;0.009854146;0.041695043;0.08520469;0.1288817;0.14280441;0.13802484;0.1411772;0.14767304;0.13501312;0.10145003;0.053476974;0.0464709;0.09041472;0.1577183;0.21253635;0.23072244;0.2167133;0.1886556;0.17275092;0.18333425;0.18104465;0.14561723;0.08656657;0.026985256;-0.0029835186;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;-0.00029501214;0.0023044345;0.011332918;0.03053097;0.04252627;0.04146868;0.026645714;0.009596242;-0.0010241929;0;0;-0.0005343616;0.004326102;0.019281544;0.04750029;0.0856203;0.12641732;0.15792981;0.15763964;0.12355255;0.07144265;0.02423181;0.0035920965;0.018562382;0.058879957;0.10004065;0.11586369;0.09319414;0.049346067;0.02101154;0.035520203;0.06623115;0.079063244;0.064446226;0.032335553;0.0052434215;0.0034028438;0.009629639;0.0129137365;0.010798556;0.005866844;-0.00057889166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
