;meta[fps=30]
;meta[frames=39]
jaw_open_a;0;0;0;0;0;-0.009660953;0.0076647615;0.037485715;0.057295244;0.057523813;0.039817147;0.004312382;-0.0055161915;-0.0024228573;0.0003504761;0.00003047625;-0.009630476;0.0018285726;0.04224;0.07858286;0.09179429;0.07529143;0.031055234;0.0018742867;-0.005287621;-0.0036114242;0.04187429;0.064472385;0.06799238;0.052160002;0.016563807;-0.025234286;0.0009599995;0.035017144;0.09389714;0.16278858;0.17216001;0.12201144;0.05965715;0.004434286;-0.015451429;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.0063771433;-0.005657142;0.02601143;0.0845143;0.12504381;0.13597333;0.11108571;0.07575619;0.067794286;0.09007238;0.11440763;0.10656001;0.076129526;0.036586665;0.0039466657;-0.017310478;0.0019657144;0.026834287;0.0544;0.08547048;0.09997715;0.089234285;0.06512762;0.034742862;0.01970286;0.05479619;0.07314286;0.07593142;0.050834287;0.010788571;-0.024868574;0.00521143;0.04283429;0.085942864;0.123017155;0.11702858;0.067977145;0.02852572;0.0015542869;-0.008228572;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;-0.0009796628;0.009109591;0.026062846;0.041941017;0.04688068;0.04719239;0.049916368;0.076440424;0.117706485;0.1571185;0.17845258;0.17264967;0.14591537;0.10824129;0.074846245;0.059613444;0.051834345;0.041255258;0.02632303;0.008587953;0.0036718273;0.028826896;0.047520008;0.051325426;0.035941537;0.013597593;-0.0014332341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0009876146;0.008301687;0.03378405;0.07198614;0.105569795;0.119916454;0.109949656;0.093627766;0.091442615;0.08620396;0.07076473;0.04344216;0.013265763;0.00093274703;0.015732652;0.041841228;0.07349857;0.09862692;0.09461276;0.06838874;0.03225158;0.015064225;0.031114155;0.071866855;0.09246363;0.081972;0.048158374;0.014882921;-0.001648887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;-0.0037214465;0.035518076;0.091472305;0.12636484;0.113260254;0.0654964;0.0072785555;-0.005751808;-0.0013518075;0.00046120468;-0.000026506012;0.00027036155;-0.0035942174;0.0025339753;0.018161928;0.058376875;0.11882122;0.18349063;0.20503473;0.1742029;0.10076002;0.033010602;-0.0029739768;-0.0055026514;-0.0005566267;0.0006520483;-0.000047710855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;-0.00088545866;0.0006189175;0.009380896;0.019800847;0.037875958;0.060888853;0.09587803;0.11971314;0.136765;0.111242555;0.08771917;0.053787112;0.034560006;0.017429085;0.0074834838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013730123;0.012145062;0.043310847;0.066026516;0.067086756;0.04540482;0.014822169;-0.001675181;-0.0033662661;-0.00030216755;0.030455427;0.05765061;0.068040974;0.05180868;0.021681929;-0.0035730125;0.011482411;0.043114707;0.092670366;0.14058799;0.14925544;0.11372677;0.06094266;0.017191809;-0.001956145;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0.00006679519;-0.00072918076;-0.003785061;0.025315378;0.108547755;0.18733825;0.22034623;0.19020486;0.1222686;0.079686664;0.07406474;0.060277097;0.037516635;0.022250593;0.032473598;0.06712546;0.098702885;0.10902089;0.10587781;0.09903538;0.12213685;0.18239911;0.27416456;0.3632211;0.41767773;0.4095658;0.3279755;0.21088356;0.09904614;0.026428629;-0.0030725787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0.000058445792;-0.0006401206;-0.0031505066;0.021015435;0.08975047;0.15758654;0.1896566;0.17028318;0.11813101;0.08263307;0.074480355;0.05902097;0.036295764;0.021563342;0.03195408;0.06407143;0.09444283;0.1043044;0.10079765;0.095023215;0.11363717;0.15661617;0.21157378;0.25250065;0.26779306;0.25192547;0.20007387;0.13263299;0.065726474;0.01890304;-0.0021485786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;-0.0011577833;0.01114589;0.027432786;0.038006462;0.034314174;0.024951719;0.024438877;0.045774005;0.0739163;0.09507776;0.102786295;0.09503471;0.08061362;0.07251768;0.0625589;0.049868546;0.031898044;0.012609448;-0.0023062895;-0.0018702652;0.004430746;0.027580848;0.04572131;0.049699336;0.03504336;0.013455522;-0.002738603;0.011366315;0.042938177;0.09250021;0.14054821;0.14934291;0.113896936;0.0610174;0.017222028;-0.0019593255;0;0;0;0;0;0;0;0;0;0
