;meta[fps=30]
;meta[frames=83]
jaw_open_a;0;0;-0.008146287;0.002011429;0.03278629;0.06958286;0.07687315;0.07205601;0.037833147;0.016695999;0.030512001;0.052676577;0.095396586;0.14414631;0.1536823;0.12794517;0.07189335;0.02911543;0.043424003;0.05859048;0.05434286;0.06578287;0.043264765;0.031451434;0.027394285;0.025348576;0.04145371;0.118640006;0.16907315;0.15477258;0.094935246;0.030201146;0.016768381;0.057542857;0.091876574;0.078857146;0.04670476;0.024342861;0.048235435;0.10455924;0.145008;0.14286934;0.09695848;0.06801067;0.054992013;0.07887086;0.08892267;0.07285486;0.027364569;0.0048060943;-0.010112;0.0018834283;-0.00014628576;0.0003565699;0.031533718;0.04705829;0.046930294;0.03188115;0.016963053;0.0059337136;0.019733336;0.028099049;0.053394295;0.05406477;0.052739054;0.03570286;0.007299048;-0.009234287;0;0;0;0;-0.00384;-0.0043276194;0.016411427;0.04995657;0.08308724;0.10368001;0.104365714;0.09213866;0.07083886;0.044992;0.019584;0.00041142816;-0.0053942855;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019200003;-0.004769524;0.0111085735;0.029897148;0.064350486;0.070125714;0.057188574;0.052693333;0.045805715;0.031588573;0.030445715;0.008182857;-0.008137143;0;0;0;-0.0023771431;-0.00472381;0.019565716;0.033188574;0.036144763;0.028434288;0.010057144;-0.008289524;0;-0.0051885718;0.000057142406;0.017851429;0.04648381;0.07461335;0.09343544;0.104505904;0.09991848;0.07655315;0.04669562;0.015843049;-0.005330285;-0.0032304768;0;0;0;0;0;-0.006140953;0.0028419055;0.020708574;0.042544764;0.06581334;0.08914287;0.097104765;0.08709334;0.060137145;0.026422858;-0.000068572306;-0.00672;-0.003821715;0.0015085723;0.007970287;0.040794294;0.046118863;0.06020686;0.06780115;0.07077371;0.054580577;0.04827429;0.011840001;-0.0015885712;-0.003634286;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;-0.0010448676;0.010004966;0.02531299;0.035267863;0.031846993;0.018714579;0.0021374458;0.00032443347;0.011314629;0.037486415;0.05481977;0.055392303;0.037057023;0.01367393;-0.0014504099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000073474715;-0.0009656677;-0.0005563088;0.016741738;0.03222391;0.038485166;0.031967066;0.03219974;0.040277816;0.054489765;0.048711184;0.028322753;0.0063555622;-0.0007681447;0;0;0;0;0;0;0;0;0;0;-0.0007729158;0.007729158;0.014365737;0.029657064;0.04315924;0.047543865;0.03636044;0.032872777;0.022174412;0.029809423;0.03557639;0.03170545;0.03059061;0.038108252;0.03997056;0.054388463;0.06988447;0.0768431;0.07386594;0.052761048;0.022123523;0.00444188;-0.00067987957;0.000009542171;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0005916146;0.005415182;0.016841931;0.024809642;0.02435639;0.015065177;0.012811316;0.018827653;0.037203006;0.07054431;0.109174356;0.16829525;0.22878882;0.25572637;0.2420114;0.20494577;0.1618829;0.14465165;0.12910555;0.12683214;0.12948248;0.14245507;0.15576161;0.15343334;0.13468383;0.12701277;0.11727078;0.10471949;0.08428122;0.063672036;0.05734358;0.0720327;0.09256325;0.09533716;0.07244893;0.040673498;0.01636482;0.0123444665;0.025327424;0.05309621;0.06719954;0.06268907;0.05797274;0.050740726;0.065347284;0.081584364;0.07329221;0.041882962;0.016218586;0.014012438;0.050699934;0.08362281;0.09041922;0.06733004;0.024870714;-0.0015334272;0.010942481;0.046160247;0.104050204;0.17755878;0.24805252;0.2877947;0.28544545;0.23624507;0.18522736;0.16236576;0.16632956;0.15647967;0.11744598;0.060553655;0.018470543;0.014249801;0.033502564;0.06459692;0.101340234;0.13010295;0.12994026;0.11998206;0.099141955;0.08030452;0.06106393;0.03711785;0.010706316;-0.0012058918;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0.00007951808;-0.00055662653;-0.0051845796;0.0053277113;0.01661928;0.021856869;0.049492057;0.0716617;0.07155037;0.057014465;0.025843374;-0.0063455445;-0.0036525305;0.00033397594;0;0;0;0;0;0;-0.0013295424;0.013298605;0.026664004;0.0320935;0.024730125;0.011243858;-0.0026654461;-0.00028308417;-0.0014164823;0.001330603;0.025286753;0.047456395;0.11085139;0.16835569;0.18387762;0.14491907;0.083854474;0.0134703675;-0.0039130854;0.020396389;0.04672085;0.05976181;0.048983138;0.0240741;-0.0029620484;-0.003777109;-0.00043337359;0.00006361446;0;0;0;0.00014313255;-0.0014710845;-0.004150844;0.01041687;0.06518097;0.1433711;0.2240963;0.27922615;0.319642;0.3392003;0.3304321;0.28337333;0.20261577;0.1117001;0.049063187;0.013003853;-0.005052049;-0.0021575906;0.00020674702;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;-0.00014908238;-0.0004571859;0.0005963297;0.0015450359;0.0055765845;0.014236916;0.027957913;0.044095855;0.066181734;0.08484503;0.097395055;0.09996469;0.079534076;0.059838947;0.035989385;0.023250071;0.013832133;0.010889789;0.010022401;0.01800915;0.02146515;0.02950069;0.024945546;0.025692314;0.02416625;0.033429686;0.036948033;0.045563634;0.03526747;0.029996727;0.018221932;0.0122518595;0.00819953;0.0130288955;0.019850545;0.035553887;0.055404432;0.082663916;0.10096943;0.11261141;0.093328275;0.07551067;0.05228455;0.039427318;0.031256706;0.023114994;0.018651558;0.012362992;0.008996443;0.0044047055;0.0025452424;0.0007860706;0.00023040001;-0.00042014112;-0.00012739762;0.000035237677;0;0;0;0;0;0;0;-0.00052856473;-0.0003523765;0.0032391534;0.0075354367;0.014718496;0.024368191;0.03996763;0.05155539;0.06232999;0.051203016;0.041553322;0.025425319;0.016656566;0.0085925665;0.0039439066;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0.00011132532;-0.0011092774;-0.0029898803;0.00281494;0.026332414;0.05929982;0.10773905;0.14244737;0.14231881;0.10631038;0.056378324;0.029006077;0.040161937;0.05665929;0.052052543;0.036896396;0.015983136;0.012145062;0.009181689;0.010387314;0.033127762;0.09207743;0.14633328;0.15502712;0.11357303;0.050151657;0.019343305;0.03368996;0.05596429;0.05213736;0.037050128;0.030636068;0.058322012;0.11143532;0.15238646;0.15606615;0.12405086;0.08833968;0.07531768;0.07449917;0.06788989;0.044854827;0.014891086;-0.0016168677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.001248434;0.010830364;0.039631814;0.08183843;0.1151072;0.12539366;0.10885231;0.07873881;0.046470366;0.022160098;0.006135615;-0.00070612057;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.001781205;0.01473205;0.06386474;0.12959306;0.18338248;0.20340063;0.16798618;0.107482746;0.05756187;0.04256635;0.044316016;0.048508152;0.058976445;0.09547631;0.13934222;0.16049029;0.14623435;0.12426132;0.14038864;0.18865375;0.22564344;0.20312048;0.1423554;0.07766982;0.030143185;0.009675007;0.009136841;0.0011139963;0.0042799953;0.014087293;0.017488284;0.031433538;0.08978925;0.18783994;0.32171533;0.42226803;0.424981;0.3590438;0.2479482;0.1351211;0.05821758;0.040073406;0.0446409;0.094856404;0.13563764;0.14070128;0.10639824;0.05654769;0.04874657;0.11824661;0.19084871;0.20052661;0.1439891;0.067781165;0.034742404;0.07026428;0.11335144;0.15363896;0.16496466;0.14474964;0.090622164;0.057908095;0.03829591;0.03415628;0.025159521;0.014848014;0.02177245;0.041997477;0.04756708;0.04151488;0.033349726;0.043671068;0.062383004;0.073172286;0.0607916;0.0824891;0.107483104;0.122572884;0.096541315;0.053887025;0.0045309393;-0.0022821692;0.00012245784;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0018517113;0.015451955;0.06513867;0.13107722;0.18284626;0.19988461;0.16266575;0.10316146;0.054392993;0.03739139;0.036239363;0.039677273;0.048033163;0.07772548;0.11368449;0.13083693;0.118839025;0.10635278;0.13155682;0.18657753;0.22792006;0.20766254;0.14500865;0.07230951;0.019760985;-0.0027792365;-0.0006245351;-0.0033461608;0.0037961933;0.011082435;0.014980027;0.022916503;0.055716276;0.11059901;0.18880032;0.24716817;0.2484243;0.20954952;0.14439823;0.077885054;0.033369765;0.030260079;0.0439518;0.088196926;0.1235711;0.12588945;0.09355129;0.049545333;0.038871646;0.08016666;0.12678099;0.13012446;0.09198347;0.045821685;0.03428523;0.06809306;0.10903814;0.14711864;0.15753925;0.13814192;0.08682151;0.055568036;0.03673513;0.032762483;0.024380242;0.014519606;0.019078378;0.03648687;0.04095324;0.035850648;0.030939532;0.039145693;0.05370148;0.060562827;0.0482432;0.07086709;0.09949738;0.11524305;0.09217922;0.051627114;0.004294374;-0.0022432052;0.00012245784;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;-0.0011911808;0.011428657;0.028004995;0.044812888;0.058844335;0.071458615;0.098042;0.13053934;0.13558052;0.104598306;0.055664152;0.024542408;0.029280046;0.041387048;0.039806224;0.02452868;0.0050281943;-0.0006234219;0;0;0;0;0;0;-0.0005826025;0.0045235185;0.023600968;0.05126531;0.06697331;0.059789117;0.034210272;0.008624;-0.0022150036;-0.0027541884;0.0064680018;0.013687449;0.01670622;0.025385885;0.040190294;0.05816674;0.06802719;0.056312058;0.0285735;0.008809543;-0.0019253716;0.0092567;0.020737125;0.026308956;0.021374462;0.010395002;-0.0014444462;-0.0014861929;-0.00006957834;-0.00079263625;-0.0007169351;0.008509708;0.031994898;0.048827283;0.050163187;0.033651415;0.01179603;-0.0012646557;0;0;0;0;-0.0009945063;0.008564628;0.032347426;0.06414658;0.098129556;0.11840931;0.11152478;0.08353295;0.04744129;0.015293316;0.0010631564;-0.0010241929;0.0000667952;0;0;0;0;0;0;0;0;0;0
