;meta[fps=30]
;meta[frames=27]
jaw_open_a;0;0;0;0;0;-0.004224;-0.0015085716;0.013376;0.054912005;0.064128004;0.07350401;0.072571434;0.07602972;0.08217144;0.08707429;0.048800003;0.019760001;-0.0014857139;-0.005028572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0.07823543;0.12533028;0.15511772;0.15458743;0.15351771;0.13418059;0.12071772;0.111872;0.09360229;0.061878864;0.03889143;0.026157714;0.042031996;0.07890743;0.119565725;0.14125259;0.15604118;0.16512915;0.18572344;0.21895774;0.26012805;0.2938652;0.30758402;0.29630172;0.22969143;0.13989943;0.054610286;-0.00093256857;-0.015469716;0;0;0;0;0;0;0;0;0;0
jaw_chew;0.03045956;0.046992682;0.06206824;0.059054103;0.044269588;0.022686033;0.009663594;-0.0010044327;0;-0.0010830363;0.010109929;0.028399883;0.04613639;0.04852957;0.040818065;0.028797315;0.030488184;0.040139616;0.054172806;0.065506995;0.076757215;0.084714435;0.08711619;0.082055986;0.065666355;0.042588614;0.019886836;0.0049476153;-0.0005868435;0;0;0;0;0;0;0;0;0;0
jaw_front;0.06219109;0.0661988;0.05038266;0.021541448;0.006283519;-0.0016249124;0.007848674;0.028407162;0.068537235;0.10378899;0.13395597;0.14123571;0.12713891;0.0908559;0.053803533;0.017415652;0.002254337;-0.00035067473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0.10421942;0.110217765;0.094688304;0.056959596;0.043643277;0.053068217;0.07481924;0.092069894;0.11471064;0.12569556;0.14429674;0.16812357;0.17583686;0.14865641;0.09762674;0.041730292;0.008583182;-0.0010854219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0.08498018;0.089550644;0.0796015;0.051349916;0.04300107;0.053630132;0.07411984;0.089867905;0.11042793;0.11713465;0.12823693;0.1437823;0.14664735;0.122361355;0.08006702;0.03393196;0.0070023634;-0.00088503637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;-0.0014546507;0.014012145;0.034514558;0.045606267;0.047573015;0.03664458;0.019029206;0.012045398;0.0067574466;-0.0006679519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;-0.0014360966;0.013830315;0.034106366;0.0450682;0.047109164;0.036384825;0.019010654;0.01204911;0.0067574466;-0.0006679519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0.12785462;0.15852642;0.15783189;0.12673439;0.11544545;0.123639144;0.15183327;0.18637352;0.22254601;0.25147057;0.25299573;0.23151214;0.18811531;0.13215986;0.08051789;0.043247104;0.012384943;-0.00008349419;-0.00011132531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_out;0.15468818;0.19224977;0.1947852;0.16004431;0.14602472;0.1499431;0.17484197;0.20559953;0.24196047;0.27362466;0.2766447;0.25501913;0.2102297;0.15069923;0.09427955;0.053046517;0.016604172;0.0005399276;-0.00020038556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_in;0.2578523;0.3566318;0.39265776;0.35489786;0.29848766;0.22520556;0.1703511;0.10674012;0.059747744;0.036513038;0.03094371;0.043205358;0.09442391;0.16232151;0.24176075;0.32095203;0.39528838;0.48026302;0.5959446;0.72622406;0.8521687;0.94118327;0.9675694;0.9107525;0.72816557;0.47178116;0.22020707;0.054993596;-0.0065158713;0;0;0;0;0;0;0;0;0;0
corner_left_in;0.23237908;0.32156152;0.3542316;0.3203133;0.26947072;0.2032597;0.15489222;0.09903862;0.058085386;0.037083577;0.03214101;0.04311324;0.089726545;0.15029837;0.22058;0.2901789;0.35652605;0.43295756;0.5370668;0.6543636;0.767842;0.8481475;0.872019;0.8208651;0.656324;0.4252271;0.19846855;0.04954867;-0.0058712973;0;0;0;0;0;0;0;0;0;0
corner_right_up;0.034410655;0.035724293;0.025927665;0.00994135;0.0018903036;-0.0002471422;0;-0.0007755664;0.0065088207;0.026869293;0.05437314;0.07858825;0.09040079;0.077931434;0.05299642;0.027054833;0.007737109;-0.0008794699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
