;meta[fps=30]
;meta[frames=69]
jaw_open_a;0;-0.008365715;0.010811429;0.027977142;0.034080002;0.030354287;0.016800001;-0.0065828576;-0.0021485714;0.00027428573;0;0;-0.0025600002;-0.0068571432;0.0088228565;0.05289143;0.097600006;0.12139429;0.12701258;0.10212115;0.089648;0.10081601;0.093488015;0.075900204;0.072182104;0.080011435;0.10116192;0.11763811;0.100857146;0.063619055;0.026129527;0.007040001;-0.0016228574;-0.0026057144;0;0;0;0;0;0;0;0;0;0;0;0;0.00054857146;-0.0045714285;-0.0077257156;0.01931429;0.054502863;0.07716573;0.081131436;0.05467429;0.01713143;0.0037485715;-0.001714286;-0.008045714;0.016182858;0.028937146;0.032274287;0.02619429;0.010697144;-0.023710478;0.0036266674;0.0768;0.1144381;0.11654095;0.08310858;0.014140953;-0.019870477;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.0064000003;0.0011885719;0.020754287;0.05846857;0.086354285;0.09700572;0.07190858;0.03986286;0.009920002;0.0004114292;-0.0038400006;-0.006354286;0.008091429;0.016868573;0.010148571;0.025622856;0.04454857;0.053965718;0.064160004;0.046377145;0.011878096;0.0055771405;0.0037942848;0.026468571;0.05468952;0.08836572;0.10747428;0.100426674;0.06203429;0.02729905;0.002118095;-0.0024457145;-0.0017828572;0;0;0;0;0;0;0;0;0;0;0;-0.010788572;0.006217144;0.039177142;0.07172571;0.10005333;0.10468572;0.06848;0.03998476;0.015497142;-0.0024228576;-0.0038095238;0;0;0;0;0;0;0;-0.013196192;0.0077257156;0.057691436;0.08239239;0.08182858;0.056000005;0.004906667;-0.012068572;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.0008206267;0.0078054955;0.020114897;0.031584583;0.032538805;0.023855425;0.009294074;0.0026527233;-0.00030534947;0;0;0;0;0;0;0;0;0;0;0;0;-0.000896964;0.0075033265;0.031590946;0.060662754;0.08684965;0.08762893;0.0640534;0.032694656;0.011011665;-0.0012023136;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0000667952;-0.0006941929;-0.0015124339;0.0023426022;0.015828075;0.041746993;0.05741524;0.054602686;0.03434227;0.0119801955;-0.0012881929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0015315183;0.014298941;0.03959046;0.0688897;0.09561255;0.118018515;0.1322373;0.1515058;0.15541333;0.14212489;0.12974487;0.11649176;0.11186476;0.12794141;0.14885189;0.16721843;0.18717921;0.19987148;0.19380385;0.1805164;0.16918625;0.1587984;0.15743151;0.16016532;0.14902963;0.13819447;0.13682757;0.1297282;0.12189884;0.11767642;0.112738356;0.108186744;0.089078546;0.05887042;0.027302535;0.0067415438;-0.0008015424;0;0;0;0;0;0;0;-0.0011135712;0.009315066;0.037932992;0.086746916;0.14658204;0.18511333;0.1898968;0.1649431;0.118029974;0.06658383;0.045605615;0.05683078;0.09703672;0.14009456;0.15363848;0.12769283;0.09900121;0.0741033;0.062443957;0.09866365;0.17017148;0.2057125;0.1895552;0.117410436;0.03412757;-0.003831181;0;0;0;0;0;0;0;0;0;0
jaw_back;0;-0.0029262656;0.029342175;0.05777784;0.07108916;0.05558314;0.026495427;-0.004623977;-0.0042542177;0.0062617846;0.05436625;0.13139834;0.23696123;0.2745269;0.22947063;0.12690133;0.07114325;0.06010242;0.091513656;0.09691134;0.07601398;0.05401928;0.049105067;0.04085639;0.019109786;0.009006749;-0.0023060248;0.000116626536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032880728;0.031727716;0.077291586;0.10414881;0.10592604;0.07613856;0.03193844;0.0153549425;0.013072774;0.0066795195;0.011100725;0.006997592;0.0020674702;-0.0024968677;0.00019084342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.042468145;0.051514737;0.067015916;0.053737417;0.045897044;0.027736098;0.019326499;0.010469648;0.0068747303;0.0020871535;0.0026834824;0.0013417415;0.0011926587;0.0002981649;0.00029816467;-0.00063698826;0.0026157177;0.005082353;0.011736847;0.016968284;0.03125308;0.03712151;0.050701555;0.04030645;0.035075013;0.020790214;0.0142848;0.0071424;0.0038896943;0;0;0;0;0;0;0;0;0;0.000948706;0.0018160943;0.0036321885;0.0064850827;0.0108288005;0.014230589;0.018337132;0.018906353;0.017862778;0.016771767;0.010625509;0.007874261;0.0034288953;0.0019516237;0.00060988247;0.00030494123;-0.00040658825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019243375;0.017573496;0.05396892;0.09263458;0.11494339;0.10381086;0.06477941;0.03395422;0.014567713;0.0057213265;0.0038168682;0.017112292;0.045993257;0.07466748;0.078245796;0.056537356;0.021231329;0.0018448199;-0.0012881929;0.00007951808;0;0;0;0;0;0;0;0;0;0;0;-0.0018130123;0.015976774;0.055576775;0.109009735;0.14995518;0.14766508;0.10286459;0.05106015;0.0133049665;-0.0015521931;0;0.00009542171;-0.0020118076;0.008667471;0.018766267;0.024531327;0.020197593;0.010671327;-0.003236386;0.019015424;0.07130121;0.109920494;0.11288917;0.07723857;0.02554651;-0.0027725305;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0011911809;0.011043471;0.031326942;0.057132155;0.08488555;0.116735734;0.14361857;0.18278061;0.2260468;0.25913122;0.26128238;0.22450235;0.15616123;0.09801563;0.05942063;0.050832257;0.055726666;0.074113704;0.09871773;0.13029237;0.16827379;0.1992278;0.19556797;0.15783036;0.10975564;0.080469646;0.08262566;0.1109134;0.15500936;0.21287628;0.26359606;0.2837905;0.2354011;0.15412991;0.0712482;0.017734123;-0.0021040486;0;0;0;0;0;0;0;0.00028944583;-0.0033174944;-0.0038184584;0.02250998;0.05943102;0.12095495;0.1968788;0.24718118;0.26292816;0.26630628;0.23124774;0.18853499;0.17334187;0.17239559;0.17470838;0.16344728;0.114701256;0.05028564;0.010891327;0.019203618;0.056297213;0.08393929;0.083048694;0.054772057;0.015719136;-0.0017663618;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0012245786;0.011310652;0.032679547;0.059369795;0.08498574;0.10933816;0.12635423;0.15399186;0.186661;0.21391086;0.21562786;0.18559414;0.13144924;0.08438941;0.052068707;0.04645717;0.050769914;0.0658211;0.08587524;0.10931034;0.13769272;0.16275205;0.15903935;0.13084066;0.09474601;0.0729218;0.073931135;0.09442614;0.12671603;0.1736341;0.21479107;0.2313878;0.1920733;0.12585327;0.058161914;0.014438895;-0.0017144099;0;0;0;0;0;0;0;0.00023378317;-0.0026940724;-0.002994651;0.019003233;0.049751285;0.10030411;0.1621843;0.20218164;0.22062825;0.23699397;0.2213279;0.18879846;0.16720599;0.15075582;0.14303264;0.13224056;0.09330565;0.04081186;0.00870564;0.015834173;0.04674179;0.0696711;0.06892893;0.04545784;0.013043616;-0.0014657833;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0006605303;0.0065941704;0.013388727;0.016067956;0.012153015;0.0051580737;-0.0018851086;-0.00067908445;0.0000667952;0;-0.001046458;0.009336483;0.030885356;0.060078565;0.09343163;0.11435708;0.113765195;0.105490856;0.09224954;0.08638724;0.09150617;0.08375189;0.06615461;0.05564123;0.062189855;0.08312912;0.09703115;0.080555;0.048133355;0.017804628;0.0022153738;-0.0011392292;0.0000667952;0;0;0;0;0;0;0;0;0;0;0;0.00002449157;-0.00026495426;-0.0009952484;0.0056018895;0.025627088;0.052155916;0.06438166;0.05558696;0.030665673;0.008218035;-0.00094626524;0.0000667952;-0.0011577833;0.0035624101;0.008126749;0.010258628;0.014956557;0.023776304;0.037950803;0.07000693;0.11662719;0.13516563;0.120576456;0.07464084;0.02502593;-0.0027163378;0;0;0;0;0;0;0;0;0;0
