;meta[fps=30]
;meta[frames=20]
jaw_open_a;0;-0.00911238;0.010651428;0.031862855;0.040944763;0.03789714;0.02272;-0.004586667;-0.0030171429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.010209524;0.0074819056;0.035088982;0.062508844;0.08407293;0.09050776;0.07506722;0.07969742;0.091644086;0.08163919;0.05916082;0.020288981;0.00615886;0.024406856;0.078295246;0.13433143;0.14094973;0.098150104;0.049492575;0.005499428;-0.01328762;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.0008937833;0.008511616;0.021925181;0.032501996;0.036930922;0.0395223;0.044657353;0.061450664;0.07735838;0.07441939;0.055497266;0.02917464;0.009931219;0.0056056166;0.022304825;0.033273544;0.03442815;0.023543397;0.009467741;-0.0009866604;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0020229402;0.019055715;0.05045354;0.09000856;0.118282005;0.12529482;0.10706246;0.09303207;0.08058976;0.06821493;0.05218204;0.02831162;0.02516209;0.05235748;0.099033415;0.11564394;0.095727056;0.048808202;0.013083747;-0.0015114798;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;-0.0029739765;0.02892868;0.06759037;0.0905711;0.07975664;0.045961455;0.0051368685;-0.00081108446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0007792773;0.006909592;0.023159377;0.048689988;0.072220445;0.08625115;0.08681519;0.08236589;0.071882755;0.05607456;0.035668634;0.014890504;0.016725887;0.029526442;0.03932938;0.033777956;0.018450316;0.00076332054;-0.001089875;0.000073474715;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0007718556;0.0067982664;0.023459956;0.048467334;0.07138551;0.08546073;0.08736069;0.08481134;0.07607972;0.059803966;0.037950806;0.01587462;0.016386718;0.028687792;0.03843135;0.03320648;0.018287037;0.0009755805;-0.0011062026;0.000073474715;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0011280966;0.010984099;0.025521062;0.034072965;0.031370416;0.02422227;0.021004437;0.03769687;0.059040587;0.06440646;0.052389696;0.029475763;0.009001448;-0.0010019279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;-0.0011095423;0.010802265;0.02511287;0.033534892;0.030900195;0.024010219;0.021249883;0.03838126;0.06020155;0.065726474;0.05346478;0.030064197;0.0091700265;-0.0010210123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;-0.0028944581;0.025805207;0.08777524;0.14796564;0.18666553;0.19702671;0.18472528;0.1778263;0.16611646;0.12390349;0.07341587;0.028425371;0.033439104;0.07466061;0.12324317;0.15201566;0.13784069;0.08830779;0.04653918;0.01602927;-0.0017403859;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;-0.002801687;0.024896052;0.08575336;0.14509876;0.18381985;0.19496457;0.18406476;0.17790687;0.16689892;0.12491973;0.07419356;0.028723802;0.03413998;0.07644813;0.12624894;0.15593986;0.14160211;0.09091781;0.04800144;0.016546097;-0.0017960486;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;-0.0011206749;0.009744677;0.035288006;0.07265939;0.1124619;0.1437136;0.15877005;0.16621293;0.1654803;0.14049892;0.09855153;0.047475956;0.04290963;0.09473578;0.18656452;0.22333252;0.19078934;0.10230129;0.031183893;-0.003477803;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;-0.0011540725;0.010022989;0.036531672;0.0744072;0.114187434;0.14528008;0.16074528;0.1694716;0.17040566;0.14541155;0.10214576;0.049296916;0.04340741;0.09467853;0.18656452;0.22333252;0.19078934;0.10230129;0.031183893;-0.003477803;0;0;0;0;0;0;0;0;0;0;0
