;meta[fps=30]
;meta[frames=25]
jaw_open_a;0;-0.010011429;0.0069409525;0.03817143;0.06371049;0.07180191;0.058811434;0.021516193;0.0049676197;0.00045714297;-0.009866667;0.007082666;0.03503543;0.053878862;0.061696;0.048941713;0.0156160025;0.004095999;0.00047542813;-0.0021211426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.011264001;0.008667429;0.04229486;0.0695223;0.07490744;0.055652577;0.012992003;-0.0082605705;-0.0031931421;0.018326856;0.055714283;0.08286629;0.080528006;0.0504;0.018834287;-0.0142720025;-0.0038399994;0.03483429;0.07806172;0.11492573;0.12764344;0.09261714;0.05057829;0.017654857;-0.0012160008;-0.005248;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.00011609641;0.0010496388;0.003048723;0.008052001;0.02076694;0.046700966;0.061908003;0.05863663;0.048157744;0.03906724;0.036209352;0.03730989;0.025596872;0.008253978;0.0014217832;-0.0023263812;0.020845825;0.04723374;0.06250599;0.054161355;0.030544486;0.0024876436;-0.00046184106;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0006369399;0.004852194;0.026100222;0.06309998;0.099090666;0.11275267;0.09318644;0.05466232;0.026873138;0.025580652;0.057304554;0.103155635;0.13636525;0.14125751;0.11380469;0.06683717;0.042642046;0.06343635;0.09554384;0.10839429;0.08328885;0.036976863;0.0032147567;-0.0014170123;-0.000100192796;0.000014313256;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0.00009542171;-0.0014313257;0.0009414945;0.023235187;0.07610518;0.15100008;0.24198623;0.29478943;0.29767913;0.23548485;0.17035002;0.10511814;0.0720243;0.040474705;0.0215494;-0.0017971087;0.00015903616;-0.000015903615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0.00044724712;0.00089449424;0.0033746827;0.006410542;0.011777506;0.016846307;0.02538466;0.029220143;0.033679068;0.028664477;0.02256565;0.014786259;0.009121131;0.0049061654;0.002344659;0.0004201412;-0.00006776471;0.000040658826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;-0.0010814462;0.010722219;0.022605402;0.028324345;0.023012538;0.011625545;-0.00084289163;-0.00031489157;0.00021310846;-0.000015903615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0011856147;0.009306797;0.04610538;0.10947175;0.17006429;0.1909448;0.18355021;0.15687594;0.13675016;0.12234171;0.11079246;0.11864608;0.16968986;0.22111434;0.2233854;0.16811681;0.08223378;0.020448232;-0.0024179856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.00096296385;0.0075367223;0.037627958;0.089733765;0.13997118;0.15799215;0.15341592;0.13486877;0.12327794;0.11668935;0.10860638;0.11156801;0.14685035;0.1833862;0.182362;0.13704146;0.06699112;0.016611964;-0.001966005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0011666893;0.010927692;0.030587742;0.045416273;0.043750845;0.027987182;0.006425697;-0.0015518747;-0.0022346706;0.000093884504;0.014835954;0.029733136;0.03622712;0.029260006;0.014028846;0.000083494;-0.0004564338;0.000027831327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;-0.0011444242;0.010718401;0.030008852;0.04458356;0.043060634;0.027675476;0.0065370225;-0.0013492629;-0.0022569355;-0.00012097344;0.014390651;0.029176509;0.035698317;0.028937161;0.013861857;0.00010019287;-0.0004564338;0.000027831327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;-0.0016383376;0.013154942;0.061076786;0.14221996;0.22164685;0.25535432;0.26076767;0.25934902;0.2729697;0.28749207;0.28405878;0.26641926;0.27572054;0.28764236;0.2596886;0.18600234;0.090603225;0.028082922;0.018134894;0.046631947;0.0782283;0.08899346;0.07345244;0.042737786;0.013826604;-0.0015162509;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;-0.0019240724;0.015455665;0.07175658;0.1661957;0.25641;0.29044884;0.28840047;0.2752537;0.28029308;0.2909116;0.2868835;0.27644864;0.30386692;0.3334527;0.30991852;0.22550055;0.11004507;0.03290108;0.01756491;0.046631947;0.0782283;0.08899346;0.07345244;0.042737786;0.013826604;-0.0015162509;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;-0.0016773015;0.015596677;0.044947598;0.069010556;0.07062478;0.05301868;0.022924853;0.014140913;0.04607198;0.10474599;0.17510916;0.19800323;0.16150631;0.08637249;0.027408296;-0.007265091;0.03585566;0.14814061;0.25379947;0.2815751;0.2142456;0.093139224;0.008681149;-0.0029723858;-0.000011132539;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;-0.0015047472;0.01398617;0.04034615;0.062310636;0.06502326;0.05197965;0.026645347;0.01909823;0.04964923;0.106328666;0.17551178;0.19845223;0.16175531;0.086348;0.027408296;-0.00741204;0.037325155;0.1510796;0.25747326;0.2845141;0.21571508;0.092992276;0.008681149;-0.0029723858;-0.000011132539;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;-0.00037108437;0.0026903616;0.016023424;0.04409596;0.07982582;0.10816368;0.13164774;0.1449363;0.14976223;0.13813283;0.11900342;0.097035594;0.09186232;0.09096391;0.080488205;0.054228783;0.026698036;0.0066728382;-0.0007881832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;-0.0001335904;0.00079783145;0.0069893748;0.02343398;0.049075913;0.07558284;0.10363088;0.1270964;0.14210121;0.13958524;0.12381752;0.09505401;0.071053386;0.052656878;0.03761683;0.021741835;0.01084086;0.0027408293;-0.0003228434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_in;0;0;0;0;0;0;0;0;0;0;-0.0010210122;0.009990651;0.022681737;0.029227667;0.024761932;0.013311327;0.00031489166;-0.000505735;0.0002576386;-0.000019084342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_out;0;-0.0011100725;0.009806169;0.033806317;0.065605596;0.094162144;0.11545739;0.11213387;0.09896438;0.08847658;0.088230096;0.09957095;0.10925021;0.106303595;0.09379095;0.07524001;0.047598254;0.05703641;0.09812213;0.15511943;0.19220223;0.19508013;0.14948;0.101879835;0.05488656;0.017397285;-0.0019237015;0;0;0;0;0;0;0;0;0;0
lips_up;0;0;-0.000028626511;0.0003492434;0.00007061218;-0.0025649357;0.003864577;0.010677685;0.015343806;0.013631942;0.007038781;0.004501042;0.009079375;0.01087569;0.007967712;0.0034828922;-0.0012285545;0.00025763857;-0.0001288193;0.000009542171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0;-0.0011021207;0.009856002;0.032870654;0.05873895;0.071133174;0.062824585;0.037490655;0.015689448;0.008004291;0.01718863;0.036801927;0.058354508;0.076560654;0.08356078;0.07361943;0.050748765;0.035555083;0.048580144;0.07246388;0.08214696;0.062998995;0.02784914;0.002326699;-0.0010798556;-0.00007792773;0.000011132533;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0;-0.0017125546;0.015429689;0.050124228;0.08716959;0.10242116;0.086971045;0.052971553;0.031989332;0.03517509;0.051875744;0.07193657;0.08728462;0.0970189;0.09532787;0.079976104;0.051541395;0.03615735;0.056564398;0.08658661;0.09804978;0.075300455;0.03342877;0.0029490076;-0.0011800484;-0.00007792773;0.000011132533;0;0;0;0;0;0;0;0;0;0
lip_upper_back;0;0.0000333976;-0.00039186512;-0.00056998554;0.004090092;0.019343888;0.047495835;0.0736829;0.09353331;0.102873504;0.103854276;0.099854365;0.08482322;0.056115754;0.027363764;0.007948628;-0.0009017351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
