;meta[fps=30]
;meta[frames=73]
jaw_open_a;-0.0058209533;0.008213334;0.018240001;0.014430479;0.027779052;0.034742862;0.03264762;0.03801905;0.026994284;0.003062857;-0.0072228583;0.000034286153;0.025165716;0.063186295;0.101529144;0.10945829;0.09949943;0.08919543;0.075635046;0.08144381;0.10173715;0.11564498;0.12823164;0.107074305;0.08287696;0.04896305;0.023241144;-0.0031626665;0.018500574;0.04370286;0.088457145;0.11436647;0.123419434;0.10034744;0.09219047;0.08350019;0.067328006;0.044809144;0.02642591;0.005982477;0.00432762;0.016259048;0.021927621;0.019276192;0.01001143;-0.0063695246;-0.0153935235;0.019163426;0.07921372;0.11778744;0.114907436;0.10058514;0.04575391;0.029307425;0.04240762;0.0626362;0.08073144;0.09337906;0.070841916;0.028284084;0.006959457;0.010742859;0.02599837;0.028702043;0.035970617;0.0462498;0.07104436;0.09675756;0.088398375;0.057271298;0.024992654;0.002011429;-0.00920381;-0.0006857143;0.0004571429;0;0;0;0;0;0;0;0;0;0
jaw_open_o;-0.009447619;0.0042514275;0.036182858;0.06854095;0.09145144;0.083108574;0.04351238;0.015177142;0.00022857104;-0.014994286;0.015222859;0.030445717;0.026208004;0.03874972;0.046534862;0.039252575;0.06558857;0.07795429;0.07520686;0.095136;0.08717714;0.05819429;0.02619429;0.0028800007;-0.015573334;0.0078019043;0.030217143;0.031146668;0.043870483;0.060815237;0.06401524;0.06460648;0.061272383;0.029001148;0.007561142;0.01298895;0.039058287;0.050454848;0.07617828;0.111059815;0.12104535;0.12958933;0.12860039;0.089740194;0.045808762;0.021135239;-0.011183239;0.0014407607;0.041568;0.058416;0.05744;0.036628574;-0.0020982851;-0.0011702854;0.03424;0.06747428;0.09741715;0.09197714;0.060205717;0.019017143;0.0045257155;0.013897143;0.04224;0.062445715;0.07890286;0.08476953;0.095725715;0.10861715;0.104838096;0.08813715;0.059428573;0.029455239;0.0058057145;-0.00027428532;-0.0029257145;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.00012404822;0.0008110844;0.005725302;0.022185545;0.034208678;0.0360694;0.0251627;0.00937232;0.0047348244;0.025515763;0.040611476;0.042298056;0.035431508;0.036677238;0.04056806;0.044836268;0.031961497;0.012073231;-0.0012724485;0;0;0;0;0;0;-0.0005343616;0.0041667474;0.021590749;0.04554796;0.057412058;0.05050989;0.02853745;0.0074747;-0.0008651568;0;0;0;0;0;-0.00017175905;0.0008906024;0.011705061;0.020833738;0.024109883;0.018257352;0.008098122;-0.0008269881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00051845796;0.004163567;0.02057928;0.032456104;0.045150373;0.044116635;0.032831427;0.017490799;0.009255906;-0.0009255905;0;0;0;0;0;0;0;0;0;0
jaw_front;-0.0010973497;0.009284532;0.037068952;0.07688246;0.1176812;0.14725357;0.14704126;0.15101917;0.15737784;0.15987548;0.13824457;0.09681128;0.040709764;0.011256659;0.015737422;0.046961784;0.085503794;0.11492112;0.11716044;0.09881658;0.08212589;0.07845597;0.092199564;0.111532465;0.12158753;0.12351123;0.12560956;0.13189808;0.14667341;0.1646597;0.18611526;0.18922408;0.194437;0.19683017;0.19484636;0.17906362;0.15633655;0.12549432;0.10978482;0.09801622;0.087885775;0.08711883;0.09920756;0.11282185;0.10728381;0.07655206;0.03824502;0.01165099;0.0013311327;-0.001459952;0;0.02664651;0.05349341;0.081151396;0.10397627;0.11880956;0.125303;0.13123347;0.10832271;0.072709896;0.059340708;0.07969007;0.14164908;0.22138721;0.2855842;0.30376673;0.29432893;0.2552469;0.19258212;0.1199069;0.054990847;0.009823665;-0.0032109404;-0.00085879536;0.00008587953;0;0;0;0;0;0;0;0;0;0
jaw_back;0;-0.0012139761;0.012176869;0.024019761;0.02849398;0.021125305;0.008614458;-0.0038115676;-0.0010761447;0.00011132532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00009542171;-0.0018766269;0.007315663;0.016062653;0.019116145;0.037850607;0.05003278;0.04723056;0.0675681;0.0805868;0.07561852;0.063534945;0.046820246;0.025013208;0.03003557;0.02594198;0.012799231;0.0015108438;0.004293977;0.0045325314;0.0026240973;0.0004771087;-0.0013836148;0.00011132532;0;0;0;-0.0005963856;0.004771085;0.02208217;0.054143865;0.09957254;0.132994;0.12917714;0.09303616;0.045301452;0.009414941;-0.0011768676;0;0;0;0;-0.0008906027;0.009027954;0.01660868;0.019667475;0.014445787;0.0060698823;-0.0024279524;-0.000037108442;0.000015903615;0;0;0;0;0;0;0;0;0;0
jaw_up;0;-0.0005407624;0.0027749648;0.0055499296;0.0121813845;0.017731315;0.032075744;0.038166437;0.05135819;0.040870253;0.03532032;0.020975888;0.014344432;0.007172216;0.0038564897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00040658825;0.0019471059;0.011465789;0.029443769;0.061403863;0.11001148;0.17505884;0.24617565;0.31094518;0.3343398;0.32277232;0.2685538;0.19720885;0.13018955;0.075553134;0.038605556;0.016453272;0.004614777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;-0.00084686757;0.007339519;0.026447715;0.060069554;0.09535013;0.10967928;0.09161278;0.056648683;0.021064341;0.0023195425;-0.0005725302;0.000015903615;0;0;0;0;0;-0.0017918076;0.016407233;0.04990025;0.08545544;0.09316604;0.08725254;0.0635376;0.046822898;0.030842416;0.01689759;-0.00005566246;-0.0009860243;0.000071566275;0;0;0;0;0.00007951808;-0.00091710855;-0.002692217;0.02183063;0.06566868;0.10133918;0.104779646;0.08985277;0.057420805;0.039756656;0.02730651;0.012675183;-0.0012881929;0;0;0;0;0;0;0;0;0;-0.0015227714;0.015084581;0.03191856;0.040613864;0.0333976;0.017295184;-0.00072759064;-0.0004612049;0.00003180723;0;0;0;0;0;0;0;0;0;0
corner_right_tight;-0.002096627;0.01921475;0.05800606;0.09836428;0.1443611;0.21112846;0.2594576;0.28705975;0.24910711;0.1588139;0.06779713;0.020623015;-0.00217975;-0.0016431616;0.0028721928;0.0046311324;0.025226314;0.040633734;0.045996275;0.031578314;0.01030761;-0.0018426548;0.045314305;0.14739363;0.22534917;0.24673119;0.18722062;0.105642304;0.0567322;0.07183453;0.08832922;0.11332324;0.14638759;0.193499;0.23151955;0.24089688;0.22051041;0.18876655;0.17762455;0.18368472;0.18965381;0.18459688;0.17998801;0.17250414;0.1554964;0.13086292;0.09172835;0.048910785;0.019548729;0.0071248217;-0.0020984828;0.01552988;0.028572755;0.0349016;0.031943686;0.034263704;0.037485093;0.058486607;0.08615837;0.12599355;0.1690371;0.19364628;0.17608327;0.12249868;0.06300531;0.02035398;0.008946845;0.031399306;0.054950178;0.06082073;0.044437353;0.01759311;-0.0013396145;-0.0008349399;0.0000667952;0;0;0;0;0;0;0;0;0;0
corner_left_tight;-0.0022413495;0.020376243;0.06396938;0.10622477;0.14468023;0.19122164;0.21862252;0.23451234;0.20338579;0.12951031;0.055044807;0.016598606;-0.0018635859;-0.0017400145;0.0034065538;0.0060672276;0.025944363;0.03996579;0.044012465;0.029932262;0.011814957;-0.0016676518;0.026372528;0.08495422;0.13409877;0.15685947;0.13222814;0.09233508;0.06714543;0.07311104;0.07974603;0.09422797;0.11789277;0.1561679;0.18895616;0.196671;0.18042494;0.15498377;0.14649409;0.15259436;0.16365749;0.17135379;0.17574185;0.16847603;0.14474702;0.112304986;0.07384394;0.03926816;0.01578222;0.0057091345;-0.0017348197;0.012609446;0.023271443;0.028645115;0.027156696;0.031391513;0.03656109;0.05615249;0.08240189;0.12040317;0.16162655;0.18517074;0.1684445;0.11721814;0.060403265;0.01952832;0.008586894;0.02997991;0.05243423;0.058093257;0.04248916;0.016902896;-0.0011503615;-0.00071248197;0.000055662655;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;-0.0003228434;0.003239567;0.006345543;0.007848435;0.006178555;0.0030057838;-0.00043416876;-0.00082937366;0.0072806766;0.026323987;0.05900019;0.0971536;0.11383012;0.09724266;0.06113986;0.022636333;0.007822831;0.021214712;0.04456743;0.06918869;0.087404296;0.08232229;0.0614616;0.0324697;0.007368994;0.015487207;0.04559514;0.07650647;0.09674635;0.1024397;0.08907603;0.07258875;0.046281647;0.019735195;0.0031588555;-0.0017422414;-0.000815458;0.00007792773;0;0;0;0.00007792773;-0.00090173504;-0.0026562226;0.021892121;0.06570976;0.10162888;0.10587036;0.08836446;0.053191237;0.033845123;0.025652694;0.025063783;0.03419357;0.046611913;0.043401286;0.026742566;0.008792473;-0.0016431615;-0.0015919523;0.0024936867;0.018201686;0.04480844;0.07244309;0.08916786;0.08063664;0.06112502;0.03783205;0.020725062;0.00958882;0.0052322894;-0.000523229;0;0;0;0;0;0;0;0;0;0
