;meta[fps=30]
;meta[frames=170]
jaw_open_a;0;-0.015360001;0.010880001;0.05664;0.09874286;0.1151543;0.0930057;0.037150476;0.0280381;0.043413337;0.077744775;0.08689524;0.082487635;0.07724191;0.092775464;0.11076923;0.131968;0.12707384;0.10651201;0.07063681;0.039676804;0.011153829;-0.005281829;-0.005522286;0.0037759996;0.024402287;0.06027886;0.06257066;0.06650819;0.066684954;0.08117943;0.097502485;0.09939809;0.04783238;0.02279619;0.033935238;0.06957714;0.07995154;0.08570697;0.086329296;0.09922836;0.1173431;0.105996504;0.068777144;0.05545356;0.08632198;0.1244032;0.113996185;0.10159239;0.060647625;0.037561912;0.061412573;0.08523277;0.06890058;0.06429258;0.02615162;0.0026605728;-0.0012891431;-0.00011885725;-0.004205714;-0.0029714291;0.01302857;0.05266286;0.07026286;0.06582858;0.039360005;0.0069028586;-0.010148572;0;-0.006034286;-0.0034742851;0.023268573;0.06429715;0.112994306;0.14344381;0.15616383;0.14374858;0.10935239;0.063946664;0.025508571;-0.004784762;-0.005790476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00082285714;-0.00672;-0.00035199983;0.011001144;0.045140576;0.07636496;0.090190485;0.102388576;0.09129067;0.058892194;0.036022857;0.0068495236;-0.014426665;0.009485713;0.036587425;0.07550172;0.11999314;0.17030704;0.17181715;0.14988343;0.11939353;0.09218743;0.08506058;0.09543924;0.068082295;0.036068577;0.008615619;-0.0068480005;-0.005312001;-0.0013805715;-0.012873143;0.015108572;0.042605717;0.04788572;0.05526857;0.05969829;0.059401143;0.087396584;0.086336;0.050093725;0.018395433;-0.0037759983;-0.005668572;-0.00086857163;0.0004571429;0;-0.0043580956;-0.0015085716;0.021805713;0.038087625;0.050057143;0.07725714;0.07175619;0.053165715;0.03808;0.009668572;-0.010651429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.004906667;0.002087619;0.016457144;0.033104766;0.052799996;0.091108575;0.09132191;0.07552;0.037760004;0.012091433;0.012495238;0.061885256;0.09472046;0.10863313;0.09737371;0.07205074;0.039247088;0.0164256;0.0011712001;-0.008960001;0.005522286;0.008603431;0.007341714;0.039753143;0.04413257;0.055984758;0.06680685;0.060815245;0.058069337;0.09046857;0.08865525;0.10393904;0.09997714;0.07434667;0.035260342;0.022454858;0.032625373;0.07112595;0.11249191;0.121009395;0.10499841;0.09566172;0.067576684;0.058938522;0.033493333;0.030110478;0.047512382;0.086430475;0.098087616;0.0958781;0.051824767;0.019728767;-0.007845334;0.0018239993;0.032701723;0.06527849;0.092727624;0.10896915;0.10764648;0.10387961;0.08352;0.053447623;0.022247618;0.0019428567;-0.00672;0;-0.004891429;0.00015999944;0.014057143;0.055725724;0.07394286;0.068708576;0.04002286;0.009394286;-0.010628573;-0.0112000005;0.010262856;0.053097147;0.079428576;0.06802744;0.07023315;0.06717487;0.10089601;0.15059201;0.1800046;0.160896;0.129048;0.078384005;0.027624002;-0.0048960024;-0.009048001;-0.0015840002;0.0007680001;0;0;0;0;0;0;0;0;0;0.0003657143;-0.007588572;0.0012068572;0.020960001;0.065206856;0.07515277;0.081426285;0.060682666;0.06375619;0.08039315;0.09455239;0.063801914;0.03588572;-0.010709334;-0.012612574;0.04495543;0.11455087;0.20309946;0.22199774;0.17440002;0.10623544;0.06315276;0.05531734;0.08950858;0.08920382;0.078643814;0.05801143;0.033432383;0.017660953;0.0068571432;-0.011855238;0.004830476;0.041508574;0.082925715;0.08457143;0.082849525;0.06550857;0.06761142;0.069043815;0.066080004;0.030491427;0.047969524;0.057965714;0.05673143;0.038304;0.010292571;-0.0073554288;0.032989718;0.063241154;0.08752458;0.10050286;0.10034515;0.076745145;0.05258286;0.008178286;0.008596571;0.046468575;0.10444801;0.15647314;0.18144687;0.1396526;0.09169372;0.039483435;-0.00074742537;-0.01082743;-0.002098286;0.0007680001;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.00067749416;0.005076435;0.028190754;0.07138816;0.1293123;0.18789805;0.2257073;0.23082507;0.2108597;0.17552504;0.12834218;0.08118478;0.039544947;0.012458733;0.011197322;0.033408277;0.06475459;0.07916231;0.06975021;0.041610062;0.01410514;-0.0024736167;0.009170026;0.021540495;0.029723858;0.03451403;0.029469403;0.029564822;0.05118102;0.064798325;0.060122035;0.041921932;0.013823424;0.0020865547;0.018702656;0.030534945;0.032159403;0.03108343;0.036404148;0.05499573;0.08162882;0.09173714;0.08309487;0.061813664;0.036991306;0.016274234;0.0032602418;0.008877399;0.036352493;0.055948924;0.057412058;0.039250128;0.012945545;-0.00140588;0;-0.0006584097;0.0065840976;0.012850122;0.01863904;0.028728295;0.04170246;0.05794642;0.06530025;0.053070374;0.028769644;0.009962026;-0.0010782653;0;0;0;0;0;0;0;0;0;0;-0.0008238073;0.0077100727;0.021498507;0.03282029;0.043941695;0.043464582;0.032390896;0.020273933;0.008855135;-0.0009112773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000047710855;-0.0010878076;0.004411346;0.017173044;0.041766077;0.05552112;0.052543957;0.032052144;0.011882864;-0.001262429;0;0;0;0;0;0;0;0;0;0;0;-0.000015903615;0.00020674702;-0.000054072352;-0.0020420249;-0.00008269758;0.01995904;0.037627958;0.04437109;0.03378882;0.01315865;0.008018604;0.03188993;0.06584097;0.081585556;0.07247852;0.040453076;0.013322778;0.0051790117;0.026574943;0.05623201;0.08787241;0.09459057;0.07491271;0.040990777;0.012724484;-0.0014122413;0;0;0;-0.0011068917;0.011068918;0.022137836;0.027672293;0.022137836;0.011068918;-0.0011068917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.00031489163;0.0030964345;0.0066795195;0.009432436;0.017843857;0.04261056;0.08008266;0.12545568;0.15885329;0.15108596;0.11035406;0.059704695;0.023258612;0.021129657;0.052392233;0.08371179;0.091849156;0.07349169;0.039308064;0.009119404;0.014313255;0.03710282;0.051501956;0.05479114;0.042538993;0.02850914;0.061117597;0.11103555;0.15503928;0.17220397;0.15497676;0.12613794;0.11337648;0.10720866;0.10404887;0.1018944;0.10383618;0.1071328;0.11957675;0.13324115;0.14069891;0.14546417;0.1614561;0.18631564;0.18885386;0.16189244;0.12199664;0.1012138;0.11376175;0.13229743;0.10976835;0.06693356;0.026522463;0.00087310915;-0.002304434;-0.001898892;0.016026076;0.046708927;0.07338645;0.086743094;0.08594632;0.07916424;0.112072796;0.17968862;0.24068454;0.26244783;0.23412906;0.17619617;0.14354047;0.15031065;0.14764124;0.11578708;0.08895926;0.07978686;0.08231792;0.08048821;0.05090748;0.011970654;-0.0014217836;-0.0030433557;0.02745783;0.08764113;0.16228975;0.22341236;0.25510836;0.23800544;0.19326435;0.12401109;0.054795433;0.009851454;-0.0035768817;-0.0015930651;0.00015028917;0;0;0;0;0;0;0;0;0;0.000114506045;-0.0027910846;0.012762414;0.041167304;0.09447702;0.14578646;0.18677367;0.20960571;0.2234583;0.21822943;0.20633988;0.17995818;0.16445933;0.15838857;0.179879;0.25249586;0.36033338;0.47254258;0.5067346;0.44744715;0.34244418;0.25714955;0.20814863;0.1849621;0.13189664;0.07339122;0.025949936;-0.0010620432;-0.004202372;-0.0019093883;-0.0016460244;0.0066699767;0.030301163;0.06949086;0.08840345;0.10494479;0.13171059;0.18628228;0.23509285;0.24827296;0.19919157;0.14595227;0.09893798;0.068609394;0.038853332;0.013976892;-0.0023342534;0.006340772;0.035937004;0.06818835;0.09558391;0.113235734;0.10316278;0.075104035;0.042994156;0.042775873;0.08566698;0.16229941;0.22522335;0.24856754;0.2083695;0.14277901;0.07023014;0.016744364;-0.0030551637;-0.0016961206;0.00015028917;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00012722892;-0.002131085;0.003769157;0.034160968;0.090173505;0.12166267;0.14502509;0.12414363;0.08117206;0.08824917;0.12611568;0.13484678;0.13443327;0.13422652;0.116557606;0.11857736;0.090332545;0.03862989;-0.0039600004;0.011593737;0.024443857;0.029342175;0.022185547;0.0101147005;-0.0036737358;-0.0032231333;0.010406267;0.04268001;0.09419182;0.13620389;0.13853747;0.09529342;0.067762114;0.074551634;0.1467607;0.23449884;0.25648;0.21238646;0.16640434;0.14355479;0.15198769;0.16334604;0.124258935;0.07070748;0.026765788;0.039580125;0.106872305;0.21198194;0.2931739;0.30198315;0.22453786;0.12548485;0.0417735;0.036694948;0.06389013;0.08325544;0.06647712;0.033397596;-0.005354218;-0.0013783135;0.02847887;0.0749837;0.18680334;0.38017806;0.6154265;0.80999357;0.8955732;0.83671546;0.7291975;0.56724703;0.38115558;0.19857651;0.06142374;-0.00684094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00037638564;0.0019879523;0.025286755;0.044927724;0.051925313;0.03928194;0.017382655;-0.0017759042;0;0;0;0;-0.0023643381;0.020324824;0.07760965;0.15245208;0.20232584;0.21135908;0.16865787;0.10989928;0.056314703;0.01925928;-0.003069398;-0.004850603;-0.0016380725;-0.00097012066;0.0075621703;0.037687596;0.07733134;0.09611351;0.08336437;0.043703135;0.009771182;0.020556219;0.08022579;0.16182326;0.22863516;0.26068094;0.22728096;0.1536862;0.07439712;0.019692652;-0.009300437;-0.0012595671;0.0047233743;0.010196339;0.034616876;0.05190411;0.062427003;0.078526765;0.10416842;0.21200262;0.4232305;0.6609437;0.82954925;0.8628853;0.7760432;0.5974996;0.39122775;0.1982982;0.061718747;-0.0068715545;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0021223905;0.010530636;0.027580235;0.052956767;0.089097045;0.13622877;0.1892831;0.22755662;0.23600826;0.21067508;0.17670868;0.13827254;0.11050798;0.07373072;0.04768196;0.024538957;0.014582965;0.0072914823;0.0033340238;0;-0.00033882356;0.00005421176;0.00010842352;0.00075896486;0.0007318587;0.0021684708;0.0053669647;0.010517084;0.014772707;0.019218074;0.030548334;0.03553582;0.047272664;0.037541658;0.032120477;0.019082544;0.014637179;0.009459954;0.008944944;0.009188895;0.015558777;0.020248096;0.0257777;0.025913227;0.024761228;0.02417845;0.01813384;0.014067955;0.008023343;0.004635107;0.0023446593;0.0013552944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006546071;0.014366119;0.034267936;0.056928456;0.09821682;0.13044573;0.17774412;0.17893812;0.18160062;0.14071545;0.10700184;0.0662495;0.040145174;0.018284274;0.00850515;0.001484725;0;0.0040333555;0.011587765;0.024782911;0.0416265;0.067751154;0.092978604;0.11801904;0.11942038;0.10429531;0.07589376;0.048966777;0.028352754;0.014339014;0.004345073;0.00070113875;0.006257846;0.014524238;0.027995864;0.044851206;0.06987445;0.08771465;0.10542834;0.089155786;0.07975455;0.06284951;0.06679342;0.06861403;0.07936152;0.06739879;0.06350909;0.043857317;0.032269556;0.018310027;0.010462872;0.0039439066;0.0022362354;0.0015450355;0.0011926589;0.0012468707;0.000704753;0.0005421177;0.00027105885;0.0001897412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;-0.002401446;0.022106025;0.06546988;0.11331327;0.14079471;0.1393528;0.11368965;0.098427474;0.09371472;0.10218074;0.0980405;0.087650135;0.078353144;0.083082244;0.10402789;0.13293085;0.1377309;0.11550287;0.09101879;0.081999205;0.09825986;0.123465836;0.124765456;0.08750934;0.044391777;0.0294869;0.030609375;0.052068446;0.06689857;0.065650135;0.04858555;0.03228434;0.0072202426;0.009399036;0.03918651;0.063534945;0.06641096;0.06278366;0.06468638;0.08277515;0.108259104;0.111299865;0.0834289;0.063293636;0.07131394;0.07970363;0.07682507;0.06416049;0.055307478;0.0712217;0.102498814;0.10162411;0.07099375;0.03394362;0.00821687;-0.0009807233;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011371088;0.009701206;0.036785066;0.08838435;0.11760726;0.10932146;0.08656605;0.06740484;0.054703146;0.050101697;0.036111813;0.04067085;0.060587473;0.066954225;0.048506036;0.019195667;-0.0020038558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00011132532;-0.0018925305;0.0043305554;0.023322655;0.05874796;0.09800603;0.11034725;0.08807422;0.048940197;0.014066748;-0.0015903618;0;0;-0.0010671327;0.008851953;0.037192196;0.08390112;0.13863182;0.16764003;0.16675578;0.14731944;0.12266354;0.1152339;0.1182805;0.10441785;0.07596098;0.040882904;0.008715182;-0.0011450604;-0.0009383134;-0.00081108446;0.0074587967;0.03064627;0.06759036;0.08675423;0.07880242;0.04634314;0.014933497;-0.0016380725;0;0;0;0;0;0;0;0;0;0;0;-0.0016221688;0.016221689;0.032443378;0.04055422;0.032443378;0.016221689;-0.0016221688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;-0.0002412049;0.00085349457;0.01793822;0.060201023;0.109744504;0.13586366;0.11948254;0.07156391;0.028561948;0.021672485;0.02653446;0.06053016;0.117541365;0.19282585;0.25444752;0.2554972;0.17922865;0.09359255;0.054535832;0.04759001;0.09270615;0.12032597;0.124795675;0.12334289;0.14755058;0.17722249;0.21638674;0.21223803;0.15500195;0.08379976;0.03886404;0.037629817;0.06408738;0.1036012;0.12103103;0.10402201;0.071059324;0.03481329;0.01356425;0.007139664;0.037717022;0.07176772;0.1105312;0.15692566;0.21082419;0.27166197;0.33636203;0.36852837;0.3315255;0.2550719;0.15301295;0.07632779;0.05125047;0.08704787;0.12670363;0.17970876;0.21815683;0.23426001;0.212405;0.15320961;0.07325949;0.02248215;0.0084050605;0.018802848;0.028274681;0.030101812;0.043842696;0.07738826;0.12910213;0.1884812;0.25876075;0.31853366;0.3354019;0.2902325;0.19329081;0.098109886;0.052718107;0.059328042;0.0905882;0.12080857;0.13352914;0.12471552;0.10861176;0.08443468;0.056692418;0.029538503;0.009129232;-0.0010169568;0;0;0;0;0;0;0;0;0;-0.0003785061;0.0039186515;0.006234219;0.0058520017;0.013021351;0.024743909;0.043665502;0.06872855;0.072851285;0.07135953;0.07816892;0.10321713;0.16911057;0.25374305;0.30671647;0.32212427;0.3016326;0.2734317;0.2403885;0.19901367;0.14556937;0.09544736;0.07359012;0.080324925;0.07756036;0.06287283;0.037932243;0.009692724;-0.0013581691;-0.0012802413;-0.0035150968;0.0325107;0.08837004;0.13062635;0.12615941;0.103634596;0.06870535;0.06380239;0.06468372;0.07145044;0.083828904;0.13112082;0.18663798;0.25863373;0.33775374;0.4217704;0.451978;0.40631792;0.28464046;0.15919521;0.06871946;0.049117282;0.050857116;0.049591716;0.041737907;0.037812937;0.04654215;0.07555445;0.10454876;0.123120785;0.12869178;0.115652524;0.088989556;0.058217853;0.029503439;0.009187679;-0.0010228014;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;-0.00018554223;0.0005863137;0.01437581;0.048808727;0.09017721;0.11252447;0.100141495;0.060088947;0.021722239;0.017033884;0.023372155;0.05811537;0.11445266;0.1865385;0.2434272;0.24463852;0.172013;0.08965162;0.048458353;0.039452136;0.07113687;0.08747015;0.08733842;0.09099917;0.11872381;0.15419854;0.18882445;0.18501991;0.13463312;0.073669896;0.033245265;0.03200752;0.053485885;0.08602851;0.10127636;0.087522484;0.06373078;0.036274984;0.01946115;0.011110268;0.041891716;0.079215385;0.12263227;0.15416923;0.17299804;0.18317616;0.20867068;0.22079688;0.20091696;0.16106074;0.10415634;0.05930541;0.051961746;0.08476384;0.11953445;0.16191524;0.18873724;0.19555593;0.1750071;0.12534858;0.05959615;0.018327858;0.0073252064;0.01627576;0.025091058;0.027121074;0.038427833;0.06668666;0.10366058;0.13861394;0.1721351;0.195701;0.20210943;0.18108176;0.12792003;0.07358436;0.04746522;0.05430059;0.082778715;0.110362895;0.12197246;0.11397708;0.099314995;0.07726143;0.05191934;0.027072089;0.008357748;-0.00093123625;0;0;0;0;0;0;0;0;0;-0.00031171093;0.0032284346;0.0052144784;0.004081743;0.0060616634;0.018739762;0.039001897;0.064249545;0.06822275;0.063915394;0.06322536;0.08406917;0.13772796;0.20660347;0.25005522;0.2634714;0.24785693;0.22564527;0.20226325;0.17613374;0.14123474;0.10463986;0.08583404;0.08577615;0.07769394;0.060913503;0.03625123;0.009291952;-0.0012616868;-0.0011577834;-0.0035596276;0.03289107;0.09372758;0.14200938;0.14097682;0.11307963;0.06824149;0.054723814;0.05440004;0.061241917;0.072173126;0.11182146;0.1500016;0.18705864;0.2193259;0.2585263;0.28000492;0.26850164;0.20451576;0.12806644;0.0641885;0.047130685;0.047896232;0.046402246;0.04080165;0.038848825;0.047456685;0.07296502;0.09739332;0.112154484;0.11753447;0.105786875;0.081485115;0.05337269;0.02704871;0.008392815;-0.00093513256;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.00038963865;0.0029167235;0.01625535;0.041038226;0.073409766;0.106651515;0.13436967;0.15602057;0.17157644;0.17865485;0.15529881;0.11788795;0.08584389;0.080881335;0.100202814;0.13157348;0.14602765;0.13206299;0.09590064;0.05114708;0.0155232;-0.003031611;0.012668822;0.029016944;0.03772259;0.031894702;0.015873134;0.009624074;0.030098656;0.06252215;0.083208255;0.07972748;0.05158444;0.034800295;0.04283427;0.061707623;0.0653824;0.06179431;0.06366532;0.0832925;0.10769315;0.10174021;0.0711702;0.052042954;0.065933384;0.08079806;0.07985364;0.064550124;0.06359273;0.078540005;0.107915044;0.10742707;0.07772362;0.041832346;0.016700651;0.0004007711;-0.0015362895;-0.00015028918;0.00008906026;-0.00087947;-0.00018925306;0.0122457845;0.023322653;0.027775666;0.02155258;0.009473784;-0.00096853025;0;-0.001132735;0.009651905;0.036748488;0.086964555;0.13118798;0.15242244;0.14013632;0.10452892;0.06060412;0.02981849;0.008076096;-0.00093374116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00008906026;-0.001970458;0.00824197;0.025955498;0.051944394;0.06746221;0.07057283;0.06764311;0.061826553;0.047777116;0.030851956;0.011663182;-0.0025159523;-0.0005900241;0.01630248;0.050433714;0.09791285;0.1479996;0.16320848;0.14624251;0.117749535;0.09513082;0.088362984;0.08992118;0.06954493;0.042260945;0.027790507;0.022168582;0.022769738;0.018172001;0.006631277;0.008865206;0.03762796;0.081245214;0.114197515;0.12669933;0.10787424;0.08150127;0.062097266;0.063071355;0.07115358;0.09207717;0.0928954;0.074649185;0.04283798;0.015168073;-0.0015195906;-0.0017478074;0.0041190367;0.009440388;0.01672106;0.036848683;0.049985066;0.048515577;0.036514707;0.015451955;-0.0015919522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
