;meta[fps=30]
;meta[frames=144]
jaw_open_a;0;-0.01520762;0.0047390475;0.051885717;0.11759238;0.19178668;0.2288762;0.18497525;0.11372191;0.04240764;0.02059155;0.065774634;0.13095805;0.15546973;0.1402557;0.09634835;0.05186195;0.02182217;0.0029689881;0.013860575;0.047149718;0.06274134;0.056932576;0.02176914;0.0040472364;0.035108574;0.07044572;0.07600762;0.057828575;0.0103314305;-0.010758096;0.035977144;0.0656;0.071222864;0.05554286;0.018560002;-0.014628572;0.0004114286;-0.00027428573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.011085714;0.0073028575;0.040914286;0.06798476;0.094796196;0.0868343;0.07139048;0.059676193;0.04377143;0.021287618;0.010361905;-0.028130287;0.0098182885;0.06941944;0.14476745;0.19156803;0.18650687;0.11744688;0.06180858;0.019365713;-0.0067702853;0.0108944755;0.024775619;0.0676579;0.114329904;0.1160602;0.075568765;0.052780196;0.04317562;0.081616774;0.11558401;0.10038401;0.05240534;0.007107048;0.010898285;0.03475048;0.07876953;0.10822858;0.10308953;0.07421715;0.038891435;-0.00012952296;-0.0055161915;-0.01208381;0.008015238;0.03751619;0.057295244;0.057523813;0.039817147;0.0050438102;-0.008533334;-0.021851432;0.023299053;0.07833906;0.109622866;0.096624784;0.07791239;0.040594287;0.030826671;0.049920004;0.082633145;0.098703235;0.12745143;0.12255086;0.072697915;0.032085333;0.012644572;-0.0035382863;0.010529525;0.018121146;0.02322286;0.019718098;0.00969143;-0.009668572;-0.0041333335;0.00886857;0.04230476;0.08009143;0.08922286;0.06764191;0.030057143;-0.0018285712;-0.008746667;-0.0006857143;0.0004571429;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0064000012;-0.0010361891;0.027840007;0.05618286;0.092015244;0.085415624;0.07349486;0.0595581;0.04773334;0.029472005;0.015478861;0.00088533404;0.03128686;0.048685722;0.047954287;0.032411426;-0.0069942856;0.0062628575;0.027337145;0.03168;0.027154287;0.013577144;-0.009051429;0;0;0;0;0;0;-0.008265143;0.004041143;0.028059432;0.058102865;0.09655772;0.09931887;0.06638629;0.034953147;0.0054308586;-0.009801144;0;0;0;0;0;0;0;0;0;0;0;0;-0.014080001;0.014171429;0.04681143;0.078902856;0.08411429;0.058331434;0.010285716;0.019702857;0.045174856;0.070189714;0.09950172;0.109883435;0.09555201;0.068576016;0.059092578;0.031071998;0.02533714;0.021622855;0.010159999;-0.016800001;-0.00018285711;0.04043886;0.07507199;0.10756571;0.13880685;0.1495543;0.13673297;0.1140404;0.06543697;0.04044648;0.048769526;0.07959925;0.09902476;0.10776001;0.097180955;0.09073905;0.08756572;0.09388572;0.09992383;0.10644572;0.10553523;0.09410285;0.08194667;0.07744762;0.07740571;0.09286857;0.107961915;0.092068575;0.05865143;0.021180952;-0.00432762;-0.008091429;-0.0043123816;0.008274289;0.043108575;0.059413336;0.057188578;0.027309716;0.01031619;0.024146285;0.06525257;0.092736;0.087744005;0.050276574;0.012800001;0.009033142;0.024219427;0.050034285;0.05289143;0.03897143;0.008274287;-0.000525714;-0.007817144;-0.0025295238;0.024091428;0.04969143;0.06645333;0.061211426;0.033965714;0.006110477;-0.00027428532;-0.0029257145;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0.000073474715;-0.0008187183;-0.0014694943;0.0066861985;0.031924922;0.063010134;0.07962337;0.081256665;0.062421694;0.03884172;0.02100868;0.00901735;-0.0009351327;0;0;0;0;0;0;0;-0.00041985553;0.0041985554;0.008397111;0.010496388;0.008397111;0.0041985554;-0.00041985553;0;0;-0.0011441063;0.01071395;0.028960487;0.05367948;0.07748815;0.0972538;0.09198747;0.073033854;0.0399149;0.012194892;-0.0013588049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006011568;0.0060115675;0.012023135;0.015028917;0.0111214;0.014726751;0.020455232;0.028586753;0.025588918;0.013896581;0.013561015;0.025041837;0.032538805;0.02721427;0.012958268;0.002957357;0.022564847;0.039862413;0.044102717;0.032333642;0.012583736;-0.0013175351;0;0;0;-0.0017716628;0.015887713;0.05246285;0.09210818;0.119019486;0.12096926;0.10278746;0.08652045;0.07228989;0.055090927;0.0417788;0.030884825;0.0258895;0.027158607;0.036721457;0.048835237;0.056154076;0.053022657;0.042384725;0.028251184;0.017888388;0.009459471;0.0027004338;0.00277041;0.02115181;0.03576723;0.039806753;0.02923085;0.012000869;-0.0012436629;-0.00030534947;0.0024141693;0.011460147;0.029351715;0.057586998;0.0712323;0.06362719;0.039151523;0.013654845;-0.0014694942;0;0;0;0;0;-0.0002576386;0.0016953258;0.013963376;0.023136582;0.036435187;0.038709406;0.03169273;0.01763075;0.009255906;-0.0009255905;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.002633639;0.024738075;0.067782804;0.10554593;0.11952521;0.1048923;0.065449744;0.03926603;0.018674506;0.0053986744;0.008180694;0.025732942;0.060013093;0.08697115;0.10251343;0.09785609;0.0866326;0.078871846;0.09502523;0.10397387;0.102501996;0.07736553;0.056663793;0.061756924;0.091306165;0.103626534;0.08833568;0.04630338;0.010770724;0.013740723;0.069476545;0.11157039;0.121857315;0.086280294;0.03557082;0.010367569;0.03467148;0.05879838;0.09035863;0.12200715;0.15181546;0.17267415;0.1778689;0.16188435;0.15189227;0.15885423;0.15287699;0.12400431;0.07424571;0.023971839;-0.0026279136;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019466028;0.017905883;0.052887484;0.09507818;0.12286976;0.12109967;0.09193881;0.07693852;0.08095941;0.10181675;0.124790065;0.13259591;0.14097603;0.15417136;0.15993398;0.13663256;0.09081277;0.03824502;0.0068918336;0.010452255;0.064438276;0.1376019;0.18358754;0.17704637;0.13026491;0.10964955;0.13577555;0.16452515;0.14650907;0.09061341;0.035115194;0.027937565;0.057021625;0.10894296;0.14446607;0.15188512;0.132431;0.10129252;0.07477483;0.076380305;0.09171457;0.11377608;0.12912941;0.12751679;0.111686334;0.09006854;0.08036893;0.08403789;0.08845353;0.12691087;0.17621051;0.21031182;0.20978461;0.18542822;0.1448239;0.11978285;0.10834657;0.112240724;0.10954602;0.09833397;0.0813718;0.075173214;0.07791181;0.081118934;0.055196203;0.02819425;0.032810558;0.07198651;0.09565548;0.09386776;0.075052984;0.06238576;0.07971869;0.12033955;0.16222644;0.16531165;0.12800345;0.06717926;0.017372712;-0.003936145;-0.00085879536;0.00008587953;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006891567;0.00400241;0.0426747;0.07501206;0.08601204;0.0646747;0.028202413;-0.002889157;0;0;0;0;0;0;0.00007156628;-0.0008269881;-0.0021708438;0.018965062;0.038407233;0.047830127;0.038240246;0.018416388;-0.0018527713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006997592;0.0072043384;0.011927713;0.012977353;0.01265928;0.010337352;0.006456869;0.007442893;0.002488916;0.009725062;0.018531691;0.022026513;0.016531812;0.002636025;0.0046852054;0.0732282;0.14062375;0.17394581;0.14301725;0.112939544;0.10564535;0.13013534;0.11458557;0.06820664;0.009466629;-0.0053197597;-0.002272892;-0.0007845781;0.005619277;0.008073733;0.050679523;0.1038241;0.13276339;0.112624116;0.06435134;0.018776871;0.01667229;0.022599038;0.05768772;0.10194218;0.124742664;0.11330797;0.0654964;0.0072785555;-0.005751808;-0.0013518075;0.0006361445;-0.0022053013;0.0007951807;0.004214458;0.0072361454;0.006838555;0.0044689164;-0.00042939768;-0.002792675;0.026838941;0.06576782;0.09871375;0.12729256;0.123714246;0.089782275;0.057469316;0.030541304;0.050303135;0.13301562;0.23563753;0.33450714;0.38981625;0.38631687;0.33237076;0.23159155;0.13571405;0.06759462;0.02923615;0.0131894015;0.0060698823;-0.0024279524;-0.000037108442;0.000015903615;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;-0.00005421177;-0.00020329416;-0.0004065883;-0.0012197648;-0.0021413649;-0.0036592947;-0.005041695;-0.007223719;-0.007860706;-0.008999153;-0.007237272;-0.006180142;-0.0044182595;-0.003781271;-0.003740612;-0.0037677179;-0.004065883;-0.003252706;-0.0027105883;-0.001626353;-0.0010842354;-0.0005421177;-0.00027105885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00024395293;0.001334965;0.00266993;0.0058277654;0.008497695;0.015301271;0.018215155;0.024415625;0.019434921;0.01676499;0.009961413;0.0068035773;0.0034017887;0.0019855062;0.0024395296;0.0048790593;0.009432848;0.014311908;0.023094214;0.02710995;0.032979734;0.025625905;0.020776661;0.010622796;0.0075300145;0.0024679913;0.0044399444;0.0016164146;0.0026581842;0.00060536526;0.0020799248;0.010111399;0.020516444;0.037875958;0.060888853;0.09591418;0.1194195;0.13587955;0.11186147;0.097100064;0.07358796;0.07243596;0.07831794;0.10321244;0.11941498;0.13713095;0.112272575;0.09467183;0.06696057;0.060324147;0.05475389;0.06637101;0.06578598;0.07794297;0.060608752;0.049644418;0.029491201;0.019340048;0.009188894;0.0044318116;-0.0008131765;0.00077251793;0.0018703063;0.005116236;0.009828594;0.020226413;0.028431365;0.04194907;0.04499577;0.04693249;0.044765376;0.034606088;0.025926784;0.015398854;0.008616962;0.004308481;0.0021169698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;-0.0008481929;0.0061546997;0.036904346;0.09775954;0.17317715;0.22129618;0.20589884;0.1356446;0.06245086;0.039730843;0.07845625;0.13892023;0.1692569;0.1537901;0.10505506;0.055258073;0.021120002;0.005311808;-0.00063614466;0;0;0;0;0;0;0;0;0;-0.00069180736;0.0047551813;0.03546507;0.060553025;0.06790844;0.050175913;0.020937113;-0.0021628924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016062654;0.015553738;0.03610916;0.061387964;0.066954225;0.053873505;0.025588918;0.010544099;-0.0011053013;0;0;0;0;0;0;0;0;0;0;-0.0019826512;0.017960487;0.05788068;0.09047144;0.10087453;0.09516459;0.097571336;0.11986026;0.13314986;0.108445175;0.06156608;0.018527713;0.0024650604;0.010174339;0.040474705;0.06246145;0.06546326;0.045476396;0.017430365;-0.001832892;0;0;0;0;0;0;0;0.00011132532;-0.0013093979;-0.0030291094;0.02804073;0.06544869;0.085746996;0.07228989;0.05545061;0.04391307;0.054541457;0.06711327;0.07743152;0.0908669;0.11474247;0.12213977;0.10219665;0.07226603;0.041330315;0.017328579;0.0049969163;-0.0005725302;0;0;0;-0.00014313255;0.0006202411;0.009458675;0.033425428;0.06852074;0.08744207;0.07887797;0.04773471;0.015780363;-0.00072759064;-0.0004612049;0.00003180723;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0004453015;0.0033805815;0.019708294;0.03180193;0.031341784;0.047461692;0.10603366;0.21281318;0.32905906;0.38884223;0.34881878;0.24281351;0.123084985;0.044276867;0.024209544;0.04787694;0.06905825;0.06977871;0.060199164;0.07875524;0.1402365;0.24038662;0.332666;0.37918893;0.3302744;0.25496617;0.20829858;0.24305657;0.33027995;0.41701353;0.38629884;0.27947998;0.14289494;0.039360926;0.0046385545;0.037576005;0.07469557;0.10329689;0.11381528;0.09356151;0.06158331;0.029801786;0.0203614;0.02948451;0.043149695;0.040411092;0.024881208;0.005009639;-0.0012691086;-0.00007792773;0.000011132533;0;0;0;0;0;0;0;0;0;-0.002056735;0.018201688;0.06299343;0.11477732;0.1546921;0.15991324;0.1241268;0.1058611;0.13252538;0.18790232;0.22442815;0.20067687;0.12219437;0.046459764;0.0036236392;0.022921884;0.09794959;0.19087839;0.24732311;0.22921881;0.15275449;0.08820584;0.062499885;0.07720503;0.095939234;0.12761036;0.14943328;0.14782816;0.105744205;0.05623042;0.010965543;0.002137446;0.0046014464;0.009476753;0.022146318;0.050819084;0.105868526;0.14665627;0.15497692;0.13043986;0.09209387;0.069069006;0.06705124;0.05443808;0.049695622;0.05394825;0.06390073;0.07721525;0.07753808;0.06264275;0.04708505;0.027558584;0.025037063;0.061913576;0.11847797;0.15878332;0.1667338;0.1579762;0.16526985;0.20325775;0.21290965;0.17216459;0.09981427;0.053148557;0.06541476;0.0989645;0.102001816;0.06590459;0.059926413;0.087983735;0.15290798;0.18652491;0.18990965;0.17375544;0.1842334;0.193748;0.19682398;0.1833885;0.14429444;0.09514048;0.046493165;0.014691231;-0.0011355183;-0.0008349399;0.0000667952;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.0020238943;0.020245621;0.04041109;0.04881615;0.054063283;0.07702228;0.12351396;0.19252582;0.22705317;0.20328763;0.1411373;0.07084558;0.029843539;0.03144625;0.06172024;0.07790935;0.072090566;0.055019572;0.057336252;0.089828394;0.14816658;0.20322067;0.24009159;0.21998328;0.1747852;0.13763148;0.14589293;0.19263287;0.25219637;0.24155366;0.18182094;0.097277656;0.03078336;0.012824998;0.048202276;0.08622146;0.11311607;0.12048102;0.098635815;0.065293886;0.03174362;0.021698894;0.03142078;0.045988496;0.0430829;0.026551088;0.0053770132;-0.0013136388;-0.00007792773;0.000011132533;0;0;0;0;0;0;0;0;0;-0.0016837955;0.014884196;0.051724527;0.09433058;0.12879781;0.13531868;0.10858764;0.08799524;0.09426935;0.121403955;0.14528325;0.13328238;0.08570565;0.03568719;0.0040216274;0.018763881;0.0801264;0.15593058;0.20182723;0.18684842;0.12513189;0.074747525;0.0554196;0.06349532;0.07354893;0.09905542;0.12068352;0.12473817;0.091988124;0.047658373;0.0070524593;0.00072361436;0.0033249161;0.011288388;0.030976271;0.06920539;0.13099651;0.17192526;0.17384005;0.14161322;0.09852847;0.07124264;0.06888811;0.056141358;0.05231177;0.05728801;0.06817562;0.08046594;0.08184637;0.068253554;0.05282943;0.032712944;0.025994463;0.052395258;0.09648009;0.12996489;0.13698395;0.12984802;0.14290461;0.18811381;0.20573291;0.1720273;0.102226324;0.049979497;0.054801743;0.08449963;0.08747388;0.056208156;0.057377063;0.08781785;0.1469198;0.17307769;0.16979294;0.14841892;0.15686294;0.16392209;0.16485542;0.15446188;0.12346488;0.08356635;0.042849116;0.014483424;-0.00096853025;-0.00071248197;0.000055662655;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0.000024491572;-0.0001775639;-0.0013347907;-0.0012674388;0.010964616;0.027059473;0.050511453;0.06577897;0.063026085;0.042225506;0.0352289;0.036588922;0.044832565;0.042758204;0.025623381;0.016368533;0.028274775;0.040077113;0.03682085;0.021875426;0.0028276632;0.0030113494;0.034833692;0.059247334;0.0667952;0.049762413;0.021307666;-0.0014472291;0.00033397594;-0.0000333976;-0.00031839043;0.0026428632;0.011003395;0.025366588;0.047012683;0.056620058;0.04964441;0.030451925;0.010847539;-0.0011622363;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011466509;0.010397784;0.032838184;0.056692418;0.07650276;0.079233006;0.07722638;0.0685931;0.053318333;0.031991187;0.027835038;0.024102395;0.03347567;0.03545212;0.034004416;0.039079454;0.0446139;0.03678606;0.022382846;0.008234566;-0.0023495208;0.006395639;0.017752677;0.045772336;0.07990561;0.09396785;0.08122981;0.062076483;0.060567286;0.0866779;0.1080969;0.105074406;0.0884925;0.07401797;0.07661853;0.0873347;0.1013528;0.10694689;0.0947;0.06243124;0.02671251;0.00144723;-0.002035027;-0.0027141115;0.01049575;0.02749958;0.038024276;0.03468897;0.020250076;0.0023267001;-0.0033152679;-0.0034833692;0.028745314;0.066539146;0.08580399;0.07202934;0.05030049;0.032936342;0.039373912;0.05334338;0.0697468;0.08507109;0.09914632;0.0947935;0.07022401;0.04595509;0.027406069;0.012780147;0.003985446;-0.00044530124;0;0;0;-0.00015585546;0.00076814485;0.009663038;0.03236227;0.059280727;0.06927775;0.06324391;0.04173586;0.020962557;0.009540579;0.0052322894;-0.000523229;0;0;0;0;0;0;0;0;0;0
