;meta[fps=30]
;meta[frames=132]
jaw_open_a;0;-0.0014171429;-0.0072;0.0019657144;0.041074283;0.09696;0.14667429;0.16458666;0.137472;0.11214629;0.079873525;0.053248007;0.06006401;0.042051055;0.04388724;0.08790858;0.084434286;0.070994295;0.08996572;0.0613943;0.04283429;0.038811438;0.008533335;-0.010666668;-0.0016914287;0.00064000004;0;-0.009417143;0.007798857;0.03503543;0.053878862;0.061696;0.048941713;0.0156160025;0.004095999;-0.0004693338;-0.007408761;0.004297141;0.024853332;0.06674286;0.08978286;0.08259048;0.04941715;0.016182857;-0.007664762;-0.002529524;0;-0.005851429;0.009325715;0.01673143;0.01883429;0.016022857;0.0030742856;-0.011817143;0.023394287;0.038560003;0.042000003;0.033165716;0.010308571;-0.009188572;0;0.0007314286;-0.005211429;-0.00736;0.012800001;0.057325713;0.10770286;0.11657143;0.09380571;0.030285712;0.019988576;0.06201143;0.14480573;0.16258286;0.1384743;0.051954288;0.017548572;-0.0086819045;0.029912379;0.06564572;0.10912002;0.112060964;0.092900574;0.048137147;0.04327467;0.057782866;0.07551848;0.058957726;0.017986288;0.0058697164;0.045627434;0.066674285;0.07205715;0.05449143;0.03762514;0.050395433;0.10071316;0.12547658;0.12944229;0.10357792;0.09472915;0.07554287;0.056003053;0.036160003;0.008182859;-0.018940954;0.01686857;0.03168;0.036068574;0.030034283;0.013577142;-0.0096;0;0;-0.00077714294;-0.0007542857;-0.0035200003;0.021577146;0.029120002;0.047296006;0.04599772;0.030221717;0.006921145;0.006866287;-0.007314286;0.0006765717;0.00047542847;-0.00014628572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;-0.0054857144;-0.0009234292;0.019960381;0.052027434;0.0844663;0.106854096;0.109213725;0.10118705;0.08318857;0.08343619;0.08893333;0.08725332;0.09200762;0.10035047;0.10586593;0.1331322;0.15875888;0.1693486;0.18191774;0.18870857;0.20458972;0.16551316;0.13113144;0.09431315;0.05619658;0.02779429;0.026697144;-0.005220572;-0.0047817146;-0.006500572;0.0008959997;0.02910476;0.052068572;0.08288;0.08615619;0.07753143;0.07154286;0.077287614;0.082368;0.1028023;0.10895543;0.10934857;0.15027201;0.16384001;0.14223544;0.096265145;0.039625145;-0.016457146;-0.0051199994;0;0;0;-0.008045715;0.0025142857;0.02923429;0.05772191;0.09044572;0.124160014;0.124213345;0.13490286;0.11766857;0.0880762;0.07611429;0.057325713;0.035702858;0.058560003;0.072091445;0.07350858;0.06953143;0.033097148;-0.0019657144;-0.0068571432;0;-0.00041142857;0.00052571425;-0.005668572;0.012274285;0.022674287;0.025531428;0.014841903;0.018651431;0.012205715;0.023481907;0.020891432;0.011474286;-0.0047695255;-0.0008228569;0;0;0;-0.0029714287;0.004228572;0.0041600005;0.008765715;0.039954286;0.052880004;0.047542855;0.037314285;0.009851428;-0.030628571;0.030994285;0.06198857;0.07232;0.06198857;0.030994285;-0.020662857;0;0;0;0;0;0;0;0;0;-0.018610284;0.0012822832;0.07394742;0.15858515;0.22529832;0.258768;0.21415083;0.17114057;0.12428572;0.07059657;0.024857141;0.0037165738;-0.009234287;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;-0.00030789408;0.0018683573;0.01797268;0.034036927;0.04900859;0.059543148;0.069067664;0.08739641;0.10884117;0.11990612;0.106322035;0.07554219;0.037310682;0.012945545;-0.00140588;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00030853023;0.0019052534;0.01797109;0.03138102;0.03447904;0.029484514;0.030099185;0.04496589;0.078147985;0.10891337;0.1319558;0.14777052;0.15133086;0.13950971;0.11221274;0.07647795;0.042499553;0.017902384;0.0025111819;0.010887616;0.03975745;0.07914752;0.118160695;0.1432442;0.14556964;0.1302061;0.10718561;0.08046118;0.05592984;0.033797096;0.016758278;0.0020960968;0.009710749;0.020229401;0.025286753;0.020229401;0.0101147005;-0.0010114701;0;0.000047710855;-0.0011259761;0.0055344594;0.01178458;0.015267473;0.012500243;0.006536387;-0.0006488676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000896964;0.0075033265;0.032602414;0.051750373;0.05459712;0.038295913;0.013766171;-0.0029167235;0.014504099;0.029008199;0.03626025;0.029008199;0.014504099;-0.0014504099;0;0;0;0;0;0;0;0;0;-0.0015696869;0.013996932;0.047270954;0.083604194;0.104461;0.09949143;0.06797126;0.04323176;0.026822086;0.016479807;0.009752574;0.005105061;-0.0005105061;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0004007712;0.002676579;0.019237015;0.05678068;0.09020213;0.1023684;0.085629046;0.06789779;0.06949086;0.09759971;0.10808179;0.09454384;0.06713156;0.059548393;0.068813354;0.09510681;0.113985986;0.124386966;0.11372836;0.08566959;0.044342466;0.01261475;-0.002204241;-0.0020849642;-0.0014885786;0.00958988;0.017908743;0.045381606;0.083603725;0.11808722;0.13002639;0.1148925;0.06834866;0.030109363;0.00704212;0.007231057;0.042038035;0.08635187;0.1238526;0.1335713;0.116259426;0.09255667;0.088842385;0.08059079;0.065060906;0.03824502;0.01286046;0.00020754199;0.021469882;0.03821639;0.04422796;0.033493016;0.014857159;-0.001517205;0;0;0;-0.0009971567;0.008418102;0.03547779;0.056141358;0.056461025;0.0446335;0.04989124;0.094159275;0.1565584;0.1810054;0.15720248;0.10013018;0.06245946;0.059596814;0.09018604;0.12073946;0.13000014;0.10090308;0.05920678;0.030977463;0.03708564;0.06813109;0.10255448;0.108065076;0.08060224;0.059767857;0.06708336;0.09497561;0.115944535;0.098303445;0.052891776;0.023283372;0.031629432;0.047019042;0.06065958;0.0715949;0.08654796;0.12635025;0.18692395;0.23073682;0.2449642;0.2293914;0.19172178;0.17383687;0.17237213;0.1731713;0.15989813;0.12288885;0.07331727;0.0345188;0.009747327;-0.0011164339;-0.0014742654;0.013105217;0.044946488;0.078501046;0.091039464;0.074686565;0.04139394;0.042096715;0.053482912;0.07198137;0.06686437;0.04348188;0.033822216;0.06365462;0.09261999;0.11051514;0.09216734;0.047503904;0.0140645625;-0.0015028907;-0.0040127207;-0.0016256279;0.0001653181;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;-0.00228588;0.020642897;0.06538773;0.12307014;0.1801204;0.22768416;0.25678933;0.2743414;0.25653064;0.21461669;0.17299028;0.15268798;0.13236848;0.101279534;0.054724347;0.016773013;-0.0025763859;-0.00031807233;0.00003180723;0;-0.002115181;0.021263136;0.04117446;0.05081205;0.039838564;0.019322896;-0.002910362;0.00027036152;-0.000015903615;0;0;0;0;0;0.0001855422;-0.0027513255;0.005248193;0.013279519;0.018686749;0.016062653;0.00914458;-0.00067325303;-0.0051209647;0.020592002;0.08336358;0.21763146;0.38496614;0.516364;0.5072406;0.3816412;0.19479491;0.057884924;-0.00090862735;-0.001982651;0.00012722892;0;0;0;0;-0.0017414462;0.012500244;0.08409832;0.14054821;0.15513979;0.11161689;0.054000728;0.010512293;0.020006755;0.014710847;0.0063614477;-0.0022265064;0.00013253014;0;0;0;0;0;0;-0.00027036155;0.002719519;0.005248194;0.0064409655;0.00500964;0.0023855427;-0.0004293977;0.000015903615;0;0;0;-0.0020595184;0.02053952;0.041814588;0.05192531;0.04123013;0.02001868;-0.0028546993;-0.0007315664;0.00006759039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;-0.0002832565;0.00024598598;0.00049197196;0.0015504571;0.0046717;0.013684408;0.03060119;0.053729966;0.087706506;0.12520345;0.17366876;0.19731729;0.21542402;0.18255745;0.15801375;0.1059298;0.074405655;0.039452616;0.021440756;0.007128848;0.0051501184;0.0037270589;0.007305036;0.011479342;0.018675955;0.023853179;0.029206596;0.025980992;0.020492047;0.01376979;0.008429931;0.0063021183;0.005163672;0.0074405656;0.010327343;0.01859464;0.021820238;0.02671285;0.022606308;0.018594638;0.012021461;0.0128662605;0.018707577;0.03581591;0.05755483;0.095207155;0.13196047;0.17357251;0.17995596;0.16907747;0.12550929;0.08920321;0.05253572;0.030557372;0.012450637;0.0039710123;-0.00025750592;-0.0006166589;-0.00063698826;-0.0012468707;-0.0012197648;-0.0024666353;-0.0011384474;-0.001748329;0.002114259;0.0014366122;0.0026834824;0.0013552944;0.0013281882;0.0006640941;0.0006505412;0;0;0;0;0;0;0;-0.00005421175;0.000076799915;0.00015359983;0.0004336938;0.00048790532;0.001039058;0.0010480928;0.0016037627;0.0007228217;0.00038851588;-0.0006505429;-0.0005963307;-0.0007499303;-0.0010842358;0.0021820231;0.005014588;0.011619389;0.016968284;0.03125308;0.03712151;0.050701555;0.04030645;0.035075013;0.020790214;0.0142848;0.0071424;0.0038896943;0;0;0;0;0;0;0;0;0;0.000026428237;0.000042691758;-0.0000040659;-0.0000203294;0.00062208023;0.0028989743;0.005738994;0.010337507;0.016243203;0.024606725;0.03007127;0.033230457;0.026849058;0.020815287;0.012775003;0.008099238;0.00402929;0.0016670119;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0.00007951808;-0.0015585545;0.003928193;0.031950362;0.0827147;0.13515688;0.15735039;0.1314752;0.07676677;0.038152777;0.03684073;0.06792434;0.08593785;0.091066755;0.0863858;0.0945735;0.0942899;0.0822482;0.04431278;0.0143185565;-0.0015744582;0;0;0;0;0;-0.0010814462;0.010722219;0.022605402;0.028324345;0.023012538;0.011625545;-0.00084289163;-0.00031489157;0.00021310846;-0.000015903615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00044927714;0.0030693978;0.021469882;0.054887354;0.101266265;0.13633375;0.13307749;0.09981905;0.055821694;0.020436147;0.0058843386;0.003498796;-0.00054072303;0.00011132532;-0.0020674702;0.008397111;0.025668437;0.06561832;0.10631568;0.14099087;0.13649546;0.105223626;0.052969646;0.01764241;-0.002040964;-0.0011238556;-0.0010019279;0.009128676;0.039341573;0.07486628;0.08913977;0.07421025;0.038423136;0.008691326;-0.0010536145;-0.00097012066;0.009764821;0.018766267;0.022980725;0.01781205;0.008428917;-0.0016062654;0.00006361446;0;-0.0019561448;0.019561447;0.039122894;0.048903618;0.039122894;0.019561447;-0.0019561448;0;0;0;0;0;0;0;0;0;-0.0018813978;0.016392652;0.060304917;0.10964431;0.1400528;0.13561094;0.09508296;0.05207242;0.022537813;0.004831521;-0.0008015425;0.0000166988;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.001929639;0.019084873;0.040841553;0.051135436;0.041208927;0.019363187;0.004078218;0.029819602;0.07077229;0.11183185;0.14493722;0.16328919;0.16706964;0.16690838;0.1771195;0.17370278;0.17168126;0.1513375;0.111373566;0.063332975;0.031890996;0.0038295898;-0.00034510836;0.00011132532;-0.000011132533;0;-0.0013871137;0.010428958;0.058432437;0.13841967;0.21260911;0.22436504;0.16811681;0.08223378;0.016496183;0.03571836;0.09007703;0.15335062;0.17984603;0.17777261;0.14118277;0.13021444;0.11331155;0.09908881;0.068673804;0.037836693;0.011099135;-0.0011605663;-0.0014583617;0.0033264;0.013623993;0.03480252;0.057501756;0.08546445;0.106825;0.11555347;0.115842916;0.113553494;0.110729724;0.11292284;0.110259384;0.08651646;0.057132155;0.026592279;0.005541774;-0.004080073;0.011054604;0.06354449;0.10406134;0.11233837;0.07586078;0.06345729;0.08425471;0.12311652;0.11681736;0.07388291;0.033662926;0.05693177;0.1188509;0.1836812;0.20110919;0.15891689;0.087802276;0.026907327;-0.002994651;-0.00028944583;0.0006818676;0.024135327;0.08714825;0.15561332;0.20565683;0.22441792;0.23802744;0.25052094;0.2644004;0.25045973;0.23750702;0.23543637;0.23555325;0.20182724;0.15591112;0.13488176;0.16854654;0.22314604;0.28135246;0.3001776;0.26386604;0.18142131;0.09011228;0.031635873;0.07671038;0.18048729;0.26677862;0.277367;0.21637747;0.119357914;0.06269453;0.06745479;0.11147032;0.16651706;0.21314345;0.21748514;0.17695343;0.11383125;0.047593243;0.008673914;-0.0017645056;0.0045448565;0.009114761;0.010828614;0.008697291;0.0042743357;-0.00042860248;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0020075669;0.019860439;0.042303625;0.054478906;0.044897504;0.031271286;0.02656222;0.06221786;0.10290727;0.13448842;0.1526604;0.16532551;0.17081758;0.16425309;0.16968946;0.16481341;0.17035928;0.15985388;0.12728195;0.07197553;0.03537918;0.0043899287;-0.0004230362;0.00011132532;-0.000011132533;0;-0.001168916;0.008879309;0.048428748;0.11393479;0.1742464;0.18340847;0.13704146;0.06699112;0.0142629985;0.020614479;0.053766415;0.09878637;0.12599057;0.13626124;0.11908284;0.11040874;0.09577781;0.08344204;0.05952008;0.03371209;0.010431182;-0.001068723;-0.0014249642;0.00356241;0.0074866274;0.020305738;0.037970286;0.06322165;0.0844987;0.095709145;0.09485473;0.0941417;0.096625365;0.10241373;0.10437027;0.08457384;0.056775913;0.026586713;0.0061596297;-0.0032562658;0.01152217;0.060093407;0.09732616;0.104645796;0.071103476;0.057249043;0.072049744;0.10549743;0.09963617;0.062531434;0.029584706;0.052757066;0.10884276;0.16697128;0.18179424;0.14296398;0.07901872;0.024335716;-0.0027052052;-0.0002783133;0.0006623859;0.023155663;0.0835079;0.14917591;0.19640756;0.20963764;0.21197638;0.21254265;0.21840155;0.20406304;0.19327931;0.19162984;0.19167994;0.16762847;0.13316253;0.11868764;0.14579907;0.18888381;0.22224616;0.22020519;0.17846839;0.11319;0.051412817;0.02100987;0.06592518;0.15501381;0.2314203;0.24327087;0.1929379;0.10908582;0.060464673;0.06935845;0.11561579;0.17327562;0.22177228;0.22629097;0.18415247;0.1184813;0.049485777;0.008992303;-0.0020639708;0.0071053384;0.014235725;0.01722982;0.013818256;0.0068348176;-0.0006846507;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0.0000857205;-0.00148174;0.00453094;0.010076797;0.0155540025;0.026860943;0.040036663;0.05863764;0.083310306;0.107963294;0.11524025;0.11712723;0.09553197;0.06486555;0.03160897;0.012012002;-0.001692145;-0.00089060253;0.00007792773;0;-0.0011410846;0.011232724;0.024630727;0.03181121;0.026718076;0.014277472;0.000083494;-0.0004564338;-0.00044715675;0.0032284348;0.023816196;0.050211433;0.07527818;0.087955356;0.082787074;0.072270535;0.08095855;0.08060324;0.06924806;0.044872448;0.015630074;0.0056720246;0.01402699;0.017032774;0.013072375;0.005159928;0.00045365086;0.015471435;0.03509809;0.05803667;0.07691188;0.08590586;0.08633928;0.08008372;0.06101555;0.03720121;0.025043558;0.034931846;0.069264755;0.10632959;0.11250814;0.089767165;0.052206002;0.025457874;0.019196382;0.027489007;0.027157811;0.023130618;0.012037051;0.003649244;-0.0004080073;0;0;0;0;-0.0011511039;0.01013951;0.03601486;0.06332185;0.07288099;0.05915642;0.0296489;0.007894449;0.00024231774;-0.00018554209;0.000007421682;0;-0.0015552149;0.013996934;0.045664538;0.07973305;0.090947226;0.07949184;0.061777763;0.050389178;0.042424966;0.029701594;0.011440532;-0.0024046272;0.012023135;0.02404627;0.030057834;0.02404627;0.012023135;-0.0012023136;0;0;0.00014472292;-0.0015993736;-0.0023860729;0.009555423;0.020437842;0.03431417;0.035949912;0.026536984;0.011344049;0.005343615;-0.0017567131;0.000022265232;0.0002181976;-0.00001781205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
