;meta[fps=30]
;meta[frames=47]
jaw_open_a;0;-0.008365715;0.010811429;0.027977142;0.034080002;0.030354287;0.016800001;-0.0065828576;-0.01104;0.0068000015;0.029622862;0.062457148;0.07232001;0.059151087;0.0237248;-0.002837941;0.00096822705;0.017489368;0.020828338;0.01825371;0.010037026;-0.006356113;0;0;-0.00041600005;-0.0027999994;0.0063839993;-0.00046628856;0.021265144;0.054576766;0.08807963;0.0916;0.08580535;0.06886934;0.058358863;0.045561902;0.033813335;0.0074514286;-0.009051429;0;0;-0.01161143;0.008365716;0.048411433;0.067794286;0.06651429;0.04457143;0.0019657137;-0.009051429;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.0064000003;0.0011885719;0.020754287;0.055299044;0.08574476;0.10541716;0.10183619;0.10649906;0.09730287;0.088670485;0.09011048;0.06517029;0.05134172;0.06688458;0.0849463;0.09448687;0.09453715;0.05104001;0.014683428;-0.004123429;-0.0038217145;0;0;-0.000864;-0.004368;0.011088001;0.020016002;0.022416001;0.004208;0.02180343;0.043189336;0.067093335;0.08194743;0.0857722;0.07045791;0.09127315;0.112341344;0.09387276;0.06503314;0.03149714;0.0035748568;-0.008832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.0008206267;0.0078054955;0.020114897;0.031584583;0.032538805;0.023855425;0.007970893;0.015117978;0.03382381;0.048410613;0.045357116;0.03033138;0.02110092;0.024397038;0.030532144;0.039711963;0.0412209;0.03588619;0.027668474;0.012045653;-0.001234375;0;0;-0.000791523;0.007935269;0.015630076;0.019387305;0.015329497;0.0075144586;-0.0009919086;-0.00040299766;0.0032729644;0.017438317;0.035725884;0.04393215;0.037620004;0.020315282;0.0044816397;-0.00078722904;0.00013359038;-0.000009542171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0015315183;0.014298941;0.040005546;0.06521597;0.08293577;0.09430527;0.1031127;0.11719693;0.13088042;0.12811793;0.11836107;0.11054518;0.11634797;0.12874116;0.14171955;0.13071008;0.096143566;0.054010205;0.020660037;0.0038322308;-0.0005069754;0;0;-0.0004759157;0.0041830484;0.015279397;0.02342006;0.023921024;0.014334722;0.023191052;0.05255947;0.09218214;0.1212607;0.13182986;0.10826427;0.07679896;0.039836176;0.01051905;-0.0014277471;0.00031489163;-0.0014706871;0.013339954;0.040077116;0.05846965;0.056823626;0.036785066;0.0097187;-0.0011164339;0;0;0;0;0;0;0;0;0;0
jaw_back;0;-0.0029262656;0.029342175;0.057730127;0.071205795;0.05876387;0.04866507;0.032173023;0.048696876;0.042966273;0.033291575;0.050801456;0.07856307;0.17842984;0.33518502;0.4991637;0.5258756;0.42171156;0.20738238;0.05575331;-0.01018587;0.00031489163;0;0;-0.0026050122;0.021263134;0.099970125;0.16086507;0.17177494;0.121789895;0.045264874;-0.0046279524;-0.00281494;0.00906506;0.020515664;0.027433738;0.022901207;0.01240482;-0.0012245786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.042468145;0.051514737;0.067015916;0.053737417;0.045598876;0.027288849;0.018432003;0.00927699;0.0047875773;0;0;0;0;0;0;0;0;0.0014230589;0.002803426;0.005606852;0.008367586;0.013974438;0.016649788;0.02083358;0.01643633;0.013718288;0.008111436;0.0054360847;0.0026753505;0.0013376753;-0.000042691765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00001749398;-0.0007784821;0.005685543;0.011633497;0.014738678;0.011895907;0.006052917;-0.0006035423;0;0;0;0;0;0;0;-0.0016062654;0.015553738;0.03670025;0.053918563;0.07071809;0.070267476;0.052731093;0.035804346;0.015071329;-0.0015585546;0;0;-0.00085879536;0.008683375;0.016221689;0.019561447;0.014790364;0.0066795186;-0.0018130123;0.00009542171;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0011911809;0.011043471;0.03178338;0.053525213;0.06744459;0.0758311;0.06568194;0.053569738;0.054516006;0.054074414;0.06694733;0.09580285;0.12778068;0.14541435;0.1525515;0.117346175;0.0703089;0.030213695;0.0070363185;-0.0043627466;0.018089991;0.03777639;0.047554456;0.033668485;0.064158075;0.10074755;0.13278633;0.13623159;0.13420656;0.13190892;0.15729192;0.14483611;0.10185831;0.075249426;0.06123653;0.050315335;0.031534754;0.010297592;-0.0011243859;0;-0.0051988927;0.04791442;0.14472291;0.21146245;0.20584051;0.13347906;0.035546172;-0.0040745065;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0012245786;0.011310652;0.033069186;0.056167338;0.07111832;0.078976035;0.06737408;0.053410176;0.04997579;0.04625567;0.055276725;0.079193115;0.10589803;0.12203017;0.13027325;0.10250001;0.06315393;0.028052127;0.0065012127;-0.004106977;0.017187143;0.036050845;0.045439284;0.033405203;0.049357373;0.07191801;0.09647312;0.10250222;0.10609488;0.11081573;0.13206004;0.12380581;0.09118424;0.059116896;0.03673364;0.021174073;0.008534939;-0.00089431327;0;0;-0.0049428446;0.045520928;0.13793206;0.2017215;0.19654486;0.12757881;0.034132343;-0.003907519;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0006605303;0.0065941704;0.013388727;0.016067956;0.012153015;0.0051580737;-0.001807181;-0.0020595186;0.004519808;0.0100749405;0.013470363;0.011243858;0.0061292937;-0.0013052895;0.0012919302;0.0148633225;0.026328439;0.030063404;0.022572046;0.0094292555;-0.00097353995;0;0;0;0;0;-0.001261316;0.011437564;0.035813358;0.06625526;0.08190204;0.082095;0.07848287;0.08620178;0.08438366;0.06880276;0.037462827;0.009274327;-0.0013860003;0.00025604822;-0.0005705423;0.005588531;0.010241929;0.012217954;0.009073013;0.003952049;-0.0013303376;0.00007792773;0;0;0;0;0;0;0;0;0;0
