;meta[fps=30]
;meta[frames=58]
jaw_open_a;0;0.00082285714;-0.0024838096;-0.010986666;0.010345141;0.029328;0.06398933;0.102992;0.12366172;0.12215848;0.107122295;0.060540948;0.023451427;-0.017097143;0.0015771417;0.07995428;0.11568;0.11579429;0.08029714;0.009188571;-0.020411428;-0.0047657145;0.008662859;0.04444572;0.07863619;0.085771434;0.0882624;0.07759116;0.09040365;0.13309807;0.1607866;0.16732161;0.15338881;0.10503407;0.056683887;0.010052265;0.0065980977;0.042240005;0.06031239;0.058712393;0.037851434;-0.0014476194;-0.006796191;0;0;0;0;-0.0037485715;-0.0028800007;0.008640002;0.044205718;0.0957562;0.16356573;0.15442286;0.14979048;0.10646859;0.05906286;0.025539052;0.021531431;-0.014354287;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0.0003657143;-0.0049371426;-0.0034438106;0.017023997;0.042171426;0.08553448;0.096425146;0.073197715;0.037246477;0.008640001;-0.019309714;0.0053028576;0.025569525;0.050560005;0.079817146;0.111695245;0.09846858;0.07634286;0.039558094;0.0053942855;-0.011230477;-0.007070476;0.00662857;0.015238093;0.018758094;0.008720455;0.015884494;0.0248957;0.04797258;0.05511315;0.043869264;0.005829486;0.004974628;0.04304914;0.049806017;0.08187429;0.09878858;0.0755962;0.050148573;0.03849143;-0.0048609534;-0.005942858;0;0;0;0;0;0;0;0;0;0;-0.009234287;0.013851429;0.027702859;0.032320004;0.027702859;0.013851429;-0.009234287;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0.000047710855;-0.0007951809;0.0012913736;0.013778577;0.03185208;0.055770807;0.07353037;0.08861972;0.10649778;0.12636983;0.13816299;0.14301088;0.120531924;0.083102755;0.043853424;0.013029832;-0.0014647231;0;0;-0.0011259761;0.011078459;0.024389787;0.031202897;0.025906991;0.01345446;-0.00045802433;-0.00075383147;0.000057253023;0;0.000085879525;-0.001653976;0.0042208196;0.03389061;0.058429886;0.06537977;0.048305646;0.0193388;-0.0020133979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0.000114506045;-0.0021565305;0.005930459;0.03490025;0.072431274;0.11820841;0.14960332;0.14674187;0.11628326;0.07436665;0.030445725;0.0076719048;-0.0011593737;0.010470145;0.041365307;0.06254893;0.077468105;0.07177621;0.04942844;0.027576871;0.024781017;0.038505044;0.08397348;0.12643376;0.15166566;0.14813152;0.13635275;0.121445306;0.109793074;0.100947574;0.10085692;0.105180524;0.11063947;0.09750018;0.06773476;0.034029763;0.008358941;-0.000991193;0.00009446749;-0.0013068003;0.0006927616;0.013288427;0.047240905;0.07595687;0.09783253;0.10472579;0.11550295;0.12540415;0.13854517;0.14663573;0.16839068;0.2027091;0.20335795;0.19957449;0.15983135;0.11519785;0.06675225;0.034924343;-0.0034924343;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008031326;0.0055583147;0.03685663;0.105506174;0.1884499;0.24476458;0.22951305;0.15692893;0.07135158;0.01680376;-0.0027354222;-0.00031807233;0.00003180723;0;0;0;0;0;0;0;0;0;0;0.00026240968;-0.0030614461;-0.003026458;0.019803185;0.0877323;0.13794002;0.14520003;0.09910339;0.036859814;-0.003901157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.19549038;0.21230009;0.20678945;0.18922278;0.14671603;0.10615343;0.06386417;0.03313423;0.012053986;0.0014156039;-0.0075489893;-0.0073185894;-0.0060988246;-0.0030189184;-0.0013756239;0.0009622588;0.002473412;0.0053195297;0.0058413185;0.0075456;0.0050823535;0.004614777;0.00232433;0.0016128002;0.0009012706;0.0034051766;0.0062343534;0.012035012;0.019082543;0.03022306;0.03773139;0.04445365;0.036159247;0.029057506;0.017727248;0.01152;0.0058548707;0.0026563765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0.00011132532;-0.0012987953;-0.0018130124;0.014111279;0.04177085;0.080042906;0.113766514;0.13272363;0.13162363;0.11160046;0.073784836;0.036164828;0.009764821;-0.0011291568;0;0;0;0;0;0;0;0;0;0.00007951808;-0.0021310847;0.010092752;0.038900245;0.088676654;0.14337397;0.17738153;0.17738152;0.14435214;0.09141611;0.042894386;0.011368118;0.016539762;0.04555326;0.063508436;0.05863134;0.035836153;0.006849159;-0.0008693979;0;0;0;0;0;0;0;0;0;0;-0.0019879523;0.01987952;0.03975904;0.049698804;0.03975904;0.01987952;-0.0019879523;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0012839519;0.012824678;0.025961066;0.031059764;0.02226135;0.020012582;0.028068822;0.045647092;0.046315044;0.030243378;0.008419905;-0.001042747;0.00089060253;0.0017812051;0.0022265064;0.0017812051;0.00089060253;-0.00094320386;0.0062269815;0.036204666;0.106077716;0.1723594;0.2008754;0.16433777;0.12050705;0.101502344;0.13018459;0.14443551;0.12386185;0.06742789;0.023575922;-0.0027499208;0.0028840664;0.013143993;0.018634371;0.012861783;0.0363774;0.09641885;0.19038631;0.2718041;0.31040615;0.28756443;0.24291742;0.18701263;0.14775431;0.13890396;0.16681041;0.19802548;0.21479663;0.21526697;0.21785623;0.23215413;0.22117373;0.18474065;0.118798964;0.06141447;0.022847665;0.013025062;-0.0013025062;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0010538796;0.0105239535;0.02133735;0.025530607;0.018053256;0.018728629;0.030376967;0.048356004;0.048816152;0.031950366;0.008961689;-0.0010798555;0.0006679519;0.0013359038;0.0016698798;0.0013359038;0.0006679519;-0.00082297245;0.0056391843;0.03104919;0.08888909;0.14310871;0.16570218;0.1347416;0.09878787;0.083710514;0.10778073;0.11971592;0.10258183;0.05589645;0.019513475;-0.0018398359;0.0007265822;0.0072921775;0.010718028;0.006460577;0.031156247;0.09352812;0.18783252;0.2719967;0.31296554;0.28986886;0.24119747;0.18224233;0.14398707;0.1388182;0.17139591;0.20575145;0.22198826;0.21785343;0.21333642;0.22010872;0.20677938;0.1706246;0.10773322;0.05381095;0.018621014;0.010798556;-0.0010798556;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0.00008906026;-0.0014657835;0.0025419286;0.022788478;0.047756705;0.07207201;0.090833105;0.0953223;0.09506996;0.08464825;0.05814707;0.03995837;0.030129084;0.028068453;0.033219475;0.029601403;0.018491136;0.013025062;0.0039342367;-0.0012908172;0.0074699293;0.026695814;0.053711686;0.07155435;0.06821459;0.044580113;0.02176744;0.017252756;0.037702326;0.06664157;0.07595727;0.06581226;0.05417461;0.0437222;0.035656907;0.041576292;0.049231768;0.052998275;0.051209647;0.03217302;0.0072918087;-0.00087575923;0;0;0;0;0;0;0;0;0;0;-0.0019593255;0.019593257;0.039186515;0.04898314;0.039186515;0.019593257;-0.0019593255;0;0;0;0;0;0;0;0;0;0
