;meta[fps=30]
;meta[frames=36]
jaw_open_a;0.10619125;0.122038856;0.12949944;0.0747901;0.05651886;0.048333712;0.06730209;0.10485257;0.16839314;0.15993828;0.12027658;0.05773943;0.0013622835;-0.012699428;-0.0010057143;-0.010002286;0.010267429;0.03496229;0.053092565;0.05493943;0.056713145;0.03208229;0.015072917;0.02267703;0.05173486;0.083626986;0.1158583;0.10343773;0.04407955;0.022900423;0.029170893;0.03768503;0.038933333;0.023558095;-0.0037942855;-0.0065066675;-0.0003504762;0.0004571429;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.0070400005;0.00086857163;0.035657145;0.053714287;0.045583997;0.044170283;0.040305145;0.061636575;0.09753486;0.085862406;0.07273577;0.08803499;0.114501044;0.1350775;0.1360247;0.08795978;0.047610514;0.017770972;0.002242744;-0.0063360007;0;-0.016212115;0.010479542;0.06088595;0.10752092;0.12759499;0.105895795;0.030709034;0.023194976;0.047850065;0.07546012;0.08950858;0.07072;0.024137145;0.0069942866;-0.00027428532;-0.0029257145;0;0;0;0;0;0;0;0;0;0
jaw_chew;-0.0013359038;0.004990555;0.01464246;0.028197117;0.033063624;0.028240053;0.014408678;0.003988628;0.01279128;0.038120974;0.05419953;0.051289167;0.032013983;0.0070612063;-0.0014217835;0.000047710855;0;0;0;0;0;0;0;0;0;0;0;0;-0.00095421704;0.009532629;0.019284725;0.022071041;0.026479524;0.025620729;0.020181691;0.017452631;0.009360869;-0.0009255905;0;0;0;0;0;0;0;0;0;0
jaw_front;0.06711486;0.083675295;0.10062218;0.11116533;0.11229608;0.08482178;0.07630658;0.11240199;0.18607946;0.22681499;0.19569081;0.10961948;0.035984956;0.004086435;0.0010663376;-0.0014892942;0.011937254;0.040357653;0.07645569;0.09844656;0.09126132;0.058100365;0.025878366;0.005404684;-0.0006784483;0;-0.0011235906;0.010083688;0.032405213;0.06599604;0.09339162;0.093789995;0.06533763;0.03150586;0.0048999055;-0.0035544587;-0.0007776869;0.00008587953;0;0;0;0;0;0;0;0;0;0
jaw_back;0.0027354239;0.014154221;0.021819763;0.023791812;0.015528291;0.007951809;-0.0007951809;0;0;0;0;0;0;0;0;0;0;0;-0.004230362;0.03882073;0.11600099;0.20943473;0.24383427;0.20340726;0.10542508;0.034765307;-0.0037479529;0.0127759045;0.029002896;0.03550217;0.03847615;0.03161109;0.018612534;0.01440868;0.0060698823;-0.0024279524;-0.000037108442;0.000015903615;0;0;0;0;0;0;0;0;0;0
jaw_up;-0.008042316;-0.006386146;-0.0053073326;-0.0031578355;-0.002114259;-0.0010571295;-0.00052856473;0;0.000097581185;0.00010029177;-0.00032527072;0.00046622087;0.0009270205;0.0023148414;0.0029382757;0.0065569105;0.0076926462;0.013005401;0.010305654;0.009698483;0.005395877;0.006274108;0.0066066068;0.0107267015;0.014248659;0.024702493;0.030060424;0.038774967;0.031135626;0.026301743;0.015766589;0.010616471;0.0053488943;0.0027331766;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0.100017846;0.11827519;0.120994724;0.091969825;0.073450856;0.062614135;0.07668406;0.10937235;0.15405305;0.15990028;0.12669086;0.07045197;0.021346102;0.000986555;-0.0010390364;0.00006361446;0;0;0;0;0;0;-0.002036299;0.018431656;0.058797266;0.101391606;0.11948387;0.10130763;0.054753933;0.034705035;0.04842015;0.06753598;0.06955846;0.047869887;0.015847955;-0.00072759064;-0.0004612049;0.00003180723;0;0;0;0;0;0;0;0;0;0
corner_right_tight;-0.0041041933;0.0038537108;0.013696724;0.01998809;0.017097712;0.009536868;0.0009796629;-0.0001614217;0.00012245784;-0.0014806268;0.00011132518;0.0016645915;0.0064624343;0.023471277;0.06548239;0.123748675;0.19492397;0.25474936;0.29435804;0.3016621;0.26598626;0.18866524;0.10295923;0.03386683;0.0041713594;0.027781235;0.09654411;0.16983792;0.21831563;0.23562393;0.2168194;0.1745581;0.12209049;0.06099514;0.013258845;-0.0011355183;-0.0008349399;0.0000667952;0;0;0;0;0;0;0;0;0;0
corner_left_tight;-0.0036217838;0.0040448187;0.01293229;0.01842805;0.015437108;0.008353109;0.0004972532;-0.00011132532;0.00010019278;-0.0012134459;0.000111325426;0.0013673534;0.005494461;0.021373628;0.06291468;0.1228475;0.1899068;0.23810065;0.2608413;0.25522915;0.21982631;0.15647887;0.08666119;0.029244047;0.0033508916;0.0225996;0.08563423;0.15669039;0.20883684;0.23151937;0.21608245;0.17269953;0.11904295;0.05850702;0.012880339;-0.00096853025;-0.00071248197;0.000055662655;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0.0038333016;0.022662124;0.05243794;0.07857527;0.089843236;0.0874735;0.09066743;0.11698064;0.15001087;0.15940115;0.12954926;0.075877115;0.026352929;0.003584675;-0.0012023135;-0.0009930219;0.0102998195;0.022906298;0.029336447;0.024380246;0.012624291;-0.0004809258;-0.002341617;0.013282669;0.044758122;0.08120426;0.10047668;0.08941873;0.052623037;0.03199423;0.034017455;0.040582757;0.044697113;0.034789164;0.018146027;0.008649978;0.0053324825;-0.000523229;0;0;0;0;0;0;0;0;0;0
