;meta[fps=30]
;meta[frames=43]
jaw_open_a;0.049051426;0.04436572;0.050434284;0.029097144;0.037542857;0.022674285;0.021268573;0.013066669;0.022567624;0.03295086;0.056056388;0.08197792;0.13379657;0.1286918;0.0863665;0.037814863;-0.0076601924;-0.0057325726;0.045156576;0.06550553;0.06567315;0.045659434;-0.00041752378;-0.002319239;0.008975238;0.026864763;0.061379053;0.087558106;0.073552765;0.08515963;0.090268955;0.11444725;0.14631772;0.12184687;0.083328;0.07798858;0.09277257;0.115519986;0.12540343;0.08694857;0.05578972;0.028470859;0.008365715;-0.0006857142;-0.003017143;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0.00096000003;-0.006192001;0.004248001;0.010896002;0.013752002;0.012816002;0.008088001;-0.0047520003;0;0;0;-0.008480001;0.008240001;0.031131431;0.045028575;0.043657146;0.024841145;-0.004111238;0.022265146;0.041467436;0.046444196;0.035401147;0.0020525719;-0.0013866662;0.026026672;0.053714287;0.076205716;0.07169524;0.04018286;0.02198857;-0.0009904759;-0.012251428;0.0019657137;0.026148569;0.059410293;0.08913371;0.10313143;0.09249829;0.084672004;0.062783994;0.038765717;0.016493715;0.00007314315;-0.0056685717;0.0003657143;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;-0.0007633737;0.0076337364;0.015267473;0.01908434;0.015267473;0.0076337364;-0.0007633737;0;0;0;-0.0005388145;0.0037262172;0.02739557;0.046708923;0.052324492;0.038626704;0.014506007;0.013099808;0.041317597;0.05901832;0.05606025;0.03540145;0.008253979;-0.0009828437;0;0;0;-0.00021946993;0.001406516;0.0110651;0.03193001;0.062033646;0.075745754;0.06632763;0.03890725;0.012610933;-0.0013817063;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0.13125254;0.11994508;0.07242508;0.012681545;-0.0030344103;0.012914135;0.035747357;0.04968131;0.05757865;0.07687221;0.11891452;0.18602864;0.24286732;0.24690366;0.20076488;0.12819238;0.06907243;0.03656464;0.04403473;0.05294473;0.050132178;0.030888006;0.012797481;0.004631292;0.010730171;0.026054895;0.055623695;0.088152945;0.10833226;0.13097535;0.14139444;0.14156763;0.12501436;0.102045394;0.07286687;0.058995415;0.05608888;0.06760628;0.086757414;0.1131835;0.10948496;0.07858837;0.038110472;0.010777881;-0.00123094;0;0;0;0;0;0;0;0;0;0
jaw_back;-0.003456651;0.030909475;0.10177917;0.19656472;0.26083124;0.25606814;0.17488652;0.1303071;0.1130787;0.11441857;0.096375905;0.05502651;0.005041447;-0.0012563859;0.00003180723;0;-0.0011137833;0.008846122;0.045192778;0.07367881;0.079568446;0.056972057;0.020732483;0.005172386;0.053860243;0.08803181;0.13846748;0.15140772;0.12727132;0.07500146;0.039838564;-0.0026718078;-0.0014313255;0.00011132532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.15862906;0.11242979;0.06930975;0.040227845;0.018540425;0.0052070403;-0.0005963295;-0.0003577977;-0.00023853181;-0.000119265904;-0.000059632952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0.005566266;0.0044530127;0.0022265064;-0.00022265063;0;0;0;0.00007951808;-0.0017573497;0.008031327;0.017255425;0.022463862;0.018448198;0.009701207;-0.00096216885;0;-0.0018193737;0.01644434;0.05388145;0.080472305;0.080122426;0.0531817;0.015674606;-0.0017493981;-0.001521446;0.0137831345;0.044487715;0.06920724;0.06940869;0.06701254;0.07500677;0.10816686;0.14130364;0.13300832;0.105695434;0.09259404;0.098319344;0.10737167;0.10358025;0.07088877;0.039647717;0.01597041;0.0028817353;-0.0005725302;0.000015903615;0;0;0;0;0;0;0;0;0;0
corner_right_tight;-0.0012178989;0.001064826;0.014898107;0.04478617;0.082717486;0.14770252;0.208352;0.24177985;0.25554448;0.25210732;0.23456246;0.22933349;0.23224132;0.2302987;0.21856688;0.17633374;0.11300373;0.05802498;0.062397845;0.08105597;0.08428996;0.060060013;0.024188396;0.008018763;0.034362417;0.050445206;0.05772589;0.046396684;0.02495172;0.010078654;0.0046942187;-0.0017218316;-0.0043231333;0.024297863;0.052100245;0.06638106;0.057588585;0.050051868;0.034533113;0.041308377;0.031037502;0.012800188;-0.0013247716;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;-0.00095628446;0.0009963614;0.014168927;0.040800724;0.073346674;0.12880173;0.18187886;0.2110357;0.22213948;0.21545197;0.19546203;0.18754382;0.18912876;0.18738462;0.17805374;0.14354509;0.09173688;0.047678035;0.054675575;0.072675034;0.07592201;0.05402247;0.02154368;0.0074688145;0.03328627;0.050229985;0.049573164;0.03239567;0.0087947;-0.0021411572;-0.00033397597;0.0004230362;-0.00351788;0.020147655;0.043568276;0.055502348;0.048085853;0.041346222;0.028143043;0.03352896;0.02541112;0.010504658;-0.0010865353;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0.0048048007;0.007986478;0.022532241;0.033375327;0.036548097;0.02633957;0.010270873;-0.0010308725;-0.0010575905;0.0036770748;0.025129464;0.060081165;0.09170424;0.095990255;0.07084187;0.03383511;0.008196514;-0.00019593281;0.012123328;0.02173627;0.02528755;0.019225884;0.007773848;0.006358532;0.026573356;0.054512303;0.081475295;0.089030586;0.07009785;0.040448204;0.013789498;-0.0004638552;-0.0012765303;-0.0017478074;0.016404899;0.055762853;0.105449565;0.1447786;0.14706075;0.10846426;0.06105749;0.022465449;0.0017166364;-0.0004786989;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0.0047775265;0.008216364;0.023506338;0.034914397;0.0381651;0.027469518;0.0106722005;-0.0010737325;-0.001046458;0.0035902418;0.02468639;0.059092596;0.090134546;0.09428698;0.06950597;0.03312485;0.008143448;-0.0016654271;0.006980098;0.013960196;0.017450245;0.013960196;0.0060894955;0.008208015;0.016572628;0.033475522;0.054163475;0.06641297;0.057981934;0.040930606;0.013585402;-0.00044159006;-0.0012765303;-0.0018146028;0.017010508;0.057673194;0.10882051;0.14902006;0.15080129;0.1106685;0.06191914;0.022550056;0.0015696872;-0.00046756637;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_right_out;0.11939418;0.12674779;0.12015063;0.12005878;0.14863321;0.15862742;0.15809642;0.17636362;0.22813155;0.28321347;0.30502176;0.28371385;0.2696225;0.26078975;0.2466431;0.19662835;0.12143903;0.05797674;0.053217214;0.06651039;0.07075096;0.051105745;0.017974587;0.014442602;0.06095432;0.10699105;0.15003128;0.17996201;0.18832496;0.19747368;0.21769129;0.23137185;0.2399283;0.2122434;0.15365344;0.092041545;0.059441037;0.057448316;0.079207964;0.107555844;0.11676245;0.098981574;0.059746075;0.020628583;-0.0022265064;0;0;0;0;0;0;0;0;0;0
corner_left_out;0.12238215;0.12835531;0.11853085;0.11620693;0.14434162;0.15613766;0.15674268;0.17765757;0.23860635;0.3087118;0.34431028;0.33131528;0.3204611;0.3116747;0.2954704;0.23670658;0.14722127;0.069433235;0.05731955;0.06853093;0.07259895;0.05245278;0.018476663;0.0144563345;0.0603309;0.10534622;0.14619055;0.17400052;0.18133317;0.18994696;0.20918159;0.22265565;0.23265691;0.20943984;0.15596825;0.09651311;0.062446084;0.05725313;0.0764842;0.103904374;0.11327129;0.09629418;0.058232047;0.020116484;-0.0021708438;0;0;0;0;0;0;0;0;0;0
corner_right_in;-0.0004324988;0.0024079664;0.027820196;0.049152907;0.056575526;0.042665426;0.01849837;0.00047647243;0.0047869887;0.0059837354;0.0047869887;0.0023934944;-0.00023934945;0;0;0;0.00015919522;-0.0021919955;0.0028165302;0.008020989;0.011817182;0.0104089165;0.0038626175;0.02143495;0.05485741;0.0799019;0.08383539;0.06229023;0.027148534;0.011533302;0.0029612528;-0.005202604;0.03210251;0.13221923;0.21935727;0.24069461;0.17923562;0.074842155;0.0039390614;-0.001486193;-0.0011967472;-0.000027831324;0.000011132533;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;-0.0004324988;0.0025949928;0.025949929;0.045412373;0.051899854;0.03892489;0.016622538;0.0007191618;0.0048983144;0.0061228927;0.0048983144;0.0024491572;-0.0002449157;0;0;0;0.000171441;-0.0023266994;0.0026940724;0.007959761;0.011878412;0.010531375;0.0042236825;0.01925186;0.04940247;0.072443105;0.07642113;0.057169266;0.025278268;0.010791134;0.002627277;-0.0046682414;0.028985405;0.11919417;0.19881774;0.21915315;0.16420671;0.06953193;0.0045068203;-0.001486193;-0.0011967472;-0.000027831324;0.000011132533;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0.048704825;0.05651096;0.06233939;0.07437088;0.09485473;0.10004193;0.08538094;0.083323665;0.09792267;0.11461434;0.12324251;0.11812303;0.1107905;0.108262956;0.100001685;0.071434945;0.038786296;0.019705512;0.030098656;0.046418026;0.051256035;0.036451623;0.0132466005;0.0024139034;0.020342844;0.039881367;0.06771176;0.08926806;0.09586873;0.080538295;0.054547552;0.021824403;0.008009856;0.013381302;0.022988677;0.024936872;0.017923374;0.0069355667;-0.0007273253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_up;0.045309402;0.05339385;0.060552623;0.072923645;0.0931598;0.09881291;0.08778558;0.08593888;0.09247331;0.09494565;0.07952617;0.047095805;0.016797135;0.0018999523;-0.00031171096;0;-0.00079189416;0.0063433168;0.031594127;0.051309843;0.05522849;0.03943143;0.0144114345;0.002821725;0.022376386;0.034839254;0.054649603;0.06911354;0.07394228;0.0631029;0.045852117;0.016236799;0.007449519;0.01727305;0.02862916;0.03065157;0.021782653;0.008152724;-0.00086091587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_down;0.0030614464;0.0024491572;0.0012245786;-0.00012245784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_down;0.0033397595;0.0026718075;0.0013359038;-0.0001335904;0;0;0;0;0;0;0;0;0;0;0;0;-0.001089875;0.009870104;0.03208396;0.04781979;0.04751365;0.03147167;0.009196585;-0.001028646;-0.0011318073;0.010386651;0.031950366;0.04692362;0.04592169;0.02994651;0.00818241;-0.0009314218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
