;meta[fps=30]
;meta[frames=18]
jaw_open_a;0.00082285714;-0.0024838096;-0.010986666;0.0052731414;0.035745904;0.08616762;0.12066286;0.121559605;0.09345676;0.07672001;0.069912;0.09622477;0.09794591;0.099273145;0.08787049;0.06292419;0.036068577;0.020464761;-0.0034895248;-0.0037485713;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0.0003657143;-0.0049371426;-0.0034438106;0.021008;0.038723428;0.05683048;0.08521257;0.09655315;0.101211056;0.106464;0.09498743;0.08905295;0.1049158;0.11154591;0.122945525;0.10172038;0.06677333;0.030826665;0.0058209514;-0.009752381;0;0;0;0;0;0;0;0;0;0
jaw_chew;0.000047710855;-0.0007951809;0.0012913736;0.013918847;0.030689845;0.050122794;0.06926406;0.09155489;0.12052428;0.15156303;0.16380471;0.15247528;0.11345226;0.08142746;0.0812026;0.08740468;0.082092874;0.057380248;0.019682316;-0.0021183619;0;0;0;0;0;0;0;0;0;0
jaw_front;0.000114506045;-0.0021565305;0.005930459;0.03395593;0.0815889;0.14027444;0.17619556;0.16093704;0.11369613;0.07147145;0.06375052;0.09870279;0.13655083;0.15219525;0.1448084;0.11455423;0.074531026;0.03806849;0.010238749;-0.001183229;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0.0000667952;-0.0006790844;-0.0034471094;0.01970458;0.054084226;0.07716832;0.07090946;0.041914776;0.0058087977;-0.0052693984;0.014990485;0.04796001;0.069074705;0.0664241;0.042515665;0.010634217;-0.0012404821;0;0;0;0;0;0;0;0;0;0
jaw_up;0.1956042;0.18399072;0.16376022;0.12292927;0.09208955;0.059196096;0.04844725;0.048102558;0.06622962;0.093365766;0.13401873;0.16231817;0.17501728;0.14168337;0.10833319;0.06666241;0.04167078;0.02083539;0.008339577;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0.00011132532;-0.0012987953;-0.0018130124;0.0138023505;0.04487682;0.08688862;0.11434103;0.107663505;0.07169881;0.032342788;0.01825974;0.04470162;0.07495109;0.09561519;0.114638574;0.10879612;0.08911485;0.060189884;0.021798557;-0.002321928;0;0;0;0;0;0;0;0;0;0
corner_right_tight;-0.0012839519;0.012824678;0.025961066;0.031176655;0.021858726;0.008744603;0.022226099;0.05229692;0.06560957;0.05171617;0.021782465;0.00861658;0.03717524;0.073317945;0.119945616;0.13503946;0.11303954;0.06987519;0.027066894;-0.0028499279;0;0;0;0;0;0;0;0;0;0
corner_left_tight;-0.0010538796;0.0105239535;0.02133735;0.02562412;0.0180065;0.0068947473;0.020791858;0.048795737;0.061317984;0.048597954;0.020802619;0.0081341695;0.037171524;0.07740635;0.1300428;0.14852655;0.12536715;0.07666975;0.028822124;-0.0030540247;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0.00008906026;-0.0014657835;0.0025419286;0.022038423;0.054637723;0.09389307;0.11549398;0.115108326;0.107485324;0.11250842;0.1280076;0.14266099;0.13031371;0.11412404;0.11224265;0.107794076;0.091097504;0.057629406;0.017871426;-0.0019741692;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0.00008906026;-0.0014583617;0.0024899757;0.021696564;0.05374972;0.09227041;0.11336721;0.11308796;0.10602;0.11161588;0.12718825;0.14220352;0.13049926;0.11490628;0.11310356;0.108282425;0.09092309;0.05742531;0.01784545;-0.001970458;0;0;0;0;0;0;0;0;0;0
