;meta[fps=30]
;meta[frames=37]
jaw_open_a;0;-0.005424762;0.00076190487;0.014569142;0.05724724;0.073740184;0.09276801;0.09662782;0.0846682;0.060763434;0.066381715;0.062176008;0.07766629;0.10164113;0.097243436;0.065170296;0.027715048;0.004190476;0.018029712;0.05740647;0.10104076;0.14103772;0.16762821;0.18428649;0.2047406;0.19981258;0.18084574;0.13443202;0.13005975;0.13772735;0.13492963;0.11501845;0.08136752;0.026690612;0.014942042;0.011559184;0.0063151023;0.0003983673;-0.0017371429;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.009295238;0.0057447623;0.035062857;0.06480762;0.0670019;0.056;0.035824765;0.05406476;0.061714284;0.059062857;0.055542856;0.04105143;0.028754285;0.029348573;0.0095542865;-0.00832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.0017557595;0.015200677;0.05868435;0.09103231;0.094038084;0.06469592;0.021813402;-0.0023569162;0;0;0;0;0;0;0;0;0;0.000044084827;-0.00037367138;-0.0015051819;-0.0030565483;-0.0026923239;0.003220291;0.017484885;0.03962701;0.06604957;0.08674004;0.08520442;0.063595496;0.033027925;0.008926125;-0.0010286457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0.000057253023;-0.0010162411;0.0005567856;0.03356458;0.07487979;0.12041025;0.14744085;0.14978965;0.1364182;0.1450534;0.15859802;0.17895386;0.19366884;0.1763603;0.13321537;0.09598279;0.08017332;0.08854419;0.120393075;0.14944041;0.16844554;0.18278171;0.18641013;0.18207893;0.1776504;0.17355682;0.16394792;0.14942363;0.13357885;0.12209513;0.116524;0.11402388;0.104118705;0.08117865;0.05139481;0.023651632;0.005892971;-0.00069930474;0;0;0;0;0;0;0;0;0;0
jaw_back;0;-0.0010734942;0.010878074;0.020038558;0.023974704;0.01789157;0.007872291;-0.0025048198;0.00014313255;0;0;0;0.0001749398;-0.002198675;-0.0011450606;0.022078194;0.089756034;0.13919643;0.14555389;0.09942544;0.03710314;-0.0039242175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.00024395302;0.002947765;0.0072293654;0.013166683;0.022308143;0.034453835;0.04866907;0.060955267;0.069998;0.07909046;0.08964051;0.10006545;0.102288574;0.095831044;0.078404896;0.059664574;0.039458938;0.024415173;0.012465998;0.005770843;0.0018215155;0.000474353;-0.00008131765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;-0.0017533735;0.017533734;0.033453252;0.058584943;0.080734715;0.091032304;0.07519628;0.06543544;0.057706278;0.05888314;0.057356395;0.04053832;0.014647231;-0.002364338;0.0059585557;0.035336774;0.077473946;0.12485188;0.16776672;0.20104136;0.22509345;0.24215327;0.23669511;0.21275222;0.17297705;0.1560265;0.15121202;0.1412159;0.10799144;0.060358305;0.01154375;-0.0024423408;-0.00171759;0.00027263374;0.0003135285;-0.000027263348;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0002671808;0.0027163378;0.0048983144;0.0057889167;0.003044747;0.01101564;0.04560553;0.114414595;0.1969957;0.25642228;0.25515205;0.23361804;0.20621829;0.17059122;0.1280668;0.09428808;0.07754922;0.13889503;0.26297787;0.39866638;0.5061268;0.5568352;0.5352153;0.4715752;0.39490542;0.32016605;0.2552001;0.19906287;0.16878493;0.17514923;0.21239616;0.25443053;0.2649415;0.21544312;0.13656752;0.061987523;0.01517682;-0.001811422;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0002783133;0.0028165304;0.0052322904;0.0062898803;0.0037433137;0.0098244585;0.037904043;0.094565846;0.16198279;0.2100319;0.20837036;0.19049618;0.16818064;0.13917297;0.104587175;0.076818176;0.06311552;0.113795996;0.21659158;0.3294146;0.4191057;0.46135515;0.44364697;0.39093447;0.3272163;0.26488525;0.21055149;0.16367655;0.13834906;0.14322734;0.17356062;0.20785457;0.2164212;0.17596874;0.11158614;0.05067528;0.012423906;-0.0014822171;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.00094626524;0.007614652;0.03496227;0.08504698;0.11275863;0.11875349;0.100729935;0.0775353;0.05549623;0.051663302;0.048154693;0.061703913;0.0822926;0.08665748;0.06703268;0.0383089;0.014676388;0.00061228947;-0.0010909882;-0.000055662666;0.000011132533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;-0.00094626524;0.007625784;0.034886017;0.08447365;0.11172331;0.11817182;0.101400666;0.07956698;0.05796376;0.053285863;0.048316114;0.060818877;0.08082589;0.085215814;0.065958396;0.037774537;0.014531665;0.00062898826;-0.0010909882;-0.000055662666;0.000011132533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;-0.0012802412;0.012602027;0.025972197;0.05015206;0.08411741;0.116646685;0.12017123;0.14439562;0.18236645;0.23695816;0.27139255;0.28111872;0.23871267;0.18391609;0.12841822;0.091704614;0.06997539;0.102426715;0.11888527;0.103810795;0.06380217;0.025715407;-0.005657552;-0.0015858306;0.007330326;0.029955637;0.054945894;0.121235326;0.20611008;0.28165218;0.31414393;0.30104372;0.2431027;0.1817974;0.115005404;0.05359519;0.013470362;-0.0015935422;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;-0.001402699;0.013804339;0.028688535;0.053269163;0.08572885;0.11558908;0.11581395;0.14842838;0.2053117;0.28063;0.32429898;0.33460125;0.2822245;0.21696489;0.14968951;0.100451805;0.066988155;0.09539095;0.11181536;0.09798477;0.06012992;0.024219938;-0.0054992475;-0.0015993008;0.0071907234;0.029495196;0.054299816;0.11787077;0.19909552;0.27197504;0.30460736;0.29390427;0.2394719;0.17962976;0.113586806;0.052842945;0.013262025;-0.0015696869;0;0;0;0;0;0;0;0;0;0
