;meta[fps=30]
;meta[frames=93]
jaw_open_a;0;-0.009216;-0.0019200018;0.036544;0.09292801;0.136672;0.1406903;0.10230859;0.05127314;0.016959999;0.003977144;0.0007085715;-0.0026057144;-0.003243429;-0.0024765716;0.010057144;0.049405724;0.06748344;0.05283887;0.049003437;0.049738288;0.051291425;0.08805181;0.09785372;0.06754743;0.04738439;0.019364573;0.014070858;0.006154669;0.046045724;0.089683816;0.12133714;0.11952914;0.12585981;0.08909257;0.077659436;0.06697753;0.048896007;0.011962516;0.0038509737;0.02969052;0.0687287;0.102059886;0.09831864;0.059900347;0.019209143;-0.0022125726;-0.0053101713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.007899429;0.010788572;0.025289144;0.02159543;0.029924575;0.049773723;0.07043658;0.09426287;0.097179435;0.089979425;0.08707885;0.097060576;0.11190781;0.09647088;0.094265155;0.10408382;0.093449146;0.07122743;0.041148953;0.004909714;-0.006034286;-0.0039314292;-0.0002925712;0.0003657143;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0056228573;0.00075428543;0.016685715;0.051291425;0.080400005;0.10377143;0.11972572;0.12546286;0.11121525;0.109340966;0.09882287;0.0752838;0.054803807;0.028022857;-0.00039619065;-0.006521905;0;-0.006939429;0.00015085723;0.026788576;0.059314292;0.089667045;0.11007544;0.10792229;0.09374934;0.10395429;0.08994286;0.07459048;0.075936005;0.070372574;0.04811886;0.04065829;0.033801142;0.027940568;0.05857371;0.10523931;0.13370514;0.13490333;0.13863407;0.09460709;0.051425833;0.020103619;0.0009816367;0.011273139;0.056185905;0.095320396;0.11861943;0.11798707;0.11044268;0.08613944;0.056118865;0.024816003;-0.0020994295;-0.001071998;0.039388582;0.08820343;0.13491315;0.13240914;0.09189257;0.032045715;0.0035885721;0.026285717;0.054308575;0.055040002;0.035321906;0.00094780966;0.007201525;0.049886484;0.08601295;0.11064383;0.09566476;0.07595581;0.0710461;0.07992686;0.095350854;0.11225601;0.103808016;0.09890591;0.09784686;0.10544764;0.11753145;0.13027126;0.12754592;0.12416993;0.13286097;0.15888079;0.15028572;0.11212953;0.05494857;0.005927618;-0.014902857;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00071375427;0.005696039;0.028184392;0.051413212;0.06260618;0.06399616;0.06049768;0.06758019;0.072889455;0.06122097;0.03423572;0.010383471;0.011264531;0.033149503;0.047505695;0.044514224;0.027739089;0.005749157;-0.0010210122;-0.0006536387;0.000057253023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008182411;0.006693832;0.029606968;0.06543305;0.09751143;0.11499985;0.11295305;0.10762137;0.09701286;0.08841775;0.068455525;0.04468598;0.020430105;0.012694586;0.024917787;0.042702805;0.04672642;0.03383336;0.013368899;-0.0013960196;0;0;0;-0.00006122892;0.00030089644;0.0036719863;0.013363652;0.031795308;0.05616442;0.0658036;0.056202907;0.032851946;0.010398421;-0.0011458559;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0013096628;0.011636677;0.039740752;0.07092933;0.09801717;0.10822968;0.1052382;0.10065796;0.096793376;0.089444965;0.09247508;0.10311699;0.12494756;0.13634807;0.13871692;0.12731785;0.11465706;0.109723516;0.11530042;0.10976478;0.101867445;0.099462815;0.102958836;0.09762213;0.0860823;0.07261114;0.07490127;0.12070368;0.1717247;0.2040011;0.21433814;0.20311655;0.16889639;0.12824677;0.074863486;0.032968584;0.022432307;0.046137344;0.09431004;0.11701372;0.103719;0.060711488;0.025924738;0.025195623;0.05834799;0.09473371;0.1313456;0.16037717;0.1798413;0.16580619;0.119501375;0.06051824;0.022727305;0.025608562;0.06063631;0.07793567;0.06990594;0.040585592;0.011273119;-0.0011973036;-0.0015458317;0.0051527717;0.01173687;0.0135069415;0.013707329;0.026751475;0.059979223;0.10050386;0.13090712;0.12481634;0.08951986;0.07047847;0.07964563;0.091274194;0.09147887;0.07718423;0.06594832;0.08543962;0.1184899;0.14025465;0.13770019;0.14088157;0.14673905;0.13962202;0.1115265;0.067841485;0.021295263;0.000678448;-0.0024933699;-0.0006612724;0.000071566275;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0.00011132532;-0.0027248196;0.010809157;0.0602482;0.09966266;0.10811809;0.07782701;0.02918844;-0.0030800004;0;0;0;0;0;0;0;0;-0.002664916;0.02418251;0.07759905;0.11821424;0.13345519;0.13777833;0.15258354;0.20589726;0.22933546;0.18609086;0.10336291;0.030266702;0.012244194;0.031629115;0.037885595;0.028880967;0.012722894;-0.0037246274;-0.0008206269;0.0004262169;-0.000028626506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00023855426;-0.0023855425;-0.004771085;-0.0059638564;-0.006322218;0.010280099;0.056441937;0.1235393;0.21482606;0.27012295;0.27918482;0.24313553;0.1820805;0.10959183;0.06169013;0.019575763;0.00086165784;-0.006033832;-0.008757485;0.0016759252;0.033728395;0.059217118;0.06377955;0.04362998;0.015611625;-0.0016654267;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.004038777;0.00962259;0.01934005;0.030602545;0.05003747;0.0644849;0.08007079;0.072779305;0.060351253;0.040821467;0.026374029;0.014826921;0.007508331;0.0017347765;0.0000948706;0;0;0.0014637178;0.002602165;0.0056922357;0.01215699;0.022037083;0.032039158;0.0451313;0.055539954;0.06245196;0.06688377;0.05318175;0.041553322;0.02496452;0.015450354;0.007887813;0.0036999534;0;0;0.005513337;0.018225996;0.042268917;0.07775324;0.13008113;0.19002308;0.25271356;0.2863737;0.27968395;0.24014731;0.17931084;0.12785304;0.086765945;0.0669294;0.059040688;0.06370289;0.06506857;0.065778755;0.05837885;0.051898282;0.038787168;0.026698845;0.015158513;0.012800302;0.022611728;0.04478299;0.08218188;0.13718016;0.20649941;0.27282074;0.31167158;0.3031739;0.257308;0.19088914;0.12601392;0.07462521;0.03650079;0.014297;0.0026672196;-0.000042014122;-0.0001070679;0.0055024945;0.008158873;0.013993413;0.011492896;0.010584848;0.006342778;0.0045944476;0.002344659;0.001294306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;-0.0014472292;0.012007231;0.051289167;0.10717448;0.1499075;0.15312004;0.11544435;0.064886756;0.027354218;0.008651568;0.0022424099;-0.0002703615;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011450604;0.009876146;0.038645793;0.06011567;0.06085784;0.05615567;0.051018808;0.05019182;0.04890362;0.030693982;0.006918074;-0.00083228934;0;-0.0017249063;0.014943357;0.055826787;0.10568812;0.13503602;0.12322759;0.07671809;0.03163261;0.0065987273;-0.0008327132;0;0;0;0;0;0;0;0;0;-0.0013253015;0.012807714;0.031006752;0.041561455;0.036684345;0.02096627;0.0021734943;-0.0009224098;0.000047710855;0;0;0;0;0;-0.0012341208;0.012217158;0.025922896;0.032013986;0.03923423;0.05698266;0.08492372;0.107575245;0.10956002;0.099747494;0.09786557;0.10904448;0.1277071;0.13590172;0.1423175;0.14693354;0.13916989;0.122276284;0.10131506;0.07367085;0.04652868;0.02299133;0.0067484346;-0.0007633736;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0.00007792773;-0.00076257845;-0.002760868;0.005404845;0.041262735;0.11467064;0.2146111;0.28600773;0.28263643;0.21939066;0.14668597;0.12946393;0.16484681;0.22862065;0.2685916;0.27052054;0.2348148;0.17709446;0.10237476;0.058166742;0.067723274;0.0994432;0.13272205;0.12820594;0.09334258;0.07188275;0.09232914;0.12434667;0.13098165;0.12122399;0.098634236;0.07691689;0.079004236;0.12322154;0.19133483;0.26183712;0.29407695;0.2439797;0.16132285;0.083674565;0.04420884;0.05576063;0.08179183;0.08369015;0.060239475;0.024322584;-0.00252998;0;0;0;0;0;0;0;0;0;-0.001213446;0.011850581;0.027116066;0.03593025;0.031198923;0.017603317;0.0015140242;-0.0013359038;0.003014133;0.007002363;0.006772291;0.011050893;0.03510829;0.08375225;0.14162806;0.18151593;0.20578486;0.20204805;0.1891046;0.18232712;0.20165469;0.20134853;0.17820957;0.11014528;0.039103016;-0.00421923;-0.0028387958;-0.00081824115;0.00008906026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0.0000667952;-0.0006512531;-0.002360097;0.0043416875;0.034071114;0.09703671;0.17996852;0.2386982;0.23427299;0.18063645;0.119735934;0.10845683;0.1390895;0.19631478;0.23635222;0.24426448;0.2177412;0.16768932;0.09822196;0.05527117;0.06173731;0.09213543;0.12888505;0.13009478;0.09937826;0.076955475;0.09322642;0.12584844;0.13615456;0.12685707;0.100189075;0.073573425;0.06975089;0.103997886;0.15667702;0.21443485;0.24098594;0.19997747;0.13285853;0.06966002;0.03726325;0.04651729;0.06725275;0.06818944;0.049088463;0.019855322;-0.0020646397;0;0;0;0;0;0;0;0;0;-0.001129952;0.011026774;0.025326509;0.03370374;0.029417716;0.016754461;0.0016420485;-0.001046458;0.0023934941;0.005577398;0.0053862897;0.009065592;0.029029936;0.07050159;0.12141881;0.15918778;0.18607098;0.18723436;0.17756386;0.17343481;0.19730186;0.2012539;0.1801689;0.11247197;0.04023297;-0.0041747;-0.0025382172;-0.0007124821;0.00007792773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00047758562;0.0037227187;0.01877279;0.04610538;0.062086135;0.057468917;0.04707503;0.039054595;0.03702735;0.035379186;0.028396305;0.026192063;0.0472743;0.059745513;0.06155734;0.053317036;0.04535765;0.05174215;0.06793256;0.07231508;0.07546929;0.07113279;0.05319309;0.034740925;0.016008582;0.0010297595;-0.0013804339;-0.00016698797;0.000022265065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00082009647;0.007076579;0.027645785;0.042990122;0.04451157;0.030688679;0.010423761;-0.0011243857;-0.001077629;0.01062934;0.023022076;0.028699668;0.036080536;0.04646719;0.051863126;0.053289205;0.046578515;0.04264038;0.055991445;0.07971135;0.09985901;0.10946657;0.11731035;0.11940068;0.10558391;0.07725105;0.042942997;0.013706374;0.0004475276;-0.0016053115;-0.00040745063;0.00004453013;0;0;0;0;0;0;0;0;0;0
