;meta[fps=30]
;meta[frames=63]
jaw_open_a;0;0;0;0;0;0;0;0;0;-0.0052297153;-0.002916571;0.019963432;0.057325713;0.098997355;0.121206865;0.107207626;0.075946674;0.04820114;0.025264762;0.014278097;0.006811429;0.0000761907;-0.011558096;0.0069599994;0.039017145;0.057428576;0.056434285;0.03573714;-0.0012457147;-0.00075428473;0.034296382;0.071858294;0.10479086;0.11380267;0.09211658;0.054441147;0.02215924;0.00013714355;-0.011265307;0.0007183672;0.027840002;0.052564904;0.06691266;0.064013064;0.03443592;0.016078368;0.026837554;0.07075592;0.089551024;0.08288327;0.049394283;0.008479998;-0.012754286;-0.004937143;0.004443428;0.012836573;0.024512002;0.055597715;0.07042438;0.091757715;0.09312914;0.06565181;0.029814856;0.0104685705;-0.010819048;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.009819428;0.0073600006;0.036873143;0.06089143;0.067730285;0.052699428;0.015798856;-0.008572955;0.007311241;0.028955437;0.052199624;0.07299353;0.08747886;0.09828876;0.10076038;0.07467886;0.031064382;0.00987581;0.019072;0.05651048;0.07120762;0.064320005;0.029516192;0.009790477;0.01072;0.041558094;0.057775237;0.05518857;0.03344;0.0072342865;-0.009028572;0;0;0;0;-0.0062780953;0.000030476422;0.03291429;0.050133336;0.051687628;0.037577145;0.0078019053;-0.009386667;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000050096398;-0.0008826508;0.0017080485;0.017450243;0.029420896;0.046561018;0.05901832;0.06045617;0.05875273;0.053942677;0.03944176;0.036139376;0.046903744;0.050043277;0.047853984;0.029208582;0.0204107;0.025019571;0.039017938;0.038120974;0.024857352;0.0062310365;-0.00092559046;-0.0014981207;-0.00043893984;0.000047710855;0;0;0;0;-0.00007633737;0.0005439038;0.0032157116;0.010353255;0.026368195;0.044539668;0.06374487;0.066114515;0.052294273;0.028546993;0.010098797;-0.0010878076;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;-0.0009733014;0.009453905;0.02158439;0.03639002;0.041661594;0.04357957;0.046556726;0.06814779;0.09096551;0.1136506;0.120405965;0.11143155;0.08504507;0.053145118;0.023046726;0.005386555;-0.0033302177;0.022886897;0.089460716;0.17216554;0.21624464;0.2011084;0.13152449;0.07594613;0.07421232;0.10903457;0.13670114;0.1462433;0.1355847;0.12420947;0.114783235;0.10087124;0.08442245;0.08020671;0.09258291;0.11111762;0.11584481;0.101081155;0.070317924;0.055759672;0.058598466;0.07275642;0.09099938;0.10472007;0.10894406;0.11849973;0.11516903;0.09375755;0.08455699;0.07675339;0.07506099;0.08664176;0.09645779;0.10393237;0.10137124;0.074905075;0.03717057;0.013664387;-0.0014647231;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000015903615;0.0000039759034;-0.003188675;0.0055344584;0.048279405;0.1319205;0.21326485;0.24287711;0.20580287;0.12569688;0.05322675;0.015445062;0.0016910854;-0.0029914703;0.00022742171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00019084342;-0.0017175907;-0.0062819286;-0.0049619284;0.021220723;0.0523282;0.09174266;0.10131135;0.08161206;0.043915186;0.018570123;-0.0019296388;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0.00008809412;0.0002078118;0.00002936472;-0.00041562362;0.0008041417;0.0016128008;0.0035486137;0.005163673;0.010636805;0.014235111;0.021218494;0.017089361;0.014852676;0.0109824035;0.010663909;0.01236932;0.016582478;0.025489021;0.035175987;0.046306342;0.042404454;0.039397053;0.036718987;0.03410869;0.0376494;0.027948879;0.022079099;0.013014891;0.009064208;0.004532104;0.002556763;0;-0.00017618824;-0.0004969412;0.00074089435;0.001834165;0.004309836;0.006848754;0.012970165;0.016534591;0.022524992;0.019805368;0.018323578;0.014072473;0.012653931;0.013516802;0.012793977;0.01322767;0.0076980717;0.005705789;0.0048519536;0.005990401;0.0082944;0.0066951537;0.0054482827;0.0036186355;0.0027919062;0.001409506;0.0007318589;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00011132532;-0.0015638558;0.00068756676;0.02047485;0.057613507;0.08116942;0.07829616;0.048940733;0.015143954;-0.0016735907;0;0;0;0;0;0;0;-0.00039361455;0.0027433739;0.018213617;0.04955965;0.06941929;0.06745122;0.043261815;0.014671087;-0.0015863859;0;0;0;0;-0.00066265074;0.004983133;0.02968675;0.049433745;0.054337356;0.03949398;0.015771087;-0.0016433737;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;-0.0014500124;0.012039834;0.050246682;0.116791956;0.1763727;0.22370043;0.252306;0.28838825;0.31937006;0.34422866;0.33786494;0.30637804;0.23712774;0.15330237;0.06958203;0.016027132;-0.0030325013;0.010382198;0.025780715;0.039852235;0.058868825;0.072840154;0.07272438;0.065783255;0.060958035;0.06497093;0.07274181;0.06501769;0.039739426;0.011364458;-0.0012817252;0;-0.0018480005;0.015110558;0.067147724;0.14614046;0.21552955;0.23346776;0.18306707;0.11524027;0.07109088;0.07356525;0.120192;0.17165874;0.20306851;0.23030628;0.25803563;0.2808894;0.2897197;0.27754915;0.24938655;0.21319185;0.19461654;0.17515852;0.1401749;0.097807445;0.052878045;0.010446026;-0.0013210605;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;-0.0015223739;0.012724485;0.05213365;0.118830316;0.17834315;0.22453871;0.25002944;0.2774524;0.29480428;0.30328244;0.28598174;0.25580627;0.19966675;0.13242888;0.06238114;0.015440822;-0.0027326655;0.008600994;0.021465747;0.03364028;0.05025225;0.06311032;0.06391966;0.058224257;0.053435408;0.051665705;0.053579014;0.045205496;0.026026005;0.006080217;-0.00072658324;0;-0.0015103136;0.012353401;0.05484256;0.11930734;0.17594224;0.1906075;0.14942732;0.09477681;0.059628073;0.06217909;0.10000947;0.14097993;0.16821712;0.19904922;0.23764706;0.2735887;0.29039434;0.283876;0.26352215;0.23729019;0.22563802;0.20749852;0.16458632;0.11159843;0.05849329;0.012238363;-0.001521446;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012060242;0.011626075;0.028506704;0.03843692;0.03359798;0.018702656;0.0011132527;-0.0017515181;-0.00036366266;0.00008534937;-0.00021522898;0.0015964052;0.008645525;0.022265064;0.043895572;0.053405542;0.056185894;0.05837232;0.069400385;0.09161887;0.10194245;0.08822068;0.072140664;0.072854996;0.07274739;0.06835375;0.040644873;0.024502704;0.028566074;0.048081405;0.051911;0.039631814;0.017158015;0.007425399;0.01738623;0.04748303;0.06769136;0.06605766;0.042618115;0.014438895;-0.0015613376;-0.0006879905;0.006579326;0.016151078;0.028109644;0.045576587;0.056764778;0.064815834;0.062008206;0.045752484;0.0231334;0.00945152;-0.0009907953;0;0;0;0;0;0;0;0;0;0
