;meta[fps=30]
;meta[frames=38]
jaw_open_a;0;0;0.00054857146;-0.0045714285;-0.006811429;0.015451431;0.05581715;0.08301715;0.08306286;0.053485718;0.013622859;-0.005394286;-0.0031085717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.010788572;0.006217144;0.039177142;0.07456;0.09205333;0.09421714;0.07035428;0.07175619;0.087234296;0.10994285;0.12220192;0.12862858;0.10658286;0.06809143;0.027942857;0.00015999882;-0.010491429;-0.00424;0.00034285724;0.0004571429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0.0000667952;-0.0006941929;-0.0015124339;0.0023426022;0.016047545;0.037675664;0.06973577;0.10514835;0.13700806;0.15549046;0.15013094;0.11506267;0.06921175;0.028710006;0.0056537357;-0.0007275905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0011135712;0.009315066;0.037932992;0.086746916;0.14578049;0.19360109;0.20210604;0.16651754;0.104217686;0.04413636;0.008859906;-0.0011307474;0;0;0;0;0;0;0;0;0;-0.0014313255;0.013068002;0.041121986;0.06025881;0.05889904;0.038144827;0.01016241;-0.001674651;-0.0005081206;0.005567856;0.010434362;0.012774581;0.009876147;0.0047233743;-0.0008373255;0.00020038559;-0.000014313256;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;-0.0032880728;0.031727716;0.0773552;0.104625925;0.091427244;0.07293134;0.04763001;0.0512229;0.04509736;0.02470362;0.0010284337;-0.000021204767;-0.0034192777;-0.002298073;0.039329648;0.17164774;0.36684078;0.55362463;0.63271874;0.6091749;0.534047;0.4734809;0.39424434;0.28639776;0.15278254;0.052435495;0.003985764;-0.0011927711;0.00003180723;-0.00347335;0.02853745;0.12424542;0.27670065;0.42675766;0.4557022;0.3489985;0.18312061;0.05156589;-0.0058747963;0;0;0;0;0;0;0;0;0;0
jaw_up;0.014691391;0.012143437;0.01192659;0.008484143;0.012544605;0.02119138;0.045340013;0.08086499;0.13627756;0.20221871;0.27481708;0.32012862;0.3234179;0.27956334;0.20838733;0.14070328;0.08393608;0.04489141;0.018644786;0.00520433;0.00011520001;0.000057600006;-0.000027105885;0.0007420236;0.0014501646;0.002896941;0.0043098354;0.007203388;0.00854513;0.010689883;0.008355388;0.006962823;0.0040726583;0.0027309177;0.0013281881;0.00066070585;-0.000040658833;-0.0000033882357;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;-0.0018130123;0.015976774;0.055576775;0.109009735;0.14995518;0.14766508;0.10286459;0.05106015;0.0133049665;-0.0015521931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0.00028944583;-0.0033174944;-0.0038184584;0.02250998;0.06312145;0.08833664;0.082558855;0.04844878;0.010876483;-0.0013136388;0;0;0;0.000011132533;-0.0012384942;0.009735399;0.03421305;0.065471634;0.08442912;0.08824748;0.0906187;0.11955337;0.17783496;0.24135953;0.24430786;0.18615308;0.09809587;0.026629016;-0.0042526275;-0.0028076249;0.02792707;0.06871445;0.104331866;0.115143776;0.09422575;0.050539467;0.026680227;0.008197998;-0.0009150942;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0.00023378317;-0.0026940724;-0.002994651;0.019003233;0.052768204;0.073641695;0.06869885;0.0402775;0.009028483;-0.0010909882;0;0;0;0.000022265065;-0.0012468436;0.008594314;0.030864943;0.059455063;0.077153556;0.08095599;0.081884004;0.10445766;0.15075785;0.20109428;0.20175776;0.15294452;0.08035772;0.021875426;-0.0034399524;-0.0024714223;0.0244604;0.060440745;0.09233544;0.10268647;0.08474083;0.04614434;0.024393603;0.0074498905;-0.00083271344;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0.00002449157;-0.00026495426;-0.0009952484;0.0056018895;0.025957353;0.047773406;0.06857491;0.06892744;0.051056758;0.026512492;0.010182555;-0.0010798555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0.00002449157;-0.00026495426;-0.000979663;0.0054683;0.025422992;0.046938468;0.06770657;0.06832628;0.05084969;0.02653476;0.010182555;-0.0010798555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
