;meta[fps=30]
;meta[frames=70]
jaw_open_a;0;-0.008649143;0.0033919995;0.03574857;0.065691434;0.07347201;0.058084585;0.018432006;-0.007387427;0.0051062843;0.027826289;0.083945155;0.1319406;0.16064155;0.13940421;0.10811431;0.061062098;0.06403734;0.07277409;0.09990324;0.10603734;0.090668954;0.054468576;0.024617145;-0.0015253347;-0.0059337146;0;0;0;0;0;0;0;-0.009819428;0.007616;0.03681829;0.058276575;0.067876585;0.054838862;0.019163432;0.0003748575;-0.0010422858;0.003897904;0.049813338;0.13622858;0.16419047;0.14563048;0.09444572;0.036853332;0.044784762;0.109280005;0.11076572;0.06748114;0.050321143;0.068688005;0.14513315;0.18205945;0.14591259;0.061378296;0.03902001;0.045262855;0.09343239;0.10386287;0.09693716;0.07956723;0.07359087;0.054582864;0.034255244;0.012516572;0.004681144;-0.0006034284;-0.0015725717;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.009965714;0.0065066656;0.037165713;0.06564571;0.07890287;0.06816;0.030262856;0.010057144;0.0006857147;-0.0015999994;-0.0007009527;0;0.0004571429;-0.00608;0.006720001;0.013302858;0.015314287;0.014848002;0.032847244;0.057600003;0.06916572;0.07860725;0.061284576;0.029952;0.01534781;0.012205715;-0.014308572;0.008091429;0.016868573;0.012571429;0.019626668;0.04475429;0.04391315;0.05671924;0.04469029;0.012726859;0.012879236;0.046450287;0.07772343;0.11168001;0.13275772;0.10980572;0.07298629;0.031830855;0.0031805704;-0.009328;0;-0.008594286;0.0045714285;0.03826286;0.055040002;0.048466284;0.034029715;0.03586743;0.06595201;0.08910629;0.07648458;0.03073829;-0.00051657145;0.010879999;0.0501181;0.07300572;0.07090286;0.043809526;0.017234288;-0.0034742858;-0.0035961908;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0.000053436153;-0.0006545928;-0.0005515375;0.0066928775;0.027910845;0.043540917;0.045636382;0.031273503;0.011586103;-0.0012271231;-0.0004357591;0.003113928;0.019787278;0.049412534;0.06715462;0.062466227;0.040264778;0.025018618;0.03792695;0.056502376;0.06289086;0.051311433;0.04350912;0.036758672;0.035401452;0.021145452;0.009198653;-0.00094785565;0;0;0;-0.0013120485;0.012433448;0.033030223;0.047410276;0.044466514;0.02774386;0.005749157;-0.0021565305;0.009876147;0.030685235;0.048259526;0.050072543;0.03627218;0.01384569;0.0025382172;-0.00033636153;0;0;0;0;0;0;0;0;0;-0.00080154237;0.0067208684;0.02809851;0.05470844;0.0659523;0.0558535;0.029701594;0.0074842423;-0.00087787973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.002485735;0.02128381;0.081571236;0.17025141;0.23702511;0.24714938;0.19104376;0.115472175;0.07432062;0.081745386;0.14166258;0.21132807;0.26000747;0.25612617;0.2217877;0.16389154;0.13940348;0.1338337;0.14184964;0.14764601;0.13005024;0.08698881;0.044313833;0.010806507;-0.005927596;-0.0015744581;0.015572823;0.046918854;0.080397554;0.109410524;0.12655781;0.13442531;0.1199823;0.11617497;0.12190313;0.14085388;0.14918704;0.13040806;0.07515319;0.031211486;0.0071537653;-0.0008759713;0;0;-0.0022042415;0.019909738;0.06279941;0.12110088;0.17744859;0.18560714;0.14087462;0.07801565;0.039420493;0.043081645;0.08589653;0.10047428;0.08596989;0.06287581;0.06543841;0.091231436;0.11750944;0.1275836;0.12461121;0.12724723;0.13085656;0.1256656;0.09671944;0.060316056;0.025778174;0.005324531;-0.000672723;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0.000015903615;0.000009542165;-0.0024173497;-0.0017907472;0.021899277;0.082688205;0.14143614;0.15799075;0.119966276;0.055282034;0.0069074715;-0.0029633737;-0.0029474704;0.0008746989;0.004214458;0.0073633743;0.0052110855;0.0038698805;0.016844584;0.06557591;0.098835684;0.11623158;0.10650652;0.1119999;0.14010821;0.22454582;0.31032065;0.33345377;0.26934364;0.1559999;0.06085519;0.06556265;0.11308743;0.13895626;0.119417086;0.07102874;0.025387472;0.012722894;-0.0037246274;-0.0008206269;0.0004262169;-0.000028626506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.010069835;0.0175104;0.03241864;0.043196842;0.055892333;0.047218453;0.042277955;0.030703738;0.030221255;0.027710348;0.03259754;0.02702683;0.028989295;0.02167477;0.024949612;0.031749126;0.053507242;0.084757395;0.13491006;0.18478487;0.23720902;0.26685748;0.25901908;0.23364869;0.17176186;0.122186534;0.07088866;0.039784662;0.016626073;0.006830683;0;0;-0.00014908236;0;0;0;0;0;0;0;0;0;0;0;0.0017754355;0.004174306;0.008348612;0.013146354;0.021494968;0.02753958;0.034112755;0.030656753;0.02548631;0.017374871;0.011818166;0.0074947765;0.0054482827;0.0034966592;0.003598306;0.002805459;0.002344659;0.0013688472;0.0009216001;0.00044724712;0.00022362356;-0.000013552943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0.00011132532;-0.0012669881;-0.0019932538;0.011933013;0.03892993;0.08879519;0.1312552;0.14545977;0.11679616;0.070810854;0.023198606;0.007164579;0.018229522;0.05310112;0.093881704;0.10898087;0.090796396;0.050610606;0.015242292;-0.0017027472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0031648197;0.028239522;0.09738314;0.14729398;0.14820315;0.1018335;0.046304706;0.04326844;0.06770965;0.067729525;0.04485615;0.016046748;-0.0017136147;0;0;0;-0.002115181;0.020460004;0.049317114;0.06576146;0.057690367;0.03260241;0.002894458;-0.0016460244;0.00009542171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0011763376;0.011113977;0.029720148;0.044600632;0.05194068;0.06664305;0.06955234;0.06719782;0.061985936;0.046614878;0.028757926;0.045606267;0.08737925;0.1449103;0.19660793;0.21847522;0.21639118;0.20053065;0.17876507;0.15663101;0.119709976;0.080137536;0.046311334;0.021357205;0.015775539;0.034443125;0.050999057;0.05342131;0.038838625;0.028670909;0.04228321;0.1067953;0.1544624;0.17703545;0.18833758;0.22022466;0.2592748;0.28868103;0.25307587;0.20019077;0.16510768;0.14413011;0.11649638;0.07707386;0.035833392;0.03616737;0.08949442;0.1545613;0.19095634;0.19264847;0.14663771;0.091130905;0.06290994;0.042214558;0.026673546;0.06622743;0.10984469;0.12568071;0.12887017;0.09383981;0.055352807;0.082640484;0.14022166;0.21200608;0.28297412;0.29890105;0.24753185;0.16037525;0.067952976;0.013993593;-0.0017700725;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0009796628;0.009254846;0.024732774;0.037401598;0.044222124;0.057334393;0.06030863;0.05815264;0.052758925;0.038914874;0.023544934;0.0372476;0.07122965;0.11911624;0.16211933;0.18031287;0.17840031;0.1648097;0.14817773;0.13467951;0.107435435;0.07638216;0.048625045;0.03078609;0.026124341;0.038518555;0.05081166;0.05263461;0.040683843;0.0331935;0.04225538;0.09341122;0.13494705;0.1528645;0.15883303;0.18152855;0.21207845;0.23755267;0.2115838;0.17340674;0.15003368;0.13531929;0.11108735;0.074010186;0.03417075;0.036654692;0.09335185;0.15689634;0.18740503;0.17915027;0.12744522;0.07433191;0.052005623;0.03502294;0.023155667;0.045676783;0.06827581;0.07277337;0.08039915;0.06449818;0.047380056;0.0713818;0.11615684;0.17267671;0.2308553;0.24393606;0.20207402;0.1309631;0.0555402;0.011444242;-0.0014472291;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.00015585546;0.0011243857;0.006813109;0.018179426;0.034265935;0.055440005;0.06219374;0.05346584;0.044331223;0.047575615;0.08202598;0.124519244;0.14051297;0.1146354;0.06934788;0.0218706;0.015460861;0.027352631;0.057305448;0.08137139;0.08445324;0.06250731;0.036151044;0.009204748;-0.0010735472;-0.001046458;0.009336483;0.032210127;0.04872338;0.049131576;0.033026513;0.010234508;-0.0022135184;0.010475712;0.02554916;0.034171302;0.029835187;0.016587473;0.0010297595;-0.0013804339;-0.00016698797;0.000022265065;0;0;-0.0002783133;0.0024797714;0.007531158;0.022028496;0.050171543;0.08115616;0.09004827;0.07275946;0.04991749;0.036115434;0.03977153;0.04251013;0.02971579;0.01864699;0.030086556;0.04884604;0.056775905;0.045621112;0.020929158;0.00356241;-0.0015362895;0.00008906026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
