;meta[fps=30]
;meta[frames=53]
jaw_open_a;0;0.00082285714;-0.00672;-0.0071619055;0.020647619;0.061691433;0.10167237;0.13943622;0.13860571;0.1266941;0.13395505;0.11244343;0.07490972;0.041997716;0.005101717;-0.011264001;0;0;0;0;0;-0.008502858;-0.004708571;0.039055243;0.09118477;0.13060573;0.14980572;0.12108192;0.07049143;0.03835429;0.011504762;-0.004800001;-0.0027123806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0.0003657143;-0.007588572;-0.00090514263;0.035392;0.054646857;0.05685943;0.042029716;0.008512;-0.018112;0.001924573;0.037769146;0.056178287;0.057152;0.040690284;-0.003050668;-0.006049523;0.03007543;0.07998705;0.12426819;0.14783314;0.1351299;0.12551849;0.08921143;0.058633145;0.026496002;0.0020906664;-0.013339428;0.01216;0.015786666;0.03609143;0.03954286;0.029843811;0.0104228575;0.007474286;-0.017175773;0.009743544;0.031730287;0.04830446;0.06461715;0.057677723;0.027486177;0.015950631;0.0038820584;-0.013721601;0.008274286;0.031981718;0.045641147;0.04406858;0.028745146;-0.00032914156;-0.0043977145;-0.0013165717;0.00032914284;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0.000047710855;-0.0010878076;0.004130806;0.020296196;0.043218873;0.06554994;0.07404248;0.06289006;0.040605754;0.026627425;0.024878826;0.029003428;0.027672296;0.018225545;0.0051050615;-0.0005773013;0;-0.0003549687;0.0029962414;0.011708242;0.027926113;0.052176587;0.06321688;0.05551444;0.034160968;0.011803665;-0.0012729256;0;0;0;0;0;0;0;-0.00008397111;0.00046394038;0.004675091;0.016378563;0.03371058;0.05499439;0.07505585;0.087201945;0.08695531;0.0737394;0.049881697;0.026011959;0.009537401;0.0016221694;-0.0002226507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0.000114506045;-0.0027910846;0.011875231;0.051522948;0.09822948;0.13178453;0.13286039;0.10937474;0.09044259;0.10133307;0.12069175;0.12976873;0.11306995;0.087616205;0.0706259;0.08155693;0.08733948;0.072230406;0.04745131;0.033899512;0.043211717;0.07606064;0.12390985;0.14157814;0.1256303;0.07874295;0.02796333;0.0051384587;0.032462463;0.06264053;0.077572115;0.06566921;0.034735408;0.021784775;0.03176112;0.06827681;0.10424975;0.1261141;0.12483306;0.10918246;0.07720665;0.050235424;0.034895334;0.041164923;0.06234855;0.08847024;0.10997352;0.1168057;0.10464422;0.07777346;0.043536153;0.01582092;0.0023855437;-0.00034351822;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;-0.000047710855;0.0006520483;-0.0012722893;0.0024650607;0.0053277113;0.016857835;0.023648677;0.024825547;0.015426507;0.007951809;-0.0007951809;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0004612049;0.004612049;0.009295664;0.010703133;0.007053254;0.02357711;0.03805099;0.046439357;0.0383802;0.032945137;0.04192591;0.06289086;0.0617275;0.03919526;0.0127356155;-0.0013907712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.14891295;0.14018351;0.13331825;0.09337436;0.06693663;0.035960022;0.017453477;0.0013837549;-0.005177902;-0.0069770548;-0.0058142124;-0.0034885274;-0.002325685;-0.0011628425;-0.00058142125;0;0;0;0;0.0066996715;0.01928132;0.03856264;0.06372593;0.102288574;0.13921581;0.17107879;0.16862571;0.13758044;0.09901779;0.062090542;0.036927253;0.018463627;0.005881977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0.00011132532;-0.0018925305;0.0036626032;0.030174462;0.07028868;0.110098094;0.14113928;0.14754313;0.1424577;0.14177014;0.1236029;0.08964869;0.051607236;0.01653976;-0.0018193737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0003785061;0.003785061;0.006453158;0.019678608;0.039446272;0.0507829;0.045802947;0.030206272;0.008156435;0.0061340244;0.013618796;0.016606024;0.013062169;0.0063084336;-0.00063455425;0;0;-0.0007703712;0.0069444734;0.021779684;0.044563524;0.07643595;0.12586811;0.15340406;0.170563;0.16340773;0.13406909;0.09139809;0.056909498;0.0133159915;0.039752044;0.1389377;0.27450594;0.38195345;0.43802387;0.4410089;0.43578708;0.40990347;0.35232496;0.26140672;0.17965563;0.13469021;0.12922576;0.14487238;0.15762366;0.16781366;0.18905821;0.2189361;0.23663124;0.21032694;0.14015487;0.0640937;0.015236726;-0.001833157;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.00031171093;0.0031171092;0.0050653024;0.018468872;0.039743137;0.05260121;0.048393115;0.03191697;0.008679664;0.005814892;0.01315494;0.016067952;0.012653977;0.0061266026;-0.00061600003;0;0;-0.0008349398;0.0075122323;0.023874827;0.047569305;0.07863278;0.12379374;0.14594008;0.15651748;0.14671117;0.11872846;0.08128974;0.051981505;0.014588069;0.023504484;0.080146074;0.1604376;0.23088498;0.27849713;0.29915544;0.31769812;0.31936616;0.2918442;0.23203391;0.16901277;0.12604275;0.115210354;0.12508789;0.13380377;0.14070222;0.15668112;0.1796568;0.19306596;0.17170817;0.11440533;0.05230806;0.012427617;-0.0014954703;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0.00008906026;-0.001970458;0.007889347;0.02919599;0.061609283;0.08505764;0.08473154;0.057788048;0.03438737;0.033961643;0.055157986;0.06851888;0.05926589;0.032644298;0.0077582607;-0.0009240001;0;0;0;0;0;0;-0.0012987955;0.012041689;0.035438564;0.051395185;0.049632538;0.031913254;0.008163856;-0.00094626524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
