;meta[fps=30]
;meta[frames=68]
jaw_open_a;0.034944;0.029952;0.01226362;-0.013595429;0.019657144;0.024091428;0.03420953;0.07264;0.07876571;0.05443352;0.05828724;0.052019812;0.054904386;0.08865525;0.09858286;0.09252724;0.087000385;0.092228584;0.092426665;0.092594296;0.07667353;0.0743421;0.07242515;0.086374104;0.10193372;0.10509257;0.09767925;0.07977796;0.068891436;0.07199347;0.08655021;0.108399026;0.15783542;0.18388002;0.18616314;0.1505262;0.12742466;0.08528952;0.052543998;0.03023086;0.008015239;-0.016579047;0.029257145;0.038399998;0.06058667;0.08059429;0.068388574;0.042072386;0.031481903;-0.00888686;0.0014902864;0.06871162;0.15354058;0.21523203;0.21993601;0.16455925;0.10402592;0.07549562;0.08401981;0.085424766;0.067276195;0.03370667;0.0083961915;-0.005607619;-0.0016457144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0.06297142;0.10751999;0.14353526;0.15055239;0.16112001;0.13897906;0.11616002;0.12502858;0.11143619;0.08324572;0.036548574;0.010632383;0.018704763;0.064925715;0.09394285;0.095733345;0.08140191;0.08705143;0.07424762;0.056224767;0.033531427;0.0030019034;-0.014933334;0.0006247617;0.028998097;0.050392378;0.08428191;0.08678096;0.057889525;0.027916187;0.009203808;-0.009752381;0;0;0;-0.009142858;0.0137142865;0.027428573;0.032;0.027428573;0.0137142865;-0.009142858;0;-0.008397715;0.012596572;0.025193144;0.029392;0.025193144;0.011377524;-0.014313145;0.0025005725;0.033834673;0.07745144;0.11592687;0.12966096;0.118556954;0.10382477;0.09948343;0.08772039;0.0646659;0.032960005;0.0071466677;-0.0048609534;-0.0017371429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0.031560726;0.025248582;0.012121736;0.002656222;0.021120004;0.034307282;0.040446077;0.047265552;0.044854555;0.035895735;0.040505875;0.05867162;0.09628051;0.14610018;0.16449748;0.14306386;0.116900496;0.11325283;0.12395599;0.12988485;0.10547852;0.058482207;0.023548486;0.01129475;0.009315545;0.007881832;0.011117582;0.012520759;0.016221689;0.012977351;0.0064886757;-0.0006488676;0;0;0;-0.00090650615;0.009065062;0.01759258;0.02683258;0.04093591;0.046613496;0.039981686;0.029485302;0.011517398;-0.001205494;0;0;0;-0.00049937365;0.004726555;0.012659279;0.017827954;0.016666988;0.010337349;0.0021724333;-0.00026718067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0.04621392;0.036971133;0.017059013;0.011734722;0.034666706;0.054418996;0.074180834;0.10782652;0.11820841;0.10868914;0.085632384;0.07305962;0.067854375;0.086981654;0.09853245;0.11437151;0.117107235;0.12524337;0.123222806;0.1373309;0.161391;0.18993214;0.19273752;0.18634667;0.16523224;0.14195411;0.12807623;0.12163201;0.124693;0.13317324;0.14590727;0.15768597;0.16727109;0.15406549;0.1279532;0.08898448;0.061087813;0.037641887;0.028188167;0.035189316;0.03873167;0.057832707;0.0914617;0.10148743;0.104050204;0.12074663;0.112212345;0.095719896;0.06371546;0.02787435;0.019487496;0.029485304;0.026551086;0.01574458;0.0013406746;0.008072675;0.03847403;0.081013024;0.11801278;0.119448885;0.09381862;0.0707218;0.074724734;0.09521655;0.11231135;0.096118286;0.062148154;0.027824972;0.0066699786;-0.0008015425;0;0;0;0;0;0;0;0;0;0
jaw_back;0.016072594;0.012858075;0.0057398807;0.003629868;0.0373629;0.09312098;0.15637498;0.18278557;0.15580243;0.09227279;0.035146996;0.023107959;0.0404217;0.052057844;0.0426482;0.020369885;0.00913928;0.018305063;0.024117835;0.01789157;0.008117207;-0.006152314;0.007228193;0.017843857;0.025060123;0.020133978;0.026064437;0.026473956;0.034590367;0.027672293;0.013836146;-0.0013836147;0;0;0;0;-0.0042939764;0.03856627;0.12706195;0.2203446;0.24626751;0.19422291;0.09049158;0.021151809;-0.0025525305;0;0;0;0.00012722892;-0.0035465069;0.020197595;0.042303625;0.05431085;0.044212054;0.01995904;0.025795667;0.06854459;0.09343375;0.08405061;0.049778316;0.0074269874;-0.001033735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.004480603;0.0058182785;0.010288717;0.008724708;0.008558683;0.006081883;0.005475389;0.005441506;0.005125271;0.0053138826;0.003451483;0.0030866826;0.0012220239;0.0007928471;-0.00014908232;-0.00016602363;-0.00048564715;0.0005929411;0.00528113;0.010806213;0.020189367;0.031104004;0.048275582;0.058386073;0.06785958;0.054591253;0.043721795;0.02653666;0.020085461;0.014393224;0.015369035;0.019712755;0.033624854;0.044345226;0.057667773;0.05910438;0.062338118;0.06327463;0.058472812;0.05657812;0.06059521;0.066127524;0.08373912;0.08344348;0.0921509;0.10488162;0.12644283;0.143234;0.1395693;0.111038454;0.08045958;0.050749537;0.030204995;0.015370844;0.00514777;0.000092431095;-0.00007454116;0.00005068801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0.030057833;0.024046266;0.010326748;0.014096967;0.050573505;0.074519046;0.085540265;0.09213495;0.08097592;0.06756917;0.048293985;0.017053979;-0.0028334945;0.00861976;0.033151094;0.073196396;0.092296645;0.1004605;0.09536073;0.08567013;0.06729086;0.04728675;0.013520727;0.013735424;0.043697834;0.074990846;0.10016476;0.097183205;0.07317179;0.055883795;0.060426928;0.08318294;0.1357206;0.1804401;0.20084426;0.17856562;0.13935053;0.08928575;0.05342157;0.028075319;0.012680485;-0.0013040965;0;-0.002379181;0.023791812;0.047583625;0.059479527;0.047583625;0.023791812;-0.004189808;0.0150448205;0.06390551;0.13389015;0.18834892;0.198994;0.15318602;0.088125914;0.035740197;0.008414603;-0.0010233977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0.034483016;0.027586414;0.013333061;0.0014780285;0.024884919;0.061611142;0.10949586;0.15199617;0.15378109;0.116279304;0.06298045;0.033304825;0.024814414;0.031727716;0.030870508;0.04170246;0.049016535;0.064674444;0.06691765;0.07861052;0.11011003;0.15688705;0.16036783;0.13939229;0.105195;0.07461765;0.06099143;0.052879523;0.031516198;0.017244292;0.009128677;-0.00091286766;0;0.0001335904;-0.0021819763;0.0038852538;0.031187788;0.06931114;0.10323197;0.15367904;0.16094302;0.1928711;0.22411458;0.22073027;0.16351463;0.100972064;0.016871354;-0.006334411;-0.0018368679;-0.00048426513;0.0066795186;0.013169227;0.01700494;0.030668456;0.066499256;0.09800339;0.12237158;0.12361878;0.1048703;0.07622649;0.06928517;0.08848693;0.14075972;0.19230151;0.20069173;0.15056749;0.081384376;0.029028079;0.004742459;-0.00066238566;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0.02776175;0.0222094;0.01066682;0.0016207111;0.023574991;0.058271386;0.10322084;0.14366531;0.14571372;0.11064252;0.06013051;0.033315957;0.025897978;0.03285581;0.030877935;0.039334945;0.045094177;0.059863333;0.060401406;0.06705866;0.090325646;0.12806122;0.13075158;0.11568185;0.09139437;0.06884728;0.05883543;0.050653018;0.030091234;0.016390797;0.008683375;-0.0008683375;0;0.00014472292;-0.002527085;0.006646122;0.02884439;0.06495833;0.09707568;0.1407486;0.14346495;0.16659835;0.18408756;0.17997521;0.13452552;0.084251;0.015908387;-0.0036626032;-0.00073474715;-0.0004831519;0.005566266;0.010979461;0.014148335;0.025117218;0.055147786;0.082633086;0.106039226;0.10903853;0.09338043;0.06716294;0.05863133;0.072259404;0.11490814;0.15690745;0.16378738;0.12289758;0.06643339;0.023684463;0.0038629887;-0.0005399278;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0.029222894;0.023378316;0.011340338;0.001347036;0.016698796;0.02700752;0.041075327;0.063937835;0.0740165;0.06518172;0.061513916;0.06787505;0.090969495;0.12878855;0.14129779;0.12174053;0.09623628;0.09075239;0.10245083;0.1211405;0.11414148;0.09016608;0.07065447;0.07617435;0.09121625;0.09920941;0.09484509;0.08153466;0.06040512;0.034488585;0.011418268;-0.0012468437;0;0;0;-0.0012913736;0.012913737;0.025827475;0.03228434;0.025827475;0.01301393;-0.0033286267;0.0083494;0.017062832;0.035267863;0.042481747;0.0389249;0.021741835;0.0110880025;0.00006679496;0.020963673;0.07107008;0.13953961;0.19162151;0.1980199;0.15032408;0.095741816;0.06654657;0.060680456;0.055906646;0.041617114;0.016439037;0.0021337357;-0.0004564338;0.000011132533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
