;meta[fps=30]
;meta[frames=121]
jaw_open_a;0;-0.019474287;0.008868572;0.08125714;0.12342857;0.1645943;0.178624;0.14586057;0.13739885;0.12275201;0.06468572;0.015405717;0.011346285;0.01931657;0.04130286;0.06952914;0.090601146;0.111808;0.149304;0.16683504;0.16130401;0.13952228;0.107277334;0.105392;0.08153143;0.06219047;0.045737147;0.03638629;0.06142629;0.07913829;0.081248;0.058623996;0.029723426;0.0067748567;0.004708571;-0.0025599997;0.040594287;0.056320004;0.064060956;0.042925715;0.0055009522;-0.0056838086;0.051233962;0.0819359;0.12313318;0.15756606;0.17753494;0.18623698;0.18291724;0.14224197;0.08835658;0.06700474;0.07318334;0.075657144;0.057668574;0.039108574;0.007177143;-0.004434286;-0.0019200001;0;0;0;-0.009996192;0.005241905;0.031634286;0.07472763;0.114758104;0.118994296;0.07562667;0.041569527;0.02172983;0.05634012;0.12094478;0.15203111;0.13458227;0.0754615;0.016245952;0.019872919;0.08868207;0.11934172;0.12281602;0.07156115;0.021366859;-0.0011885705;0.0068114293;0.016594287;0.027520005;0.021074286;0.020845717;0.010102858;-0.0068571432;-0.0019200001;-0.0020571428;0.0026057127;0.03737143;0.054720003;0.05465143;0.037165716;0.010902858;-0.010560001;0;0;0;0;0;0;-0.010325335;-0.0009386667;0.037312;0.09436954;0.15320382;0.19465601;0.19857833;0.19168918;0.17134173;0.13203505;0.10107582;0.08720914;0.06892191;0.052985907;0.031104002;0.0022217156;-0.0075520007;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.0072228573;0.0009600009;0.028388571;0.057769146;0.08446171;0.103209145;0.10024229;0.09934172;0.08380344;0.048713144;0.01944686;0.026066286;0.032996576;0.041462857;0.023488002;0.016009143;0.018306289;0.03194629;0.04589029;0.06603543;0.07473601;0.088616;0.08689257;0.070873134;0.077693716;0.09574173;0.109492585;0.10812114;0.10793257;0.097718105;0.08713752;0.08458972;0.065313525;0.03983238;0.025097143;0.005638095;-0.0074361903;0;0;0;0;0.000100571444;-0.0013577144;-0.0014079999;0.0022125717;0.011968001;0.03147886;0.06893258;0.08354286;0.09129601;0.10554515;0.08985144;0.06251886;0.04210286;0.0067200013;-0.010880001;0;0;0;0;0;-0.00896;0.008624761;0.03410286;0.04580572;0.043733336;0.027885715;-0.0017371419;-0.0048152385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.009234287;0.010742858;0.032365717;0.041645717;0.038582858;0.023177143;-0.004571429;-0.0031085717;0;0;0;-0.007154286;0.0017257141;0.019908572;0.054537147;0.11508573;0.1646324;0.16797715;0.14073524;0.08681905;0.031268567;0.013211429;0.020524193;0.041033655;0.06857652;0.09529296;0.10458871;0.09785041;0.07532801;0.045268316;0.019170031;0.0031680004;-0.002313143;-0.0013409524;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.0010878075;0.010124241;0.028960487;0.045611575;0.047281455;0.0343041;0.013130027;0.0025859282;-0.00033397597;0;0;0;0;0;0;0;0;-0.0014742654;0.013877497;0.038136877;0.054159768;0.051114228;0.032045785;0.0072345557;-0.001542651;-0.0008778798;0.007360353;0.027126798;0.056197025;0.07918967;0.0787738;0.05526793;0.036222875;0.026031677;0.027379032;0.03592627;0.03523924;0.025552027;0.016082376;0.005452397;0.006017293;0.033770286;0.05398306;0.056681715;0.037937082;0.013549607;0.003566456;0.022905504;0.049824037;0.071294874;0.07350723;0.0552673;0.029159918;0.0093394;0.001235711;-0.00019084342;0;0;0;0;0;-0.0011132531;0.009593061;0.037659764;0.05862073;0.060751818;0.041921932;0.014281448;-0.0015394702;0;0;0;0.000057253023;-0.00055106037;-0.0018559522;0.0017438317;0.021815784;0.03855037;0.04370075;0.032130875;0.013077544;-0.0013573737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008492532;0.007414267;0.026510535;0.053994372;0.08209606;0.09626858;0.08402835;0.057224397;0.027083063;0.0059256875;-0.000729976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.004150844;0.0371429;0.125402;0.20229067;0.23091002;0.20502236;0.14688262;0.1171039;0.102815695;0.07065882;0.030710524;0.022091795;0.049115933;0.09660732;0.124553226;0.1302864;0.11049834;0.100697316;0.11042437;0.13333036;0.16064529;0.18988204;0.21195544;0.19322418;0.15845251;0.12185589;0.110836126;0.12184874;0.13775793;0.13480222;0.11220159;0.096321054;0.082195304;0.06977712;0.06146112;0.08303119;0.104615584;0.11612344;0.09634252;0.052057307;0.013382893;-0.0015601447;0;0;0;0;0;-0.00076575915;0.006891832;0.021444837;0.04973856;0.06503227;0.061028138;0.037164364;0.014155809;-0.0018142051;-0.00014313255;0.000014313256;0;0;0;-0.00087310857;0.0055535426;0.048078224;0.095774755;0.13191573;0.1268679;0.085120924;0.03363615;0.01716159;0.009990652;0.012901014;0.011097544;0.00457547;-0.0004723374;-0.0011557954;0.010090845;0.03624474;0.07365959;0.09063869;0.079456456;0.044360355;0.013955424;-0.0033504944;0.015501256;0.060029794;0.11492113;0.15336654;0.14585207;0.09728719;0.044366322;0.011794123;-0.0013740725;0;0;0;-0.0009983495;0.00891;0.029213354;0.059596814;0.092320494;0.115930215;0.1229115;0.1317726;0.14354762;0.14523533;0.14401504;0.14169662;0.14549391;0.15915623;0.1714499;0.16175808;0.14197937;0.12668854;0.10569337;0.08137308;0.05568986;0.03196834;0.014012678;0.008965823;0.0031002513;-0.00033493023;0;0;0;0;0;0;0;0;0;0
jaw_back;0;-0.00000795181;-0.0000079517995;-0.0012881929;0.025167473;0.04878434;0.059877116;0.047305305;0.023131808;-0.002321928;0.000047710855;-0.0010337351;0.0046120496;0.00993976;0.012961448;0.010655424;0.005613977;-0.0005566266;0;-0.003292049;0.030884825;0.08565688;0.12497978;0.15829267;0.1902657;0.21202505;0.21329929;0.16891032;0.081857115;0.027898919;0.010101581;0.014869882;0.010893978;0.0046120496;-0.0017971087;0.00011132532;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002783133;0.0010098799;0.019959038;0.0758205;0.11669278;0.12174218;0.08424941;0.031624343;-0.0033397593;0;0;0;0;0;-0.002624097;0.026415909;0.050732538;0.060774088;0.061407045;0.049406175;0.027720004;0.024905065;0.011243858;-0.0026654461;-0.0004103131;0.0004230362;-0.00003180723;0;0;0;0;0;0;0;0;0;0.00019084342;-0.0031012052;0.0081108445;0.013573737;0.07701061;0.1718863;0.24452606;0.2347374;0.164841;0.056115918;0.004914218;-0.0030004825;0.0001749398;0;0;0.000047710855;-0.0005831326;-0.0016857834;0.018845784;0.037532534;0.04643856;0.0369441;0.017812049;-0.0017918074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.001938071;0.0015992473;0.0013281886;0.0008222119;0.00054211775;0.00028009416;0.00014004708;0.000009035294;0;0;-0.0001897412;0.0014637178;0.0029274356;0.0062343534;0.009161789;0.016155109;0.019272285;0.026475674;0.022118405;0.02106805;0.015640097;0.016087344;0.0135122845;0.0144677665;0.00833506;0.0070000957;0.0032662596;0.0023446593;0.00084028253;0.00039981186;-0.0003523765;-0.000020329417;0;0;0;0;0;0;0;0;0;-0.00005421177;-0.00033882353;0.00027557657;0.0006595767;0.0028506361;0.0046893186;0.009803297;0.013105697;0.020614028;0.020356521;0.022366876;0.016236428;0.012920472;0.007449602;0.0054256953;0.006505413;0.010124048;0.017076705;0.026238497;0.04082146;0.049359817;0.05749158;0.04624264;0.03708085;0.022497883;0.014582965;0.0072914823;0.0033340238;0;0;0;0;0;-0.0007155954;-0.000074541116;-0.00014908223;0.0011330262;0.0009839445;0.0049793515;0.0054320213;0.011534911;0.010805312;0.019088868;0.030483728;0.057014972;0.09777182;0.15677546;0.22081809;0.28283095;0.3137312;0.3133987;0.27572465;0.21447079;0.14777225;0.089779206;0.048024844;0.022152284;0.007820048;0.00089389185;-0.0005251012;-0.0002474165;-0.000051350606;-0.000193807;0.00021865465;0.0027364912;0.009357406;0.01838186;0.032756716;0.05104747;0.07298743;0.08562961;0.08893095;0.07080254;0.053194247;0.03261757;0.020006854;0.009640661;0.0036972428;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;-0.0027155427;0.024332535;0.08149014;0.13214236;0.1706824;0.18407005;0.17449209;0.16405377;0.13818653;0.08368801;0.049298037;0.03248473;0.027681837;0.029771574;0.045270044;0.074413024;0.12710172;0.16681637;0.1803457;0.17117198;0.15608908;0.13367918;0.11722026;0.09044918;0.058906995;0.029787472;0.007834917;0.013494218;0.029055906;0.03631988;0.029055906;0.014527953;-0.0014527953;0;-0.0024809644;0.024809642;0.049226996;0.06615904;0.05513784;0.030890124;0.017032774;0.061544273;0.10537102;0.1505703;0.18473233;0.2101313;0.2218844;0.21034457;0.17067353;0.11781036;0.072316475;0.037563436;0.014670862;-0.0009224094;-0.000053012096;0;0;0;0;0;0;-0.0012881929;0.0119118085;0.034145065;0.06369929;0.08745928;0.08802122;0.060550377;0.03600717;0.030725049;0.06630578;0.12547329;0.16005561;0.14681584;0.09527254;0.04717364;0.048857402;0.096918344;0.12697342;0.11682268;0.06785967;0.018264774;-0.0037956631;0.00014313255;0;0;0;0;0;0;0;-0.00054602424;0.003853977;0.026983138;0.045775913;0.05107712;0.03758555;0.015516629;-0.0025485547;0.007530363;0.03676121;0.071506634;0.08635664;0.072520494;0.03818061;0.006748436;0.011171761;0.05030685;0.109669745;0.17141767;0.21537419;0.22753833;0.21563794;0.19878566;0.17901348;0.15140694;0.11024068;0.0639047;0.022189522;0.0026559036;-0.0011808436;0.00006361446;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;-0.003028049;0.029167235;0.06975089;0.11455932;0.15412991;0.17072962;0.1619906;0.14079313;0.090565;0.051337667;0.051042657;0.06692433;0.089801684;0.105592065;0.096196204;0.07436902;0.042051286;0.025581634;0.026723647;0.04514242;0.0660688;0.06912189;0.05499656;0.037244808;0.016917737;-0.003900097;0.018721208;0.07373446;0.11485062;0.11909954;0.082232304;0.028068826;-0.003024338;0;0;0;0;0;-0.00044251813;0.003434386;0.017586619;0.042595845;0.05705423;0.05353356;0.032899413;0.010726194;-0.0011716989;0;0;0;0;0;-0.0031616394;0.030558802;0.07185679;0.11505472;0.16995294;0.24153884;0.32912958;0.4199918;0.43894306;0.3657031;0.2424851;0.114371926;0.032791805;-0.00089394226;-0.0055000274;0.014699952;0.060455214;0.13001405;0.16492845;0.14652674;0.10199309;0.074112974;0.06737037;0.07791289;0.07730802;0.07706904;0.1045842;0.14427762;0.16621983;0.14911748;0.122812234;0.09218758;0.07054779;0.053076204;0.034413446;0.007834519;0.00021708441;-0.0016003014;0.0125686275;0.051988926;0.110182375;0.17497742;0.2271148;0.24029574;0.2069367;0.17150284;0.14634208;0.13706903;0.12240948;0.08483558;0.025978753;-0.00021955612;0.017208425;0.06483501;0.10324793;0.10396004;0.06987964;0.026695812;0.0014694942;-0.0018146028;0.00012245784;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;-0.0036069404;0.03458878;0.08533087;0.13357924;0.16372895;0.16375063;0.13887277;0.11624312;0.075038835;0.04336121;0.045390114;0.061058596;0.08062736;0.09173206;0.08075538;0.06034945;0.032818705;0.022678081;0.028495574;0.047012683;0.064162344;0.063332975;0.04697928;0.030827094;0.013993591;-0.003421398;0.017214606;0.066980734;0.10407062;0.107670136;0.074179776;0.025133546;-0.0027126272;0;0;0;0;0;-0.0006122893;0.004831519;0.023740122;0.055328686;0.07291809;0.06743531;0.0406894;0.0129026035;-0.0014193978;0;0;0;0;0;-0.002070651;0.019927233;0.048018325;0.07651018;0.10869433;0.1476656;0.19452244;0.24571797;0.2561254;0.21309167;0.1408922;0.06601962;0.018534739;-0.00080822187;-0.0041095745;0.013858331;0.055619795;0.11854755;0.1496769;0.13240792;0.09282398;0.06953565;0.06497966;0.07379384;0.07046151;0.066008866;0.087512836;0.12041318;0.13874103;0.12412123;0.10171423;0.07566876;0.05766003;0.043285143;0.028095728;0.005324133;0.010035977;0.031596906;0.06206943;0.09787722;0.13175166;0.1614347;0.19022898;0.19824256;0.16906382;0.13950832;0.11899613;0.11160871;0.099925734;0.06952552;0.021449175;-0.00028103293;0.018113747;0.06595172;0.10529595;0.107043386;0.073190466;0.028070679;0.0016587473;-0.001842434;0.00012245784;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0026578922;0.02380692;0.079842515;0.13107832;0.15354654;0.14247079;0.10952463;0.09217736;0.07992045;0.054890066;0.024993649;0.015676832;0.016709931;0.02323916;0.018818432;0.013420267;0.019480815;0.046726946;0.08100215;0.10554013;0.10833142;0.0964838;0.08823719;0.07212861;0.058106255;0.046776116;0.0466865;0.065609574;0.07943897;0.07496647;0.052183744;0.027489005;0.014565248;0.015164734;0.018528985;0.041713595;0.0555402;0.053436153;0.0373541;0.014496786;-0.0015207041;0;0;0;0;0;0;-0.00034510848;0.0025938798;0.014038122;0.040132776;0.05705423;0.0564976;0.03694887;0.013503761;-0.0014360966;0;0;0;0;0;-0.0010761447;0.009640773;0.031427138;0.06126603;0.08624001;0.08849621;0.064093694;0.033672202;0.008624;-0.0023007237;-0.001113253;0.0003451086;0.00015585548;-0.000014843379;0;0;0;0;0;0;0;0.00014472292;-0.0020261207;0.0028944581;0.007959761;0.0115778325;0.010130604;0.0059336396;-0.00057889166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000012245786;-0.00043931755;0.0022654699;0.011595228;0.029844508;0.053560007;0.07651014;0.08991009;0.094493486;0.08156876;0.05624155;0.027753405;0.0070747244;-0.0024847814;-0.0007035763;0.0002560482;-0.000015585541;0;0;0;0;0;0;0;0;0;0
