;meta[fps=30]
;meta[frames=85]
jaw_open_a;0;0.00082285714;-0.00672;-0.008352;0.02157943;0.06900267;0.10854628;0.13639314;0.12705752;0.086450286;0.05896229;0.0542141;0.064365715;0.08191543;0.07919543;0.049828574;0.015844574;-0.0030719978;-0.0039862865;0;-0.009386668;0.004425144;0.03633372;0.071372196;0.080740586;0.064210296;0.018718477;-0.00325486;0.034057148;0.06368001;0.066468574;0.049142867;0.014491431;-0.013622859;0;0;0;0;-0.017554287;0.014140953;0.07094858;0.08841143;0.10570668;0.09792;0.046125717;0.030140951;0.025828572;-0.004114285;-0.004297143;0.00018285715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010240001;0.0027885707;0.03443109;0.0787136;0.12805304;0.16742402;0.17846219;0.19365032;0.2075895;0.22003019;0.24191454;0.20891702;0.1411319;0.06551223;0.0064969133;-0.018545372;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0.0003657143;-0.007588572;0.00072685734;0.030749716;0.046550862;0.060290292;0.06627658;0.057264;0.074715436;0.104457155;0.11321144;0.11075048;0.08251429;0.051428568;0.051893335;0.057222854;0.1144823;0.18787277;0.24600917;0.2957966;0.3145562;0.25422022;0.1909859;0.14354591;0.09068191;0.059925336;0.03981105;0.007207621;-0.011123811;-0.012739049;-0.0009386667;0.04827429;0.11969677;0.17936915;0.20064002;0.17755277;0.13655774;0.08901029;0.04988496;0.016655238;-0.017252574;0.00144;0.03772343;0.073380575;0.113508575;0.14996116;0.15074134;0.16221564;0.16942628;0.15835582;0.14200991;0.1292023;0.10969296;0.10286934;0.08805486;0.056588195;0.025257144;-0.0039588576;0.015035429;0.08203886;0.10759772;0.098971434;0.063360006;0.0071405726;-0.01468343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0.000047710855;-0.0010878076;0.004130806;0.02124087;0.034752585;0.03731227;0.026326844;0.0085307;0.0044289986;0.011617593;0.01486193;0.012097086;0.006006796;-0.0006011568;0;-0.0017214075;0.016188929;0.0444697;0.065693386;0.06369908;0.041810617;0.010454402;0.0064320588;0.03007692;0.049783412;0.053153384;0.03769157;0.014017447;-0.0014822171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00027099767;0.0020343908;0.011168158;0.029027287;0.055821702;0.0681311;0.06003552;0.036119025;0.012351386;-0.0013359039;0;0;0;0;0;0;0;0;0;0;0;0.0000667952;-0.0006679519;-0.0013359038;-0.0016698798;-0.0013359038;-0.0006679519;0.0000667952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0.000114506045;-0.0027910846;0.011359716;0.05640138;0.10910994;0.17053168;0.20946018;0.21781197;0.20447843;0.17084303;0.112293206;0.07068887;0.06201933;0.06536863;0.06722649;0.047004722;0.018942157;-0.0019723661;0;-0.0021045257;0.018604847;0.064552784;0.119198404;0.15796348;0.15402971;0.11847035;0.09938408;0.10349915;0.10277394;0.0867097;0.048035286;0.012438219;-0.0014456388;0;-0.0008072676;0.006735818;0.027899396;0.05929504;0.116929755;0.17674962;0.18954232;0.1737238;0.13848121;0.09967989;0.076103576;0.056000613;0.019389212;0.01088523;0.03397251;0.05521481;0.06592542;0.06406899;0.06536005;0.085576564;0.11095159;0.119557664;0.10224054;0.06895458;0.033740155;0.0131443385;-0.0013931568;0;0;0;0;0;0;0;0;0;-0.0013168195;0.011880289;0.037713423;0.07194185;0.1042941;0.12822959;0.1395216;0.15196353;0.16251557;0.1708413;0.1754954;0.15361989;0.109002896;0.056170367;0.016380662;-0.0018515626;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0.0000667952;-0.0006679519;-0.0013359038;-0.0016698798;-0.0013359038;-0.0006679519;0.0000667952;0;0;-0.00033397594;0.0034510847;0.0055662654;0.0061228923;0.0038963857;0.001113253;-0.0014472292;0.00011132532;0;0;0;0;-0.0034616874;0.03139904;0.10138025;0.15121691;0.15031567;0.0997687;0.02935278;-0.0028997588;-0.000031807325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002862651;-0.0036896393;0.0025445786;0.009383135;0.014949399;0.01367711;0.008556146;-0.0008269881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.11347879;0.0976625;0.08074843;0.05201619;0.033828143;0.018188048;0.009094024;0.0012739765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0046563395;0.010520246;0.020831777;0.032246515;0.052800003;0.066351585;0.08176175;0.07065013;0.058220733;0.042645235;0.035621196;0.03499731;0.041259218;0.053808335;0.064315036;0.072595425;0.058619633;0.046016753;0.02809073;0.017926024;0.008963012;0.0037532614;-0.000027106063;0.0022850258;0.008845553;0.024628406;0.05132228;0.096676745;0.15567677;0.22918387;0.29435366;0.34665984;0.3534833;0.3280797;0.26139784;0.18760796;0.11868311;0.06786861;0.033475768;0.0136478115;0.0031104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0.00011132532;-0.0018925305;0.0037460972;0.029599281;0.066874705;0.09639579;0.09607375;0.06632604;0.025998442;0.032955475;0.08182835;0.14532724;0.1754805;0.15305641;0.08914295;0.03710632;0.007850022;-0.0009860239;0;0;0;-0.001121205;0.011291568;0.021628918;0.026455667;0.019959038;0.010671326;0.02217759;0.043973494;0.051527712;0.03945687;0.017812049;-0.0018130121;0;0;0;0;-0.0024120484;0.022397593;0.06546989;0.09475905;0.09131326;0.058578324;0.014816871;-0.0017228919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0003785061;0.0039186515;0.006234219;0.0050764354;0.020294607;0.046200007;0.062349595;0.06419389;0.058186032;0.041839764;0.03566492;0.052883234;0.09174319;0.14871576;0.17721136;0.14807032;0.09556915;0.072290964;0.08669029;0.107383676;0.097162135;0.0811037;0.07918319;0.09155952;0.10811262;0.12387132;0.14827825;0.17286967;0.1601192;0.113040835;0.053076275;0.008697625;-0.0028677406;0.015179875;0.054518234;0.1040669;0.16160917;0.22283633;0.25533465;0.23484813;0.16723956;0.07792327;0.011313988;0.0027630948;0.014138315;0.020678677;0.018212821;0.010141737;-0.0009963616;-0.0013025062;0.01217231;0.034016564;0.054883383;0.06114729;0.059870757;0.045776967;0.035650823;0.022890711;0.008810286;0.0053102183;0.011796773;0.015674606;0.012980534;0.006931115;-0.000685764;0;0;-0.0026272775;0.02426892;0.07127492;0.11832769;0.13405794;0.10954411;0.056675714;0.02155258;0.0039231037;-0.00052322895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.00031171093;0.0032284346;0.0051209647;0.003929784;0.01890304;0.04274892;0.057369653;0.058308493;0.053139288;0.03871524;0.034035865;0.04669355;0.080632925;0.13553673;0.1662829;0.1426406;0.094939426;0.07071933;0.08274002;0.102589995;0.09234139;0.073166944;0.07124903;0.08688452;0.11142373;0.13442531;0.16248524;0.18340103;0.16739246;0.11678509;0.054966655;0.009527666;-0.0024507155;0.012730717;0.044864107;0.085265175;0.13216853;0.18211532;0.20853193;0.19169062;0.13639466;0.06354226;0.009177659;0.0022654708;0.011577833;0.01697711;0.01496769;0.00839393;-0.0008238074;-0.0013047329;0.012154498;0.03441956;0.05614359;0.06321052;0.062438656;0.04822762;0.03739937;0.023896351;0.009573049;0.0056980015;0.012030558;0.01570522;0.012858076;0.006722937;-0.00066739536;0;0;-0.0028076246;0.025609275;0.07894301;0.13754465;0.16318065;0.13993594;0.07887175;0.031865757;0.0058913357;-0.00077705074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0.00008906026;-0.001970458;0.00722891;0.03586716;0.073979385;0.10096557;0.108846486;0.093064256;0.06856062;0.0514887;0.049343463;0.05962472;0.07255071;0.06956163;0.047373377;0.020488312;0.0039208783;-0.0005076435;0;-0.0012245786;0.011135501;0.034291912;0.06493977;0.08735327;0.08512305;0.05856454;0.030023696;0.007751952;-0.00090544584;0;0;0;0;0;0;0;0;-0.0023675186;0.021990461;0.06419761;0.091750614;0.10011857;0.08672985;0.05568863;0.03675962;0.023563858;0.0046571097;-0.0011132532;0.00004453013;-0.0011132532;0.010297592;0.030169163;0.048871815;0.053157844;0.041190367;0.018925304;0.005844579;0.0006679518;-0.00011132531;0;0;0;0;0;0;0;0;0;0;0;-0.0007013495;0.0059921965;0.023076626;0.048231468;0.075003654;0.09667714;0.10881516;0.11802733;0.12635691;0.13288148;0.13649642;0.11948213;0.08478002;0.043688066;0.012740514;-0.0014401043;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0.00008906026;-0.0019481931;0.0070413267;0.03501181;0.07327803;0.101160385;0.110538624;0.09595871;0.07156753;0.05359832;0.051214475;0.06185624;0.075317144;0.07232805;0.049323797;0.02135665;0.0040700543;-0.00052768213;0;-0.001200087;0.010915077;0.033579428;0.06361129;0.08584295;0.08390589;0.057991583;0.029899754;0.007811326;-0.00090915675;0;0;0;0;0;0;0;0;-0.0023229884;0.021578558;0.062973015;0.089987956;0.098214895;0.08517129;0.054786902;0.036236394;0.023229882;0.004601447;-0.0011058315;0.00004453013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007408701;0.0063188258;0.024448713;0.05189152;0.07753419;0.09096782;0.089712635;0.08468573;0.08167327;0.081954926;0.07226851;0.05162823;0.026775409;0.0078005646;-0.00088169647;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0.000055662655;-0.0012913736;0.006234218;0.010386651;0.045621116;0.078428686;0.11484319;0.13760366;0.16093189;0.1486193;0.13218214;0.0935578;0.07603519;0.082119115;0.09152054;0.07402763;0.059541233;0.07203861;0.12342119;0.18000896;0.19843069;0.18576114;0.16162471;0.1315123;0.12457155;0.12584177;0.122451164;0.13775766;0.13079612;0.09738256;0.068744496;0.052769314;0.05940468;0.11045699;0.16466242;0.20985046;0.25306326;0.29762268;0.31237105;0.28060472;0.19979109;0.1157427;0.07286464;0.088412344;0.12522094;0.1548335;0.15317918;0.14455925;0.13136683;0.12167782;0.13693199;0.17024016;0.19816649;0.2027416;0.18344927;0.14287715;0.10228348;0.06434381;0.029269096;0.0061284592;0.0015919526;0.0060922783;0.0064902673;0.0048615774;-0.000459217;0;0;-0.0029122706;0.026709173;0.08066188;0.13585027;0.17493394;0.18814602;0.18124473;0.18570977;0.18938552;0.1841145;0.1831749;0.1864176;0.194588;0.20088232;0.17615563;0.12490946;0.06432222;0.018765442;-0.00212097;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;-0.0011021207;0.01116593;0.020595184;0.02171957;0.04702381;0.073051676;0.10230796;0.13170896;0.15204811;0.14082652;0.12777919;0.092210755;0.07245052;0.0809669;0.09443727;0.08034905;0.06686496;0.079983175;0.132918;0.19762659;0.22273858;0.21494323;0.188653;0.15152825;0.13442644;0.12675315;0.11763449;0.13118947;0.123396695;0.090724945;0.07026928;0.071956605;0.10348616;0.17810678;0.247815;0.2974787;0.3404444;0.3838523;0.3923086;0.34403345;0.2392021;0.13232721;0.075129755;0.0873284;0.12623698;0.1573873;0.15673938;0.15008733;0.13996783;0.13422754;0.15336919;0.18901852;0.21615109;0.21799947;0.19472653;0.14924347;0.10497459;0.06489116;0.028907659;0.005501326;0.0013192052;0.0058473623;0.006367809;0.004873823;-0.000459217;0;0;-0.0029835186;0.027370444;0.08257444;0.13936816;0.17397252;0.17662743;0.15411367;0.14314324;0.13474706;0.12305924;0.11649416;0.11529653;0.11962173;0.12371918;0.10857114;0.07697946;0.039651852;0.011601658;-0.001310299;0;0;0;0;0;0;0;0;0;0
