;meta[fps=30]
;meta[frames=120]
jaw_open_a;-0.008030476;0.002079999;0.031634286;0.06646095;0.08540953;0.07590858;0.0369981;0.006872382;-0.00576;-0.0043885726;-0.007743391;0.00024594297;0.027063772;0.06874058;0.09659278;0.1240439;0.103093944;0.06659962;0.03193966;0.008316344;-0.010666667;0;0;0;0;0;0;0;0;0;0;-0.005790476;-0.004510477;0.037165716;0.052138675;0.067489535;0.07447772;0.06640152;0.0701699;0.100448005;0.09291429;0.07244953;0.041604575;0.011552001;-0.0022064764;-0.015899431;0.007076574;0.04525715;0.06436573;0.06376229;0.03555353;0.0065127634;0.02754743;0.05386667;0.054019053;0.036480002;-0.003961906;0.013158097;0.05423239;0.06589715;0.05635049;0.028883811;-0.0086857155;-0.0065066675;-0.0003504762;0.0004571429;0;0;-0.010057144;0.014445715;0.031131431;0.035200004;0.02953143;0.017782858;0.018514285;0.09138285;0.11830857;0.106468566;0.04693943;0.024937144;0.05578972;0.110100575;0.11243886;0.07962743;0.011666287;-0.009529143;-0.0029668575;0;0;0;0;0;0;0;0;0;-0.009660953;0.0076647615;0.037485715;0.057295244;0.057523813;0.039817147;0.0032152392;-0.009173334;-0.0018742864;0.020327618;0.07769905;0.102445714;0.09430857;0.058194287;0.01302857;-0.021699049;-0.0051047625;0.038537145;0.06236953;0.066392384;0.050605718;0.015009525;-0.01392762;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;-0.010070205;0.0060016336;0.037061226;0.06862368;0.08667428;0.08123429;0.038667757;0.022713467;0.029387755;0.05443918;0.089194715;0.12658742;0.13896412;0.13124481;0.10001922;0.056214865;0.017408917;0.00012068486;-0.0028964581;-0.0010459427;0;0;0;0;-0.0027657147;-0.00376;0.0032640013;0.042658288;0.09702401;0.14629714;0.15583088;0.16703545;0.1306423;0.08144914;0.052160013;0.04498286;0.04681143;0.08537906;0.10114134;0.104187444;0.11726934;0.13141792;0.12418743;0.08699276;0.04504076;0.0056502833;-0.004411428;0.029220577;0.049641144;0.06288458;0.074482284;0.08033829;0.092501335;0.10177829;0.07118629;0.033621337;-0.0010148571;-0.0056228573;0.022979047;0.050605718;0.066102855;0.05993143;0.031725716;0.0069942866;-0.00027428532;-0.0029257145;0;0;-0.011032381;0.007710476;0.046354286;0.062220193;0.06773333;0.04809143;0.011852195;0.016469339;0.05599543;0.11249144;0.13371886;0.10955657;0.06101486;0.010640001;-0.016480003;0;-0.0050895237;-0.004032002;0.023716569;0.05774019;0.09622858;0.100260586;0.06862934;0.023332577;0.006688001;0.014121145;0.07145601;0.11092572;0.12969753;0.117667064;0.09169828;0.06777905;0.075634286;0.090819046;0.101135254;0.10862628;0.10787049;0.10204343;0.10278095;0.10443735;0.08410249;0.057888;0.024419433;0.0021485714;0.0049451427;0.041163426;0.05764572;0.054605715;0.033325713;0.007999999;-0.009234286;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0.00005566266;-0.00057889166;-0.0012722897;0.0019895423;0.014580436;0.040124822;0.056084108;0.05409775;0.034574464;0.012191713;-0.0013072775;0;-0.00030534947;0.0031680008;0.004961929;0.0053436155;0.0032443383;0.0007633737;-0.0014504099;0.000114506045;0;0;0;-0.0019656871;0.017061401;0.06269683;0.1248154;0.17400147;0.18602939;0.15152013;0.09942942;0.05054011;0.017990807;0.0030439522;-0.00041985553;0;-0.00031139283;0.002053793;0.016829206;0.028987523;0.03273123;0.024316631;0.010289959;-0.0010601351;0;0;-0.00037977842;0.0027729548;0.01664727;0.04116874;0.06502989;0.06997274;0.05350486;0.026704716;0.0066852435;-0.0015897255;0.008005881;0.016231231;0.018254174;0.02342603;0.024093978;0.020334365;0.017452631;0.009360869;-0.0009255905;0;0;-0.0011132532;0.009726652;0.036323864;0.055996638;0.056832373;0.03854401;0.020180896;0.029761236;0.049022906;0.05163507;0.035680562;0.013225447;-0.0014003136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009796628;0.009109591;0.026062846;0.041941017;0.047430947;0.04297157;0.02814622;0.018670846;0.013600773;0.01640935;0.030954799;0.04198555;0.039972153;0.025878366;0.009294073;-0.0009923858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;-0.0023494188;0.020269616;0.0753552;0.15886486;0.23505639;0.26375648;0.22257791;0.16841656;0.12731571;0.10154708;0.07751519;0.058157522;0.055467974;0.088854216;0.12812512;0.141946;0.124352604;0.098140635;0.08498667;0.091775075;0.102828816;0.09840841;0.07235589;0.03585709;0.009007807;-0.0010615662;0;0;0;0;-0.0051527717;0.04924714;0.12307491;0.20040466;0.23321542;0.21851665;0.15781032;0.11842215;0.09143928;0.087747425;0.0953406;0.0884545;0.0698444;0.042453118;0.045773312;0.07216314;0.11521883;0.14313541;0.15411367;0.14679103;0.13202833;0.12360259;0.13158843;0.13256268;0.11292396;0.08040518;0.04275608;0.037953984;0.061895285;0.07564793;0.06243919;0.034533113;0.0046780496;-0.0035544587;-0.0007776869;0.00008587953;0;0;-0.0010687232;0.008988724;0.037600923;0.067641586;0.08395583;0.08892254;0.085578956;0.08034507;0.07052141;0.046915986;0.014527952;0.040709764;0.12464556;0.20924547;0.228139;0.17382017;0.07473046;0.019787122;0.02726198;0.073785305;0.1273188;0.14620037;0.12013783;0.07048849;0.04071549;0.052272014;0.08872429;0.1011661;0.089152016;0.07747456;0.08050013;0.09462923;0.10182093;0.09144023;0.07753013;0.07886985;0.08932903;0.10313272;0.11112334;0.09709157;0.06811201;0.034918617;0.008505651;0.0060745445;0.02943521;0.06553681;0.08448398;0.07707688;0.045591295;0.014850002;-0.0016245545;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0.000015903615;0.000013253007;-0.002120482;-0.0042886753;0.0066715656;0.046666514;0.11719375;0.18722533;0.24463475;0.2682649;0.24945353;0.1912569;0.11742966;0.045007236;0.0076178326;-0.0010416869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00015744581;-0.0019243377;0.0003498795;-0.0009621691;0.04198555;0.119455256;0.22900411;0.2899102;0.26831314;0.16654268;0.07067568;0.005700652;-0.0055964836;0.0008341448;0.02157246;0.039440967;0.045567837;0.034005906;0.014114459;-0.0014591569;-0.0008906027;0.009027954;0.01660868;0.019667475;0.014445787;0.0060698823;-0.0024279524;-0.000037108442;0.000015903615;0;0;-0.0014578316;0.01279181;0.043864828;0.10067917;0.16637833;0.20302293;0.1792404;0.118723154;0.048172053;0.006079158;-0.0028228918;0.00015903616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00071168685;0.004858555;0.033095427;0.09847653;0.16216387;0.17864798;0.13513172;0.063238084;0.0072785555;-0.005751808;-0.0013518075;0.00046120468;-0.000026506012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.013134737;0.02430236;0.04120288;0.05372967;0.06111602;0.050188478;0.04028709;0.026480515;0.019878294;0.014220908;0.013889829;0.012658449;0.015856942;0.0123196235;0.010300236;0.005990401;0.0040387767;0.0019516237;0.00097581185;-0.00006776471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0016019577;0.006687022;0.016125292;0.029764973;0.049359817;0.07343527;0.097648956;0.11166812;0.10770523;0.08823236;0.06343862;0.040826887;0.023882994;0.011858826;0.0041878596;0.00071830594;0;0;0;0;0;-0.0005421177;0.0024801886;0.0049603772;0.01100499;0.015965367;0.02913883;0.034641325;0.04696095;0.03735191;0.032391533;0.019218074;0.0130243795;0.0085695265;0.013669496;0.02773203;0.05464275;0.09787934;0.15162489;0.21495645;0.2625286;0.28642336;0.26332194;0.22789365;0.16977635;0.13429566;0.10244127;0.09297317;0.082372084;0.08220492;0.07357486;0.069749765;0.06882183;0.08340978;0.097058035;0.117480524;0.12471915;0.1448412;0.15050544;0.15617734;0.12130788;0.09210129;0.05415304;0.034560006;0.017429085;0.0074834838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0005619278;0.004071326;0.026718076;0.045007236;0.049937353;0.03657832;0.013226508;0.013596003;0.05001158;0.09197592;0.111868694;0.097812556;0.056293502;0.021611424;0.00281494;-0.00042939768;0;0;0;0;0;0;0;0;0;-0.002115181;0.019629039;0.0573882;0.08479809;0.08291749;0.054549407;0.015180003;-0.00072759064;-0.0004612049;0.00003180723;0;0;-0.0010761447;0.00918699;0.037267476;0.05852001;0.059532534;0.039626516;0.020338075;0.030232774;0.051925305;0.055591095;0.0361855;0.035967622;0.045396876;0.0604417;0.050557602;0.02711567;0.0002274216;-0.0002449157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00014313255;0.0006997591;0.008683375;0.03096434;0.0729976;0.09733014;0.090189405;0.073808685;0.072520494;0.08629832;0.097414955;0.08964338;0.06056627;0.03926073;0.024290124;0.0120496405;-0.0012139761;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;-0.0012420723;0.011601687;0.032616727;0.051130127;0.05708285;0.056917455;0.06808975;0.07938291;0.07582686;0.050501943;0.017860271;0.0080134515;0.042181835;0.090552695;0.13274431;0.1364303;0.09976151;0.049678702;0.012963386;-0.0015111298;0;0;0;0;-0.00035624104;0.0035624101;0.006518098;0.013454778;0.032117356;0.07021177;0.11544436;0.15925828;0.18404861;0.18330382;0.1505341;0.10065368;0.047157407;0.0111214;-0.0013396147;0;0;0;0;0;0;-0.0016531812;0.014903123;0.049350522;0.07393394;0.073163;0.05063911;0.026739417;0.054260332;0.106542975;0.12805475;0.11833325;0.07888791;0.049205795;0.05976685;0.07394043;0.06430893;0.04519808;0.015067881;-0.0011355183;-0.0008349399;0.0000667952;0;0;-0.0029983618;0.029033644;0.066789635;0.11799593;0.16070032;0.20692816;0.23457357;0.26204497;0.22675298;0.15772794;0.07548913;0.024254449;0.002308887;0.0041663507;0.0033620247;0.000918434;-0.0011939639;-0.0004898314;0.000048983136;0;0;0;0;0;0;-0.0009573978;0.008179628;0.031983763;0.06148497;0.08933021;0.10224674;0.0977158;0.087153815;0.075784706;0.068709984;0.062983416;0.060271524;0.07008485;0.096477866;0.14691518;0.21362495;0.26651952;0.29623252;0.298786;0.27727297;0.2506064;0.2008476;0.13366832;0.06736016;0.019220317;-0.0021875426;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;-0.0010369159;0.009691665;0.027152244;0.042670995;0.04808141;0.048814565;0.05895948;0.06857481;0.06501081;0.042989064;0.014950575;0.007850884;0.040247;0.08642096;0.12670714;0.13023393;0.09523792;0.047418132;0.012375589;-0.0014425534;0;0;0;0;0;0;-0.00031839043;0.0019225884;0.017058378;0.05062408;0.09224973;0.1301857;0.15260552;0.151503;0.12412736;0.082745135;0.03861504;0.009121255;-0.0010984099;0;0;0;0;0;0;-0.0015307232;0.013776509;0.04343914;0.09183782;0.13618983;0.1554213;0.13293171;0.11957638;0.110494085;0.103565946;0.09224416;0.06444623;0.041613407;0.054564256;0.06948555;0.062000778;0.0435282;0.014617016;-0.00096853025;-0.00071248197;0.000055662655;0;0;-0.003280386;0.031594127;0.07523922;0.12826014;0.16792089;0.20103239;0.21098374;0.2249365;0.18924746;0.12848277;0.061172698;0.019605502;0.001639822;0.0032089523;0.0026161447;0.000734747;-0.0009000653;-0.00036737358;0.000036737358;0;0;0;0;0;0;-0.0012023136;0.010389435;0.039008394;0.075055525;0.10561155;0.11687488;0.10721184;0.09304848;0.0801264;0.07128383;0.063163765;0.057236798;0.06204411;0.0841703;0.1329642;0.20139115;0.2598589;0.29626897;0.30313295;0.28423858;0.25671896;0.2047356;0.13447262;0.0667284;0.018769449;-0.0021457956;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;-0.0001335904;0.0009812531;0.005663278;0.0152467955;0.029049546;0.045536824;0.062184736;0.06415837;0.051386178;0.029210174;0.009257496;-0.0010210123;0;0.00008906026;-0.0014806268;0.0041190367;0.009573977;0.0129694;0.010909881;0.0059893024;-0.0005900242;0;0;0;-0.0010937713;0.0095851105;0.03438004;0.06461044;0.076118685;0.063525006;0.03286045;0.008312291;0.0029491934;0.02498511;0.056293502;0.07328916;0.06625711;0.037509583;0.023483334;0.04042223;0.06932784;0.07434862;0.05550681;0.022629099;0.003188728;-0.0013915665;0.00007792773;-0.00094403856;0.008527519;0.027443916;0.04648574;0.06227167;0.07259895;0.065602526;0.05091278;0.028969074;0.007540435;0.010245641;0.03310815;0.045621112;0.048248388;0.035601836;0.018049546;0.008649978;0.0053324825;-0.000523229;0;0;-0.0013210605;0.011310652;0.04542073;0.07117028;0.072289094;0.048715953;0.029935379;0.050116803;0.08132315;0.0846963;0.05519175;0.041725844;0.043761987;0.059147142;0.049411744;0.026450895;0.0001469493;-0.00023266992;0;0;0;0;0;0;0;0;0;0;-0.0011577833;0.01114589;0.027432786;0.038024276;0.03468897;0.020250076;0.0020817847;-0.0013114122;0.0071159145;0.029864129;0.07181596;0.095572785;0.09025144;0.05705423;0.02013875;-0.0021597112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
