;meta[fps=30]
;meta[frames=74]
jaw_open_a;0;-0.0137142865;0.009660954;0.056990482;0.08169143;0.08060953;0.05456762;-0.0129371425;0.01407238;0.039756194;0.06583619;0.08224001;0.07481143;0.038933333;0.044754285;0.00566857;0.008067049;0.04609372;0.05767315;0.073571056;0.07143315;0.039053716;0.017895618;0.017462859;-0.009859048;-0.0019657137;0.03318857;0.05030095;0.04055466;0.042015996;0.05020953;0.07198401;0.111786686;0.112825155;0.070649914;0.035496384;0.004868571;-0.0026026673;0.019334098;0.057257142;0.10796572;0.14427657;0.16209447;0.16699047;0.14684114;0.121928394;0.09148192;0.049097147;0.005135238;0.012190478;0.051725715;0.12108191;0.126752;0.12039772;0.10698514;0.116028205;0.14184535;0.16155656;0.12355048;0.10938592;0.10244114;0.07326477;0.044223133;0.014791838;0.001840981;0.018281147;0.044610612;0.07565846;0.10333716;0.09887609;0.07164997;0.033526212;0.0018174705;-0.008692247;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.0054857144;-0.0030628578;0.023062857;0.054095246;0.0939962;0.115163416;0.17563583;0.19131735;0.16858515;0.10860497;0.041319627;-0.021979433;-0.0043885717;0;-0.0075428584;-0.0034697135;0.035478864;0.07804344;0.112395436;0.100489154;0.06703315;0.045462858;0.07609829;0.09602896;0.11930362;0.10591087;0.07523353;0.030837337;0.028998863;0.0327741;0.060679622;0.09731353;0.10951772;0.07920458;0.050499815;0.020914285;-0.0017828572;-0.0051504765;0;-0.003552;0.0053280005;0.0057188575;0.009414856;0.030541714;0.05595658;0.08517943;0.1128343;0.14828114;0.21772116;0.22660801;0.180496;0.10420799;0.013343995;-0.026495999;0;0;0;-0.0023466663;0.003763809;0.0066742846;0.007481904;0.0061866655;0.002788571;-0.0027123806;0.0002438095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;-0.0010916244;0.010916243;0.021832487;0.027290609;0.021832487;0.010916243;-0.0010916244;0;0;-0.00091318577;0.0076528206;0.032152344;0.06107466;0.07680493;0.06831717;0.04073839;0.014599521;0.0026288677;-0.0003530603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00057730125;0.004475278;0.022643572;0.058183376;0.090602905;0.10878073;0.09508295;0.0625871;0.027947582;0.010610416;0.009648564;0.030709088;0.04383434;0.042608168;0.035586093;0.024417933;0.016867215;0.014265544;0.0070612053;-0.0008206266;0.000009542171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.00083732547;0.008559327;0.014885785;0.017211689;0.0120947;0.0046518077;-0.0026980485;0.00018607233;-0.0024380246;0.02330675;0.05955269;0.081972;0.073193215;0.042128675;0.0017400141;0.020706987;0.078279205;0.121927485;0.13974272;0.11399793;0.07716133;0.06006844;0.057575073;0.03939008;0.033149503;0.035518344;0.06394876;0.09632534;0.11215866;0.09687211;0.06420449;0.03243861;0.021185527;0.04098553;0.059967767;0.07107485;0.07778299;0.09069356;0.115531825;0.15279828;0.16638683;0.17861511;0.18345538;0.17308064;0.1479943;0.10877548;0.059967767;0.023448689;0.03182314;0.07567418;0.13572904;0.15241471;0.13729706;0.106869206;0.10981367;0.13376687;0.1628753;0.16715018;0.16098787;0.14843608;0.11913876;0.07945289;0.04001032;0.012190122;-0.0013645304;0;-0.0011164339;0.009546941;0.0373576;0.07170941;0.08566484;0.07213881;0.037958752;0.009833206;-0.0011450604;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;-0.0050812056;0.046369646;0.14272435;0.24719787;0.29777136;0.26694223;0.16540556;0.081688926;0.027476147;0.003885782;-0.00058048184;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013730123;0.010353254;0.05945302;0.11652845;0.17589135;0.21101184;0.2034841;0.15350224;0.11170435;0.061008923;0.051132772;0.055850845;0.07596627;0.07275162;0.0645952;0.034770608;0.014954702;-0.0028467474;-0.00007951808;0.0002496868;-0.0024936872;-0.004697928;0.013080727;0.030837115;0.040108923;0.03358367;0.036915477;0.0367469;0.044927724;0.033795185;0.0149175925;-0.0028467474;0.00011132532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0.00091256475;0.0031488005;0.007612237;0.014280283;0.024377225;0.036177322;0.049161036;0.057003677;0.05843577;0.053610925;0.044769883;0.036800753;0.032120474;0.032752946;0.03350739;0.035368662;0.027855814;0.021955766;0.013417413;0.00866033;0.0043911533;0.0019516237;0;0;0;0;0;0;0;0;-0.0002703812;0.0026824663;0.0053649326;0.011270626;0.01663556;0.028886063;0.033877615;0.045571428;0.03711338;0.03477753;0.02716213;0.035856348;0.04301975;0.06737608;0.08334381;0.11285738;0.12761857;0.14225642;0.12498387;0.11333647;0.0777573;0.056796987;0.03158242;0.017961035;0.0068428805;0.0034641318;0.00008538353;0.000042691765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;-0.0025922896;0.025922894;0.05184579;0.06480723;0.05184579;0.025922894;-0.0025922896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014843376;0.013613497;0.04198555;0.06170603;0.060433745;0.039440967;0.010814458;-0.0012298797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0.00020038556;-0.0018813977;-0.006473567;0.004953976;0.017756388;0.026578918;0.023801353;0.009186192;0.029306393;0.094181225;0.1635573;0.19757462;0.17756388;0.1072842;0.08577467;0.08086672;0.07992601;0.10228942;0.107384406;0.089143746;0.0722134;0.032150753;0.021971907;0.06659184;0.12758401;0.19442225;0.25390485;0.27330965;0.26771754;0.22977436;0.18184027;0.13245395;0.08496497;0.039936475;0.006792328;0.014268194;0.036855176;0.05293797;0.04888712;0.039937954;0.022490498;0.03594834;0.04953698;0.052075196;0.03650218;0.02076217;0.001263542;-0.00027831327;0;-0.0038295912;0.038366046;0.075890474;0.09272787;0.090930514;0.06907735;0.03495707;0.039531246;0.032382675;0.01825494;0.031890992;0.063776426;0.10935339;0.16844979;0.21299054;0.22905627;0.22341377;0.20288377;0.15614899;0.1020437;0.05050777;0.015279295;-0.0008609153;-0.00020409649;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0.0002115181;-0.001992723;-0.0067490973;0.0052044583;0.018591326;0.027789582;0.024870075;0.009911664;0.027457464;0.08867433;0.15396476;0.18597822;0.16717352;0.10210016;0.07031753;0.056419667;0.051359937;0.07291808;0.083070956;0.07431521;0.05875639;0.025693882;0.023207616;0.066607416;0.12082212;0.1735198;0.21591397;0.22422291;0.21874665;0.1881988;0.1510117;0.1120172;0.07351033;0.03561742;0.0069233207;0.011978605;0.031307466;0.04518973;0.042031433;0.034185223;0.018677605;0.03278252;0.04682621;0.05715441;0.048123706;0.034204703;0.011282822;0.0046005193;-0.0009573978;-0.003913085;0.039644197;0.0809246;0.111059375;0.115258574;0.09184199;0.04785388;0.036884256;0.03499363;0.036855493;0.0598188;0.08999486;0.12540787;0.16607761;0.20859672;0.22282213;0.21834156;0.19989946;0.15409295;0.1000389;0.048941903;0.014507016;-0.0008275177;-0.00020038564;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0012357112;0.010995232;0.038273644;0.058724105;0.059948687;0.04107904;0.0135705555;-0.0007681449;-0.0011243857;0.010171424;0.026109498;0.036032297;0.032262076;0.018591328;0.0007102556;0.009287129;0.03933866;0.06053129;0.066284955;0.05025225;0.023476282;0.006144044;0.00356241;-0.00075701217;0.0000333976;0;0;-0.001261316;0.011119173;0.03900895;0.07298488;0.0857205;0.071423545;0.036823083;0.010078282;-0.0015268268;0.003157186;0.011974151;0.026942395;0.047303796;0.06596953;0.083461136;0.09824107;0.103670955;0.09957289;0.08206884;0.053198658;0.024938727;0.02076403;0.042107876;0.081111625;0.09568857;0.092079945;0.07984251;0.07697959;0.08596262;0.10430626;0.102100894;0.09493823;0.07415936;0.042921476;0.016067954;0.004853784;-0.0017422411;0.00010019278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
