;meta[fps=30]
;meta[frames=28]
jaw_open_a;-0.011428572;0.005897143;0.04397714;0.08450286;0.09517715;0.076000005;0.016788574;-0.00064342644;0.025684573;0.11321829;0.14482515;0.12516801;0.087621965;0.07432617;0.080335096;0.12412435;0.10797533;0.057257146;0.019695543;0.0027026269;-0.014645029;0.00604343;0.040374856;0.06763886;0.078902856;0.06420115;0.023533717;0.0047908574;-0.0012434298;-0.0021942854;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;-0.0014080001;0.0012068574;0.0045760004;0.009152001;0.008854858;0.0012617154;0.02175543;0.03429486;0.03661714;0.03058286;0.012571429;-0.009417143;0;0;-0.0066011436;0.00911543;0.021366859;0.024850288;0.021458289;0.0110262865;-0.006445715;-0.0012525714;0.00043885715;-0.00003657144;0;0;0;0;0;0;0;0;0;0
jaw_front;-0.0014241689;0.012853304;0.04147982;0.07224616;0.08094145;0.06419495;0.02844473;0.023206796;0.051400337;0.1034419;0.1252875;0.1086376;0.059561748;0.019184772;-0.002109774;0;0;-0.0009661446;0.008129928;0.03317812;0.06893693;0.09021072;0.094959855;0.08908426;0.08723928;0.08036893;0.06440679;0.03383081;0.008980137;-0.0010391425;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000047710855;-0.0009939761;0.0042144586;0.00914458;0.011967471;0.0054867472;0.047217842;0.104224354;0.14475472;0.13096628;0.07776869;0.011450604;-0.003323856;-0.0011768676;0.00011132532;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0.0021820236;0.0060988236;0.013247188;0.022851886;0.039164208;0.05686598;0.07854365;0.091301836;0.101113446;0.104955435;0.109455906;0.109336115;0.10513053;0.09129062;0.07354531;0.052210268;0.034027465;0.019416125;0.009984001;0.0041426825;0.0012242824;0.0000045176816;-0.00008131765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;-0.0015055424;0.014663136;0.03412916;0.044530123;0.038009644;0.020515664;0.0005089155;-0.0013465062;0.00009542171;0.00011132532;-0.0014154221;-0.0007951811;0.017400464;0.053656258;0.09038343;0.108275;0.09267992;0.055789888;0.02335796;0.005884974;-0.0022265064;0.014392774;0.039186515;0.056696396;0.053515665;0.033556636;0.0071407235;-0.0015108434;-0.0008906025;0.00007951808;0;0;0;0;0;0;0;0;0;0
corner_right_tight;-0.005109832;0.04606641;0.14928725;0.26066822;0.29256293;0.23244725;0.107561395;0.04850704;0.05020401;0.071023695;0.09275811;0.09503101;0.075963564;0.055420347;0.02849928;-0.0019370605;-0.004141302;0.002337832;0.0076257847;0.0119118085;0.0097187;0.01732222;0.022504414;0.02884439;0.02298868;0.0108263865;-0.0020261207;-0.0014249639;-0.0000055662695;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_left_tight;-0.0048704827;0.043895572;0.14240734;0.24889557;0.2795379;0.222261;0.10328207;0.04374862;0.041234896;0.05839013;0.08260339;0.09077466;0.07811697;0.05829884;0.029946512;-0.0019704578;-0.0038963861;0.0024491567;0.0075144577;0.011522169;0.010138953;0.008505254;0.0031588564;0.00449476;0.0033119288;0.0014889763;-0.00043695193;0.00018925306;-0.000013915665;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;-0.00094626524;0.009291953;0.020710219;0.02629133;0.021634221;0.010928436;-0.001584623;0.005711731;0.026250232;0.060050275;0.07810306;0.07404664;0.06395802;0.07090599;0.089768454;0.107861996;0.094646566;0.059576865;0.02798073;0.009397638;-0.0003797305;0.011165928;0.031994894;0.046620257;0.04394567;0.027358197;0.005446591;-0.0018535665;-0.0010909879;0.00010019278;0;0;0;0;0;0;0;0;0;0
corner_left_spread;-0.0009314218;0.009139808;0.020450462;0.025994465;0.021430125;0.010854218;-0.0019735193;0.010422649;0.032605797;0.058945365;0.06717092;0.058638338;0.050630704;0.06847332;0.09413864;0.111570805;0.09746421;0.06201845;0.029042773;0.009740299;-0.0002632843;0.01094328;0.031438272;0.045840986;0.04322206;0.026912894;0.0053575314;-0.0018424338;-0.0010909879;0.00010019278;0;0;0;0;0;0;0;0;0;0
