;meta[fps=30]
;meta[frames=51]
jaw_open_a;0;0;0;-0.012464762;0.0034285714;0.054262854;0.09649524;0.11191999;0.09158858;0.035500955;-0.0002514273;-0.0030514288;-0.0019885716;0;0;0;0;0.00027428567;0.00063085725;-0.005549713;-0.012379427;0.01056304;0.05724342;0.10885485;0.12772878;0.08956344;0.075570285;0.049598478;0.054215312;0.09740069;0.13586651;0.1509271;0.16078173;0.08917897;0.053033143;0.03196389;0.026700804;0.033965718;0.012380953;-0.03035429;0.0037028592;0.052312393;0.09481144;0.11341716;0.09372953;0.039588578;0.011794287;0.0031085717;-0.00032000014;-0.0017371429;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.008777143;0.004205715;0.02971429;0.062125713;0.09213715;0.11351315;0.11138745;0.11719773;0.11882971;0.11192533;0.10302934;0.10084343;0.1021642;0.11785904;0.12780115;0.10525106;0.06689449;0.02690286;-0.0025519999;-0.006612573;0;0;0;0;0;0;0;0;0;-0.0063085714;0.009462857;0.018925713;0.022079999;0.018925713;0.009462857;-0.009539048;-0.003657143;0.014089146;0.044175245;0.069668576;0.07295391;0.0695101;0.047268573;0.029132193;0.017673142;0.007076572;-0.0058209524;-0.00018285734;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;-0.00040077118;0.0032825065;0.013944927;0.03656273;0.06357566;0.0836314;0.0838232;0.082721084;0.08280123;0.0862679;0.08004545;0.059823688;0.02932309;0.010505929;0.0018130122;-0.00024809645;-0.000325388;0.002102776;0.018018799;0.031156776;0.035285357;0.026275957;0.011185651;-0.0012813545;0.0007714845;0.0070235133;0.02166168;0.045036655;0.056859404;0.051318742;0.031029703;0.010430068;-0.0011321785;0;0;-0.00054072303;0.00439576;0.020824196;0.034272294;0.042465832;0.04858555;0.044450607;0.035105646;0.0248001;0.009303616;-0.0009828436;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.002361687;0.022400243;0.059400003;0.08337471;0.07764941;0.047949407;0.00980458;-0.0012023136;-0.00038645792;0.0013454461;0.011035519;0.036713503;0.0545335;0.05569288;0.03754367;0.014306099;-0.004093591;-0.0031632297;0.024547232;0.089443535;0.16919701;0.22408831;0.23308422;0.2134679;0.17034177;0.1330397;0.10957369;0.10717392;0.12676533;0.13802557;0.10542254;0.07383292;0.04904008;0.03586816;0.030358415;0.014876245;-0.0022567236;0.020706506;0.059476342;0.10259264;0.12683451;0.11931053;0.09652383;0.09098937;0.0924207;0.08453409;0.061432496;0.027810657;0.0053245313;-0.00068703626;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;-0.00018554214;0.0018978309;0.0032867468;0.0023208668;0.01710063;0.032986224;0.039644007;0.032581214;0.015744582;-0.0022567231;-0.0019943134;-0.000034987977;0.00001749398;0;0;0;0;0;0;0;0;0;0;0;0.00023378317;-0.0022042412;-0.0067463135;-0.0031727727;0.026718073;0.053436145;0.06064526;0.07519866;0.106983624;0.14197157;0.15268001;0.13603953;0.086000405;0.053547483;0.03188993;0.014233737;-0.0050414465;-0.0002650603;0.000047710855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.0028167528;0.0034361223;0.005938899;0.0067818924;0.009713845;0.013608962;0.02351752;0.0318711;0.04375432;0.048071392;0.056586243;0.05739129;0.05741162;0.04400369;0.032727644;0.019028332;0.011899482;0.0058548707;0.00497393;0.0051772236;0.015022081;0.025180012;0.044949416;0.059908744;0.08655857;0.08902169;0.09747195;0.073627174;0.057231084;0.03326719;0.0196908;0.007613771;0.002041886;-0.0020570657;-0.0021581706;-0.0014801169;0.00038490375;0.0023582126;0.005678684;0.009644275;0.017141765;0.022194304;0.028640082;0.023462858;0.019668033;0.011932013;0.008001658;0.0041309376;0.0020329417;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;-0.0011132531;0.009128675;0.042303618;0.06790844;0.072361454;0.051209647;0.018925305;-0.0020038558;0;0;0;0;0;0;0.000034987956;-0.00020038556;-0.002630458;-0.001323183;0.020568144;0.061435662;0.10165909;0.11133565;0.08502232;0.04107586;0.010393809;-0.0009224099;-0.00016698799;0.000011927714;0;0;-0.0011927712;0.011927713;0.023855425;0.029819282;0.023855425;0.011927713;-0.002687711;0.01327952;0.046597593;0.0707711;0.0716458;0.048346993;0.015203857;-0.0016698797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.00036737366;0.0037961942;0.006122894;0.0065392507;0.0060739107;0.0063800556;0.01028646;0.030124636;0.041830495;0.040916506;0.03347107;0.044330854;0.054382417;0.062286515;0.045988485;0.019047761;-0.001970458;0.0002571615;-0.0031594126;-0.00080154184;0.017661761;0.0671403;0.14005838;0.20362626;0.20626912;0.15327477;0.07356544;0.01900337;0.02810616;0.057247646;0.065731056;0.06879445;0.06443398;0.0552175;0.05119295;0.034700103;0.012132233;0.019087467;0.04084897;0.06160929;0.082718424;0.10728049;0.12799999;0.16602689;0.20585166;0.2009422;0.15440822;0.08468517;0.022309594;-0.0025827473;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.00028573503;0.0029649648;0.0046385564;0.0050645615;0.0023232677;-0.0016706216;0.00023619462;0.025043095;0.044555184;0.050136473;0.04085111;0.041505974;0.043333936;0.05043037;0.037305113;0.015507615;-0.0016030845;0.00022042412;-0.0028165304;0.00012245816;0.019504197;0.07070271;0.14589183;0.21134888;0.2139411;0.1599522;0.08580009;0.043754745;0.050358;0.06844001;0.06126956;0.05427221;0.05172341;0.051951077;0.047730733;0.03178338;0.010436748;0.023112249;0.050096393;0.071938425;0.086199194;0.09791061;0.10569227;0.13532706;0.16793424;0.16383749;0.12588668;0.06905509;0.018168291;-0.0021040486;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;-0.0006605303;0.0066387006;0.01287663;0.015845304;0.012375666;0.005937351;-0.0009945063;0.000033397606;0;0;0;0;0;0;0.00003339759;-0.00018925298;-0.00254267;-0.0012312595;0.020190326;0.060262248;0.09973449;0.10930106;0.08205716;0.057016008;0.04221293;0.048455458;0.06541943;0.08086604;0.08528966;0.08322679;0.054564096;0.036946643;0.02968957;0.028623296;0.0235787;0.010423761;0.00020595161;0.016680242;0.0419882;0.0696043;0.08825499;0.09113462;0.074910805;0.050857116;0.024992533;0.007002362;-0.00080154225;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;-0.0006531085;0.006564483;0.012728195;0.01565976;0.012227231;0.0058631334;-0.0009870846;0.000033397606;0;0;0;0;0;0;0.00003339759;-0.00018925298;-0.0025404436;-0.001229033;0.019933537;0.059418034;0.098151825;0.10736027;0.08067152;0.05284539;0.03619071;0.03456462;0.037103835;0.039289713;0.047675624;0.059193894;0.050760224;0.043010868;0.033972256;0.02747865;0.023022076;0.010160291;0.00010019305;0.016257208;0.041108727;0.06839085;0.0869191;0.090054765;0.07420203;0.050545406;0.024892341;0.0070134946;-0.00080154225;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;-0.0013618796;0.010446025;0.05717297;0.11391957;0.15622912;0.16312647;0.13924646;0.1189678;0.10836407;0.09477348;0.08833553;0.11423982;0.14932732;0.1811274;0.16325189;0.107289776;0.044724952;0.010932146;-0.00912311;-0.006600479;-0.0010531372;0.0024491579;0.0041635674;0.004280459;-0.001734226;0.011957118;0.04724412;0.0978888;0.14398427;0.14887923;0.10722208;0.087354414;0.10246037;0.12935267;0.13160136;0.10010187;0.046302058;0.02142493;0.01964187;0.033033933;0.059332687;0.09671572;0.12903717;0.16015261;0.18659237;0.17810938;0.13549404;0.07181596;0.019047763;-0.0022042415;0;0;0;0;0;0;0;0;0;0
