;meta[fps=30]
;meta[frames=142]
jaw_open_a;0;0;0;0;0;0;0;0;0;0;0;0;-0.008649143;0.0033919995;0.03574857;0.065691434;0.07392915;0.057581726;0.01870629;-0.0037759983;-0.005668572;-0.010468572;0.011108573;0.032484572;0.046802282;0.043328006;0.031616002;0.029482055;0.063446864;0.107963435;0.13589303;0.13169648;0.09448138;0.043118633;0.025044117;0.041899364;0.06388298;0.08212899;0.07642776;0.04559673;0.03571592;0.026037553;0.013982042;0.0038138782;-0.0035004087;-0.0053420416;0.007451429;0.036866285;0.08153828;0.12961142;0.16420648;0.16417143;0.13248533;0.088489145;0.048736006;0.02089448;0.011108573;0.005622858;-0.00033523762;-0.0015847622;0;0;0;0;0;0;0;-0.008030476;0.002079999;0.031634286;0.06646095;0.08540953;0.07590858;0.0369981;0.006872382;-0.014811428;0.00928;0.026575241;0.031862855;0.026834287;0.013302857;-0.009188572;0.00009142858;0;-0.0011657143;-0.0031885714;0.0009371425;0.02917714;0.049074285;0.07384001;0.08199771;0.061705146;0.04798172;0.06738743;0.09476115;0.16364343;0.17509945;0.13089374;0.06833829;0.010761144;-0.023625145;-0.0028708577;0.015561145;0.05333029;0.099392004;0.12816915;0.13551316;0.12784459;0.10538973;0.07420343;0.04324572;0.0064670485;-0.007110857;0.02079238;0.061059054;0.078491434;0.06854096;0.03491048;0.00009143033;-0.008624762;-0.0021485717;-0.002994286;-0.0024571426;0.013988571;0.044121142;0.07328001;0.09256;0.10772115;0.09142401;0.06331429;0.034203433;0.006226287;-0.013066451;-0.0021746939;0.0076995916;0.03379592;0.077485725;0.12679838;0.18067594;0.1749355;0.1265045;0.062360816;0.008483266;-0.017436735;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.0076571433;0.0036685716;0.03152;0.055017147;0.059862863;0.046057146;0.0136;-0.0030514293;-0.0057676192;-0.0041295243;0.019794289;0.023146668;0.04233143;0.065097146;0.07507809;0.06908343;0.06762971;0.03301486;0.023914667;0.055104;0.084982865;0.08702172;0.06595658;0.02773029;-0.005897144;-0.005028572;0;0;0;0;0;0;-0.008137143;0.008396191;0.030125715;0.039908573;0.03774476;0.023634287;-0.0024228576;-0.0038095238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010070205;0.0060016336;0.037061226;0.06862368;0.08667428;0.079405725;0.03857633;0.0320849;0.0509649;0.07478204;0.07875265;0.055710476;0.010758097;0.008281598;0.01825219;0.046682216;0.080924354;0.10583437;0.11559012;0.122740135;0.08873722;0.04891581;0.042830627;0.036693335;0.022593524;0.022221714;0.054357335;0.10647468;0.1984061;0.22093105;0.20694858;0.14602211;0.083861336;0.026806857;0.013363808;0.0003047621;0.033965718;0.068193525;0.09864229;0.11005029;0.10685563;0.08176915;0.04488229;0.019326482;0.0031680022;-0.0126102865;0.008266668;0.02866286;0.059337147;0.09012114;0.118080005;0.12938516;0.15285487;0.15113144;0.14263771;0.12192229;0.105728;0.09671086;0.093947425;0.09532572;0.10068571;0.08324572;0.055451427;0.025801143;0.0025417139;-0.007350857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.00085243385;0.0082380725;0.019949494;0.026733976;0.022468628;0.012837398;0.008168098;0.025390126;0.05245013;0.07954672;0.108308405;0.111742;0.091120735;0.053775538;0.018733189;0.004622226;0.026555857;0.055649932;0.08574212;0.10799256;0.10276154;0.076207586;0.04110767;0.012586122;-0.001402699;0;0;0;0;0;0;0;-0.00079200015;0.0066318084;0.028721934;0.04556386;0.04804483;0.033683863;0.01208993;-0.0012881929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00005566266;-0.00057889166;-0.0012722897;0.0019895423;0.014580436;0.038696676;0.070365556;0.08266064;0.07027808;0.04075461;0.01297417;-0.0014281449;0;0;0;0;-0.00056298805;0.004742459;0.018836243;0.043836724;0.0674727;0.09074604;0.08965823;0.07048801;0.039638173;0.0146854;-0.001564916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010878076;0.010761183;0.022266654;0.03468817;0.052136034;0.058254946;0.0489728;0.034659542;0.016770363;0.012359494;0.036093257;0.049714703;0.048187956;0.030721016;0.011202509;-0.0011927712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0017676872;0.0160881;0.050010514;0.08684567;0.113403924;0.11473982;0.08791916;0.055692878;0.024017638;-0.0031703885;0.0041937837;0.016665403;0.05201199;0.10879505;0.18497974;0.2352789;0.24957547;0.20116322;0.14167258;0.10575587;0.10665284;0.13229741;0.1507615;0.13430128;0.088684924;0.0379015;0.0024809632;-0.0035973978;0.00025763857;0;0;-0.0012452533;0.010806508;0.03986242;0.07726704;0.11229363;0.1369656;0.14649208;0.14882924;0.13839754;0.13153526;0.12129532;0.1043081;0.08346285;0.06851592;0.07218977;0.11589987;0.17704523;0.23455073;0.27513415;0.27901068;0.2474881;0.19728436;0.1442843;0.095001854;0.055716734;0.025057739;0.0056441943;-0.0006918075;0;0;0;0;0;0;0;-0.0023494188;0.020269616;0.0753552;0.15886486;0.23505639;0.26322213;0.2285704;0.17289186;0.12301936;0.10958637;0.10242361;0.082938164;0.048674613;0.01793451;-0.0019108196;0;0;-0.0008802652;0.0075144586;0.028791115;0.06345066;0.09495414;0.11677469;0.12535548;0.12488602;0.14891939;0.22932985;0.34623483;0.4726953;0.48515496;0.38673747;0.22899014;0.099196106;0.03513141;0.054841716;0.07965708;0.12521712;0.16440922;0.16187361;0.13047437;0.090679474;0.08327237;0.09795993;0.10781817;0.08102518;0.053421367;0.055067625;0.09124463;0.111667246;0.09222508;0.046813887;0.010038365;-0.0040590004;0.0040935907;0.023538148;0.056268986;0.07386356;0.08088134;0.07549313;0.07362595;0.08187898;0.086681075;0.06588391;0.03781276;0.013219723;-0.0019756383;0.0042755743;0.02108547;0.0569729;0.11085413;0.17024802;0.22071245;0.2180236;0.16625254;0.0899036;0.027745223;-0.003085529;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0.00011132532;-0.00105494;-0.00400241;0.0079783145;0.020107474;0.027603379;0.029061211;0.036570366;0.057359044;0.07577809;0.097889416;0.09460002;0.07628594;0.04475013;0.022621306;0.019470796;0.08037688;0.159227;0.23690982;0.27424198;0.24175724;0.16471058;0.080663145;0.019450122;-0.002321928;0;0;0;0;0.000047710855;-0.0009939761;0.0042144586;0.008031326;0.023243139;0.030823862;0.028621208;0.017228916;0.018503858;0.037108436;0.07935184;0.13175182;0.21275245;0.31781757;0.40002367;0.42505175;0.3639333;0.24314977;0.12580843;0.047519688;0.0053754216;-0.0027672292;0.00015903616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000015903615;0.000013253007;-0.002120482;-0.0042886753;0.0066715656;0.046666514;0.11666893;0.19512147;0.23157787;0.20020533;0.12480894;0.049555674;0.005857832;-0.0024412049;0.00012722892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008031326;0.0055583147;0.03709121;0.10477833;0.16588534;0.22130811;0.23941173;0.21359088;0.15285629;0.08921267;0.024197351;-0.00022265085;-0.002103253;-0.0061706034;0.056378324;0.19470003;0.30733737;0.31786558;0.2597299;0.14995518;0.08651567;0.06603977;0.033795185;-0.0028308441;-0.0013677111;0.00011132532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0.00006776471;-0.0001626353;-0.0008809412;-0.0013417413;0.0014908237;0.0041472;0.010798983;0.020684501;0.038915925;0.055041213;0.07412918;0.075958826;0.07839633;0.07506433;0.07241947;0.07462575;0.0776505;0.08443782;0.08780694;0.09278155;0.092035465;0.09595863;0.09640397;0.09821113;0.09412586;0.086467765;0.06964816;0.05374202;0.03366822;0.021284625;0.010124048;0.0048384005;0.0012468708;0.00030494123;-0.00040658825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000058084035;-0.000077445395;-0.0006002017;-0.001395953;-0.0010629384;0.0018703053;0.0069229715;0.015348384;0.028729651;0.04784382;0.06479791;0.074397914;0.066790834;0.05245763;0.03539383;0.022209402;0.012251216;0.0053695473;0.001770918;0.0030584473;0.0061711064;0.010959812;0.017239343;0.025515672;0.031212425;0.034302495;0.027783532;0.021504002;0.013200566;0.008330542;0.004178824;0.0017302588;0;0;0;0;0;0;0;0;0;0.0011384471;0.0036186355;0.007237271;0.012360284;0.02187445;0.031957835;0.042610448;0.048099395;0.05057958;0.048058733;0.046269745;0.03464132;0.02594033;0.014677836;0.008782307;0.0043911533;0.002114259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00010814459;0.0009860242;0.0023537353;0.010680869;0.033960585;0.06665397;0.1018474;0.122142956;0.11831019;0.09055838;0.0547148;0.03503121;0.028468108;0.02705205;0.021628918;0.010337351;-0.0017971087;0.00006361446;0;0;0;-0.00015108439;0.00066795194;0.009903977;0.034063958;0.073261596;0.1173838;0.1501047;0.14912663;0.11501575;0.06585529;0.0240081;0.002094507;-0.0009637594;0.0000858795;-0.0000031807203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015267474;0.014265545;0.04022025;0.061547;0.062262665;0.043655425;0.015172053;0.0012706991;0.008517977;0.037192196;0.08390112;0.1397769;0.1577957;0.12917554;0.07375461;0.023721835;-0.003672145;0.009303616;0.03284097;0.070387825;0.12338026;0.17946115;0.21996133;0.23316135;0.2073275;0.14745674;0.08370869;0.033640925;0.0056998567;0.012784919;0.027354222;0.03419278;0.027354222;0.013677111;-0.0013677112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.00024213256;0.0008572048;0.017121835;0.06747149;0.14199306;0.22432926;0.28316507;0.29436877;0.2531522;0.21224491;0.16019873;0.11250749;0.08003708;0.06072266;0.04419987;0.0517069;0.06547414;0.07879235;0.1128913;0.15931767;0.19859324;0.22339281;0.21649805;0.18812272;0.14465983;0.09920718;0.05261605;0.020379955;-0.0033063611;-0.0024513819;-0.0022376382;0.002202015;0.006827953;0.016378606;0.057057936;0.14011194;0.24390475;0.33302754;0.35823584;0.31236014;0.22810909;0.1459196;0.09681067;0.10174683;0.13797581;0.18212956;0.19988362;0.18791634;0.15435119;0.1271233;0.12811223;0.17498855;0.2385987;0.27162024;0.23710142;0.1523747;0.06591573;0.01445003;-0.0017886272;0;0;0;0;0;0;0;-0.0012420723;0.011601687;0.032616727;0.051130127;0.05708285;0.056917455;0.0652658;0.10636446;0.14220273;0.17253304;0.16481887;0.1435185;0.10600491;0.07362223;0.033278756;0.018350309;0.01865701;0.051302887;0.0968419;0.14318106;0.18372937;0.2038628;0.21820487;0.24462067;0.27757412;0.30056393;0.30547;0.28703788;0.26956868;0.23337127;0.17096342;0.09266386;0.029071495;-0.0044942033;0.01238828;0.028871104;0.039175376;0.03894538;0.028171537;0.02731523;0.06900344;0.135975;0.17264554;0.16452146;0.10734388;0.049968448;0.040466685;0.06682488;0.07744162;0.06586748;0.034670047;0.010132088;0.020468088;0.042978995;0.062273525;0.08440036;0.085988045;0.07230951;0.05927684;0.06488486;0.1069224;0.14348722;0.1344075;0.084353425;0.029472265;-0.004260897;0.009098461;0.037510272;0.086908504;0.14760785;0.20358062;0.2428689;0.23019849;0.17228548;0.092848495;0.028783957;-0.0031982174;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.00024769883;0.0014138315;0.0135566415;0.04571216;0.09006934;0.13670628;0.16841334;0.17370725;0.15075396;0.12804003;0.09932127;0.07145814;0.05466285;0.04606907;0.038670704;0.043932676;0.056349166;0.06812366;0.096426286;0.13399857;0.16525872;0.18446976;0.17781843;0.15498637;0.12022539;0.08356893;0.045116436;0.01773041;-0.002792038;-0.0020862347;-0.0020951421;0.002320019;0.006846506;0.015329497;0.048510805;0.11572744;0.1993423;0.27206954;0.29314655;0.2572891;0.19020039;0.12449862;0.08530202;0.08954205;0.11878668;0.15395492;0.16667227;0.15509953;0.12646422;0.103606746;0.10440459;0.14296767;0.19509523;0.22212702;0.19387233;0.12458047;0.053881463;0.011811621;-0.001462073;0;0;0;0;0;0;0;-0.0010369159;0.009691665;0.027152244;0.042670995;0.04808141;0.048814565;0.05662165;0.090902954;0.11995356;0.14517087;0.13850234;0.12046142;0.088610314;0.060944118;0.026972178;0.015237655;0.0154642025;0.042196475;0.07936382;0.11693612;0.1511667;0.16903915;0.18168683;0.20281246;0.22833048;0.2457284;0.25029048;0.23624572;0.22289555;0.19339433;0.14170824;0.07678108;0.024099706;-0.003760569;0.010602624;0.024812188;0.033847347;0.034739513;0.026302388;0.02541446;0.059243552;0.11362865;0.14380004;0.1382654;0.09161175;0.04389223;0.029712282;0.04861577;0.0573882;0.051543623;0.02902585;0.012173423;0.021876352;0.046363287;0.0671301;0.08686066;0.08493046;0.0681001;0.052772097;0.05439021;0.08919664;0.12035381;0.11318891;0.07132391;0.025077144;-0.003779654;0.00910323;0.037023623;0.08460725;0.14172348;0.19299039;0.22773343;0.21459387;0.16016534;0.08626122;0.026772149;-0.0029739765;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0009017351;0.008842941;0.019834464;0.025474945;0.02128169;0.011113977;-0.00027089193;-0.0007310362;-0.00076814473;0.007046893;0.028387956;0.04426295;0.047380056;0.0388748;0.029267427;0.03307475;0.054538272;0.06999024;0.083070956;0.09904614;0.096864164;0.088136256;0.071726896;0.04893582;0.027219038;0.022724278;0.030245863;0.06102765;0.099355735;0.12107619;0.11798369;0.090470195;0.054706085;0.034233503;0.038935956;0.047628384;0.04718338;0.030688679;0.008286314;-0.00094626524;0;0;0;-0.00014750607;0.0006512532;0.009663039;0.03342821;0.07183934;0.11488828;0.14665718;0.14752275;0.11605202;0.06781382;0.028249912;0.007275664;0.0041412986;0.0047201915;0.002827662;-0.00027460232;0;0;0;0;0;0;0;-0.0001335904;0.0009812531;0.005663278;0.0152467955;0.029049546;0.045536824;0.060692973;0.07907597;0.080586806;0.072938755;0.050893165;0.027979234;0.008972821;0.0045643384;-0.0015251569;0.00008906026;0;0.000055662655;-0.0007236145;-0.0003451085;0.010965545;0.02109615;0.02532651;0.019760244;0.0078094723;0.007719298;0.036406722;0.08213248;0.13678542;0.15435813;0.12631528;0.0720542;0.023181273;-0.003604714;0.009217736;0.032740775;0.070647046;0.12256918;0.15605526;0.16203178;0.14536916;0.11222427;0.07273439;0.04478896;0.017154675;0.0071003283;0.0230115;0.0537256;0.07572348;0.08054386;0.062030464;0.03455538;0.014305304;0.0048537836;-0.0010186266;0.0038128924;0.018749965;0.043922294;0.07011381;0.08821808;0.09182669;0.07681447;0.052080765;0.026299492;0.0073318854;-0.00083939295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
