;meta[fps=30]
;meta[frames=46]
jaw_open_a;0;0;-0.011977144;-0.0005942867;0.043199997;0.115200005;0.18249142;0.18541715;0.12397714;0.052068572;-0.00068571453;-0.013257143;0;0;0;0;-0.008533333;0.009081906;0.031177146;0.041020952;0.027702859;0.030384762;0.035009526;0.07406857;0.09984762;0.09040001;0.062460955;0.077984765;0.07776;0.07149714;0.046994288;0.0076380954;-0.020502856;0.016457142;0.031055238;0.035474285;0.029714286;0.0038095238;-0.002285714;0.031085715;0.06155429;0.06976;0.056114282;0.020205714;0.0031771422;-0.00608;0.00013714287;-0.00009142857;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;0;0;0;-0.00608;0.0023542854;0.01881143;0.05594286;0.061965715;0.070327625;0.06731429;0.05491429;0.036213335;0.029942859;-0.009554286;0.0019504754;0.028342858;0.05773714;0.08187429;0.094009146;0.08152343;0.086772576;0.09687658;0.099344;0.074014865;0.03354652;0.034697592;0.11640777;0.26033282;0.37212315;0.37205487;0.2762652;0.16982248;0.099314295;0.06455406;0.047024764;0.018605713;-0.0021485717;-0.0052419044;0.00018285715;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;-0.00096185075;0.008867857;0.026641738;0.040124822;0.039561838;0.024618799;0.021277133;0.051307295;0.09624694;0.12400528;0.113384835;0.07076234;0.034701057;0.027692808;0.04888597;0.06674749;0.0628464;0.040180173;0.023159565;0.030909076;0.051883165;0.056248304;0.05366108;0.060692903;0.09523755;0.15140402;0.19058768;0.17782632;0.1332009;0.089043334;0.05884332;0.04342451;0.031174267;0.011755953;-0.0012404821;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0030630366;0.027767714;0.08907138;0.14204477;0.14857158;0.10587515;0.051375996;0.04428521;0.07956452;0.11566541;0.11716831;0.08477741;0.043331947;0.012023135;-0.0028583573;0.014943038;0.028130317;0.034991138;0.043521836;0.07402338;0.11731263;0.17209066;0.18761219;0.16411936;0.12883718;0.109847195;0.106640905;0.116347075;0.116694175;0.09558631;0.06268907;0.05543894;0.05537679;0.057098556;0.04503904;0.01951374;0.013774122;0.042141806;0.07539507;0.085507385;0.07076115;0.0357402;0.0130894715;-0.001084229;0.00014313254;-0.000014313255;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;-0.0020277111;0.019863617;0.044832293;0.057547238;0.047869883;0.024650605;-0.0011530123;-0.0021628921;-0.000015903614;-0.0019243377;0.019418316;0.038645793;0.048187952;0.038407236;0.01908434;-0.0020992777;0.000015903615;-0.00003180723;-0.00038168684;0.0057571093;0.033556636;0.055662666;0.061228927;0.044736877;0.015325787;-0.005767713;0.027857834;0.057544585;0.071513265;0.057226516;0.026108436;-0.0012086751;0.011641448;0.06745255;0.14909111;0.19264579;0.17224678;0.10154989;0.024788434;-0.004431808;0.00012722892;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;-0.0005407624;-0.0010815248;-0.0021630495;-0.0032445742;-0.005407624;-0.0064891484;-0.008111436;-0.0064891484;-0.005516047;-0.0034614212;-0.0025967436;-0.001732066;-0.0016249977;-0.0013010825;-0.0016263532;-0.0013010825;-0.0013973083;-0.00053127523;0.0031840387;0.0076447646;0.014750121;0.02397245;0.038040858;0.047974717;0.056502223;0.046126094;0.037012186;0.022630706;0.014694555;0.007503814;0.0033792008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;-0.0015585545;0.012722894;0.056553263;0.1265928;0.18829884;0.19529644;0.14364146;0.07093013;0.017430363;-0.00206747;0;0;0;0;0;0;0;0;0;0;-0.0017334943;0.01614217;0.046072777;0.07244098;0.07498556;0.05431085;0.020690605;0.0040554223;-0.00044530124;-0.00097012066;-0.001653976;0.017062353;0.060987823;0.13425325;0.21454392;0.2657749;0.24474712;0.17246854;0.093122676;0.039256968;0.01983356;0.01745422;0.008488555;-0.0012603618;0.0002703615;-0.000019879519;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0.00007792773;-0.0016921449;0.005555134;0.036459044;0.0615629;0.06785279;0.04950637;0.019237015;-0.002014988;0.000055662655;-0.0006456868;-0.0022710364;0.020873496;0.041223764;0.059451055;0.07285908;0.08930183;0.10038762;0.1062322;0.07831181;0.037297327;0.008179071;0.01080635;0.028744198;0.05255056;0.06658256;0.059798956;0.05476371;0.049847767;0.040055778;0.047949113;0.050622217;0.04091447;0.0325441;0.013600242;0.010720629;0.03244762;0.07719298;0.12683293;0.14349835;0.11546662;0.06745201;0.016453879;-0.0029983618;0.00008906026;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0.00007792773;-0.0016587473;0.0052990853;0.03501181;0.059169408;0.065236636;0.04761384;0.018491136;-0.0019370605;0.00004453013;-0.00051209645;-0.0018925307;0.01692145;0.033197217;0.05094637;0.0669043;0.086567685;0.09957215;0.1032932;0.07486627;0.035167854;0.007176402;0.011174466;0.029961359;0.053900007;0.061433025;0.05034873;0.02721904;0.0099079525;-0.0030837117;0.015585543;0.031839043;0.039297834;0.03130468;0.013013929;0.010041543;0.030725792;0.0729923;0.11980089;0.13533448;0.108735144;0.06332926;0.0154;-0.0028759036;0.00008906026;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009240001;0.008064406;0.029403245;0.054504324;0.067695074;0.072784506;0.072909735;0.083047576;0.09635708;0.100092046;0.090365544;0.08446345;0.071821526;0.05352428;0.043039296;0.037635386;0.036133416;0.04848218;0.047758564;0.0361362;0.025044486;0.011659471;-0.0011837593;-0.0008683375;0.008744605;0.016743328;0.020595182;0.016058678;0.007737109;-0.0012579762;0.00017255424;-0.000011132531;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009240001;0.008058283;0.029464474;0.05462678;0.06787412;0.07267317;0.07221116;0.08168885;0.09468997;0.09859749;0.08919106;0.08350141;0.071006075;0.052934263;0.042600486;0.03734222;0.035808723;0.0479441;0.047127716;0.035553593;0.024602894;0.011436819;-0.0011614942;-0.0008488556;0.008549785;0.016353691;0.020108137;0.015669039;0.00754229;-0.0012384942;0.00017255424;-0.000011132531;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;-0.000158082;0.0016721067;-0.00026718128;0.024157595;0.08248093;0.12365572;0.14244519;0.125428;0.08062626;0.0475117;0.04682064;0.04483182;0.06485785;0.10632793;0.12068945;0.12218261;0.12570076;0.1499719;0.18877159;0.22985338;0.22156246;0.1815599;0.13816363;0.121202655;0.13387983;0.16348511;0.19528243;0.20588143;0.19293793;0.15386552;0.09906981;0.060781956;0.039755385;0.03031583;0.023333786;0.0087390365;0.021029351;0.062998995;0.13523799;0.20507236;0.21947785;0.16736649;0.09356891;0.022699228;-0.0041413014;0.00012245784;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;-0.00016698801;0.0017589405;-0.00012691146;0.024948008;0.08469631;0.12672608;0.14676239;0.13098094;0.08670461;0.052467067;0.050981432;0.04630465;0.0635495;0.1081147;0.12641323;0.12936892;0.13258623;0.15447;0.18932633;0.2304898;0.22238716;0.18141593;0.13753279;0.12343714;0.13959454;0.1717079;0.20691147;0.21940747;0.207971;0.1698212;0.11218669;0.066883974;0.040388267;0.027927905;0.021519184;0.008004291;0.021513617;0.06414194;0.13776138;0.20918399;0.2240051;0.17092146;0.09555793;0.023137111;-0.0043268437;0.0001335904;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;-0.0015162509;0.012359337;0.05476315;0.12680623;0.20098951;0.24359277;0.24319163;0.20517942;0.14388278;0.0807565;0.045672137;0.031646077;0.040729485;0.06612725;0.074621364;0.064301506;0.0450682;0.01911456;0.015863115;0.033753835;0.051058806;0.054676317;0.055994965;0.06624135;0.07805204;0.066541925;0.05566648;0.05409617;0.08187491;0.1328145;0.16173214;0.1781654;0.17871343;0.16716577;0.13552889;0.090889774;0.03873286;0.010979461;-0.001653181;-0.0005287953;0.000047313264;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;0;-0.0016542942;0.013526027;0.059409868;0.13685444;0.21594605;0.26049563;0.25823092;0.21624479;0.15055934;0.08389143;0.04872803;0.037301406;0.050123487;0.07729689;0.08421389;0.06969893;0.04783649;0.021433836;0.01849225;0.03640709;0.052731927;0.0552194;0.05642849;0.06795158;0.08043997;0.06888394;0.056812074;0.057790715;0.094160505;0.15805799;0.1975288;0.21087281;0.19643176;0.16904071;0.12904085;0.08457139;0.03745819;0.0111353155;-0.001653181;-0.0005287953;0.000047313264;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;-0.00007124822;0.00074587995;0.000026717908;0.010435635;0.035078607;0.053057656;0.053888142;0.03708247;0.012138914;-0.0013203184;0;0;0;0;-0.0009796628;0.00870063;0.029181706;0.05899407;0.085751124;0.08865949;0.06555114;0.036515262;0.017815392;0.023893196;0.050001767;0.079517454;0.10149864;0.10727085;0.09615168;0.07134283;0.04192697;0.029747609;0.0258271;0.024287099;0.01922217;0.0077742175;0.009737254;0.03222868;0.06511417;0.093680255;0.09601809;0.06996796;0.037305113;0.0090730125;-0.0017366748;0.000055662655;0;0;0;0;0;0;0;0;0;0
