;meta[fps=30]
;meta[frames=55]
jaw_open_a;0;0;-0.0068266676;0.010636192;0.019885717;0.022704765;0.008121907;0.015908573;0.033493333;0.06593219;0.089898065;0.11037989;0.10974357;0.117175795;0.10107066;0.05105098;0.02752671;0.022706287;0.025707886;0.029059049;0.017462859;-0.008658287;-0.0026483806;0.020899052;0.043169532;0.08036115;0.08707963;0.06332495;0.024758855;0.019929906;0.003288382;0.031940572;0.061120003;0.08578286;0.09882516;0.10699886;0.08860343;0.101211436;0.094710864;0.07349944;0.046820577;0.0067382874;-0.01186743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.0068266666;-0.00021333425;0.027291428;0.059413336;0.08129525;0.11012572;0.12835048;0.12692907;0.13833784;0.13883887;0.12446081;0.12113007;0.10042607;0.047857374;0.029911773;0.0022866258;0.021362286;0.06880458;0.11020802;0.10157258;0.10047086;0.05533715;0.051356956;0.05942858;0.069225155;0.0528701;0.059282284;0.06610819;0.08393448;0.09935468;0.091701336;0.09172952;0.098918095;0.10496304;0.09962667;0.07998781;0.039661713;0.014070858;-0.00013714319;-0.004553143;0;0;-0.015181715;0.007933714;0.05273143;0.10444801;0.15647314;0.18144687;0.1396526;0.09169372;0.039483435;-0.00074742537;-0.01082743;-0.002098286;0.0007680001;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;-0.0006870362;0.0065713744;0.016396629;0.026193256;0.030916631;0.027242895;0.01653658;0.009084146;0.002687711;-0.00030216874;0;0;0;-0.0001622169;0.0016221689;0.0032443379;0.0040554223;0.0032443379;0.0016221689;-0.0001622169;0;0;0;0;0;0;-0.00068131095;0.006813109;0.013626218;0.017032772;0.013626218;0.006813109;-0.00068131095;0;-0.00016794221;0.0016794221;0.0028244825;0.00954217;0.014046075;0.0150384605;0.010595625;0.004478459;-0.0021501693;0.011196147;0.023155665;0.028944582;0.023232004;0.0109671345;-0.0011068917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0013215906;0.012352338;0.03395581;0.059676733;0.087764114;0.09329856;0.073322035;0.045272823;0.01639822;-0.0017509882;0;0;0;-0.0013168195;0.011507858;0.041172437;0.08147821;0.12399395;0.16121198;0.1566388;0.12644151;0.090176255;0.066525616;0.08142871;0.1033751;0.10255256;0.090914935;0.09216304;0.09394504;0.11581331;0.13345487;0.14424087;0.1497677;0.14104472;0.11010376;0.09116113;0.082394734;0.081854165;0.0754299;0.05673011;0.027444715;0.010663376;-0.0041644415;0.027367659;0.08734162;0.16229941;0.22522335;0.24856754;0.2083695;0.14277901;0.07023014;0.016744364;-0.0030551637;-0.0016961206;0.00015028917;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;-0.0016963858;0.016963858;0.033546027;0.046242423;0.04140242;0.026187958;0.0055397605;0.003498796;-0.00054072303;0.000015903615;0;0;0;0;0;0;0;0;0;0.00015744581;-0.0027757112;0.007845783;0.026286025;0.084061205;0.15549496;0.21029459;0.207996;0.17933978;0.14124797;0.14056677;0.13345256;0.11950243;0.08033447;0.0443308;0.018935908;0.009128676;-0.0027831339;-0.00047710884;0.00027990364;-0.000019084337;0.00022265063;-0.002555181;-0.0041720495;0.021596845;0.14663875;0.37657985;0.64474326;0.8312881;0.8628853;0.7760432;0.5974996;0.39122775;0.1982982;0.061718747;-0.0068715545;0;0;0;0;0;0;0;0;0;0
jaw_up;0.020230021;0.024056468;0.032540612;0.025886115;0.022425598;0.013024374;0.00902174;0.0068080937;0.007530918;0.0097581195;0.015965367;0.025818357;0.032974314;0.039439064;0.032310218;0.02610297;0.015965367;0.010422213;0.0053534126;0.0024395299;0;-0.0002703812;-0.0005407624;-0.0010815248;-0.0016222871;-0.002703812;-0.0032445742;-0.004055718;-0.0032445742;-0.002703812;-0.0016222871;-0.0010815248;-0.0005407624;-0.0002703812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.0019402413;0.017700724;0.054740254;0.09150337;0.11970017;0.13405286;0.13080916;0.12296359;0.09835434;0.05813599;0.024246655;0.005332165;-0.0006612725;0;0;0;0;0;0;0;0;0;0;-0.0003657832;0.0021628924;0.020764824;0.052436348;0.08938257;0.11658199;0.119653516;0.1011364;0.07237205;0.041330315;0.017328579;0.0049969163;-0.0005725302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.00096853025;0.008861496;0.026651282;0.050274514;0.05900242;0.049873747;0.026139185;0.007954417;0.0035748787;0.020312194;0.053212833;0.10963428;0.1602873;0.17687611;0.18856527;0.16554944;0.12436308;0.07749912;0.03213962;-0.00738124;0.027695145;0.08126748;0.12447099;0.14907202;0.16345155;0.15951769;0.16120237;0.15551034;0.14713497;0.14240362;0.12901416;0.11258181;0.09669976;0.08998797;0.118417114;0.15256764;0.16811162;0.19309786;0.20375356;0.20760132;0.20307074;0.1824622;0.13013484;0.08317615;0.054180916;0.06608994;0.09442001;0.124033645;0.12869178;0.115652524;0.088989556;0.058217853;0.029503439;0.009187679;-0.0010228014;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.0010241929;0.009362459;0.028432485;0.05169947;0.058946755;0.048092533;0.0235787;0.006149388;0.0032420168;0.01803114;0.044491388;0.09320824;0.13729362;0.15392484;0.16404141;0.14294204;0.10465938;0.06473567;0.026197629;-0.0063863625;0.026509527;0.07747872;0.12161549;0.1491221;0.16502123;0.16472435;0.17225274;0.17153563;0.16574484;0.15620519;0.13329127;0.10817445;0.08707291;0.07755702;0.10531561;0.14052966;0.15950656;0.18018153;0.18270339;0.17657903;0.16734979;0.14843005;0.10611252;0.06811996;0.046189427;0.05927015;0.08628491;0.113186106;0.11753447;0.105786875;0.081485115;0.05337269;0.02704871;0.008392815;-0.00093513256;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;-0.00019481932;0.0020149883;0.0032284344;0.0035345792;0.0008349399;0.013314507;0.038301475;0.06571489;0.08684332;0.10152914;0.10643146;0.11155354;0.106938556;0.08666743;0.06462502;0.04325089;0.024680823;0.01101564;0.0031477236;-0.00075701217;0.0000333976;-0.00044530124;0.0033026508;0.020409642;0.034139764;0.037665065;0.027460245;0.010661254;0.001347036;0.021188919;0.053282153;0.08300787;0.09909251;0.089013875;0.059069216;0.029714584;0.009679737;-0.0012468431;-0.001174482;0.00010019278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
