;meta[fps=30]
;meta[frames=45]
jaw_open_a;0.00082285714;-0.0024838096;-0.010986666;0.0047131414;0.03680076;0.09496533;0.116669714;0.09821105;0.04891505;0.009101715;-0.013897143;0;0;0;0;-0.002712381;-0.00568381;0.016;0.039481908;0.068784766;0.09526095;0.08611049;0.060914297;0.05891048;0.059146665;0.084175244;0.10352763;0.08886858;0.06308572;0.040106673;0.018651431;0.013424764;-0.009065144;0.00033904825;0.0598842;0.14633144;0.16719088;0.15885104;0.10348344;0.054155428;0.037886478;0.044754285;0.01472;0.005653334;0.0021942859;-0.0005485712;-0.00073142874;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0.0003657143;-0.0049371426;-0.0034438106;0.014015998;0.05794743;0.07318248;0.07293257;0.056999628;0.05084648;0.06033981;0.08793905;0.092068575;0.094278105;0.07564191;0.043916192;0.03172572;0.039405715;0.04752762;0.053561904;0.02665143;0.010407619;0.023359999;0.0597181;0.086171426;0.07599238;0.055238098;0.042514287;0.02250667;0.012038096;0.0095542865;-0.0053942865;-0.00013714287;0.00022857144;-0.00009142858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0.000047710855;-0.0007951809;0.0012913736;0.013257575;0.03832454;0.05451124;0.052944727;0.03887798;0.030394996;0.03864611;0.06238035;0.07734184;0.09251071;0.11563711;0.1388195;0.15317094;0.150057;0.12766089;0.093748;0.05811372;0.03112656;0.016069014;0.010525013;0.0084448205;0.0037214463;-0.0011736869;0.0000667952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0.000114506045;-0.0021565305;0.005930459;0.0337831;0.08422397;0.13562764;0.15274152;0.12288885;0.07001568;0.023382135;0.0015315183;-0.00034351813;0;0;-0.00052959047;0.004212868;0.021422172;0.034900486;0.037667714;0.02695663;0.010300772;-0.0018511809;0.006235808;0.028154172;0.062820874;0.102244355;0.13551313;0.15401064;0.15636754;0.13998841;0.10337509;0.059996385;0.020652115;0.037335172;0.08526024;0.11950136;0.10785276;0.090378664;0.072022386;0.07962606;0.07325619;0.042128675;0.004432338;-0.0036498797;-0.0008015424;0.00031489145;-0.000019084328;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;-0.0007527713;0.0060857846;0.027407235;0.066095434;0.1130111;0.14817397;0.17400146;0.1714834;0.13927859;0.09082555;0.06567133;0.049995672;0.05197832;0.03986507;0.01764241;-0.00180241;-0.00041349404;0.00426217;0.0069975914;0.0077927723;0.0050891573;0.0015903617;-0.0016857835;0.00012722892;0;0;0;0;0;0;-0.0050812056;0.046369646;0.14272435;0.24719787;0.29777136;0.26694223;0.16540556;0.081688926;0.027476147;0.003885782;-0.00058048184;0;0;0;0;0;0;0;0;0;0
jaw_up;0.22041015;0.21495442;0.16748253;0.12402433;0.07816253;0.04817529;0.02465416;0.015091879;0.008694888;0.008863624;0.0055567054;0.0039032474;0.0006505407;-0.00067764736;-0.0016263532;-0.0015992473;-0.0015450355;-0.0008673883;-0.00048790593;-0.00024395296;-0.00005421177;0;0;0;0;0;0;0;0;0.00091256475;0.0031488005;0.007612237;0.014280283;0.024377225;0.036177322;0.049161036;0.057125654;0.058191817;0.051171392;0.03964687;0.027286591;0.016995389;0.0092114825;0.0042330357;0.0014591999;0.0002891294;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0.00011132532;-0.0012987953;-0.0018130124;0.013510122;0.047949404;0.091143616;0.11950772;0.11148435;0.073782176;0.033628196;0.0077132545;-0.0009383135;0;0;0;-0.00043469877;0.002804337;0.022208076;0.059063382;0.102076046;0.13107894;0.1226593;0.08431701;0.040788803;0.010663375;-0.001244458;0;0;0;0;0;0;-0.0021167712;0.017668918;0.074576825;0.15036075;0.18473643;0.15980749;0.08780228;0.023966752;-0.0027465548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;-0.0012839519;0.012824678;0.025961066;0.030294124;0.031034715;0.025109425;0.015324393;0.014036268;0.008010785;0.0006871556;0.009017349;0.028620627;0.045755822;0.05624675;0.06058509;0.06971563;0.08826984;0.09664596;0.07891407;0.044728287;0.012652123;0.002560482;0.0068019754;0.026686532;0.070647046;0.12347833;0.19165581;0.27145192;0.32541686;0.33031702;0.26934415;0.15889274;0.06265759;0.012464722;-0.00507161;0.020083088;0.03865401;0.08442913;0.13802114;0.186212;0.1953214;0.17756388;0.11040688;0.054584656;0.018257352;0.0025159507;-0.0003803614;0;0;0;0;0;0;0;0;0;0
corner_left_tight;-0.0010538796;0.0105239535;0.02131954;0.025159337;0.025072318;0.019585833;0.009957121;0.008033976;0.0030825976;-0.0025532462;-0.0010019278;-0.00023155668;0.002700752;0.011778218;0.029367618;0.056130227;0.08567597;0.09261376;0.07558544;0.04274892;0.012251351;0.0019593253;0.005618218;0.022003446;0.05777228;0.10225232;0.15869424;0.22414052;0.26743865;0.27048153;0.21954651;0.12973666;0.051055633;0.010144331;-0.004554319;0.01934834;0.0371975;0.08042884;0.13067737;0.17562757;0.18382296;0.16717352;0.10399826;0.051471263;0.017277688;0.0024046258;-0.0003618072;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0.00008906026;-0.0014657835;0.0025419286;0.022394942;0.051202226;0.08531601;0.10660884;0.09815182;0.067927;0.03501181;0.0075144595;0.004119037;0.022536697;0.05018322;0.07545629;0.08977274;0.08573163;0.06643895;0.041595593;0.019724622;0.004608868;-0.0011318075;0.0046496876;0.021404149;0.0465043;0.072618246;0.0793141;0.062285036;0.034028437;0.010991519;-0.0008238067;-0.0002738602;0.00025827475;-0.00002003856;0;0;-0.0010650122;0.010171424;0.026109498;0.036032297;0.032262076;0.018591328;0.0019593257;-0.0017218315;-0.00046014463;0.000092771064;-0.000003710841;0;0;0;0;0;0;0;0;0;0
