;meta[fps=30]
;meta[frames=32]
jaw_open_a;0;0;0;0.0004571429;-0.00050285726;-0.004461715;-0.005183999;0.007469715;0.045184005;0.063606866;0.06068115;0.037641145;0.007524573;-0.0098560015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.0063390476;0.0026819047;0.020845715;0.04483047;0.07264;0.10756572;0.0992762;0.07629715;0.040822856;0.0063238093;-0.011184762;0;0;0;0;0;0;0;0;0;0;0;0;-0.010148572;0.0030019055;0.048777148;0.07218286;0.07321905;0.051885717;0.008182858;-0.012220954;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;-0.0009796628;0.009109591;0.026062846;0.041941017;0.047430947;0.04297157;0.028251184;0.017888388;0.009459471;0.0031361931;-0.0003435181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0017128196;0.015806606;0.046456058;0.07855115;0.09555529;0.093250856;0.06744406;0.04364589;0.021646414;0.006149929;-0.0007013496;0;0;0;0;0;0;0;0;-0.0013740725;0.011960157;0.043111518;0.089148685;0.13856664;0.17917809;0.20174056;0.18672976;0.13791776;0.07305104;0.021923136;-0.0024571088;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;-0.0037214465;0.035518076;0.091472305;0.12636484;0.113260254;0.0654964;0.0072785555;-0.005751808;-0.0013518075;0.00046120468;-0.000026506012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.009380896;0.019800847;0.037875958;0.060888853;0.09587803;0.11971314;0.136765;0.111242555;0.08771917;0.053787112;0.034560006;0.017429085;0.0074834838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0014138316;0.013169786;0.0370936;0.062575966;0.07747129;0.07792772;0.05870184;0.039776538;0.019838171;0.0054104105;-0.00062342186;0;0;0;0;0;0;0;0;-0.0026116923;0.02336273;0.07784979;0.138983;0.16613077;0.14180063;0.08571381;0.041464224;0.019487495;0.011259443;0.0059559043;-0.00059559045;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0014249642;0.013225447;0.03780608;0.06457982;0.080933504;0.082380734;0.062865414;0.04261533;0.021218605;0.005800049;-0.0006679519;0;0;0;0;0;0;0;0;-0.002589427;0.023398355;0.07512678;0.13034636;0.1517698;0.12609817;0.073378965;0.035399225;0.017738575;0.0108386325;0.005677591;-0.0005677591;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;-0.0011577833;0.01114589;0.027432786;0.038024276;0.03468897;0.020250076;0.0022265075;-0.002035027;-0.001556328;-0.0006501399;0.0000667952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;-0.0011466509;0.011036791;0.027190095;0.03768362;0.034321595;0.019949498;0.0020595186;-0.0021441253;-0.0015986316;-0.0006456868;0.0000667952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
