;meta[fps=30]
;meta[frames=14]
jaw_open_a;0.037691433;0.044525716;0.040491432;0.019108573;0.012468572;0.0053485716;-0.00904;0.009028573;0.030377144;0.038720004;0.035908572;0.021531431;-0.0044114282;-0.0024228573;0.00013714287;-0.00009142858;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0.020879999;0.017554287;0.008885714;-0.0054857144;-0.0020057142;0.00050285715;-0.008753143;0.006704;0.033334855;0.047268577;0.07829028;0.079085715;0.04965486;0.030646857;0.011858286;-0.010514286;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;-0.000033397602;0.000333976;0.000667952;0.00083494;0.000667952;0.000333976;-0.000033397602;0;0;0;0;0;0;0;0;0;0
jaw_front;0.09775953;0.11910239;0.11375459;0.07932407;0.048863664;0.02218197;0.0046131625;0.0035428891;0.025772449;0.060201555;0.097430326;0.10661943;0.08414476;0.04413349;0.013463047;-0.0015028917;0;0;0;0;0;0;0;0;0;0
jaw_back;0.0020084006;0.0010110168;0.000113597955;-0.0006043373;0.00040667836;0.00013177293;-0.0005638969;0.0029676154;0.032246176;0.10184359;0.19365834;0.23311521;0.19970806;0.11273437;0.032977737;-0.0037087232;0;0;0;0;0;0;0;0;0;0
jaw_up;0.0013932424;0.00017347743;0.0024347869;0.0048045195;0.01049879;0.017498208;0.030368086;0.039252043;0.049384225;0.04047994;0.03350288;0.020394472;0.0135637885;0.0069851885;0.0033421565;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0.0025962652;0.0010973494;-0.00023855429;-0.0010854217;0.0002226506;0.00043734946;0.00015108437;-0.000015903615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0.19283633;0.26219338;0.27466044;0.21215127;0.12994726;0.05729218;0.009217179;0.037072446;0.107079364;0.1678051;0.18079232;0.13985799;0.065083005;0.02397502;0.0051721735;-0.0006523663;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0.15746547;0.21401598;0.22403526;0.17287847;0.105763234;0.04654651;0.0066032615;0.038454827;0.108237155;0.16662061;0.17567135;0.13228787;0.057771157;0.020154336;0.0042815707;-0.0005454941;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0.012939185;0.0099477125;0.0044371095;-0.0012118561;-0.00036101218;0.000111325295;-0.0000063614443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0.0127403885;0.009788675;0.004357591;-0.0012039044;-0.00036101218;0.000111325295;-0.0000063614443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0.21620071;0.29288298;0.3059359;0.23560195;0.14435273;0.06359459;0.014613674;-0.0011360748;0.011557796;0.037338518;0.08830324;0.11765973;0.11176171;0.07090533;0.026208205;-0.002783133;0;0;0;0;0;0;0;0;0;0
corner_left_out;0.26038992;0.35361928;0.3700732;0.28553832;0.17489764;0.077042684;0.017032772;0.005513942;0.028439162;0.059269592;0.10484619;0.12355998;0.106983624;0.06618068;0.024520515;-0.0026050124;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;-0.0010308725;0.009830026;0.025226315;0.03670396;0.04037769;0.03279644;0.017894434;0.009763232;0.0040522423;-0.00042303628;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;-0.0007681447;0.0077549214;0.014372097;0.019880475;0.022788294;0.020895762;0.013971328;0.01091656;0.0038852529;-0.00041413016;0;0;0;0;0;0;0;0;0;0
corner_right_up;0.063897945;0.086140744;0.089735165;0.06893264;0.042414945;0.01869013;0.0034098942;0.00727344;0.030184746;0.06491602;0.097843826;0.103209704;0.07802569;0.041197047;0.011482093;-0.0013114123;0;0;0;0;0;0;0;0;0;0
corner_left_up;0.026681896;0.035462677;0.03666778;0.02797327;0.017433545;0.007700929;0.0006423471;0.009860083;0.03501181;0.07015944;0.10068262;0.10280892;0.075146824;0.039444786;0.011121399;-0.0012668822;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_in;0.006984869;0.0045683146;0.0013359039;-0.0015076629;-0.000083494;0.00033874708;0.00011450605;-0.000011927714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_out;0.05713034;0.079253174;0.08444139;0.066416234;0.04091001;0.018117854;0.0025921992;0.0147778215;0.042634413;0.06660434;0.06988685;0.05194757;0.021611106;0.006206226;0.00064886693;-0.00011450598;0;0;0;0;0;0;0;0;0;0
