;meta[fps=30]
;meta[frames=59]
jaw_open_a;0;0;0;0;-0.0031390477;-0.0046171425;0.01328762;0.047009524;0.08356573;0.08880762;0.06479238;0.025645716;-0.0007923809;-0.007817144;0.0004571429;0;0;0;0;0;-0.005851429;0.009325715;0.01673143;0.01883429;0.015634287;0.007131429;-0.006674286;-0.0040106676;-0.0015420949;0.026249148;0.028574482;0.048176765;0.083958864;0.09640839;0.0977524;0.09572573;0.06409143;0.06363429;0.089892566;0.086875424;0.072950855;0.07187658;0.09915309;0.15027353;0.20210014;0.20746197;0.16552322;0.10800275;0.050802287;0.012688455;-0.0020342856;-0.0052342857;-0.0033108566;0.011993143;0.05489943;0.07434744;0.07033715;0.042868573;0.009478859;-0.011616002;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.009417143;-0.001417143;0.046140954;0.07797333;0.10959238;0.11494095;0.07619047;0.031603806;0.017478094;0.013638096;0.04545524;0.07867428;0.09929904;0.102400005;0.10139429;0.09539048;0.14125715;0.15922287;0.1348343;0.10331429;0.05641143;0.0021028533;0.004284952;0.0079542855;0.022532575;0.054421335;0.07373867;0.08935315;0.08081525;0.086579815;0.08350476;0.08016762;0.08431239;0.08798476;0.07555353;0.06620344;0.057657905;0.048862476;0.043245714;0.029074285;0.008374857;-0.0085577145;-0.0062628575;0.009394286;0.018788572;0.02192;0.018788572;0.009394286;-0.0062628575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;-0.0004103133;0.003250699;0.015642798;0.038184587;0.051273264;0.048346996;0.029870175;0.010025641;-0.0010782654;-0.0009971568;0.008826507;0.017796148;0.022352533;0.01793928;0.0077384617;0.010948687;0.035140634;0.062080957;0.07572587;0.06727786;0.04031702;0.018177675;0.0038041456;-0.0007920002;0.002050294;0.01728405;0.029844727;0.03376338;0.02483509;0.013381303;0.0061534275;0.010210122;0.009618508;0.0046184105;0.00505735;0.008626122;0.011832291;0.009923858;0.005419953;-0.0005343616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0012166267;0.010749254;0.036694415;0.07521615;0.11061999;0.13264094;0.12725915;0.10666953;0.07797862;0.066809505;0.06796649;0.06851756;0.05447625;0.029757258;0.0062405793;-0.0010878076;0.0016317109;0.019766606;0.053545885;0.094109654;0.122235194;0.11617354;0.08484326;0.05165081;0.03858138;0.057210088;0.10391423;0.15987189;0.20123866;0.20667768;0.17764658;0.14233099;0.12422474;0.12877636;0.13540626;0.13474213;0.12436387;0.113966346;0.10886662;0.11090697;0.11589872;0.12089191;0.122304924;0.10430299;0.0723213;0.038427513;0.012030291;-0.0013347112;-0.0013072774;0.011660532;0.040267956;0.060926754;0.061451577;0.041317597;0.012815134;-0.0014122411;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;-0.0028806753;0.027208969;0.072573505;0.11440531;0.115370125;0.081278086;0.024118362;0.012259569;0.03890024;0.07067568;0.073315665;0.050255425;0.01444048;-0.0049619297;-0.0021734943;0.00020674702;-0.0009738316;0.009849111;0.01836868;0.021302897;0.02184892;0.053399045;0.09934088;0.14580913;0.14280918;0.09763283;0.035495553;0.014204581;0.012402171;0.01849723;0.033307474;0.040774748;0.044406865;0.07132242;0.106225565;0.1432187;0.19030268;0.20008737;0.16364427;0.1079405;0.047030967;0.0059121693;-0.0030057838;-0.000011927711;-0.0025604824;0.02268651;0.07923182;0.1547422;0.20865546;0.20517257;0.14111279;0.06924435;0.017207714;-0.0026240968;-0.0020277111;0.0001749398;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.0018567533;0.0042285183;0.006735813;0.012102778;0.016331296;0.02162372;0.022369131;0.023216188;0.024327531;0.02888132;0.038991816;0.05259219;0.06351224;0.06866011;0.05761537;0.046673626;0.03297341;0.027699508;0.021992365;0.020326708;0.013695704;0.015830742;0.019433115;0.032181915;0.048545737;0.07762132;0.105143726;0.13807738;0.14338109;0.13614382;0.110713094;0.094155915;0.07671598;0.07027563;0.05796865;0.048812278;0.041300338;0.029157795;0.0203773;0.011106185;0.005780781;0.00258048;0.0011926588;-0.00026563773;-0.000040658873;0.000056922352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.00039228922;0.0026718075;0.018580727;0.05176097;0.08302218;0.08876869;0.06608483;0.030264584;0.00426747;-0.0019402413;0.00011132532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017016872;0.01529928;0.049921457;0.08977593;0.10098797;0.10106749;0.07622604;0.054899283;0.033783253;0.016014941;0.0005585353;0.032333165;0.09151799;0.16418862;0.21764497;0.2233154;0.17558976;0.108001776;0.047223248;0.011331804;-0.0007792774;-0.00019084342;0.000011927714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.0009827242;0.0066555836;0.04708505;0.12748837;0.21568537;0.27500045;0.25308022;0.19081642;0.15625252;0.17950186;0.23430824;0.28669235;0.262827;0.20037074;0.124626845;0.060398627;0.020331161;0.010787611;0.0050386772;0.018685957;0.05894212;0.12157606;0.16946256;0.17960966;0.1412953;0.09641515;0.08592125;0.13914552;0.18270713;0.18354762;0.14361338;0.10171424;0.06484737;0.06848733;0.0808259;0.114253186;0.1766755;0.24701677;0.28534088;0.28026518;0.22040741;0.1367486;0.07614206;0.07688907;0.13372788;0.18694639;0.19600493;0.16229463;0.12588333;0.11754646;0.15178372;0.19257528;0.21527229;0.1896321;0.1286456;0.059707385;0.015490918;-0.0018154377;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.00096741715;0.0064045466;0.04759325;0.13072935;0.22126466;0.27830496;0.2531178;0.17922413;0.12093066;0.112873666;0.13940343;0.17573072;0.17456831;0.13911211;0.08909921;0.03955111;0.008311549;-0.0018639571;-0.0017593113;0.009889398;0.047303986;0.104766406;0.14755355;0.15405458;0.118034154;0.083099894;0.07934267;0.1306514;0.16996036;0.16792868;0.12753429;0.08797595;0.05571202;0.05991529;0.06983437;0.09655987;0.1465969;0.2045677;0.23543227;0.23043229;0.1806738;0.11181744;0.06207166;0.062661685;0.109133884;0.15237097;0.16192734;0.13858545;0.1155234;0.116872646;0.15240657;0.19094796;0.21191108;0.18608528;0.12639709;0.0594288;0.015423567;-0.0018062535;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;-0.00039334947;0.0026977838;0.01877316;0.048007194;0.07807987;0.08792846;0.07124449;0.039286703;0.012776436;0.0028313738;0.014865641;0.025901688;0.029204339;0.021671329;0.009143519;-0.0009425543;-0.0007347471;0.007414266;0.01402699;0.017032774;0.013025061;0.0060115666;-0.001402699;0.00016476148;-0.0015552149;0.0037961937;0.007369736;0.027669908;0.061184395;0.08102404;0.08180518;0.07467331;0.06456869;0.07268875;0.088301025;0.07953971;0.056084953;0.028510412;0.0075886757;-0.0009306797;-0.0005477204;0.00023155678;-0.000015585554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
