;meta[fps=30]
;meta[frames=41]
jaw_open_a;0;-0.011337143;0.006674286;0.04118857;0.07486476;0.1050362;0.09965714;0.06585905;0.05548191;0.06651429;0.09792763;0.109699056;0.1065524;0.089325726;0.05712001;0.031283814;0.02066286;-0.0037485715;-0.01080381;-0.0023466668;0.034590475;0.06331428;0.09750858;0.09658298;0.076988086;0.06516769;0.07715441;0.080613025;0.10064806;0.0976797;0.11363529;0.11675299;0.100547925;0.067017145;0.030844081;0.00054857205;-0.0019200001;-0.0020114286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.014080001;0.014171429;0.048853334;0.067093335;0.091108575;0.073980965;0.044906672;0.050331432;0.04993524;0.04577524;0.06761143;0.07783619;0.09040762;0.07817143;0.040152382;0.014689524;0.028160002;0.05613714;0.088563815;0.10518857;0.10101355;0.10410994;0.1200379;0.1214535;0.12655936;0.11564214;0.11197521;0.09598042;0.067575954;0.037261065;0.014156407;-0.00085333345;0.023466667;0.052891437;0.059855245;0.049112387;0.026560005;0.001859049;-0.006339049;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;-0.0004230362;0.0032729644;0.018034702;0.02865514;0.041206274;0.06196845;0.08672242;0.1182927;0.148904;0.14965622;0.12036334;0.08368643;0.046708923;0.035943765;0.054110467;0.06729456;0.05953996;0.03892569;0.013667568;-0.0014663134;0;0;0;-0.0010400965;0.010105158;0.023826797;0.031250607;0.02686121;0.01464723;0.00058207236;-0.00096375914;0.0000667952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0019466028;0.017905883;0.053135578;0.09218214;0.12099234;0.13200162;0.13764581;0.14329477;0.14424421;0.1292654;0.1202886;0.09846088;0.07727011;0.04329044;0.01591634;0.0032371809;0.025759088;0.06016338;0.09323177;0.1060161;0.09417788;0.07420326;0.06467084;0.07053225;0.086314864;0.1000611;0.12989217;0.1583911;0.16794847;0.15054233;0.12215421;0.10055061;0.108494475;0.115980305;0.1004218;0.06665683;0.030258222;0.00677017;-0.00083016884;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;-0.0014843376;0.014737352;0.028859764;0.057809647;0.0729976;0.06997591;0.04460965;0.024597595;0.0011874698;-0.004140242;0.016078556;0.07115809;0.15246269;0.19025497;0.18739231;0.1504323;0.13114917;0.15706412;0.17666268;0.14388268;0.086801946;0.032061696;-0.006655664;0.031680003;0.07272724;0.094308436;0.07983615;0.04254218;0.00025445808;-0.002830844;0.00020674702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0.00044724712;0.00071830594;0.0014366119;0.0019787296;0.0034153415;0.0036050824;0.010666166;0.019254215;0.038684614;0.06160715;0.105636135;0.14611878;0.1953295;0.20614025;0.20896378;0.17553319;0.15213178;0.104448006;0.07346597;0.038323205;0.021418165;0.009075954;0.0044498825;-0.000474353;0.00034966602;0.0040252246;0.014862156;0.0321015;0.0587493;0.093003;0.13647541;0.17133358;0.18629603;0.16988611;0.13113284;0.09085621;0.05555351;0.031152792;0.013913449;0.004025223;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0016062654;0.015553738;0.03670025;0.053918563;0.07071809;0.070267476;0.052731093;0.035804346;0.015071329;-0.0015585546;0;0;0;0;-0.0007792773;0.006144097;0.032072295;0.05251905;0.05527567;0.04677784;0.046641372;0.0650879;0.10372429;0.13400614;0.15523294;0.1717636;0.17629676;0.14904991;0.09925008;0.046725586;0.0119269565;-0.00077397545;-0.000053012114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0019370605;0.016954847;0.060583238;0.117964014;0.16390425;0.17258391;0.13735689;0.10133202;0.06946329;0.045045935;0.02518735;0.023103714;0.020058965;0.02454909;0.017700724;0.0044585792;-0.0043620965;0.010620435;0.032668415;0.053703338;0.08402835;0.097571075;0.095110945;0.09166507;0.11085823;0.15278386;0.22206508;0.28468573;0.3255385;0.32638234;0.31147045;0.26677778;0.21989739;0.17523305;0.13508214;0.0849746;0.07374189;0.060505312;0.0536588;0.03895273;0.01784545;-0.0018146028;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0015808197;0.013815473;0.049628828;0.09679365;0.13622878;0.14565061;0.1188509;0.08956864;0.061900586;0.039238464;0.021780798;0.0156152295;0.010421905;0.01343882;0.009874555;0.0028629156;0.0035160244;0.02059147;0.04664345;0.06875451;0.09896821;0.11091341;0.106608085;0.09671265;0.107443355;0.13795741;0.19558746;0.24610846;0.27663895;0.27392775;0.25883362;0.22013567;0.1801657;0.14296238;0.1111472;0.071315;0.05767765;0.04211437;0.033475522;0.023022076;0.010353254;-0.0010575905;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0011466509;0.010319857;0.033408727;0.06033832;0.08262566;0.08645524;0.07610569;0.07644338;0.08803976;0.10352883;0.11432925;0.10770353;0.096416995;0.09212726;0.08075538;0.060455214;0.033614676;0.008816965;0.0060208435;0.03496357;0.064138226;0.08950184;0.08881651;0.07609874;0.06681591;0.07489682;0.08321202;0.09723647;0.10207112;0.107866235;0.09816195;0.07242804;0.038694356;0.012134885;-0.00097595167;-0.00016327719;0.000011132533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
