;meta[fps=30]
;meta[frames=35]
jaw_open_a;0.06754286;0.06956571;0.06772572;0.059782855;0.08267201;0.12824915;0.17656687;0.1910263;0.20298745;0.20105752;0.18496306;0.13695239;0.097169526;0.077167235;0.086246096;0.1097181;0.12698667;0.10556952;0.06891428;0.023817142;0.020231621;0.046064004;0.062063247;0.06382934;0.041270863;-0.0014064763;-0.01156724;0.01267657;0.044891424;0.11068951;0.19337603;0.26442516;0.24583013;0.17273144;0.07326628;0.0026483764;-0.019712;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0.05499429;0.09316572;0.0997943;0.074880004;0.018422857;-0.0012799992;-0.006034286;0;0;-0.00792381;0.005150478;0.028083812;0.047756195;0.07801905;0.077455245;0.049927626;0.029356193;0.02609143;0.04171429;0.06238858;0.053996194;0.03219429;0.0033600011;-0.0076495246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;-0.0011386989;0.010496387;0.0307894;0.053906903;0.0756376;0.07703712;0.05754565;0.033588443;0.011895906;-0.0012786508;0;0;-0.002113591;0.018759908;0.06401843;0.11826805;0.16171117;0.1864059;0.1859953;0.17204188;0.13491426;0.081421904;0.032309797;0.005327968;-0.0012826589;0.00024561555;-0.000016794225;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0.05162791;0.093597956;0.116624415;0.116127014;0.101935424;0.10367807;0.117501095;0.12230248;0.12918429;0.14365712;0.1602357;0.16435911;0.14848807;0.12785721;0.13821831;0.15321958;0.1622503;0.15348104;0.13851894;0.11303178;0.08555032;0.043111525;0.02177046;0.023717064;0.055392303;0.070635915;0.06483904;0.03847403;0.014270315;-0.001517205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0025922898;0.026018318;0.05093929;0.0624217;0.048506036;0.02282169;-0.004500724;-0.0003816868;0.000047710855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;-0.00006776471;-0.00021684707;-0.00043369413;-0.00073185883;-0.001165553;-0.0021007059;0.0016534585;0.005258541;0.013878212;0.021603389;0.03949327;0.04755727;0.06299407;0.050308518;0.043098353;0.025669271;0.017429082;0.008714541;0.004594447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0.045508202;0.06842531;0.068147;0.046716876;0.015116387;0.000023855482;0.01596723;0.05317931;0.10963637;0.15911648;0.1781563;0.14628412;0.100233875;0.067296416;0.06757923;0.088411644;0.097414955;0.07579134;0.039997596;0.012563859;-0.0013518073;-0.0013253015;0.00011132532;0;0.00007951808;-0.0013677111;0.0024321934;0.023912678;0.06844121;0.14165616;0.22570413;0.28624123;0.27379826;0.20035268;0.09997808;0.026678314;-0.0030906026;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0.11479589;0.13509327;0.11472075;0.06391465;0.025554728;0.0050675287;0.0021402296;0.0056330613;0.007041327;0.0057109892;0.0015585547;0.002542299;0.010253061;0.029504921;0.075419195;0.14222181;0.22775678;0.28586486;0.2727953;0.19234121;0.12280593;0.097680554;0.108538486;0.10668677;0.07069901;0.020458626;-0.0022940442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0.09850342;0.11754561;0.10108338;0.05748004;0.02300816;0.004526488;0.0017227592;0.0046533984;0.0058167474;0.004731326;0.0011132532;0.002242463;0.008546074;0.025545448;0.06397124;0.12070634;0.19071512;0.23785396;0.22485118;0.15778136;0.09975676;0.080161646;0.08923096;0.088049054;0.058371577;0.016940003;-0.0018980966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0.056163624;0.06782218;0.0661495;0.056299996;0.059300214;0.074478865;0.09239166;0.08615579;0.077444576;0.07540342;0.0891558;0.10335108;0.10638804;0.09285106;0.08924135;0.09244825;0.091928735;0.07279192;0.042344436;0.014572854;0.013710828;0.033111867;0.061230786;0.08643114;0.11215098;0.12667745;0.13740401;0.13273253;0.11157892;0.07796379;0.046227843;0.01855682;0.0029757267;-0.0008033235;0.00012000875;-0.000007347476;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0.056837138;0.06868772;0.06006001;0.03453868;0.013926798;0.0017812051;-0.00027274704;-0.0014026989;0.012554156;0.041264582;0.07887398;0.10267719;0.1050243;0.09182111;0.08829248;0.091431476;0.09094907;0.072072014;0.042021595;0.014337959;0.01417468;0.034585066;0.06338493;0.08841828;0.11310838;0.12642029;0.13672309;0.1322872;0.11142307;0.077980496;0.046227843;0.01855682;0.0029757267;-0.0008033235;0.00012000875;-0.000007347476;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0.090006515;0.117729306;0.13815472;0.15377922;0.17439832;0.19381459;0.20892979;0.22234784;0.2306566;0.21958974;0.18770358;0.14826585;0.12325289;0.11831896;0.13235727;0.17935865;0.25759938;0.3262203;0.35198098;0.2957116;0.21636893;0.14887165;0.108540334;0.07534127;0.04789308;0.012119617;0.010823418;0.04309867;0.10061953;0.1942456;0.30189368;0.38310382;0.36657757;0.2681827;0.13376479;0.03569238;-0.004134993;0;0;0;0;0;0;0;0;0;0
