;meta[fps=30]
;meta[frames=64]
jaw_open_a;0;-0.010011429;0.0069409525;0.03817143;0.06371049;0.07180191;0.058811434;0.021516193;0.0049676197;0.00045714297;-0.00044952412;-0.00071619044;0;-0.011062858;0.008304762;0.036068574;0.07060572;0.0999162;0.08308572;0.069056;0.09667505;0.12976459;0.16031086;0.14875428;0.08037486;0.02872686;-0.000850285;-0.014473145;-0.00036571352;0.014125716;0.04493714;0.079914294;0.10597716;0.108720005;0.096845716;0.08354286;0.081039995;0.10414058;0.12488367;0.13716845;0.12875155;0.12510309;0.09848595;0.09235155;0.10713097;0.14777784;0.18974507;0.20066655;0.17894769;0.16036451;0.17100163;0.16030082;0.1257981;0.05737601;0.0046262867;-0.0154880015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.011264001;0.008667429;0.04229486;0.0695223;0.07490744;0.04800915;0.024457147;0.0076982863;0.025787435;0.07181715;0.12451658;0.12629944;0.10473143;0.048914284;0.04285714;0.06907429;0.09536;0.07917714;0.033554286;-0.003657143;-0.0069485717;0;0;0;0;-0.0029866674;0.00039619242;0.015085714;0.022704761;0.023253333;0.016731426;0.0031390453;-0.0040838085;0;0;0;-0.009619201;0.0057312003;0.0353952;0.06449463;0.07798751;0.09095955;0.06569646;0.04548465;0.026176918;0.0075428584;-0.008380953;0;-0.014654694;0.008032654;0.05262368;0.10188409;0.13683592;0.14073469;0.10723264;0.07612081;0.0442253;0.018618776;0.0014955103;-0.005812245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.00011609641;0.0010496388;0.003048723;0.008052001;0.02076694;0.04569331;0.07198454;0.07979163;0.06386415;0.034033738;0.008594314;-0.0010076531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00027452823;0.0019337208;0.0124219;0.033408277;0.06475459;0.07916231;0.06975021;0.041610062;0.01410514;-0.0014430622;-0.0023330606;0.013025062;0.027338317;0.035139047;0.028626513;0.014828533;-0.0014742654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0006369399;0.004852194;0.026100222;0.06309998;0.09888026;0.11417969;0.104164705;0.07037112;0.07485834;0.14179428;0.24219173;0.29831973;0.28429702;0.1885843;0.11326795;0.08927893;0.09066732;0.07298757;0.084236376;0.12193747;0.19286823;0.24193841;0.2345692;0.18303266;0.14559397;0.11718191;0.09817175;0.07533925;0.0511019;0.030115087;0.0149707105;0.0023998555;-0.00032920486;-0.0010448676;0.009246363;0.031331714;0.0659114;0.08369848;0.0806977;0.06578701;0.06830858;0.06918383;0.072728366;0.06236113;0.054563988;0.06235613;0.08584089;0.1081209;0.13048995;0.15125476;0.1418853;0.10720628;0.056822192;0.017917333;-0.0019838172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0.00009542171;-0.0014313257;0.0009414945;0.023235187;0.075259104;0.16115771;0.24346848;0.26888242;0.21979116;0.13029833;0.046314515;0.0056521455;-0.0012722893;0.00003180723;0;0;0;0;0;0;0;0;0;0;0;0.00009542171;-0.0013200002;0.001749398;0.0049301214;0.007236146;0.0063614473;0.0037532537;-0.0003657832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;-0.00005421177;-0.0005737413;-0.00018522347;-0.00001807028;0.002683483;0.008303436;0.023053555;0.039723676;0.06761563;0.09325328;0.123196244;0.13464397;0.13282335;0.10326891;0.07563897;0.045483675;0.02726852;0.012793977;0.0046486594;-0.00028461177;-0.00009487058;0.0022497887;0.005068801;0.0097581195;0.015965367;0.025818357;0.032974314;0.039439064;0.032310218;0.02610297;0.015965367;0.010232472;0.0068171304;0.005366965;0.0062343534;0.009161789;0.016155109;0.019272285;0.025371108;0.020220991;0.017293558;0.010300237;0.0069933184;0.0034966592;0.0018432002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016062654;0.015553738;0.037214465;0.05033495;0.042669404;0.045624293;0.06915211;0.12039673;0.15461497;0.1424328;0.090587005;0.040853214;0.010006556;-0.0028244825;0.0049301214;0.011291569;0.0151879545;0.012722895;0.006933978;-0.0006838556;0;0;0;-0.0014193978;0.012327053;0.045380652;0.08848024;0.11968028;0.11373312;0.09414767;0.10390167;0.15347435;0.20982884;0.22313094;0.1703643;0.093089275;0.0318295;0.003249109;-0.0005645784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0011856147;0.009306797;0.04610538;0.10947175;0.16878588;0.20581046;0.1895369;0.13439749;0.08847581;0.0847631;0.107913196;0.16404676;0.21526976;0.23146017;0.22475466;0.19169106;0.1307516;0.0748262;0.03502072;0.0069800974;-0.0034301188;0.027602745;0.08017353;0.13123643;0.15581538;0.16387273;0.168677;0.204687;0.22206599;0.21220212;0.18617229;0.17298098;0.17674516;0.18652278;0.17664821;0.14857337;0.10519352;0.057360232;0.0196325;0.0021370277;0.015401159;0.03294116;0.039420433;0.03163295;0.015577473;0.0016889442;-0.0010965543;-0.0010575906;-0.00094626535;-0.00023749418;-0.00047498813;-0.0011726269;0.0021708435;0.01838776;0.055042412;0.09973873;0.1403298;0.16985913;0.1872423;0.18593237;0.15755713;0.104833454;0.048399474;0.0114108445;-0.0013756627;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.00096296385;0.0075367223;0.037627958;0.089733765;0.13891618;0.17030548;0.15814318;0.11325682;0.07518912;0.07149312;0.09004994;0.13585028;0.17749709;0.19010095;0.18573515;0.16089848;0.112527624;0.06630981;0.03165201;0.006323278;-0.0031109864;0.02442997;0.071573645;0.1182685;0.14347608;0.15769231;0.17000918;0.21020502;0.22561358;0.20818755;0.17124023;0.14818282;0.14480872;0.15383767;0.14680608;0.124092944;0.089358605;0.050585497;0.018623056;0.0007040205;0.012747859;0.02932865;0.037897363;0.03224827;0.016880255;0.001443778;-0.0010687232;-0.0012245787;-0.0012802413;-0.00066609675;-0.0006902171;-0.0010909884;0.0015158798;0.014800435;0.045014657;0.08183497;0.11505207;0.13900769;0.15283164;0.15167755;0.12857756;0.08560757;0.0395348;0.009348146;-0.0011259761;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0011666893;0.010927692;0.030587742;0.045416273;0.043750845;0.027987182;0.006425697;-0.0016075374;-0.0014294173;-0.0001380434;0.000022265065;0;-0.0013581689;0.012412773;0.038373835;0.06211953;0.06596025;0.046790026;0.038917106;0.0680821;0.11812062;0.15161397;0.13961308;0.08875968;0.040008094;0.009836706;-0.0028454752;0.0040703323;0.017096786;0.03962625;0.06382698;0.08255469;0.08823924;0.08623121;0.08137742;0.07881554;0.08199578;0.09123004;0.10676377;0.12323524;0.13957748;0.1344988;0.10548764;0.06283624;0.024874527;0.0029409924;-0.0016676532;0.010555866;0.03736189;0.06980098;0.08192431;0.0681478;0.035047438;0.0094537465;-0.001089875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
