;meta[fps=30]
;meta[frames=115]
jaw_open_a;0;0.00082285714;-0.00672;0.00576;0.013577144;0.01673143;0.01312;0.004769524;0.011977142;0.026102856;0.029546663;0.042971425;0.044830475;0.056243807;0.07648;0.074028194;0.07850972;0.09712;0.098000765;0.08697144;0.052694865;0.015689144;-0.0029668573;-0.015356953;0.0036266658;0.043193467;0.08463456;0.11317769;0.111856334;0.06938558;0.032502916;0.008762042;-0.00062040985;0.012053226;0.040624328;0.07442287;0.10409144;0.11216229;0.12458403;0.10813772;0.070930295;0.04531943;0.024188573;0.012543999;0.05186743;0.059419435;0.063478865;0.0719939;0.08338286;0.08946286;0.08605562;0.050258286;0.035247996;0.04616647;0.088047996;0.12000457;0.10456;0.051904008;0.02558629;0.030444572;0.04501714;0.061813343;0.08374858;0.06864001;0.057116196;0.03796572;0.009005716;-0.01057524;0;0;0;0;-0.0069142855;0.0013199981;0.02260343;0.06892915;0.08757259;0.078533724;0.04181258;0.00852343;-0.011716573;-0.009325715;0.0051199994;0.03266286;0.072171435;0.08486858;0.07075429;0.02982857;0.004057142;-0.008617143;0;-0.007985373;0.001498514;0.028652804;0.06476709;0.10234241;0.11842257;0.10797136;0.110214405;0.09180404;0.063169524;0.03538286;0.0021180953;-0.012876191;0.01302857;0.05266286;0.07026286;0.06582858;0.039360005;0.0069028586;-0.010148572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0.0003657143;-0.007588572;0.009462858;0.01984;0.023542859;0.019565715;0.005455239;0.006445714;0.023024762;0.022857146;0.036845714;0.034681905;0.011062855;0.03056;0.038181335;0.055510487;0.08955201;0.090611435;0.05727772;0.033779427;0.005305142;-0.003721143;-0.012598858;0.004510477;0.03844572;0.07673143;0.112384774;0.13856;0.14077716;0.14056991;0.15221259;0.17090173;0.18750401;0.19461143;0.18120345;0.1377577;0.10015658;0.064478874;0.034483433;0.0109062875;0.0041440004;-0.002633141;-0.0031542864;0.028836569;0.042608757;0.0412099;0.05365942;0.062147044;0.04878933;0.054857146;0.030979048;-0.0117912395;-0.010537143;0.056045726;0.122646876;0.13816687;0.1277486;0.07591772;0.038912002;0.05714743;0.070080005;0.0753143;0.07113143;0.04909714;0.025325712;0.012205714;-0.01664;0.0009600002;0.02198857;0.058880005;0.090902865;0.103942856;0.10349027;0.13272914;0.15483658;0.14637029;0.09477409;0.045888007;0.030729143;0.067699805;0.11300572;0.12736;0.10520381;0.12448001;0.1632;0.1777894;0.17767183;0.1514449;0.10442449;0.091193475;0.08239935;0.075651266;0.08443755;0.084280826;0.10357781;0.1182964;0.10418515;0.09838172;0.09198097;0.07750858;0.09357714;0.09996952;0.09931428;0.09913143;0.09924572;0.08013715;0.055085715;0.022354284;0.0019428567;-0.00672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0.000047710855;-0.0010878076;0.005152772;0.011021207;0.014313256;0.01173687;0.0061547;-0.00061069895;-0.00043893987;0.002853109;0.02414169;0.041699283;0.04718603;0.035115182;0.014923953;-0.0015362893;0;0;0;0;0;0;0;-0.00041508442;0.0032729646;0.015751736;0.039514128;0.07206725;0.10561991;0.13140047;0.14268407;0.1253197;0.087034136;0.043440726;0.011617593;-0.0013454461;0;0;0;0;0;0;0;0;-0.0008174459;0.0068226517;0.029866993;0.047472294;0.050144106;0.035210606;0.0127006285;-0.0022440003;0.0077358373;0.02940038;0.049070608;0.052811142;0.047226585;0.03975745;0.0392751;0.0418219;0.042880926;0.051450588;0.05872331;0.056543723;0.038069285;0.013766171;-0.0018265304;0.0028053978;0.013938725;0.036997374;0.05397051;0.060839437;0.058874708;0.06371403;0.07126332;0.072611146;0.053469554;0.026461395;0.005321669;-0.00067176885;-0.00031489163;0.0022233254;0.013922027;0.04211914;0.06654301;0.08579911;0.09940351;0.11140211;0.12170902;0.13094993;0.11932765;0.11292404;0.11239349;0.11201968;0.10831423;0.0950696;0.076558545;0.074474536;0.06840381;0.053693794;0.033973306;0.011008483;0.0067749415;0.024876438;0.049380735;0.05982941;0.05224338;0.02888415;0.009962026;-0.0010782653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0017734122;0.016186144;0.0503619;0.08103592;0.08679199;0.06693951;0.052624114;0.048918173;0.067292094;0.086021714;0.101838805;0.10888451;0.12991425;0.14578053;0.17604277;0.19342838;0.17774248;0.13354911;0.0800712;0.042006537;0.040852893;0.07089261;0.12690419;0.17365843;0.19169313;0.17559215;0.14257078;0.10480165;0.084095135;0.06744691;0.06467266;0.074349485;0.09138011;0.108871266;0.12080281;0.1180765;0.09480207;0.060746532;0.028423263;0.0058999234;-0.0036151705;0.004154423;0.031266116;0.05807126;0.08494798;0.09910618;0.1081784;0.11674726;0.12115694;0.09744106;0.062251687;0.024636455;0.0014210676;0.016419688;0.03414188;0.06437267;0.07876918;0.084216565;0.08943804;0.112656765;0.13176997;0.16605164;0.1859936;0.18367364;0.17117698;0.14582296;0.12627488;0.11521693;0.10766191;0.100982405;0.10599109;0.11675179;0.114398696;0.089822836;0.049666997;0.014298945;0.012186783;0.04193879;0.06281134;0.06111283;0.05403015;0.060057227;0.10436988;0.13579701;0.1239349;0.07325524;0.024604486;-0.0026730003;0;-0.001583905;0.013820593;0.04966471;0.09971044;0.14825527;0.15668246;0.1328567;0.106844835;0.10295558;0.11855621;0.13961984;0.13590318;0.1289338;0.11298526;0.1005501;0.08467415;0.07368617;0.07421423;0.090543605;0.10106487;0.1028121;0.08237891;0.05204913;0.023629138;0.0057682414;-0.0006890809;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0028732538;0.0276935;0.06803037;0.09086267;0.07994218;0.045139764;0.0040183133;-0.002788434;0.0001749398;0;0;-0.0022265064;0.019781828;0.06791753;0.119297564;0.14029942;0.117870785;0.061867345;0.0167147;-0.0037055442;-0.0072952164;-0.0043893987;-0.0010882618;0.00012722892;0;0;0;0;0.00007156628;-0.0008269881;-0.0021708438;0.018965062;0.037453014;0.054954946;0.07826965;0.120684594;0.16330628;0.19422291;0.16440363;0.09888868;0.036649887;0.004540483;-0.0038963861;-0.0005168675;-0.0015108435;-0.0029845787;-0.006896869;0.0024915657;0.012696385;0.020224096;0.017228916;0.009791326;-0.0009595182;0;0;0;-0.0011450604;0.011498314;0.022440003;0.027513254;0.021139616;0.011235905;0.016778318;0.033564586;0.038812775;0.03481302;0.02172275;0.008012773;0.004627953;0.016054703;0.06402001;0.15327907;0.20150453;0.18796146;0.12167858;0.0644585;0.058010716;0.10549778;0.14188299;0.14141496;0.10631569;0.05521963;0.015006201;-0.0017266787;0;0;-0.0044212053;0.042717118;0.103373505;0.13762195;0.15149786;0.1528417;0.13695626;0.15706639;0.15544991;0.114807084;0.07261138;0.035634328;0.0042030984;-0.0019175224;0.00020220285;0.0010064717;0.00042712572;-0.00004316696;0;0;0;0;0;0;0;0;0;0
jaw_up;0.19578445;0.2012063;0.1825351;0.14118846;0.100609586;0.066001475;0.041766103;0.02749553;0.019682938;0.021132426;0.016071757;0.013824002;0.008185978;0.005638024;0.0022904472;0.003713506;0.0043369415;0.009731013;0.014067955;0.025913224;0.030778734;0.042041227;0.033421557;0.029084615;0.017239343;0.011845272;0.005922636;0.0032256003;0;0;0;0;0;0;0;0;0;-0.00005421177;-0.00013552942;0.0025276237;0.0051636705;0.010489976;0.015870495;0.026848378;0.03252706;0.041112848;0.032987863;0.02760734;0.016575249;0.011004989;0.0054076235;0.0024734118;-0.00048790593;-0.0014501648;0.0016399057;0.0040116706;0.010761036;0.016155107;0.030765178;0.036796235;0.05053892;0.040225133;0.035075013;0.020790214;0.0142848;0.0071424;0.0044810544;0.0028971678;0.0057943356;0.01040595;0.016200285;0.024240797;0.029443773;0.03281303;0.026486972;0.020692635;0.012652125;0.008040509;0.0040202546;0.0017144475;0;0;0;0;0;0;0;0;0;-0.00006776471;-0.00021684707;-0.00043369413;-0.00073185883;-0.001165553;-0.001626353;-0.0020464945;-0.0025072945;-0.0012468707;-0.00029816446;0.0019245185;0.0033611308;0.008118214;0.010042732;0.015396146;0.012278968;0.01114052;0.0065596253;0.004635107;0.0023446593;0.0013552944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0.00011132532;-0.0018925305;0.005566266;0.012802413;0.017255425;0.014170123;0.009664098;0.017880967;0.032289643;0.04123808;0.051527716;0.051384583;0.04029976;0.047077354;0.057333868;0.075126044;0.08456748;0.0669741;0.031250607;0.009160482;-0.001037711;0;-0.0016062652;0.014000484;0.051156633;0.095900126;0.12848797;0.13479641;0.11288255;0.08470617;0.06936561;0.072156094;0.095660046;0.12915584;0.15737166;0.16707188;0.15726112;0.14531392;0.120036334;0.08705581;0.050766736;0.020691998;0.0043957583;0.0330986;0.05610795;0.06315007;0.047456387;0.019647328;0.0070771086;0.021520775;0.035684533;0.056507137;0.07696396;0.09718382;0.116339736;0.10666873;0.08687828;0.062470995;0.03750709;0.01969822;0.010496387;-0.0010496387;0;0;0;0;0;0;0;0;0;-0.0015919522;0.014047666;0.04963917;0.08642025;0.097004116;0.07631748;0.03549528;0.0073124836;-0.00091843394;-0.00023060245;0.0012643377;0.013083377;0.04524844;0.07767062;0.08741688;0.06828748;0.03333663;0.005158072;-0.0012828916;-0.0009214556;0.008232667;0.032178424;0.069269165;0.111355536;0.13711701;0.13883318;0.13126306;0.10717908;0.07424858;0.04177085;0.013824218;-0.0015108435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0003785061;0.0039186515;0.006234219;0.006790845;0.0042303624;0.0011132535;-0.0017144099;-0.0012060243;0.009310509;0.06583409;0.13106701;0.18741617;0.19120683;0.15665144;0.108396545;0.099071;0.100635126;0.15241346;0.21422629;0.2907131;0.35577258;0.39675122;0.37880555;0.31763133;0.21126688;0.108861305;0.04345676;0.027582703;0.04904437;0.098072045;0.15327826;0.16880257;0.13712218;0.07602406;0.022159303;-0.0024964702;0;0;0;-0.0044218414;0.03858313;0.13920118;0.27450594;0.3869371;0.39345336;0.29214883;0.1725483;0.095576495;0.0756307;0.089063965;0.07550083;0.043472543;0.009566558;-0.0041747;0.020071954;0.045203645;0.068774;0.087540664;0.109215714;0.123147145;0.12958936;0.11235619;0.1056494;0.12032264;0.14545023;0.17760843;0.20845778;0.22923109;0.22759794;0.1999926;0.14357069;0.088850215;0.043466974;0.009527221;0.025838604;0.05388145;0.06767652;0.074563466;0.099959;0.12682515;0.1574845;0.14596605;0.09852663;0.05212623;0.025842318;0.019360533;0.037456732;0.07693852;0.11031068;0.12109014;0.103627965;0.0715466;0.044794604;0.039572533;0.062741555;0.07983337;0.08305286;0.07348445;0.08402723;0.13604704;0.20840654;0.2599335;0.27058733;0.24818307;0.20890196;0.20352124;0.22721872;0.27272105;0.29622555;0.27299196;0.19449647;0.10853105;0.040741358;0.0057592327;-0.0019073739;0.00008906026;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.00031171093;0.0032284346;0.0051209647;0.005566266;0.0034510852;0.0008906029;-0.0014249639;-0.001287663;0.009959905;0.06629793;0.1331488;0.19024384;0.1930437;0.1565067;0.10556239;0.09096615;0.08341681;0.10760929;0.13289274;0.17116342;0.20924856;0.24355419;0.24531907;0.21766365;0.15623581;0.09116969;0.04648352;0.033704665;0.04741067;0.08295128;0.12588388;0.13840798;0.11279203;0.06269563;0.01831858;-0.0020623016;0;0;0;-0.002567162;0.022420919;0.08039469;0.1604376;0.23443997;0.24640003;0.19617449;0.13432883;0.09901013;0.098277256;0.11215654;0.09308837;0.054533817;0.01476322;-0.0031857602;0.016338844;0.0376762;0.05706164;0.072221555;0.089569196;0.10059912;0.105448455;0.091094725;0.08573386;0.09823346;0.11933239;0.14676017;0.17213231;0.19038856;0.19164878;0.1713241;0.12836923;0.084052846;0.044618074;0.013642174;0.016706217;0.03039552;0.03873193;0.048896298;0.07802122;0.10802007;0.13170525;0.12062469;0.080005795;0.042006753;0.020675229;0.016357929;0.03289239;0.0673041;0.09590041;0.10459809;0.088821694;0.060850978;0.038248517;0.035011455;0.05782211;0.07434464;0.07795973;0.06986276;0.076993704;0.11812534;0.17625304;0.21896671;0.23268661;0.22082768;0.1906678;0.18460335;0.19867022;0.2312802;0.24749103;0.22567499;0.15904306;0.08833664;0.033115577;0.0046571116;-0.0016142174;0.00007792773;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0.00008906026;-0.001970458;0.009017351;0.019370604;0.025215186;0.020420773;0.012691087;0.01517364;0.028009448;0.032852102;0.04074507;0.047714032;0.059167553;0.06956719;0.06873671;0.06681968;0.07748131;0.08123408;0.072428256;0.04746355;0.019556893;0.008553867;0.02076106;0.045396876;0.06778121;0.08384069;0.0878007;0.08061756;0.064040154;0.03987991;0.015863858;0.0020245304;-0.002102458;-0.0015553739;-0.0002528675;0.0000333976;0;0;0;-0.000518776;0.0050207716;0.011524398;0.020419288;0.03569461;0.045279723;0.05314003;0.06884729;0.08525145;0.093897715;0.08651388;0.06000954;0.043654826;0.05645566;0.085465826;0.10508415;0.0921423;0.06774063;0.051937435;0.048169352;0.043704;0.037464682;0.03657222;0.040303476;0.04145384;0.029872295;0.011440532;-0.0012023136;0;0;0;0;-0.0016654271;0.015074563;0.047881022;0.08547558;0.09729277;0.07886286;0.038623206;0.010666079;-0.0012245786;-0.0009963616;0.008644411;0.031594127;0.066544704;0.08193145;0.08773388;0.08637175;0.09294949;0.10029457;0.10530739;0.0907629;0.09398936;0.10988392;0.121144526;0.12467344;0.10901977;0.08589935;0.07124835;0.056696277;0.036407087;0.021548871;0.0060635186;-0.0015622652;-0.00018925306;0.0122457845;0.023322653;0.027775666;0.02155258;0.009473784;-0.00096853025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
