;meta[fps=30]
;meta[frames=56]
jaw_open_a;0;0;0;-0.009234287;0.002605715;0.031680003;0.07030858;0.11200001;0.15353143;0.15884571;0.14226286;0.098217145;0.04539429;-0.0028708577;0.0010377148;0.012281145;0.019556573;0.003058286;0.011817146;0.04837486;0.11978515;0.16697602;0.15624687;0.11459964;0.08509714;0.061952002;0.047024768;0.03026286;-0.0015542855;-0.005912381;0;0.0003657143;-0.007497143;0.009325715;0.019565716;0.020772573;0.019584004;0.015396573;0.01834057;0.056429714;0.08850743;0.104745135;0.103826284;0.07451886;0.039780576;0.0137965735;0.00063085626;0.022820575;0.040379435;0.04053029;0.027707431;0.009604573;-0.008347429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.012464762;0.01232762;0.04484571;0.064487614;0.056487616;0.056018285;0.049036197;0.07740648;0.107730284;0.12892038;0.12271848;0.1374903;0.124096006;0.08608306;0.042121142;0.00938057;-0.010090669;-0.0013257139;0.00009142858;-0.0049676187;-0.0064152386;0.027474288;0.060655244;0.104133345;0.10987429;0.0778781;0.025653334;0.008422857;0.0049142838;0.036651425;0.07648;0.111211434;0.10381714;0.07637714;0.03275429;-0.006491428;0.00076190487;0.044068575;0.08345143;0.10728762;0.116502866;0.09176001;0.057676196;0.030000003;0.0086857155;-0.005760001;-0.00020571434;-0.0004114285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;-0.0011546025;0.010563182;0.032262076;0.054877017;0.06312145;0.051663212;0.032662846;0.02777344;0.039441604;0.065898225;0.077577844;0.06648221;0.040859576;0.014347608;-0.0015420149;0;0;0;0;-0.00066795194;0.006679519;0.013359038;0.0166988;0.013359038;0.006679519;-0.00066795194;-0.0011068917;0.009551711;0.034946606;0.07956262;0.12819906;0.14222604;0.11349458;0.06384666;0.018502269;-0.0020865547;0;0;0;0.00002624097;-0.00027195187;-0.001063952;0.005880362;0.012404821;0.01579229;0.0128127495;0.006336001;-0.0006345543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0017748435;0.015944965;0.051642224;0.096958;0.13925366;0.17574172;0.18648739;0.17354107;0.12851514;0.068868235;0.020453641;0.0010484456;-0.0018535665;-0.0002075422;-0.002616463;0.024656013;0.06899275;0.11868552;0.15273672;0.15900595;0.14524901;0.14157145;0.13200925;0.124372646;0.10485414;0.07215788;0.036894802;0.03300637;0.054626543;0.09155235;0.11495452;0.10941291;0.075094976;0.056011584;0.05956938;0.089599065;0.14064087;0.18200734;0.19472754;0.18619898;0.16017249;0.13467628;0.110852584;0.084398106;0.05421145;0.025856895;0.0055392296;-0.00068703626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0024730123;0.024730124;0.049460247;0.061825305;0.049460247;0.024730124;-0.0024730123;0;0;0;0.00019084342;-0.0024809644;-0.0018702655;0.03949822;0.13279681;0.22808014;0.31071854;0.33394572;0.28928998;0.20604089;0.118753895;0.035487335;0.0017907458;-0.003680098;-0.0010528194;0.00011132532;0;0;0;0;0;0;0;0;0;0
jaw_up;-0.000040658826;-0.00008131765;-0.0001626353;-0.00024395296;-0.00040658825;-0.00048790593;-0.0006098824;-0.00048790593;-0.00040658825;-0.00024395296;-0.0001626353;-0.00008131765;-0.000040658826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00096225896;0.0034492237;0.0076540248;0.013288659;0.021603389;0.030948145;0.039716896;0.042535912;0.038114257;0.028664472;0.019414589;0.011608095;0.0064647533;0.0026563765;0.00056583533;-0.0000948706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;-0.0020833737;0.018305063;0.0646323;0.124297366;0.16462365;0.18449254;0.17397498;0.14892888;0.10860474;0.06255952;0.019497836;0.00171759;-0.00052481954;0.00009224102;-0.0000063614484;0;0;0;0;-0.00042939768;0.002936868;0.022159038;0.037877113;0.042515665;0.03143615;0.013141689;-0.0013571087;0;-0.0008216869;0.006928676;0.02931567;0.04630603;0.048670366;0.03364675;0.0106448205;0.006048676;0.03269651;0.06905881;0.098243274;0.10398713;0.08039544;0.046280853;0.018515786;0.0039600004;-0.00049698807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0.000022265065;-0.000100192796;-0.0018034702;-0.002527085;0.0060004345;0.03364251;0.07122595;0.11011186;0.12039833;0.09738739;0.055959336;0.019487496;-0.0028053985;-0.004633917;-0.002738603;-0.0014082653;0.00014082655;0;0;0;-0.0021597112;0.019626653;0.06034389;0.118951105;0.143554;0.12487918;0.06864318;0.0235787;-0.0024769884;-0.0015251569;0.005900242;0.012969399;0.013477045;0.046433788;0.11527736;0.19138604;0.23215503;0.21608801;0.16039863;0.14502351;0.17311642;0.22606777;0.2643854;0.2669258;0.22078317;0.14941807;0.074810624;0.024350744;0.0029879718;-0.00047758562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0.000022265065;-0.00011132533;-0.0016810123;-0.0023600967;0.0056219283;0.03132694;0.0667284;0.10198511;0.11010074;0.087590754;0.0490388;0.017578267;-0.00020038549;-0.00093513273;0.0000667952;0;0;0;0;0;-0.0019593255;0.017500341;0.057555187;0.11644629;0.14271906;0.12546363;0.07017948;0.023511907;-0.0024825549;-0.0014917593;0.005566266;0.012301448;0.01330115;0.039885633;0.0951542;0.15602244;0.18931147;0.1762113;0.13071597;0.11852306;0.1415212;0.18491693;0.21682556;0.2202182;0.1837202;0.12589225;0.06401763;0.021307668;0.0027553015;-0.00042860248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;-0.0015140245;0.013960196;0.041502077;0.0671403;0.07107565;0.06807543;0.050085265;0.03875791;0.026139185;0.012757882;-0.0012858075;0;0;0;-0.0011021208;0.009563959;0.03543931;0.06829808;0.08354409;0.07200523;0.047658365;0.025772925;0.015077901;0.010698362;0.0046756635;-0.0016698797;-0.00050096394;0.0052100243;0.018762026;0.042626467;0.06957832;0.07792773;0.062998995;0.03496172;0.008894893;0.0056423377;0.029348137;0.059252895;0.08166825;0.08164321;0.059469987;0.03155516;0.010951627;0.0013915662;-0.00021708435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;-0.0014917593;0.013748677;0.04094545;0.066361025;0.07030195;0.06813109;0.050998125;0.040021453;0.027141111;0.013258845;-0.0013359038;0;0;0;0;0;0;0;0;-0.0006679519;0.0067797117;0.012357109;0.014694942;0.010854218;0.0046756635;-0.0016698797;-0.00042860248;0.00448641;0.017314797;0.04081743;0.0681311;0.07720411;0.063060224;0.035078607;0.009073013;0.0057202657;0.029008593;0.058317773;0.080273904;0.08022937;0.058367867;0.03093564;0.010511894;0.00064976845;0.011077797;0.022022007;0.027022367;0.021360734;0.010306871;-0.00103681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;-0.0016476148;0.014349834;0.051721744;0.1060151;0.15968503;0.19861105;0.21102162;0.20269223;0.16908312;0.12051188;0.071051165;0.04645717;0.05894286;0.08647973;0.09375262;0.09135299;0.090510815;0.11218251;0.15897533;0.20091623;0.2020486;0.21698603;0.25649726;0.31813902;0.3255412;0.2609818;0.1348595;0.060115676;0.05063632;0.09133408;0.11135316;0.120843634;0.097714126;0.11513376;0.16579568;0.2303677;0.26693305;0.26904544;0.2327601;0.23770571;0.2789857;0.32997546;0.36107087;0.36280197;0.33254266;0.29372072;0.25500455;0.22624218;0.20231445;0.16830367;0.11524583;0.061243765;0.021843884;0.0032878064;-0.0004749879;0;0;0;0;0;0;0;0;0;0
