;meta[fps=30]
;meta[frames=61]
jaw_open_a;0.085257135;0.10233469;0.09156571;0.045250617;0.028277554;0.010729797;0.0019853069;-0.0046846257;-0.006014695;0.00938057;0.035381336;0.07487239;0.08486858;0.07532039;0.07228496;0.052598856;0.03963048;0.05728533;0.06695543;0.10216763;0.14468953;0.14961831;0.13042744;0.10783239;0.059300564;0.05166171;0.050048005;0.054704003;0.046063237;0.051440768;0.049545147;0.07801906;0.10034895;0.096973725;0.08536763;0.0737981;0.055382866;0.0350781;0.015459047;-0.0063542863;-0.00376;-0.009531429;0.012914286;0.03165714;0.041222855;0.03833143;0.022982856;-0.004822857;-0.0008571431;-0.00070857146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0.048052244;0.076591015;0.102034286;0.09648915;0.08701159;0.08655435;0.094065964;0.110829726;0.13127175;0.12752916;0.10948573;0.096552394;0.09509334;0.11117335;0.12957714;0.11828191;0.09336077;0.09287314;0.07747962;0.061580192;0.036969144;0.0065531423;0.012987427;0.06315428;0.07782857;0.06827428;0.034491427;0.0020914283;-0.008251429;0;0;0;0;-0.010770286;0.005897143;0.035776;0.057952914;0.11894675;0.1872183;0.24308573;0.30650336;0.26804212;0.17697737;0.11066059;0.07518469;0.08086091;0.125224;0.13009602;0.14553373;0.15849544;0.1648206;0.15795887;0.1464823;0.12740514;0.09593715;0.056882285;0.019405715;-0.0015600005;-0.0057942853;-0.0013371429;0.0007314286;0.00018285715;-0.00009142858;0;0;0;0;0;0;0;0;0;0
jaw_chew;0.020180324;0.035545953;0.05257463;0.06154267;0.07042844;0.07747786;0.0786582;0.077074945;0.0653491;0.042966563;0.022288758;0.010833066;0.010793785;0.029316729;0.056505553;0.06854268;0.06759069;0.0648295;0.058245406;0.059070803;0.057361163;0.04014359;0.019952996;0.009214555;-0.0009446748;0;0;0;0;0;0;0;0;-0.00058016396;0.005095519;0.017591944;0.037777454;0.06574841;0.08530128;0.080949105;0.058145218;0.027477637;0.0043560006;-0.0013330411;-0.000062978324;0.000010496388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0.030415667;0.024332536;0.012166268;-0.0012166267;0;0;0;0;0;0;0;0;-0.0023187476;0.020496579;0.07315982;0.1116193;0.12768044;0.13121438;0.13353433;0.15696391;0.17014407;0.13703248;0.090465985;0.07028905;0.0689708;0.08793826;0.101606466;0.10952408;0.10657888;0.09149653;0.057999693;0.025878366;0.005404684;-0.0022779547;0.015501256;0.03700692;0.049105197;0.04247458;0.023330607;0.0010484456;-0.0018535665;-0.0013812293;0.010255448;0.037729744;0.067987956;0.07811459;0.06304988;0.030816438;0.0069347722;-0.0008444821;-0.00066556636;0.005753929;0.02107448;0.045619924;0.075310975;0.10278169;0.11525392;0.10767325;0.07954413;0.043812875;0.015732057;0.0023473739;-0.00033993978;0;0;0;0;0;0;0;0;0;0
jaw_back;-0.0010602403;-0.0008481922;-0.0004240961;-0.00093142194;0.009849111;0.018386172;0.02039639;0.031942416;0.038256153;0.03634851;0.03294381;0.019266171;0.001978675;0.012622169;0.052611813;0.101032235;0.12304099;0.10320387;0.05402458;0.00963759;-0.002396145;0.00009542171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.004501385;0.0068523693;0.011426941;0.013745397;0.01711466;0.013695704;0.016861895;0.023616454;0.043644764;0.07100229;0.11757177;0.16602218;0.2220792;0.24269795;0.23954622;0.19567941;0.14999175;0.09654981;0.06021911;0.02872682;0.013335417;0.0042549456;0.0032364414;0.0025994524;0.0065569105;0.0076926462;0.013005401;0.010305654;0.009779802;0.005675971;0.0041011195;0.002097995;0.0013119247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0.050096393;0.040077116;0.020038558;-0.0020038558;0;0;-0.00050096394;0.0038168682;0.020245302;0.051629506;0.08993099;0.12182171;0.1305581;0.12623627;0.11527206;0.09346608;0.07668592;0.07721471;0.09098193;0.12194098;0.14877301;0.15329708;0.14095242;0.119035915;0.08305663;0.049162056;0.021167714;0.00597976;-0.00068783143;0;0;0;0;-0.0015267474;0.014901689;0.034221403;0.045191716;0.03917061;0.021994703;0.00171759;-0.00052481954;-0.0013152291;0.013623037;0.031930488;0.050812054;0.05272049;0.039778925;0.016484099;0.006273977;-0.0006719279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;-0.0030614464;-0.0024491572;-0.0012245786;-0.00006735183;0.0015735835;0.0060034967;0.021613814;0.032665633;0.03433412;0.023824178;0.009953598;-0.0015202401;-0.001371157;0.005944771;0.026985254;0.04823281;0.062656395;0.065508455;0.064772785;0.06893311;0.06858939;0.05464496;0.046691414;0.06426848;0.110457726;0.18598917;0.25358942;0.3009454;0.30659637;0.27202564;0.21879767;0.18620718;0.17421448;0.17187478;0.16108032;0.14506434;0.121082895;0.10784789;0.10710062;0.104434565;0.08848415;0.060765542;0.051330157;0.07950075;0.12398899;0.15094991;0.14620718;0.11534958;0.09735678;0.09191381;0.10190025;0.13103908;0.16453964;0.19653916;0.23277567;0.2748074;0.3022609;0.28298753;0.20916773;0.115184136;0.041291952;0.0061896876;-0.00089477724;0;0;0;0;0;0;0;0;0;0
corner_left_tight;-0.002690362;-0.0021522897;-0.0010761449;0.0001810892;-0.0008286315;-0.0017593113;0.012327423;0.025450824;0.03185945;0.025658999;0.011237549;-0.0005087568;0.0019927227;0.009763229;0.036485016;0.06366992;0.0709608;0.061420027;0.048916344;0.049477607;0.058713898;0.055773985;0.047977313;0.062735714;0.10653462;0.17593223;0.23153347;0.26373783;0.26169613;0.22887483;0.18400405;0.15700506;0.14537415;0.14134865;0.13494857;0.12451923;0.10603839;0.096488245;0.09803715;0.09719563;0.0840701;0.058042247;0.047434885;0.07402188;0.11847129;0.14858478;0.14893754;0.12220208;0.10198749;0.08987975;0.08973253;0.107968174;0.13329776;0.15953851;0.18975778;0.22438508;0.2467129;0.23085672;0.1704947;0.09383332;0.033632766;0.0050458205;-0.0007291808;0;0;0;0;0;0;0;0;0;0
corner_right_spread;-0.00083494006;-0.00066795206;-0.00033397603;0.000033397606;0;0;0;0;0;0;0;0;-0.0011614942;0.010661254;0.032766752;0.047335707;0.05365695;0.057262033;0.05591778;0.07079176;0.075810686;0.05974849;0.03415832;0.013923087;-0.0025033355;0.0102998195;0.022906298;0.029334221;0.023446968;0.021077594;0.02908337;0.055800334;0.07760042;0.08310435;0.06621073;0.042344444;0.019786224;0.005039328;-0.0005937352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
