;meta[fps=30]
;meta[frames=31]
jaw_open_a;-0.007954286;0.009188572;0.019687619;0.04033524;0.07058286;0.0736762;0.04961524;0.034194287;0.003961905;-0.00816762;0;0;0;-0.008832;0.0026879993;0.032927997;0.06929828;0.10214858;0.10103314;0.063072;0.028009143;0.0036205703;-0.006445715;-0.00063999975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;-0.0009371429;-0.002525714;-0.0004114296;0.020464761;0.056365717;0.06998857;0.060053337;0.033885714;0.010125713;0.006201905;0.012845714;0.0057600015;0.012022858;0.052305147;0.076356;0.09229372;0.089900576;0.10389601;0.13590285;0.17368114;0.14490916;0.089761145;0.025577143;-0.0034400006;-0.0077028573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0.00007633737;-0.0013740725;0.0045802416;0.010305544;0.013731184;0.011546027;0.006421881;-0.00079200015;-0.0014504098;-0.001631711;0.004217639;0.022137836;0.03554458;0.03741485;0.024586992;0.01988906;0.024377061;0.034330178;0.030120492;0.016650448;0.0031047033;0.0090946425;0.030277306;0.04354951;0.043024693;0.028193297;0.010254971;-0.0010916244;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;-0.0012166267;0.010742098;0.0370606;0.07212688;0.10929363;0.116659;0.091008455;0.05188078;0.017570715;-0.0019084341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;-0.0031118079;0.028806752;0.08534941;0.12402171;0.1200193;0.0773446;0.020001452;-0.002311326;0;0;0;0;0;0;0;0;0;-0.0043210126;0.03888911;0.1266564;0.2231532;0.26157793;0.2513344;0.17754798;0.10965067;0.055344593;0.019531231;-0.007042122;-0.0017239525;0.0006711325;-0.000041349394;0;0;0;0;0;0;0;0;0;0
jaw_up;0.21752699;0.21621011;0.18429291;0.14943926;0.11510062;0.09190025;0.06537713;0.04413742;0.025678307;0.015043766;0.008307954;0.004228518;0.0010300237;0.000000000052592337;-0.00006776471;0.000054211778;0.00006776471;0.000027105885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0021958922;0.020322436;0.05922646;0.09672049;0.12006568;0.11625113;0.08281821;0.05133515;0.023488384;0.0029845776;-0.0012086749;0.00006361446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;-0.0018869641;0.017645063;0.048162118;0.08961689;0.10759591;0.09450127;0.053430583;0.023617668;0.027388813;0.09617395;0.20705397;0.32023838;0.38672188;0.37695977;0.34618056;0.2972063;0.22999251;0.1467212;0.06556503;0.003929781;-0.0011655755;0.015356214;0.048591275;0.108571135;0.17728893;0.23641938;0.27323687;0.27671358;0.23231703;0.15929094;0.07759152;0.01980923;-0.0023266994;0;0;0;0;0;0;0;0;0;0
corner_left_tight;-0.0016197836;0.015190341;0.041374058;0.071357675;0.082037486;0.068808325;0.036494292;0.015505762;0.017747112;0.058805745;0.12472888;0.19012137;0.22823916;0.22571988;0.2114836;0.1843152;0.14265224;0.08947772;0.038671628;0.0028844383;0.00041079064;0.013355143;0.045774747;0.10753024;0.18295872;0.2493754;0.2906025;0.2933445;0.24411196;0.16544725;0.080606215;0.02050835;-0.0024113068;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;-0.0011392293;0.009852291;0.038184587;0.05928073;0.06128459;0.0421923;0.014260774;-0.0015400002;0;0;0;-0.0010052675;0.008731801;0.03211596;0.062595434;0.0863671;0.085868455;0.0610289;0.031218585;0.009637525;-0.00019296417;-0.00007421685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
