;meta[fps=30]
;meta[frames=29]
jaw_open_a;-0.0186;0.009324;0.065064006;0.12991202;0.190176;0.22717202;0.174912;0.11709599;0.053616002;0.00318;-0.023349714;0.011657144;0.02857143;0.03382857;0.016411427;0.02738286;0.042880006;0.067017145;0.058560003;0.04571429;0.028205713;0.057097144;0.09604572;0.10624;0.08059429;0.049142856;0.019702855;0.0014171427;-0.0038400001;-0.0018285715;0.0003657143;0;0;0;0;0;0;0;0;0;0
jaw_open_o;-0.0030719999;-0.004544;0.0100799985;0.045984;0.09424;0.115968004;0.09820801;0.053001143;0.0072274315;0.00066285755;0.033074286;0.07245715;0.10174476;0.12064457;0.11847314;0.09514819;0.06026972;0.02645486;-0.011419646;0.002260897;0.037289795;0.062295515;0.075004086;0.066240005;0.03030857;0.014465304;0.002958366;-0.002220408;-0.0018808165;-0.00022204073;0.00018285715;0;0;0;0;0;0;0;0;0;0
jaw_front;-0.0015028917;0.013526025;0.043583862;0.08114112;0.11167989;0.12384065;0.114632465;0.10394167;0.10513563;0.1154679;0.13342172;0.14933734;0.15400706;0.14514264;0.14132433;0.1427294;0.14226662;0.13938011;0.11532429;0.09482913;0.09622324;0.12458735;0.15500778;0.1704184;0.14517933;0.09914792;0.05013933;0.015429689;0.00061547;-0.0012166266;0.00008587953;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008031326;0.0055583147;0.03709121;0.10292821;0.18321763;0.2658727;0.34419402;0.41794705;0.47304112;0.47881016;0.39119714;0.24951184;0.11232725;0.026845302;-0.0032284341;0;0;0;0;0;0;0;0;0;0
jaw_up;0.032346357;0.0521969;0.08448904;0.111748524;0.13776566;0.13008115;0.10633638;0.07382739;0.046622124;0.02682579;0.013358682;0.00351473;-0.00010842354;-0.00005421177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;-0.00042303625;0.001480627;0.032301042;0.100153826;0.16852427;0.20686656;0.18822698;0.12484763;0.061282735;0.023914536;0.0027979766;-0.0004490122;0;-0.000523229;0.0046533984;0.015607808;0.030325018;0.044786174;0.05734367;0.06719597;0.07929703;0.0768924;0.059325263;0.03276304;0.010253061;-0.0011355182;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;-0.00034139762;0.0011735541;0.02623752;0.08155878;0.13864732;0.17129256;0.15684994;0.104631886;0.05149909;0.019643355;0.0023155669;-0.00037108443;0;-0.0010826389;0.010364388;0.025721716;0.04098163;0.051652163;0.05906365;0.060499746;0.061170485;0.048654728;0.028652355;0.011157581;0.0018980969;-0.00025883137;0;0;0;0;0;0;0;0;0;0
corner_right_spread;-0.00045353934;0.0040841918;0.01313043;0.024428004;0.033622693;0.037609868;0.031715024;0.02217901;0.011283545;0.0031186673;-0.0014189897;0.01059446;0.021411572;0.02690362;0.021689884;0.0109840995;-0.00087575894;-0.000018554254;-0.0011466509;0.010197399;0.034432925;0.065080784;0.08682262;0.08868174;0.06752994;0.041201502;0.018346412;0.0045754705;-0.00034510856;-0.0005454941;0.00004453013;0;0;0;0;0;0;0;0;0;0
corner_left_spread;-0.0006277077;0.0056505385;0.018191835;0.03386466;0.046635065;0.052174557;0.044001497;0.03075885;0.015643602;0.0043203123;-0.0015457892;0.010483133;0.02118892;0.026625304;0.021467233;0.010872773;-0.0008646263;-0.000018554254;-0.0011243859;0.009997013;0.033787236;0.06386734;0.085264064;0.08723452;0.06660594;0.040778466;0.018257353;0.0045866035;-0.00034510856;-0.0005454941;0.00004453013;0;0;0;0;0;0;0;0;0;0
corner_right_out;-0.0006873225;0.00618824;0.019910144;0.037049957;0.050995123;0.056591947;0.049549896;0.06808345;0.12815452;0.2134811;0.26810512;0.26235205;0.19867396;0.13571577;0.098317884;0.09595036;0.09524253;0.10488144;0.12266472;0.1509896;0.1703333;0.18690966;0.19173281;0.19853202;0.2021445;0.19209182;0.15168074;0.095572785;0.0430829;0.010397785;-0.0012468437;0;0;0;0;0;0;0;0;0;0
corner_left_out;-0.00042314752;0.0038083275;0.012271277;0.02284529;0.03144851;0.034645736;0.0312682;0.06256602;0.14486456;0.25052413;0.315516;0.3064415;0.23193517;0.16001123;0.11689715;0.107604265;0.10042378;0.10648268;0.12487361;0.15720859;0.17937848;0.195529;0.19591308;0.19645023;0.19423762;0.18122649;0.1417394;0.089071386;0.040255237;0.00976323;-0.0011689159;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;0;0;-0.0007866989;0.00590488;0.032878075;0.08018131;0.14525115;0.21642202;0.2669136;0.27291498;0.22381029;0.1374582;0.07645303;0.060538705;0.07029081;0.070669316;0.04660078;0.012190122;-0.0012023136;-0.0024936874;-0.0005009639;0.0004230362;0.00023378318;-0.000022265065;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;0;0;0;-0.0007644339;0.005685013;0.032410514;0.07951337;0.14462495;0.2159934;0.26690808;0.27308476;0.22409418;0.13785896;0.07489448;0.05587418;0.06338864;0.06386734;0.04214777;0.011032338;-0.0010353253;-0.0022487717;-0.00038963868;0.0004119037;0.00023378318;-0.000022265065;0;0;0;0;0;0;0;0;0;0
