;meta[fps=30]
;meta[frames=133]
jaw_open_a;0;-0.0009142858;-0.0004571429;0.0009142856;0.006948573;0.025600001;0.053369902;0.0863101;0.10523428;0.09321906;0.052504387;0.029139813;0.016664382;0.04780496;0.10970668;0.15003048;0.1380343;0.1037524;0.042384766;0.0012914275;-0.004777144;-0.0005485722;-0.010733714;0.010267429;0.03496229;0.053092565;0.060790855;0.04866743;0.011510857;-0.000045714634;-0.0012251437;0.03589029;0.09207772;0.11144687;0.09295544;0.047803435;-0.00074057083;-0.021489372;0.011573028;0.08114835;0.1605303;0.20479454;0.19243248;0.12243841;0.06341395;0.052366026;0.07881905;0.10296687;0.10061105;0.08715733;0.08246492;0.07970956;0.09447528;0.128864;0.15759818;0.1699383;0.15450607;0.10279452;0.041462857;0.006576913;-0.011794287;0.0047657164;0.04914286;0.08489143;0.12450286;0.14235428;0.112723805;0.097356185;0.07990857;0.043123815;0.02448762;0.010834287;-0.0058819046;-0.0014780954;0.00009142858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.017714286;0.02657143;0.05314286;0.062000003;0.05314286;0.025634285;-0.020742858;0.00029714336;0.02384;0.04459429;0.06845714;0.093600005;0.11985143;0.1428343;0.16797715;0.15693717;0.13698287;0.092205726;0.049668573;0.031725716;0.057462864;0.09309715;0.13734858;0.11018287;0.095550865;0.10429944;0.143344;0.19232915;0.23154402;0.181024;0.1458644;0.10053486;0.07588;0.06101867;0.07426286;0.07579428;0.0774781;0.057097144;0.039154287;0.007177143;-0.004434286;-0.0019200001;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.013505307;0.011245716;0.048496332;0.07843266;0.090135515;0.079268575;0.05641143;0.05012898;0.04020245;0.024502859;0.005929796;-0.0071575516;0;0;0;0;0;0;0;0;0;0;0;0;0.00082285714;-0.007497143;0.00032457142;0.013796573;0.043616004;0.084416;0.12888686;0.130784;0.1070583;0.05840915;0.016096005;-0.010095239;-0.015326478;0.0068571395;0.046915047;0.09208839;0.12784915;0.12747733;0.110778674;0.10000457;0.09167695;0.08118096;0.07940572;0.07641295;0.08990553;0.09223589;0.096606776;0.09623925;0.099548355;0.0972096;0.0765376;0.041445486;0.014743772;-0.009048993;0.00463482;0.02761143;0.0357181;0.03321905;0.01801143;-0.004190476;0.002270475;0.019291429;0.0544;0.067200005;0.057691433;0.035337143;0.0075428565;-0.0096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.012251429;0.018377146;0.03675429;0.042880006;0.03675429;0.018377146;-0.012251429;0;-0.0016640001;-0.0032274288;0.004891429;0.027081147;0.064493716;0.06980572;0.06658286;0.05799314;0.06372114;0.070189714;0.09049143;0.088411435;0.0936;0.09213714;0.10118857;0.074427426;0.043079626;0.032434285;0.052425146;0.09159621;0.12149031;0.10288459;0.052059434;0.009472004;0.016114285;0.058598097;0.105142854;0.11083429;0.07868953;0.032708574;0.0038171425;-0.009645714;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.0013359039;0.012299858;0.03657514;0.06164242;0.070764735;0.05860801;0.029818324;0.014742652;0.008874219;0.009041207;0.007948629;0.004370314;-0.00043035188;0;0;-0.00020992776;0.0020992777;0.0041985554;0.005248194;0.0041985554;0.0020992777;-0.00020992776;0;0;0.000057253023;-0.0013120484;0.0053030606;0.022309596;0.041448798;0.04871993;0.03952844;0.01738027;0.0048323143;0.018047424;0.0341888;0.03988945;0.029921064;0.012207616;-0.0012659278;0;0;-0.000391229;0.0029533016;0.01598075;0.043297596;0.060473505;0.058934823;0.037872866;0.013378122;-0.001433711;0;0;0;0;0;0;0;0;0.000085879525;-0.001402699;0.0037214467;0.008731087;0.011880002;0.010019279;0.0055249166;-0.0005439038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000047710855;-0.000690217;0.00037850605;0.011053015;0.020340726;0.0237441;0.018146027;0.0077705076;-0.00079836167;0;0;0;0;0;0;0;0;-0.00083971105;0.0067685796;0.033079524;0.053563382;0.057507478;0.040967718;0.015445592;-0.0016285303;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0007442893;0.006627037;0.021727521;0.04585967;0.081385165;0.124056324;0.16855052;0.19095553;0.18044482;0.13423212;0.091860086;0.07208967;0.08667201;0.101439476;0.10240561;0.07988227;0.054333113;0.040034175;0.052551117;0.07831212;0.09842224;0.10969249;0.10976119;0.10878217;0.11428992;0.11209712;0.08995451;0.056117974;0.025227113;0.02213688;0.06881526;0.13475214;0.16265583;0.14855728;0.09505432;0.07085061;0.08970403;0.13828751;0.14495033;0.120288596;0.06284951;0.029342173;0.02524858;0.057685994;0.08811955;0.10897683;0.12687483;0.13448161;0.12606685;0.10462631;0.068775184;0.033152357;0.013517437;0.0050039142;-0.000541041;0;0;-0.0011880001;0.0118943155;0.023058651;0.03499591;0.03456651;0.025549162;0.009833206;0.005596483;-0.0027266748;0.020568147;0.053853624;0.08173298;0.100606434;0.096435554;0.069404975;0.04558056;0.01950181;0.013234513;0.027756743;0.05155158;0.0777329;0.10035023;0.10657649;0.09733014;0.06365582;0.028244825;0.006736773;-0.0008110846;0;0;0;0;0;0;0;-0.0014313255;0.012803206;0.042202633;0.079506546;0.11214912;0.13486664;0.1402878;0.12544852;0.08998745;0.051867664;0.034666702;0.047414564;0.09475805;0.15110503;0.19909023;0.2182986;0.20688379;0.1615437;0.11949135;0.099333994;0.11009755;0.14048102;0.17391321;0.16288485;0.13427623;0.10740667;0.10200199;0.115047805;0.12981407;0.118195295;0.11970654;0.12082535;0.12957767;0.12544875;0.11063907;0.075501226;0.046841316;0.017104339;0.004635109;-0.0022221326;-0.00002862652;0.000014313256;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001749398;-0.0021469882;0.0004771084;0.0035783136;0.006440965;0.0062024104;0.004150844;-0.00039759045;0;0;-0.004373495;0.040395185;0.118422315;0.19915302;0.23406146;0.20162207;0.114665076;0.049857844;0.010675304;-0.0031012052;-0.002515422;0.009950363;0.017706027;0.020939762;0.0153204845;0.006467471;-0.002555181;-0.0011371089;0.0131841;0.023696393;0.02689302;0.028857118;0.049937356;0.069331825;0.08145037;0.061308447;0.025859281;-0.000007951992;-0.001828916;0.00013518077;0;0;0;-0.00042939768;0.004437109;0.0071566277;0.00787229;0.005009639;0.0014313255;-0.0018607232;0.00014313255;-0.0006162651;0.0038248196;0.031357955;0.10170708;0.19399603;0.2679826;0.26194984;0.20871909;0.12706594;0.06724527;0.029335283;0.013889159;-0.00479229;-0.0004718073;0.00006361446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00006361446;-0.00063614466;-0.0030534945;0.014679038;0.047360968;0.09670989;0.14313255;0.16854122;0.14944628;0.15899375;0.17207184;0.1732593;0.14039183;0.08229062;0.014747957;-0.0019190366;0;0.00019084342;-0.0035306031;0.01240482;0.027672293;0.036737353;0.030534942;0.016412532;-0.0016221688;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.06913152;0.058036413;0.047874417;0.033639763;0.030541554;0.029222855;0.03210353;0.029527798;0.030243386;0.034656227;0.032857753;0.033512358;0.02245519;0.015036988;0.0070068715;0.003892405;0.00094057416;-0.0003388237;-0.0005909086;0.0004255616;0.0022470765;0.0029382757;0.0065569105;0.006991959;0.012319623;0.008934096;0.008438061;0.002962672;0.011116123;0.025423964;0.05805267;0.0938758;0.15362397;0.21143404;0.26939186;0.277384;0.24772698;0.19089681;0.13949819;0.10182235;0.08467428;0.083271086;0.08808328;0.09665416;0.07904031;0.06252424;0.03839097;0.024675392;0.0126087535;0.005479906;0;0;-0.00013552942;0.00004065882;0.00008131764;0.00043369413;0.0005150117;0.0014908237;0.0017076704;0.0030494118;0.0023853176;0.002304;0.0013281882;0.00097581185;0.00048790593;0.00031171768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00025750592;-0.00051501184;-0.0010300237;-0.0015450355;-0.0025750592;-0.003090071;-0.0025389176;0.00043821186;0.0044815065;0.0099207545;0.017492332;0.02417845;0.031361505;0.032818448;0.03197365;0.0319985;0.03809958;0.04754824;0.060404334;0.06947239;0.07632339;0.07579483;0.07100386;0.0561905;0.04545318;0.032384753;0.02638758;0.017191907;0.011824943;0.005834542;0.0038795304;0.0019245181;0.0009622591;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0.00006361446;-0.0005566266;-0.0022265064;-0.002321928;0.005868434;0.027853595;0.068595484;0.10997351;0.120406285;0.09562845;0.0496776;0.01561311;0.027264632;0.08204411;0.13186748;0.14560556;0.112335205;0.05702507;0.014437834;0.0001934943;-0.00066265103;0.000042409672;0;0;0;0;-0.00022583138;0.0013645305;0.011873642;0.036793016;0.08235688;0.1252569;0.13348384;0.10282165;0.05360473;0.011410845;-0.003946324;0.01884483;0.07332616;0.14000429;0.17998284;0.16415872;0.103329934;0.04225496;0.008687511;-0.0010385063;-0.0012166266;0.003148916;0.02211398;0.05687801;0.09276103;0.12412869;0.15504627;0.1822931;0.19887847;0.18161751;0.12716903;0.062030897;0.01812302;-0.0033371083;0.014790363;0.05767844;0.100781225;0.13651665;0.14673075;0.1255511;0.09185134;0.05643796;0.021183617;0.0048347;0.00015903616;-0.00006361446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00027036155;0.0018861692;0.012325304;0.033677503;0.06895491;0.108319536;0.1376564;0.13947366;0.111240506;0.06569678;0.03148068;0.027550368;0.056484345;0.094869055;0.12208411;0.11499905;0.0816611;0.04072916;0.011919762;-0.0013478316;0;0;-0.001415422;0.012807714;0.04154555;0.064674705;0.06573495;0.045192778;0.014620727;-0.000657349;-0.0010231327;0.00007951808;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0010909882;0.008906025;0.03908632;0.092210755;0.1538516;0.19659866;0.20818652;0.18299285;0.1376853;0.084653616;0.041973356;0.012036121;0.002257862;-0.0014583616;-0.0026940724;0.004455797;0.014088222;0.041296132;0.107205726;0.19903632;0.27588636;0.3290855;0.3384724;0.3282182;0.32602173;0.31106853;0.25384125;0.18727924;0.11674295;0.06144657;0.02996655;0.011658545;0.0011327357;0.023829184;0.064025976;0.10584811;0.1230256;0.11934075;0.09106123;0.067716084;0.07312961;0.08781732;0.090225846;0.08188478;0.06545695;0.04927392;0.04576862;0.030628378;0.013086292;-0.00071103475;-0.0008338267;-0.0012704446;-0.004195405;0.015759766;0.07111907;0.16677958;0.2650717;0.31315345;0.2749283;0.18312737;0.083421625;0.021513617;-0.00010019254;-0.00037850617;0.011767087;0.042142197;0.094537474;0.15847716;0.20878693;0.2303477;0.2094096;0.15077901;0.07669943;0.025768107;0.032479167;0.06976832;0.12744635;0.19392873;0.25322428;0.28083295;0.25678298;0.16801961;0.074291095;0.017719282;-0.0021337357;0;0;0;0;0;0;0;0;-0.004057808;0.036954436;0.115221694;0.19357431;0.2325289;0.23665164;0.22105405;0.21815495;0.21958177;0.18732618;0.12876888;0.073374145;0.050186384;0.04145384;0.057414174;0.07742304;0.11848057;0.16239545;0.18960556;0.17671782;0.12882195;0.10437491;0.11216397;0.11603067;0.09357265;0.054820295;0.009566557;0.0020353978;0.009518314;0.029556872;0.04154847;0.056924347;0.055658948;0.04388258;0.021893976;0.009778071;-0.0037331088;-0.0012245786;0.00012245784;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0012579762;0.010486844;0.04345027;0.097198136;0.15347308;0.1857344;0.18536483;0.15588515;0.109080255;0.06134767;0.025552873;0.0035876445;-0.0009844869;-0.0005677591;-0.0030419645;0.0031505064;0.0113997115;0.03379001;0.08705417;0.16529806;0.23649114;0.2890395;0.3015814;0.28977427;0.27873296;0.2609432;0.2132659;0.1592119;0.10120418;0.05366993;0.025158409;0.009845797;0.000996362;0.019070027;0.051557545;0.08554237;0.100671485;0.10130604;0.08104758;0.062305;0.06532718;0.07604596;0.072074614;0.06004146;0.044147685;0.03337303;0.03568719;0.028395379;0.01270593;-0.0006298047;-0.0011070186;-0.0010241923;-0.0028630632;0.008854261;0.041076813;0.09689933;0.15657362;0.18677159;0.16666536;0.11292005;0.052807163;0.013921231;0.00056219276;-0.0003896388;0.00976323;0.034939453;0.078417554;0.1317062;0.174236;0.19321215;0.17682377;0.12846757;0.066390716;0.022774382;0.02803246;0.05882022;0.10625186;0.16006355;0.20753266;0.22899619;0.20955507;0.13707487;0.060542427;0.01441292;-0.0017366752;0;0;0;0;0;0;0;0;-0.0035846753;0.032868803;0.099714085;0.16503237;0.19680552;0.19057594;0.15975925;0.14232478;0.13271834;0.107983716;0.07267596;0.035285674;0.01568017;0.01305846;0.038028732;0.07656399;0.13398;0.18108845;0.197749;0.17570475;0.12400528;0.09802194;0.10516902;0.1092658;0.08814739;0.05165124;0.009017352;0.0019648916;0.008552566;0.024526823;0.03719193;0.055722963;0.058894802;0.04953605;0.02712534;0.010805976;-0.003117109;-0.00089060253;0.00008906026;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.00069021696;0.006367808;0.018491134;0.033531185;0.048949745;0.06387773;0.07637844;0.08568339;0.07697404;0.053204227;0.025875716;0.0063596447;-0.0007551568;0;0;0;0;0;0;0;0;-0.0010486846;0.0102998195;0.022906298;0.029336447;0.024380246;0.012125554;0.0038384963;0.014784003;0.033914145;0.06656253;0.10067149;0.1087782;0.088653915;0.049760196;0.011816813;-0.0040206993;0.01853752;0.072796;0.13985474;0.17941672;0.16305947;0.10269873;0.05006244;0.037031066;0.05804175;0.08630588;0.095493935;0.07843796;0.047668573;0.018789856;0.0028276632;-0.0012468437;-0.00006122892;0.000011132533;0;0;0;-0.00045086755;0.0045643384;0.008460725;0.010158435;0.0076257847;0.0033954224;-0.001007494;0.000055662655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00043082904;0.0043082903;0.008616581;0.010770725;0.008616581;0.0043750852;-0.0014958413;0.0015400001;0.016739618;0.0344255;0.051562175;0.06400575;0.081089;0.10501688;0.13269792;0.13555159;0.10935857;0.064811;0.031857222;0.028640293;0.05710989;0.09508574;0.121005066;0.11272045;0.084151804;0.05323165;0.036662545;0.03395746;0.03887388;0.037344303;0.04455024;0.054117054;0.068281166;0.07336717;0.062186323;0.03859277;0.01790111;0.002033542;-0.00085349404;0.00004453013;0;0;0;0;0;0;0;0;0;0;0;0
