;meta[fps=30]
;meta[frames=44]
jaw_open_a;0;0;-0.015382858;0.0074857147;0.063222855;0.110068575;0.11387429;0.085200004;0.049417138;0.08685714;0.11821714;0.117120005;0.07076571;0.00095999736;-0.0063999984;0.036457147;0.05077714;0.049348574;0.032171432;-0.0007542861;-0.0025257142;-0.0076723816;0.006933334;0.022445714;0.031299047;0.030841902;0.04329143;0.03449905;0.022518858;0.029529907;0.05061943;0.08078858;0.12107126;0.12480915;0.07866515;0.0369501;0.021266289;0.046169907;0.06375619;0.06610286;0.04148572;0.0070742867;-0.01152;-0.0025942859;-0.00038857147;0.0004571429;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0.00027428564;-0.004586666;0.005439999;0.011565712;0.013790474;0.012114284;0.0065371417;-0.0041752374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.016259048;0.0092358105;0.06019201;0.11279925;0.1426941;0.13335772;0.06487467;0.02873067;0.03202743;0.08004113;0.117659435;0.128048;0.09768686;0.05015771;0.013540572;0.007195429;-0.00038399972;-0.0024137143;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00069657847;0.0060115675;0.022319136;0.048044827;0.06074736;0.054981988;0.047071528;0.038884345;0.032729648;0.02631731;0.012368562;-0.0012500245;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;-0.0010162411;0.007442893;0.044385407;0.11114242;0.15100484;0.14291784;0.088871;0.026708536;0.01578752;0.040796354;0.054011066;0.051355958;0.04675783;0.053302564;0.09857111;0.13687645;0.1542969;0.1465391;0.113275096;0.07036396;0.035814624;0.010062219;-0.0011498315;0;0;0;0;-0.0010400966;0.008955327;0.03407032;0.0651098;0.09744225;0.10392021;0.0811502;0.04507244;0.01489652;-0.003760808;-0.0023688436;-0.0008051206;0.00008587953;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00097409665;0.00993181;0.017517833;0.021092175;0.015824102;0.0073156636;-0.0017692774;0.00074747;-0.00005566266;0;-0.0034351815;0.029835185;0.11118218;0.19965401;0.26939136;0.26403186;0.18693112;0.097187005;0.035560485;-0.0023219283;-0.001876627;0.004532531;0.0073156636;0.006782892;0.01929904;0.031862892;0.035806995;0.02998627;0.014034941;-0.0026797594;-0.0018527712;-0.000023855435;0.000015903615;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003876142;0.00080685195;0.001315539;0.0018558496;0.0028732237;0.0031786172;0.003212047;0.0015477461;-0.00021684788;-0.00093605695;-0.0012414503;-0.00088726624;-0.000741798;-0.0006460238;0.00039981175;0.0016128002;0.005516047;0.009473507;0.017442638;0.024042921;0.035813656;0.03830062;0.042637557;0.032540616;0.025859017;0.015274167;0.009805554;0.0044724713;0.002127812;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;-0.0024133737;0.02167663;0.07185651;0.11929701;0.12933616;0.097827114;0.041798685;0.0073633743;-0.0009820483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0020118076;0.018088775;0.058902223;0.10619428;0.13258104;0.12540267;0.083713986;0.052276246;0.046486802;0.071980834;0.096620835;0.096767135;0.065984115;0.028197115;0.002655905;-0.0012850126;-0.000044530185;0.000009542176;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;-0.0016364823;0.013336773;0.05979283;0.13364606;0.1727769;0.15735833;0.09299004;0.025833042;0.025142824;0.108472615;0.22574548;0.34521428;0.42693537;0.44099855;0.40521935;0.35662788;0.31821975;0.3038773;0.29731283;0.27298453;0.21070617;0.13598388;0.06803943;0.020564677;0.00066884235;0.013459903;0.06440304;0.14480902;0.21499331;0.25970078;0.26973397;0.25991228;0.22667378;0.17067878;0.09362459;0.033887427;0.002582746;-0.0017656198;-0.0003183903;0.000035624096;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;-0.0016030845;0.013180917;0.057577457;0.12691087;0.16298027;0.14761738;0.08656657;0.024725353;0.016865786;0.06930558;0.14150561;0.21661678;0.27624822;0.3024375;0.30162072;0.2878472;0.27509972;0.26884136;0.26057735;0.2351265;0.17925195;0.114764154;0.058170076;0.018116638;0.00048181647;0.010237258;0.054885615;0.13050519;0.20126544;0.25198072;0.2678088;0.25678018;0.21900512;0.16047843;0.08564257;0.030503135;0.002716337;-0.0016253497;-0.00024936858;0.000028944574;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009351327;0.009406989;0.01815716;0.022153739;0.017088436;0.007959761;-0.0017144098;-0.000055662666;-0.00042303617;0.0043899277;0.008200964;0.009889398;0.00747735;0.0033768676;-0.00091657834;-0.0013926799;0.012796846;0.043466415;0.082063094;0.10776496;0.10789557;0.07814183;0.04706371;0.033261597;0.049120814;0.066273645;0.06771028;0.05410411;0.03259605;0.017444678;0.013864458;0.006855414;-0.00068799057;0;0;0;0;0;0;0;0;0;0
