;meta[fps=30]
;meta[frames=86]
jaw_open_a;0;-0.011337143;0.006674286;0.04118857;0.07748571;0.09696;0.09444572;0.068735994;0.071136005;0.11391543;0.17025983;0.19464077;0.17126401;0.14896382;0.13016534;0.13018286;0.12510324;0.11012648;0.08592;0.08326401;0.07329829;0.049828574;0.015844574;-0.0030719978;-0.0039862865;0;0;0;0;0;0;0;0;0;-0.008228572;0.0074971444;0.025097147;0.04304762;0.06509715;0.094820574;0.10609677;0.10178744;0.069851436;0.041552763;0.042841144;0.092740566;0.13300344;0.13315201;0.11907886;0.08625372;0.06697601;0.074295774;0.08323475;0.09821532;0.10804115;0.07865693;0.058534406;0.03290789;0.016687544;0.0047149714;0.021255314;0.022582857;0.03264;0.027977142;0.013988571;-0.009325715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0076800003;0.0039497144;0.028763428;0.05423543;0.07213714;0.06535314;0.03388343;0.0122879995;-0.009526859;-0.0010148571;0.03211429;0.07962286;0.11801144;0.13640001;0.116487615;0.08163429;0.056525715;0.043504767;0.036608;0.087744;0.19128536;0.21766402;0.19312003;0.11332572;0.014029716;-0.027858289;0;0;0;-0.009935239;0.009478097;0.029775241;0.060556196;0.06744381;0.082940966;0.06220191;0.04993524;0.025843808;0.012205714;-0.009965714;0;-0.0064000012;-0.0010361891;0.03515429;0.05430858;0.056426674;0.041508578;0.0027757713;-0.007850363;0.021089828;0.052659206;0.08607848;0.10062263;0.07791451;0.04845744;0.014966853;-0.013946516;0.0061333342;0.041828576;0.064320005;0.06596572;0.04676572;0.006720001;-0.0025462857;-0.0062514287;-0.004286858;0.008749714;0.04802286;0.05542401;0.06664077;0.078857146;0.09946706;0.13533333;0.17668572;0.14101335;0.08894477;0.03556572;-0.0008380938;-0.009600002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;-0.0013645304;0.012519328;0.037567526;0.065736;0.08234892;0.075240016;0.047682222;0.023206556;0.0062978324;-0.0010114701;-0.0005725302;-0.0007156627;-0.0005725302;-0.0002862651;0.000028626511;0;0;0;-0.0010251472;0.010307453;0.019943135;0.024509063;0.019103423;0.009131857;-0.0015849546;0.00005598073;0;0;0;-0.00037850608;0.002598651;0.019205207;0.03458401;0.049313936;0.065840974;0.067816205;0.05570083;0.0380669;0.013766171;-0.0013928388;-0.0009656677;-0.0005563088;0.016407762;0.035563666;0.045463674;0.03865247;0.020408796;0.0019437404;-0.00033397597;0;0;0;0;0;0;0;-0.00020754221;0.0013025063;0.010498773;0.033724412;0.057620395;0.073906496;0.07960316;0.08535089;0.08003352;0.069957465;0.053702373;0.05245808;0.053512495;0.054644197;0.036223035;0.013477363;-0.0014275088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.001631711;0.015160599;0.04356669;0.0695023;0.08082122;0.07746477;0.06914735;0.07963705;0.106760904;0.12788847;0.15232429;0.16210929;0.14725953;0.108799584;0.07193055;0.059364222;0.0655869;0.06722649;0.047004722;0.018942157;-0.0019723661;0;-0.0017497956;0.014005521;0.065891065;0.15388538;0.20289038;0.18807615;0.11375816;0.034852773;0.013685859;0.0547816;0.09847043;0.13228787;0.14922522;0.14092448;0.12910652;0.099709;0.06110329;0.030630367;0.017482927;0.021163221;0.049318466;0.07864346;0.08759175;0.07616083;0.059639037;0.05869916;0.087153986;0.116124585;0.1140919;0.09345887;0.067662574;0.044359542;0.028347498;0.015172241;0.0005427108;0.016309954;0.05483408;0.100031756;0.13009319;0.13995738;0.12667112;0.10837588;0.09430441;0.07966348;0.065329514;0.0691564;0.06583001;0.07854944;0.13199599;0.22140287;0.31482053;0.371874;0.34489697;0.2720473;0.19543186;0.14200114;0.11561702;0.09020622;0.05956563;0.028955715;0.007543084;-0.0008812875;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;-0.00035783136;0.0025048195;0.016639158;0.042939764;0.059042178;0.05635844;0.035425305;0.011450604;-0.0012524099;0;0;0;0;-0.00033397594;0.0034510847;0.0055662654;0.0061228923;0.0038963857;0.001113253;-0.0014472292;0.00011132532;0;0;0;0;0;0;0;-0.0038645794;0.038645793;0.07717231;0.09780724;0.07967713;0.04162772;-0.0024332535;0.01094169;0.016865788;0.020038556;0.014551809;0.006202411;-0.003074699;0.0045272294;0.0426429;0.07286507;0.107253976;0.11003712;0.08500483;0.042886756;0.02245061;-0.002634699;-0.0029792776;0.0018925305;0.0049301214;0.007236146;0.0063614473;-0.00012722891;0.03592627;0.1028964;0.14566442;0.1363449;0.09314431;0.060745463;0.10060947;0.18215492;0.25814113;0.30638504;0.31110018;0.25810933;0.16836204;0.076357715;0.018543614;-0.0022182362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0.00018070592;0.00002258825;0.000004517675;-0.00035237643;-0.0003885177;-0.0014637177;-0.0017618826;-0.0034017889;-0.0028687064;-0.0027919062;-0.0017167062;-0.0012378355;-0.00065957656;-0.0004201412;-0.000040658826;0;0;0;0;0;0;0.00008131765;0.00008131765;0.0001626353;-0.00047435297;0.0029409882;0.0053940704;0.0119808;0.016724331;0.031090448;0.036796235;0.05053892;0.040143814;0.034939483;0.020546261;0.01395953;0.0066002826;0.0030223061;-0.0011926589;-0.0014637179;-0.0014637179;-0.0011926589;-0.0008673883;-0.0005421177;-0.00032527064;-0.00016263532;-0.00005421177;0;0.0013462589;0.0025208471;0.004960377;0.007228235;0.012107295;0.013950494;0.017320659;0.012604235;0.0101827765;0.005385035;0.0035418356;0.0015179294;0.00067764707;-0.00033430595;-0.00008131765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0006043375;0.0050414465;0.020611087;0.0477522;0.0869069;0.14328045;0.19557206;0.2163899;0.18790388;0.15113895;0.119543776;0.10957328;0.12577163;0.15244836;0.17233159;0.18350388;0.15214194;0.08914295;0.03710632;0.007850022;-0.0009860239;0;0;0;0;0;0;0;0;-0.0014419279;0.013857352;0.034457833;0.047286753;0.042886753;0.024337834;0.016528098;0.034511905;0.04792078;0.045169454;0.042113177;0.05482852;0.100649215;0.14357427;0.14225307;0.10120982;0.048681367;0.010461399;-0.0012945544;0;0;0.00009542171;-0.0016380725;0.0049301214;0.011291569;0.0151879545;0.012722895;0.0053793993;0.013812291;0.041257955;0.06315724;0.063932545;0.04478856;0.015541811;0.0022503622;-0.00033000007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0019370605;0.016954847;0.060583238;0.118272014;0.16082056;0.16647589;0.13059573;0.08491895;0.04488637;0.019359471;0.006468001;0.0013136386;-0.00092956633;0.000194819;0.026105786;0.048554536;0.058017183;0.07075837;0.10111492;0.14584917;0.19653744;0.18716255;0.14752646;0.09855259;0.06075672;0.032629453;0.01703834;-0.0017082872;0;0;0;0;-0.00051209645;0.0027274697;0.032722224;0.07452858;0.105451055;0.10744377;0.09710166;0.12119392;0.21361251;0.33605993;0.39857468;0.38141164;0.2794377;0.16683547;0.089581266;0.08566706;0.10291692;0.12118875;0.097788155;0.05408444;0.0132143125;-0.0037665076;0.028456608;0.09675655;0.14469694;0.14446947;0.09389363;0.05224033;0.044956874;0.074128754;0.105973355;0.14984944;0.19544366;0.24064176;0.23183817;0.21144511;0.19248378;0.17064072;0.13617498;0.08666862;0.044031613;0.05330323;0.09682229;0.1460278;0.1710047;0.16671816;0.165149;0.18849815;0.23076415;0.26370317;0.2376541;0.16406648;0.079724826;0.020953013;-0.0024412049;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0015808197;0.013815473;0.049628828;0.09717586;0.13234352;0.13864455;0.111314185;0.07510006;0.041836053;0.019136822;0.006267615;0.0011577834;-0.0001744097;-0.0014323859;0.016550366;0.032633167;0.040719092;0.053447284;0.08614724;0.13300592;0.1863827;0.18334705;0.14888276;0.09934486;0.059832726;0.03113213;0.016298028;-0.0016348124;0;0;0;0;-0.0004193253;0.002226506;0.026866507;0.061158422;0.085846655;0.09073014;0.081545785;0.08806649;0.13559198;0.20144686;0.23297235;0.22248738;0.16206367;0.100677796;0.068544485;0.08436233;0.10113719;0.10238219;0.06991823;0.029837785;0.002193109;-0.0048983144;0.028757187;0.09737255;0.1466325;0.14690007;0.096272275;0.049168684;0.036440488;0.061131515;0.08721781;0.12290871;0.15996055;0.1972202;0.19080684;0.17529972;0.16104648;0.14396329;0.11582658;0.07453898;0.03851901;0.04513128;0.08053006;0.121172406;0.14207287;0.13826978;0.13625742;0.15456142;0.1886466;0.2152719;0.19395573;0.13373034;0.06485812;0.016991423;-0.0019815904;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0011466509;0.010319857;0.033408727;0.060658943;0.07874262;0.08681593;0.08290397;0.07512233;0.05849032;0.03572207;0.0136061795;0.0021307655;-0.00030057828;0;-0.00063010125;0.005080887;0.023647722;0.05120296;0.071292736;0.06974531;0.047373377;0.020488312;0.0039208783;-0.0005076435;0;0;0;0;0;0;0;0;-0.0011243859;0.010709496;0.027831333;0.038214274;0.040470466;0.044303767;0.055022914;0.07563071;0.07835224;0.056309085;0.025860872;0.004764725;-0.002796492;0.006605303;0.02710178;0.056683887;0.07124449;0.063314416;0.036139164;0.011002652;-0.0012245786;0.00010019278;-0.0016810123;0.004786989;0.011076869;0.014973256;0.011511039;0.016439969;0.031171089;0.058231488;0.071234286;0.06264832;0.036600977;0.014447244;0.002348964;-0.00032562655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
